,SCH_NAME,SCHOOL_YR,LEVEL_CODE,DIV_NUM,DIV_NAME,SCH_NUM,GRADE_CODE,FEDERAL_RACE_CODE,GENDER,DISABILITY_FLAG,LEP_FLAG,DISADVANTAGED_FLAG,PRIMARY_DISABILITY_TYPE,DEC1_CNT
1656,Virginia Run Elementary,2010-2011,SCH,29.0,Fairfax County ,2050.0,02,5.0,F,Y,N,N,SLD,10
1657,W. Townes Lea Elementary,2010-2011,SCH,108.0,Danville City ,170.0,05,3.0,F,Y,N,Y,SLI,10
1658,W.C. Taylor Middle,2010-2011,SCH,30.0,Fauquier County ,670.0,06,5.0,M,Y,N,N,SLD,12
1659,W.E. Cundiff Elementary,2010-2011,SCH,80.0,Roanoke County ,60.0,01,5.0,M,Y,N,N,DD,11
1660,W.G. Coleman Elementary,2010-2011,SCH,30.0,Fauquier County ,740.0,04,5.0,F,Y,N,N,SLD,10
1661,W.T. Cooke Elementary,2010-2011,SCH,128.0,Virginia Beach City ,130.0,01,5.0,M,Y,N,N,SLD,10
1662,W.W. Gordon Elementary,2010-2011,SCH,21.0,Chesterfield County ,290.0,01,5.0,M,Y,N,N,SLI,10
1663,W.W. Robinson Elementary,2010-2011,SCH,85.0,Shenandoah County ,20.0,01,5.0,M,Y,N,Y,SLD,10
1664,Wakefield Forest Elementary,2010-2011,SCH,29.0,Fairfax County ,850.0,03,5.0,M,Y,N,N,OHI,11
1665,Wakefield High,2010-2011,SCH,7.0,Arlington County ,450.0,09,3.0,M,Y,N,N,SLD,14
1666,Walker Upper Elementary,2010-2011,SCH,104.0,Charlottesville City ,110.0,05,3.0,F,Y,N,Y,SLD,10
1667,Walker-Grant Middle,2010-2011,SCH,110.0,Fredericksburg City ,273.0,06,3.0,M,Y,N,Y,SLD,10
1668,Wallace Middle,2010-2011,SCH,94.0,Washington County ,620.0,06,5.0,M,Y,N,Y,SLD,11
1669,Waller Mill Elementary,2010-2011,SCH,98.0,York County ,220.0,,5.0,M,Y,N,N,,11
1670,Walnut Hill Elementary,2010-2011,SCH,120.0,Petersburg City ,130.0,02,3.0,M,Y,N,N,OHI,10
1671,Walter Herron Taylor Elementary,2010-2011,SCH,118.0,Norfolk City ,150.0,05,3.0,M,Y,N,Y,SLI,10
1672,Waples Mill Elementary,2010-2011,SCH,29.0,Fairfax County ,2100.0,03,5.0,M,Y,N,N,DD,11
1673,Warhill High,2010-2011,SCH,131.0,Williamsburg-James City County ,204.0,09,3.0,M,Y,N,N,SLD,11
1674,Warren County High,2010-2011,SCH,93.0,Warren County ,230.0,08,5.0,M,Y,N,N,EMN,11
1675,Warren County Middle,2010-2011,SCH,93.0,Warren County ,270.0,06,5.0,F,Y,N,Y,SLD,12
1676,Warrenton Middle,2010-2011,SCH,30.0,Fauquier County ,660.0,07,5.0,F,Y,N,N,SLD,10
1677,Warwick High,2010-2011,SCH,117.0,Newport News City ,1070.0,09,3.0,F,Y,N,Y,SLD,16
1678,Wasena Elementary,2010-2011,SCH,124.0,Roanoke City ,90.0,04,3.0,M,Y,N,N,SLI,10
1679,Washington & Lee High,2010-2011,SCH,95.0,Westmoreland County ,120.0,09,3.0,M,Y,N,Y,SLD,12
1680,Washington District Elementary,2010-2011,SCH,95.0,Westmoreland County ,310.0,01,3.0,M,Y,N,Y,SLI,10
1681,Washington Mill Elementary,2010-2011,SCH,29.0,Fairfax County ,1320.0,01,3.0,M,Y,N,N,SLD,10
1682,Washington-Henry Elementary ,2010-2011,SCH,42.0,Hanover County ,290.0,02,5.0,M,Y,N,N,SLI,10
1683,Washington-Lee Elementary,2010-2011,SCH,102.0,Bristol City ,90.0,02,5.0,M,Y,N,Y,SLD,10
1684,Washington-Lee High,2010-2011,SCH,7.0,Arlington County ,80.0,09,3.0,F,Y,Y,Y,SLD,13
1685,Watauga Elementary,2010-2011,SCH,94.0,Washington County ,70.0,01,5.0,M,Y,N,Y,SLI,10
1686,Waterford Elementary,2010-2011,SCH,53.0,Loudoun County ,700.0,,5.0,M,Y,N,N,,13
1687,Waterman Elementary,2010-2011,SCH,113.0,Harrisonburg City ,30.0,01,3.0,M,Y,N,Y,SLI,12
1688,Watkins Early Childhood Center,2010-2011,SCH,117.0,Newport News City ,1410.0,PS,5.0,M,Y,N,N,DD,10
1689,Waverly Yowell Elementary,2010-2011,SCH,56.0,Madison County ,200.0,03,5.0,M,Y,N,Y,SLD,11
1690,Waynesboro High,2010-2011,SCH,130.0,Waynesboro City ,600.0,09,5.0,M,Y,N,Y,SLD,10
1691,Waynewood Elementary,2010-2011,SCH,29.0,Fairfax County ,1080.0,01,5.0,M,Y,N,N,DD,11
1692,Weber City Elementary,2010-2011,SCH,84.0,Scott County ,740.0,,5.0,M,Y,N,N,SLI,10
1693,Weems Elementary,2010-2011,SCH,143.0,Manassas City ,10.0,02,4.0,F,Y,Y,Y,SLI,10
1694,Wenonah Elementary,2010-2011,SCH,130.0,Waynesboro City ,580.0,04,5.0,M,Y,N,Y,SLI,11
1695,West Gate Elementary,2010-2011,SCH,75.0,Prince William County ,540.0,02,4.0,M,Y,Y,Y,DD,10
1696,West Point Elementary,2010-2011,SCH,207.0,West Point ,280.0,PS,5.0,M,Y,N,N,DD,10
1697,West Point High,2010-2011,SCH,207.0,West Point ,290.0,,5.0,M,Y,N,N,,11
1698,West Point Middle,2010-2011,SCH,207.0,West Point ,391.0,,5.0,M,Y,N,,,11
1699,West Potomac High,2010-2011,SCH,29.0,Fairfax County ,900.0,09,3.0,M,Y,N,Y,SLD,13
1700,West Salem Elementary,2010-2011,SCH,139.0,Salem City ,460.0,03,5.0,M,Y,N,N,SLI,14
1701,West Springfield Elementary,2010-2011,SCH,29.0,Fairfax County ,1430.0,01,5.0,M,Y,N,N,SLI,10
1702,West Springfield High,2010-2011,SCH,29.0,Fairfax County ,1610.0,09,4.0,M,Y,Y,N,OHI,10
1703,Westbriar Elementary,2010-2011,SCH,29.0,Fairfax County ,1580.0,02,5.0,M,Y,N,N,SLD,10
1704,Western Albemarle High,2010-2011,SCH,2.0,Albemarle County ,140.0,09,5.0,M,Y,N,N,SLD,14
1705,Western Branch High,2010-2011,SCH,136.0,Chesapeake City ,840.0,09,3.0,F,Y,N,Y,SLD,11
1706,Western Branch Intermediate,2010-2011,SCH,136.0,Chesapeake City ,810.0,03,3.0,M,Y,N,Y,SLD,11
1707,Western Branch Middle,2010-2011,SCH,136.0,Chesapeake City ,740.0,06,3.0,M,Y,N,Y,OHI,13
1708,Western Branch Primary,2010-2011,SCH,136.0,Chesapeake City ,110.0,01,3.0,M,Y,N,N,SLI,10
1709,Westfield High,2010-2011,SCH,29.0,Fairfax County ,2228.0,09,2.0,M,Y,N,Y,SLD,11
1710,Westgate Elementary,2010-2011,SCH,29.0,Fairfax County ,1670.0,03,2.0,F,Y,N,N,SLI,11
1711,Westhaven Elementary,2010-2011,SCH,121.0,Portsmouth City ,210.0,01,3.0,M,Y,N,Y,AUT,10
1712,Westlawn Elementary,2010-2011,SCH,29.0,Fairfax County ,580.0,02,4.0,M,Y,Y,Y,SLD,11
1713,Westover Hills Elementary,2010-2011,SCH,123.0,Richmond City ,660.0,04,3.0,M,Y,N,Y,OHI,11
1714,Westridge Elementary,2010-2011,SCH,75.0,Prince William County ,740.0,02,3.0,M,Y,N,N,SLI,10
1715,Westside Elementary,2010-2011,SCH,46.0,Isle of Wight County ,424.0,04,3.0,M,Y,N,Y,SLD,12
1716,Westview Early Childhood Education Center,2010-2011,SCH,120.0,Petersburg City ,160.0,PS,3.0,M,Y,N,Y,,11
1717,Westwood Hills Elementary,2010-2011,SCH,130.0,Waynesboro City ,630.0,01,3.0,M,Y,N,Y,SLI,10
1718,Westwood Middle,2010-2011,SCH,108.0,Danville City ,1372.0,06,3.0,F,Y,N,Y,SLD,10
1719,Weyanoke Elementary,2010-2011,SCH,29.0,Fairfax County ,520.0,02,2.0,M,Y,Y,Y,SLD,11
1720,White Oaks Elementary,2010-2011,SCH,29.0,Fairfax County ,400.0,04,2.0,M,Y,N,N,SLD,13
1721,Whitman Middle,2010-2011,SCH,29.0,Fairfax County ,1550.0,07,3.0,F,Y,N,Y,SLD,11
1722,Widewater Elementary,2010-2011,SCH,89.0,Stafford County ,50.0,01,3.0,M,Y,N,Y,SLI,10
1723,Wilbur S. Pence Middle,2010-2011,SCH,82.0,Rockingham County ,890.0,06,5.0,M,Y,N,N,SLD,13
1724,Wilderness Elementary,2010-2011,SCH,88.0,Spotsylvania County ,504.0,01,5.0,M,Y,N,N,SLI,10
1725,Willard Model Elementary,2010-2011,SCH,118.0,Norfolk City ,471.0,01,3.0,M,Y,N,Y,DD,14
1726,William A. Walton Elementary,2010-2011,SCH,74.0,Prince George County ,280.0,01,3.0,M,Y,N,N,SLI,10
1727,William Byrd High,2010-2011,SCH,80.0,Roanoke County ,630.0,09,5.0,F,Y,N,N,SLD,10
1728,William Byrd Middle,2010-2011,SCH,80.0,Roanoke County ,232.0,06,5.0,F,Y,N,N,OHI,12
1729,William Campbell High,2010-2011,SCH,16.0,Campbell County ,542.0,07,5.0,F,Y,N,Y,SLD,10
1730,William E. Waters Middle,2010-2011,SCH,121.0,Portsmouth City ,310.0,07,3.0,M,Y,N,Y,SLD,12
1731,William Fleming High,2010-2011,SCH,124.0,Roanoke City ,400.0,09,3.0,F,Y,N,Y,SLD,11
1732,William Fox Elementary,2010-2011,SCH,123.0,Richmond City ,200.0,02,3.0,M,Y,N,N,SLI,11
1733,William H. Ruffner Middle,2010-2011,SCH,118.0,Norfolk City ,30.0,06,3.0,F,Y,N,Y,SLD,10
1734,William H. Wetsel Middle,2010-2011,SCH,56.0,Madison County ,222.0,07,5.0,M,Y,N,N,SLD,12
1735,William M. Bass Elementary,2010-2011,SCH,115.0,Lynchburg City ,250.0,05,3.0,M,Y,N,Y,SLD,10
1736,William Mason Cooper Elementary,2010-2011,SCH,112.0,Hampton City ,80.0,01,3.0,M,Y,N,Y,SLD,10
1737,William Monroe High,2010-2011,SCH,39.0,Greene County ,72.0,09,5.0,M,Y,N,N,SLD,17
1738,William Monroe Middle,2010-2011,SCH,39.0,Greene County ,71.0,06,5.0,M,Y,N,N,SLD,16
1739,William Perry Elementary,2010-2011,SCH,130.0,Waynesboro City ,751.0,01,5.0,M,Y,N,Y,SLI,12
1740,William Ramsay Elementary,2010-2011,SCH,101.0,Alexandria City ,190.0,03,3.0,M,Y,N,Y,SLI,11
1741,Williams Elementary,2010-2011,SCH,128.0,Virginia Beach City ,470.0,04,3.0,F,Y,N,Y,SLD,10
1742,Williamsburg Middle,2010-2011,SCH,7.0,Arlington County ,480.0,06,5.0,M,Y,N,N,SLD,13
1743,Willis A. Jenkins Elementary,2010-2011,SCH,117.0,Newport News City ,320.0,01,3.0,M,Y,N,N,DD,11
1744,Willis Elementary,2010-2011,SCH,31.0,Floyd County ,500.0,,5.0,F,Y,N,Y,SLI,10
1745,Willoughby Elementary,2010-2011,SCH,118.0,Norfolk City ,860.0,PS,5.0,M,Y,N,Y,DD,12
1746,Willow Springs Elementary,2010-2011,SCH,29.0,Fairfax County ,2060.0,03,5.0,F,Y,N,N,SLD,10
1747,Wilson Elementary,2010-2011,SCH,8.0,Augusta County ,640.0,,5.0,F,Y,N,N,SLI,10
1748,Wilson Memorial High,2010-2011,SCH,8.0,Augusta County ,720.0,09,5.0,M,Y,N,N,OHI,10
1749,Wilson Middle,2010-2011,SCH,8.0,Augusta County ,844.0,06,5.0,M,Y,N,N,OHI,14
1750,Winding Creek Elementary,2010-2011,SCH,89.0,Stafford County ,423.0,01,5.0,F,Y,N,N,AUT,10
1751,Windsor Elementary,2010-2011,SCH,46.0,Isle of Wight County ,240.0,02,5.0,M,Y,N,Y,SLD,10
1752,Windsor High,2010-2011,SCH,46.0,Isle of Wight County ,250.0,09,5.0,M,Y,N,Y,SLD,12
1753,Windsor Middle,2010-2011,SCH,46.0,Isle of Wight County ,422.0,06,5.0,M,Y,N,N,SLD,10
1754,Windsor Oaks Elementary,2010-2011,SCH,128.0,Virginia Beach City ,670.0,01,3.0,M,Y,N,Y,SLD,15
1755,Windsor Woods Elementary,2010-2011,SCH,128.0,Virginia Beach City ,560.0,03,5.0,M,Y,N,N,DD,11
1756,Windy Gap Elementary,2010-2011,SCH,33.0,Franklin County ,980.0,04,5.0,F,Y,N,Y,SLD,10
1757,Winterpock Elementary,2010-2011,SCH,21.0,Chesterfield County ,860.0,02,5.0,M,Y,N,N,SLI,10
1758,Wise Primary,2010-2011,SCH,96.0,Wise County ,1020.0,01,5.0,M,Y,N,Y,SLD,10
1759,Wolftrap Elementary,2010-2011,SCH,29.0,Fairfax County ,1810.0,03,5.0,M,Y,N,N,OHI,10
1760,Woodberry Hills Elementary,2010-2011,SCH,108.0,Danville City ,220.0,01,3.0,M,Y,N,Y,AUT,11
1761,Woodbine Pre-School Center,2010-2011,SCH,75.0,Prince William County ,190.0,PS,3.0,M,Y,N,N,DD,14
1762,Woodbridge High,2010-2011,SCH,75.0,Prince William County ,60.0,09,3.0,M,Y,N,Y,OHI,14
1763,Woodbridge Middle,2010-2011,SCH,75.0,Prince William County ,560.0,06,3.0,M,Y,N,Y,SLD,14
1764,Woodbrook Elementary,2010-2011,SCH,2.0,Albemarle County ,930.0,PS,5.0,M,Y,N,N,SLI,10
1765,Woodburn Elementary,2010-2011,SCH,29.0,Fairfax County ,650.0,02,4.0,M,Y,N,N,SLD,10
1766,Woodgrove High,2010-2011,SCH,53.0,Loudoun County ,590.0,09,5.0,M,Y,N,N,SLD,17
1767,Woodlawn Elementary,2010-2011,SCH,29.0,Fairfax County ,380.0,03,3.0,M,Y,N,Y,SLD,11
1768,Woodlawn Pre-School Learning Center,2010-2011,SCH,114.0,Hopewell City ,151.0,PS,3.0,M,Y,N,Y,SLI,10
1769,Woodlawn School,2010-2011,SCH,18.0,Carroll County ,450.0,06,5.0,F,Y,N,Y,SLD,10
1770,Woodley Hills Elementary,2010-2011,SCH,29.0,Fairfax County ,590.0,01,4.0,M,Y,N,N,DD,10
1771,Woodrow Wilson Elementary,2010-2011,SCH,108.0,Danville City ,1373.0,,3.0,M,Y,N,Y,SLI,13
1772,Woodrow Wilson High,2010-2011,SCH,121.0,Portsmouth City ,1660.0,09,3.0,F,Y,N,N,SLD,10
1773,Woodrow Wilson Middle,2010-2011,SCH,124.0,Roanoke City ,150.0,06,5.0,M,Y,N,Y,SLD,11
1774,Woodside High,2010-2011,SCH,117.0,Newport News City ,1396.0,09,3.0,M,Y,N,N,SLD,13
1775,Woodson High,2010-2011,SCH,29.0,Fairfax County ,1260.0,09,5.0,F,Y,N,N,SLD,10
1776,Woodstock Elementary,2010-2011,SCH,128.0,Virginia Beach City ,390.0,01,3.0,M,Y,N,N,SLI,10
1777,Woodville Elementary,2010-2011,SCH,123.0,Richmond City ,650.0,01,3.0,M,Y,N,Y,SLD,12
1778,Woolridge Elementary,2010-2011,SCH,21.0,Chesterfield County ,440.0,02,5.0,M,Y,N,N,SLI,11
1779,Woolwine Elementary,2010-2011,SCH,70.0,Patrick County ,80.0,04,5.0,F,Y,N,Y,SLI,10
1780,Yellow Branch Elementary,2010-2011,SCH,16.0,Campbell County ,710.0,01,5.0,M,Y,N,Y,SLD,13
1781,York High,2010-2011,SCH,98.0,York County ,30.0,09,5.0,M,Y,N,N,OHI,12
1782,York River Academy,2010-2011,SCH,98.0,York County ,335.0,,5.0,M,Y,N,N,,10
1783,Yorkshire Elementary,2010-2011,SCH,75.0,Prince William County ,350.0,01,4.0,M,Y,N,Y,SLI,10
1784,Yorktown Elementary,2010-2011,SCH,98.0,York County ,210.0,01,3.0,M,Y,N,N,SLI,12
1785,Yorktown High,2010-2011,SCH,7.0,Arlington County ,330.0,09,4.0,F,Y,N,N,SLD,11
1786,Yorktown Middle,2010-2011,SCH,98.0,York County ,60.0,06,5.0,M,Y,N,N,SLD,13
1787,Yowell Elementary,2010-2011,SCH,24.0,Culpeper County ,40.0,03,5.0,F,Y,N,N,SLI,11
1788,Yuma Elementary,2010-2011,SCH,84.0,Scott County ,790.0,,5.0,M,Y,N,N,,11
