Year,State,County,School_district ,City ,Number_reporting,School,Public/Private,Age,Total_enrolled,Total_complete,Total_exempt,ME_total,PME_total,TME_total,PBE_total,PBE_total-philosophy,PBE_total-religion,TDaP,TDaP_exempt,Var,Var_exempt,HepB,HepB_exempt,HepA,HepA_exempt,MMR,Mumps_exempt,Rubella_exempt,Measles2,Measles2_exempt,Polio(IPV),Polio(IPV)_exempt,DTaP,DTaP_exempt,HIB1,HIB1_exempt,MCV4,MCV4_exempt,PCV13,PCV13_exempt,Influenza,Influenza_exempt,No_record
2004,California,Alameda,,,,,,KG,18127,16542,,,37,,167,,,,,17586,,17501,,,,17140,,,,,17170,,17099,,,,,,,,,,
2004,California,Amador,,,,,,KG,323,306,,,1,,3,,,,,319,,315,,,,312,,,,,313,,310,,,,,,,,,,
2004,California,Butte,,,,,,KG,2405,2223,,,5,,90,,,,,2289,,2291,,,,2258,,,,,2267,,2261,,,,,,,,,,
2004,California,Calaveras,,,,,,KG,473,415,,,0,,26,,,,,442,,437,,,,427,,,,,427,,431,,,,,,,,,,
2004,California,Colusa,,,,,,KG,356,343,,,0,,3,,,,,351,,352,,,,344,,,,,345,,345,,,,,,,,,,
2004,California,Contra Costa,,,,,,KG,13550,12955,,,33,,171,,,,,13272,,13230,,,,13121,,,,,13128,,13140,,,,,,,,,,
2004,California,Del Norte,,,,,,KG,325,299,,,1,,11,,,,,313,,311,,,,306,,,,,306,,308,,,,,,,,,,
2004,California,El Dorado,,,,,,KG,2131,1811,,,3,,105,,,,,1986,,1993,,,,1905,,,,,1904,,1914,,,,,,,,,,
2004,California,Fresno,,,,,,KG,14695,14195,,,7,,83,,,,,14561,,14434,,,,14472,,,,,14397,,14356,,,,,,,,,,
2004,California,Glenn,,,,,,KG,448,431,,,0,,2,,,,,445,,435,,,,436,,,,,442,,440,,,,,,,,,,
2004,California,Humboldt,,,,,,KG,1358,1184,,,0,,98,,,,,1230,,1237,,,,1209,,,,,1206,,1200,,,,,,,,,,
2004,California,Imperial,,,,,,KG,2594,2444,,,5,,4,,,,,2565,,2555,,,,2514,,,,,2537,,2509,,,,,,,,,,
2004,California,Inyo,,,,,,KG,187,180,,,0,,4,,,,,183,,183,,,,182,,,,,181,,181,,,,,,,,,,
2004,California,Kern,,,,,,KG,12981,12223,,,17,,147,,,,,12703,,12573,,,,12494,,,,,12534,,12440,,,,,,,,,,
2004,California,Kings,,,,,,KG,2409,2333,,,3,,7,,,,,2390,,2385,,,,2368,,,,,2374,,2355,,,,,,,,,,
2004,California,Lake,,,,,,KG,716,634,,,1,,14,,,,,676,,681,,,,653,,,,,659,,653,,,,,,,,,,
2004,California,Lassen,,,,,,KG,369,307,,,2,,19,,,,,338,,343,,,,320,,,,,322,,324,,,,,,,,,,
2004,California,Los Angeles,,,,,,KG,139141,127070,,,119,,932,,,,,135732,,134809,,,,132383,,,,,132514,,131726,,,,,,,,,,
2004,California,Lpine,,,,,,KG,13,10,,,0,,1,,,,,12,,12,,,,10,,,,,10,,10,,,,,,,,,,
2004,California,Madera,,,,,,KG,2224,2086,,,0,,20,,,,,2165,,2152,,,,2132,,,,,2133,,2123,,,,,,,,,,
2004,California,Marin,,,,,,KG,2764,2442,,,7,,106,,,,,2617,,2604,,,,2514,,,,,2530,,2523,,,,,,,,,,
2004,California,Mariposa,,,,,,KG,137,127,,,6,,0,,,,,129,,130,,,,128,,,,,128,,128,,,,,,,,,,
2004,California,Mendocino,,,,,,KG,959,832,,,0,,35,,,,,893,,897,,,,857,,,,,865,,864,,,,,,,,,,
2004,California,Merced,,,,,,KG,4315,4165,,,2,,11,,,,,4285,,4259,,,,4226,,,,,4224,,4215,,,,,,,,,,
