Year,State,County,School_district ,City ,Number_reporting,School,Public/Private,Age,Total_enrolled,Total_complete,Total_exempt,ME_total,PME_total,TME_total,PBE_total,PBE_total-philosophy,PBE_total-religion,TDaP,TDaP_exempt,Var,Var_exempt,HepB,HepB_exempt,HepA,HepA_exempt,MMR,Mumps_exempt,Rubella_exempt,Measles2,Measles2_exempt,Polio(IPV),Polio(IPV)_exempt,DTaP,DTaP_exempt,HIB1,HIB1_exempt,MCV4,MCV4_exempt,PCV13,PCV13_exempt,Influenza,Influenza_exempt,No_record
2008,Virginia,accomack county,,,,,,KG,414.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,albemarle county,,,,,,KG,1196.0,,,5.0,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,alexandria city,,,,,,KG,1386.0,,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,alleghany county,,,,,,KG,545.0,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,amelia county,,,,,,KG,38.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,amherst county,,,,,,KG,358.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,appomattox county,,,,,,KG,148.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,arlington county,,,,,,KG,2073.0,,,6.0,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,augusta county,,,,,,KG,787.0,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,bath county,,,,,,KG,168.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,bedford county,,,,,,KG,1164.0,,,5.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,bland county,,,,,,KG,152.0,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,botetourt county,,,,,,KG,466.0,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,bristol city,,,,,,KG,279.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,brunswick county,,,,,,KG,149.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,buchanan county,,,,,,KG,238.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,buckingham county,,,,,,KG,51.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,buena vista city,,,,,,KG,32.0,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,campbell county,,,,,,KG,703.0,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,caroline county,,,,,,KG,297.0,,,0.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,carroll county,,,,,,KG,184.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,charles city county,,,,,,KG,59.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,charlotte county,,,,,,KG,154.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,charlottesville city,,,,,,KG,357.0,,,2.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,chesapeake city,,,,,,KG,2771.0,,,5.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,chesterfield county,,,,,,KG,4803.0,,,4.0,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,clarke county,,,,,,KG,58.0,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,colonial beach,,,,,,KG,39.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,colonial heights city,,,,,,KG,343.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,covington city,,,,,,KG,68.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,culpeper county,,,,,,KG,607.0,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,cumberland county,,,,,,KG,82.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,danville city,,,,,,KG,667.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,dinwiddie county,,,,,,KG,531.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,essex county,,,,,,KG,202.0,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,fairfax county,,,,,,KG,5690.0,,,12.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,falls church city,,,,,,KG,249.0,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,fauquier county,,,,,,KG,824.0,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,floyd county,,,,,,KG,149.0,,,0.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,fluvanna county,,,,,,KG,105.0,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,franklin city,,,,,,KG,96.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,franklin county,,,,,,KG,681.0,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,frederick county,,,,,,KG,973.0,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,fredericksburg city,,,,,,KG,319.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,galax city,,,,,,KG,95.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,gloucester county,,,,,,KG,694.0,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,goochland county,,,,,,KG,247.0,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,grayson county,,,,,,KG,696.0,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,greene county,,,,,,KG,93.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,greensville county,,,,,,KG,218.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,halifax county,,,,,,KG,423.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,hampton city,,,,,,KG,1541.0,,,4.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,hanover county,,,,,,KG,1502.0,,,2.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Virginia,harrisonburg city,,,,,,KG,65.0,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
