ï»¿Year,State,County,School District ,City ,Number Reporting,School,Public/Private,Age,Total_enrolled,Total_Complete,Total_Exempt,ME_total,PME_total,TME_total,PBE_total,PBE_total-philosophy,PBE_total-religion,TDaP,TDaP_exempt,Var,Var_exempt,HepB,HepB_exempt,HepA,HepA_exempt,MMR,Mumps_exempt,Rubella_exempt,Measles2,Measles2_exempt,Polio(IPV),Polio(IPV)_exempt,DTaP,DTaP_exempt,HIB1,HIB1_exempt,MCV4,MCV4_exempt,PCV13,PCV13_exempt,Influenza,Influenza_exempt,No Record
2017,Texas,Smith,,,,,,,38464,,,,,,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Somervell,,,,,,,2042,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Starr,,,,,,,17079,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Stephens,,,,,,,1501,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Sterling,,,,,,,308,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Stonewall,,,,,,,227,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Sutton,,,,,,,817,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Swisher,,,,,,,1614,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Tarrant,,,,,,,359140,,,,,,5208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Taylor,,,,,,,36874,,,,,,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Terrell,,,,,,,144,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Terry,,,,,,,2353,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Throckmorton,,,,,,,300,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Titus,,,,,,,7102,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Tom Green,,,,,,,21213,,,,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Travis,,,,,,,164596,,,,,,4477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Trinity,,,,,,,2327,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Tyler,,,,,,,3717,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Upshur,,,,,,,7386,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Upton,,,,,,,865,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Uvalde,,,,,,,5644,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Val Verde,,,,,,,10791,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Van Zandt,,,,,,,10199,,,,,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Victoria,,,,,,,15286,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Walker,,,,,,,9587,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Waller,,,,,,,11172,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Ward,,,,,,,2490,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Washington,,,,,,,5479,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Webb,,,,,,,67970,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Wharton,,,,,,,8369,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Wheeler,,,,,,,1110,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Wichita,,,,,,,20656,,,,,,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Wilbarger,,,,,,,2328,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Willacy,,,,,,,4311,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Williamson,,,,,,,120071,,,,,,3218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Wilson,,,,,,,9062,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Winkler,,,,,,,1852,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Wise,,,,,,,9493,,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Wood,,,,,,,6223,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Yoakum,,,,,,,2137,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Young,,,,,,,3311,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Zapata,,,,,,,3521,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Texas,Zavala,,,,,,,2440,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
