Year,RCDTS,Enrollment ,PBE,PME
2013-2014,150162990252213,1322,0,1
2013-2014,150162990252964,904,0,0
2013-2014,150162990252773,298,3,1
2013-2014,150162990252214,791,2,1
2013-2014,150162990252215,1206,0,0
2013-2014,150162990252236,584,1,0
2013-2014,150162990252220,800,0,1
2013-2014,150162990252222,536,1,2
2013-2014,150162990250861,459,3,0
2013-2014,150162990252223,787,1,2
2013-2014,150162990252224,477,1,2
2013-2014,150162990253715,126,0,0
2013-2014,150162990252226,1288,0,2
2013-2014,150162990252227,635,0,3
2013-2014,150162990252048,304,1,0
2013-2014,150162990252229,638,0,0
2013-2014,150162990252230,445,1,2
2013-2014,150162990252231,316,2,3
2013-2014,150162990252232,479,0,1
2013-2014,150162990252622,342,1,2
2013-2014,150162990252811,854,0,0
2013-2014,150162990252235,669,0,0
2013-2014,150162990252239,883,2,2
2013-2014,150162990252092,631,5,2
2013-2014,150162990252240,386,6,0
2013-2014,150162990252241,682,1,0
2013-2014,150162990252242,528,0,3
2013-2014,150162990252916,609,0,0
2013-2014,150162990250779,911,1,0
2013-2014,150162990252726,1603,2,0
2013-2014,150162990250016,884,2,1
2013-2014,150162990250017,445,0,0
2013-2014,150162990252244,363,4,1
2013-2014,150162990252246,487,1,0
2013-2014,150162990252247,1193,1,5
2013-2014,150162990252249,574,0,0
2013-2014,150162990252636,535,0,1
2013-2014,150162990252252,976,9,6
2013-2014,150162990252254,1421,1,2
2013-2014,150162990252255,352,0,0
2013-2014,150162990252256,846,1,0
2013-2014,150162990252257,424,1,0
2013-2014,150162990252258,367,0,3
2013-2014,150162990252259,264,0,3
2013-2014,150162990252260,687,0,1
2013-2014,150162990252597,914,0,2
2013-2014,150162990252263,553,3,24
2013-2014,150162990252265,1224,0,1
2013-2014,150162990252266,396,0,1
2013-2014,150162990252267,244,0,0
2013-2014,150162990250019,273,1,1
2013-2014,150162990252268,576,5,1
2013-2014,150162990252269,531,3,0
2013-2014,150162990252270,270,0,4
2013-2014,150162990250799,373,0,1
2013-2014,150162990252961,393,2,0
2013-2014,150162990252273,646,0,0
2013-2014,150162990252275,250,1,2
2013-2014,150162990250020,1581,0,0
2013-2014,150162990252276,335,0,1
2013-2014,150162990252620,602,3,2
2013-2014,150162990252280,853,0,0
2013-2014,150162990250021,970,2,2
2013-2014,15016299025012C,762,0,2
2013-2014,15016299025020C,235,0,1
2013-2014,150162990250837,407,1,0
2013-2014,150162990252358,662,3,3
2013-2014,150162990252281,483,4,4
2013-2014,150162990252283,566,9,0
2013-2014,150162990252046,329,1,26
2013-2014,150162990252284,468,1,2
2013-2014,150162990252285,895,0,3
2013-2014,150162990253075,246,0,0
2013-2014,150162990252287,284,0,1
2013-2014,150162990252288,510,0,5
2013-2014,150162990252290,433,3,0
2013-2014,150162990250533,1123,7,0
2013-2014,150162990252775,497,0,2
2013-2014,150162990252889,646,0,0
2013-2014,150162990250767,1674,0,0
2013-2014,150162990250763,1044,0,3
2013-2014,150162990252292,267,0,0
2013-2014,150162990252806,748,1,1
2013-2014,150162990252739,248,8,0
2013-2014,150162990252892,442,0,1
2013-2014,150162990252293,263,1,1
2013-2014,150162990250022,2458,1,1
2013-2014,150162990250023,894,0,0
2013-2014,150162990250024,1490,1,1
2013-2014,150162990250025,1808,7,1
2013-2014,150162990252294,272,0,0
2013-2014,150162990252296,810,3,3
2013-2014,150162990250039,791,5,0
2013-2014,150162990252299,692,0,0
2013-2014,150162990252300,399,3,1
2013-2014,15016299025215C,735,3,3
2013-2014,15016299025234C,165,0,2
2013-2014,150162990252304,374,1,2
2013-2014,150162990250026,1426,1,1
2013-2014,150162990250027,4085,5,18
2013-2014,150162990252704,447,2,3
2013-2014,150162990252900,537,0,0
2013-2014,150162990252306,552,2,2
2013-2014,150162990252955,626,10,2
2013-2014,150162990252492,412,2,2
2013-2014,150162990252309,479,0,1
2013-2014,15016299025208C,2602,1,16
2013-2014,150162990252703,877,2,4
2013-2014,15016299025221C,493,0,9
2013-2014,15016299025019C,224,0,1
2013-2014,150162990252714,666,0,3
2013-2014,150162990252856,298,7,0
2013-2014,150162990252311,495,0,0
2013-2014,150162990252313,516,0,0
2013-2014,150162990252314,818,13,4
2013-2014,150162990250047,2216,14,9
2013-2014,150162990250833,1149,4,2
2013-2014,150162990252315,635,0,0
2013-2014,150162990252896,868,0,0
2013-2014,150162990252316,1258,1,2
2013-2014,150162990252317,1374,0,6
2013-2014,15016299025206C,567,0,1
2013-2014,150162990252881,903,0,0
2013-2014,150162990252319,458,1,0
2013-2014,150162990252321,645,1,1
2013-2014,150162990252303,292,0,3
2013-2014,150162990252323,1420,0,0
2013-2014,150162990252838,311,0,0
2013-2014,150162990252324,236,0,1
2013-2014,150162990252326,361,0,5
2013-2014,150162990250616,418,0,0
2013-2014,150162990252328,423,1,2
2013-2014,150162990250842,398,0,0
2013-2014,150162990252330,1290,0,1
2013-2014,150162990252331,890,1,2
2013-2014,150162990250029,624,0,0
2013-2014,150162990252882,277,0,0
2013-2014,150162990252334,479,1,1
2013-2014,150162990250030,1569,0,1
2013-2014,150162990252337,614,6,3
2013-2014,150162990252802,590,2,4
2013-2014,150162990252877,672,2,0
2013-2014,150162990252339,300,0,0
2013-2014,150162990252341,868,0,0
2013-2014,150162990252344,484,4,18
2013-2014,150162990252345,188,1,1
2013-2014,150162990252737,190,1,0
2013-2014,150162990252346,872,1,3
2013-2014,150162990252634,373,1,0
2013-2014,150162990252349,831,3,5
2013-2014,150162990252352,610,0,0
2013-2014,150162990252804,495,2,55
2013-2014,150162990252452,718,0,3
2013-2014,150162990252353,362,1,0
2013-2014,150162990252354,510,0,0
2013-2014,150162990252355,1039,0,0
2013-2014,150162990253116,57,0,1
2013-2014,150162990252356,510,0,2
2013-2014,150162990250031,1390,0,0
2013-2014,150162990252357,812,0,0
2013-2014,150162990252844,404,3,0
2013-2014,150162990252361,1004,11,5
2013-2014,150162990252362,291,0,0
2013-2014,150162990252363,824,0,0
2013-2014,150162990250836,280,0,1
2013-2014,150162990252365,599,7,0
2013-2014,150162990252366,533,7,9
2013-2014,15016299025218C,476,4,0
2013-2014,150162990252368,405,0,1
2013-2014,150162990252924,584,1,1
2013-2014,150162990252369,341,2,2
2013-2014,150162990252370,798,14,5
2013-2014,150162990252930,598,3,1
2013-2014,150162990252371,561,9,1
2013-2014,150162990252072,581,2,1
2013-2014,150162990252373,1369,0,1
2013-2014,150162990252823,421,0,2
2013-2014,150162990252374,1061,0,1
2013-2014,15016299025231C,223,4,3
2013-2014,150162990252375,867,0,0
2013-2014,15016299025006C,8890,21,6
2013-2014,15016299025005C,839,0,1
2013-2014,150162990252935,393,1,1
2013-2014,150162990250825,916,0,0
2013-2014,150162990250794,1069,2,6
2013-2014,150162990253743,284,0,0
2013-2014,150162990252915,656,0,0
2013-2014,150162990252376,363,3,1
2013-2014,150162990252380,813,14,5
2013-2014,150162990250855,775,4,4
2013-2014,150162990252381,481,3,2
2013-2014,150162990252382,600,1,2
2013-2014,150162990252383,666,7,2
2013-2014,150162990252384,664,6,2
2013-2014,150162990252842,619,1,0
2013-2014,150162990250847,610,0,2
2013-2014,150162990252898,720,1,0
2013-2014,150162990252386,630,3,2
2013-2014,150162990252387,424,0,1
2013-2014,150162990252389,248,1,1
2013-2014,150162990252391,920,1,0
2013-2014,150162990252394,347,0,3
2013-2014,150162990252392,793,0,2
2013-2014,150162990252395,297,0,4
2013-2014,150162990252396,1220,2,1
2013-2014,150162990253794,300,0,0
2013-2014,150162990250796,818,4,1
2013-2014,150162990253784,167,0,0
2013-2014,150162990252398,1622,0,0
2013-2014,150162990252399,1033,5,3
2013-2014,150162990252400,390,0,3
2013-2014,150162990252864,348,0,0
2013-2014,150162990252402,452,1,0
2013-2014,15016299025003C,2155,6,2
2013-2014,150162990252403,867,2,6
2013-2014,150162990250034,629,0,8
2013-2014,150162990250803,491,0,2
2013-2014,150162990252385,538,0,1
2013-2014,150162990252404,630,0,0
2013-2014,150162990252289,438,2,0
2013-2014,150162990252405,393,3,3
2013-2014,150162990252406,160,2,1
2013-2014,150162990252951,468,1,0
2013-2014,150162990252809,192,3,0
2013-2014,15016299025226C,438,0,1
2013-2014,150162990252409,1091,1,0
2013-2014,150162990252785,557,3,2
2013-2014,150162990252410,287,1,2
2013-2014,150162990252958,1051,0,0
2013-2014,150162990252510,691,5,1
2013-2014,15016299025017C,208,0,0
2013-2014,150162990253788,227,0,0
2013-2014,150162990250534,1506,0,0
2013-2014,15016299025224C,472,0,1
2013-2014,150162990252412,698,3,1
2013-2014,150162990252413,880,2,1
2013-2014,150162990252414,264,0,0
2013-2014,150162990250826,493,0,0
2013-2014,150162990252807,491,1,0
2013-2014,150162990252416,514,2,0
2013-2014,150162990252417,718,9,5
2013-2014,150162990252419,300,1,1
2013-2014,150162990252421,1135,2,1
2013-2014,150162990252422,835,3,1
2013-2014,150162990252423,338,0,1
2013-2014,150162990250536,381,0,0
2013-2014,150162990250828,507,0,2
2013-2014,150162990250766,366,0,0
2013-2014,150162990252724,136,0,0
2013-2014,150162990252426,745,2,7
2013-2014,150162990250035,1405,0,2
2013-2014,15016299025230C,587,0,1
2013-2014,150162990253735,114,0,2
2013-2014,150162990252428,427,2,1
2013-2014,150162990252867,890,2,1
2013-2014,150162990252429,380,1,2
2013-2014,150162990252828,621,3,0
2013-2014,150162990252706,404,0,1
2013-2014,150162990252914,1136,0,0
2013-2014,150162990252829,1272,0,0
2013-2014,150162990252434,542,0,3
2013-2014,150162990252435,1848,1,0
2013-2014,150162990252436,583,0,5
2013-2014,150162990252438,874,0,2
2013-2014,150162990252442,216,0,0
2013-2014,150162990250806,132,0,1
2013-2014,150162990250835,350,0,0
2013-2014,150162990252444,974,3,1
2013-2014,150162990250036,2317,1,3
2013-2014,150162990250037,1163,1,8
2013-2014,150162990252446,849,0,0
2013-2014,15016299025203C,839,34,3
2013-2014,150162990252451,545,5,2
2013-2014,150162990252453,394,0,6
2013-2014,150162990252454,407,0,1
2013-2014,150162990252455,1055,0,2
2013-2014,150162990252968,719,0,0
2013-2014,150162990252456,345,1,0
2013-2014,150162990252457,502,0,0
2013-2014,150162990250537,1459,1,1
2013-2014,150162990253732,69,0,0
2013-2014,150162990252458,900,11,2
2013-2014,150162990252959,369,7,2
2013-2014,150162990252768,347,0,0
2013-2014,150162990252459,1002,2,1
2013-2014,150162990252460,516,4,0
2013-2014,150162990252461,361,4,0
2013-2014,150162990250859,1062,0,1
2013-2014,150162990252855,872,8,4
2013-2014,150162990252960,492,3,0
2013-2014,150162990250860,566,2,0
2013-2014,150162990253765,222,1,0
2013-2014,150162990252462,870,0,3
2013-2014,150162990250818,186,1,0
2013-2014,150162990252469,737,1,0
2013-2014,150162990252464,605,0,0
2013-2014,150162990250041,1727,1,3
2013-2014,150162990252967,332,2,0
2013-2014,150162990252465,1269,1,0
2013-2014,150162990253762,249,1,0
2013-2014,150162990252468,627,8,3
2013-2014,150162990252472,804,0,0
2013-2014,150162990252941,412,1,1
2013-2014,150162990252474,511,0,3
2013-2014,150162990250042,646,0,3
2013-2014,150162990252475,403,0,1
2013-2014,150162990252476,728,15,3
2013-2014,150162990252477,696,7,23
2013-2014,150162990250043,3138,5,3
2013-2014,150162990252478,538,0,2
2013-2014,150162990252926,413,0,2
2013-2014,150162990252479,403,1,2
2013-2014,150162990252943,1060,0,1
2013-2014,150162990252480,584,0,0
2013-2014,150162990250843,393,0,0
2013-2014,150162990252901,305,0,2
2013-2014,150162990253787,189,1,0
2013-2014,150162990252484,418,0,8
2013-2014,150162990252486,840,7,0
2013-2014,150162990250044,334,1,1
2013-2014,150162990252766,419,5,1
2013-2014,150162990252487,441,1,10
2013-2014,150162990252488,1088,0,0
2013-2014,150162990252826,361,3,1
2013-2014,150162990252490,1200,2,0
2013-2014,15016299025204C,1893,9,5
2013-2014,15016299025205C,7582,1,3
2013-2014,150162990250829,336,0,2
2013-2014,15016299025013C,492,1,0
2013-2014,15016299025010C,446,3,7
2013-2014,15016299025016C,464,2,1
2013-2014,150162990252491,299,2,2
2013-2014,150162990253753,214,0,0
2013-2014,150162990253781,353,4,1
2013-2014,150162990250844,329,0,0
2013-2014,150162990252494,1033,1,0
2013-2014,150162990250046,1655,1,2
2013-2014,150162990252497,237,3,0
2013-2014,150162990252498,531,1,1
2013-2014,150162990252500,450,0,0
2013-2014,150162990252501,518,1,0
2013-2014,150162990252767,696,0,8
2013-2014,150162990252502,347,2,1
2013-2014,150162990252503,833,1,1
2013-2014,150162990252401,486,0,1
2013-2014,150162990250048,1538,1,1
2013-2014,150162990252504,663,8,2
2013-2014,150162990252505,339,0,2
2013-2014,150162990250049,583,2,1
2013-2014,150162990252902,491,0,2
2013-2014,150162990252506,624,0,0
2013-2014,150162990252908,640,0,0
2013-2014,150162990252965,746,5,1
2013-2014,150162990252507,414,0,3
2013-2014,150162990250857,1100,0,6
2013-2014,150162990252512,338,0,1
2013-2014,150162990252729,182,0,0
2013-2014,150162990252513,1099,0,0
2013-2014,150162990252514,348,0,1
2013-2014,150162990252516,426,4,2
2013-2014,150162990250856,294,1,0
2013-2014,150162990252903,228,3,0
2013-2014,150162990252521,393,2,0
2013-2014,150162990250830,347,0,1
2013-2014,150162990252542,682,0,0
2013-2014,150162990253600,373,0,0
2013-2014,150162990252525,1099,1,0
2013-2014,150162990250764,2193,9,1
2013-2014,15016299025007C,326,1,1
2013-2014,15016299025004C,3097,2,0
2013-2014,150162990252897,967,0,0
2013-2014,120130100262001,342,3,0
2013-2014,170200150260001,549,2,0
2013-2014,170200150261002,499,4,0
2013-2014,170200150262003,191,0,2
2013-2014,170200150262004,249,0,1
2013-2014,170200150262005,214,3,2
2013-2014,170200150262006,302,3,0
2013-2014,240320010262005,337,7,0
2013-2014,240320010262003,303,2,0
2013-2014,240320010260001,637,0,0
2013-2014,240320010262004,331,0,0
2013-2014,240320010261002,494,2,0
2013-2014,020910170222002,285,0,0
2013-2014,020910170220001,152,1,0
2013-2014,020910170221001,150,0,0
2013-2014,410570100262006,327,0,0
2013-2014,410570100260001,2003,1,1
2013-2014,410570100261003,963,3,0
2013-2014,410570100262024,958,2,0
2013-2014,410570100262013,119,0,0
2013-2014,410570100262014,582,3,1
2013-2014,410570100262011,404,0,0
2013-2014,410570100262022,481,6,0
2013-2014,410570100262020,125,0,0
2013-2014,410570100262023,214,0,0
2013-2014,410570100262001,415,4,1
2013-2014,280371900022001,495,3,0
2013-2014,450670040260001,675,0,0
2013-2014,450670040261001,673,1,0
2013-2014,450670040262003,320,5,1
2013-2014,450670040262001,410,0,0
2013-2014,050160590042002,362,0,2
2013-2014,050160590042001,424,2,0
2013-2014,050160590042003,415,2,0
2013-2014,050160590042006,429,2,0
2013-2014,050160590042008,471,3,1
2013-2014,050160590041016,725,1,0
2013-2014,050160590041010,865,3,1
2013-2014,050160590041012,537,0,0
2013-2014,050160590042014,401,0,0
2013-2014,050160590042016,479,1,0
2013-2014,050160590042020,340,3,2
2013-2014,050160590042009,489,0,0
2013-2014,050160590042018,477,3,0
2013-2014,050160590042019,436,0,0
2013-2014,070162300130002,2423,7,1
2013-2014,070162300130001,3391,16,1
2013-2014,070162300130003,2105,11,0
2013-2014,440631580222003,921,14,0
2013-2014,440631580222007,742,2,0
2013-2014,440631580221002,869,8,0
2013-2014,440631580220002,2631,18,1
2013-2014,440631580222004,1130,16,0
2013-2014,440631580222006,570,6,0
2013-2014,440631580221003,1382,4,2
2013-2014,440631580222005,1232,11,0
2013-2014,070161300021001,383,0,0
2013-2014,070161300022019,294,1,0
2013-2014,070161300023001,288,0,0
2013-2014,070161300022011,429,0,0
2013-2014,070161300022004,229,0,0
2013-2014,070161300021002,378,2,0
2013-2014,070161300022012,587,4,0
2013-2014,070161300022008,218,0,0
2013-2014,070161300022018,463,1,1
2013-2014,070161300021003,404,0,0
2013-2014,070161300022010,214,1,0
2013-2014,170534260042001,104,0,1
2013-2014,450790010222001,89,0,0
2013-2014,450790010220001,68,0,0
2013-2014,450790010221002,55,0,0
2013-2014,070161600022004,420,2,0
2013-2014,070161600021001,337,0,0
2013-2014,070161600022003,517,4,0
2013-2014,020910430042001,424,1,0
2013-2014,041013200262005,152,1,1
2013-2014,041013200262003,245,2,0
2013-2014,041013200262004,211,2,0
2013-2014,041013200261002,163,0,0
2013-2014,041013200260001,292,1,0
2013-2014,431021220170001,972,8,0
2013-2014,11087003A260001,218,0,0
2013-2014,11087003A262001,181,3,0
2013-2014,211000030262001,323,0,0
2013-2014,211000030260001,148,0,0
2013-2014,320382490262001,84,1,0
2013-2014,470711610042001,112,2,0
2013-2014,56099201U262003,460,8,0
2013-2014,56099201U262008,327,6,0
2013-2014,56099201U262004,392,2,1
2013-2014,56099201U263001,184,2,0
2013-2014,56099201U260001,1568,9,9
2013-2014,56099201U261002,826,2,0
2013-2014,56099201U262009,323,2,0
2013-2014,56099201U262006,535,7,0
2013-2014,56099201U262007,318,1,1
2013-2014,530900760022004,365,0,0
2013-2014,530900760021005,298,0,0
2013-2014,440630470042001,463,1,0
2013-2014,440630470042003,489,3,0
2013-2014,440630470042011,649,4,0
2013-2014,440630470041005,1055,5,0
2013-2014,440630470042002,577,11,0
2013-2014,440630470042009,569,10,3
2013-2014,440630470041004,852,5,0
2013-2014,440630470042005,619,5,0
2013-2014,440630470041006,995,9,0
2013-2014,440630470042007,445,11,0
2013-2014,440630470042008,589,6,1
2013-2014,440630470042010,567,14,0
2013-2014,110180770262003,412,7,0
2013-2014,110180770260001,284,0,0
2013-2014,110180770261001,306,2,0
2013-2014,190222000262016,498,16,0
2013-2014,190222000262011,389,16,0
2013-2014,190222000262018,447,4,0
2013-2014,190222000261017,702,12,0
2013-2014,190222000262001,349,4,0
2013-2014,190222000261018,763,11,0
2013-2014,190222000262002,289,6,0
2013-2014,190222000261020,795,0,1
2013-2014,190222000263001,201,4,1
2013-2014,190222000262006,532,12,0
2013-2014,190222000262007,395,14,0
2013-2014,190222000262008,380,17,0
2013-2014,190222000262009,441,6,2
2013-2014,190222000261001,812,6,0
2013-2014,190222000262010,619,11,4
2013-2014,190222000262012,426,15,0
2013-2014,190222000260021,2195,50,0
2013-2014,190222000260020,2175,27,0
2013-2014,190222000262013,360,12,1
2013-2014,190222000262014,520,10,0
2013-2014,190222010262002,170,2,0
2013-2014,190222010262001,372,5,0
2013-2014,190222010263001,38,1,0
2013-2014,190222010260001,449,7,0
2013-2014,190222010261004,342,0,0
2013-2014,220290030262003,233,0,0
2013-2014,220290030261001,105,0,0
2013-2014,220290030260001,151,0,0
2013-2014,310453000262001,584,8,0
2013-2014,310453000261004,479,0,0
2013-2014,31045300026201C,935,21,1
2013-2014,310453000261001,803,1,0
2013-2014,310453000263001,399,7,2
2013-2014,310453000262009,389,5,0
2013-2014,310453000261005,982,7,2
2013-2014,310453000260002,2519,12,0
2013-2014,310453000262010,462,7,0
2013-2014,310453000262025,564,5,0
2013-2014,310453000262026,697,9,0
2013-2014,310453000262012,711,0,0
2013-2014,310453000262013,352,4,0
2013-2014,310453000260003,1285,9,0
2013-2014,310453000261008,863,2,0
2013-2014,310453000260004,2216,14,5
2013-2014,310453000262020,411,3,0
2013-2014,310453000262015,540,3,0
2013-2014,310453000262022,829,3,0
2013-2014,310453000262002,800,8,3
2013-2014,310453000262003,483,8,2
2013-2014,310453000262016,475,1,0
2013-2014,310453000263002,50,1,0
2013-2014,310453000262018,531,1,1
2013-2014,310453000262021,684,0,0
2013-2014,310453000262019,464,10,0
2013-2014,310453000262023,1393,16,3
2013-2014,010010040262004,142,0,0
2013-2014,010010040262006,91,0,0
2013-2014,010010040260001,228,0,0
2013-2014,010010040261001,237,0,0
2013-2014,020440640022001,127,0,0
2013-2014,080892010262003,450,5,1
2013-2014,080892010260001,397,2,0
2013-2014,260343270042002,200,0,0
2013-2014,280060980022001,55,0,0
2013-2014,130140620022001,105,2,0
2013-2014,540921180242001,262,4,1
2013-2014,540921180240022,1420,5,0
2013-2014,540921180242020,599,1,1
2013-2014,540921180242005,272,3,1
2013-2014,540921180242008,258,0,0
2013-2014,540921180242010,324,2,0
2013-2014,540921180242019,341,1,1
2013-2014,540921180241020,640,2,0
2013-2014,540921180242013,257,3,0
2013-2014,540921180241021,510,2,0
2013-2014,540921180242021,380,2,0
2013-2014,190220610021004,548,8,2
2013-2014,190220610022002,527,9,0
2013-2014,190220610022001,552,10,0
2013-2014,390550610252009,255,1,0
2013-2014,390550610252004,405,0,0
2013-2014,390550610252005,337,0,0
2013-2014,390550610250036,961,1,0
2013-2014,390550610252007,203,1,0
2013-2014,390550610252011,386,5,1
2013-2014,390550610252034,541,0,0
2013-2014,390550610252032,480,0,0
2013-2014,390550610250038,1097,0,0
2013-2014,390550610252010,291,0,0
2013-2014,390550610252031,415,2,1
2013-2014,390550610252016,382,0,0
2013-2014,390550610252017,270,1,0
2013-2014,390550610252019,341,0,0
2013-2014,390550610253001,494,0,0
2013-2014,390550610253004,60,0,0
2013-2014,39055061025201C,357,0,0
2013-2014,390550610252023,277,1,0
2013-2014,390550610251034,391,0,0
2013-2014,390550610252025,302,0,0
2013-2014,390550610251030,480,0,0
2013-2014,390550610252014,298,1,3
2013-2014,530907010260001,314,1,0
2013-2014,530907010262002,254,1,0
2013-2014,530907010262003,519,1,3
2013-2014,350500820042001,104,3,0
2013-2014,340491090021005,525,5,2
2013-2014,340491090021006,564,0,0
2013-2014,340491090022003,495,5,0
2013-2014,340491090022008,489,1,0
2013-2014,340491090022006,464,7,0
2013-2014,340491090022007,542,9,1
2013-2014,160194280262010,552,5,0
2013-2014,160194280262009,549,9,0
2013-2014,160194280260011,1713,11,2
2013-2014,160194280262014,627,6,0
2013-2014,160194280262011,377,4,0
2013-2014,160194280261010,822,7,0
2013-2014,160194280262005,333,0,0
2013-2014,160194280262006,292,5,0
2013-2014,160194280262007,355,4,0
2013-2014,160194280262012,308,4,1
2013-2014,160194280262008,329,1,0
2013-2014,390740570262002,134,0,0
2013-2014,390740570260001,58,0,0
2013-2014,390740570261001,30,0,0
2013-2014,530907030262001,244,2,0
2013-2014,530907030260001,130,1,0
2013-2014,530907030261001,73,0,0
2013-2014,280061030222001,357,0,0
2013-2014,280061030220001,118,0,0
2013-2014,300390860032001,229,0,0
2013-2014,340490760022003,345,2,0
2013-2014,340490760022004,312,2,0
2013-2014,340490760021003,419,0,0
2013-2014,030250300262002,251,2,0
2013-2014,030250300260001,205,2,0
2013-2014,350501750042001,110,1,0
2013-2014,530900500022002,422,8,0
2013-2014,530900500022001,364,7,2
2013-2014,470521700220001,797,5,0
2013-2014,470521700222003,413,3,0
2013-2014,470521700222004,422,5,0
2013-2014,470521700221001,710,12,0
2013-2014,470521700222008,438,4,0
2013-2014,250410070042001,57,0,0
2013-2014,070161480023002,104,0,0
2013-2014,070161480022007,243,1,0
2013-2014,070161480022003,353,2,0
2013-2014,070161480021003,221,0,0
2013-2014,070161480022010,239,1,0
2013-2014,070161480022002,159,0,0
2013-2014,070161480022005,328,0,0
2013-2014,070161480021002,200,0,0
2013-2014,070161480022006,346,1,0
2013-2014,070161480021004,149,1,0
2013-2014,070161490022006,376,0,3
2013-2014,070161490022009,359,0,1
2013-2014,070161490022005,754,0,1
2013-2014,070161490021005,255,0,0
2013-2014,070161490022002,412,0,0
2013-2014,070161490022010,406,0,0
2013-2014,070161490021004,260,0,0
2013-2014,070161490021006,259,0,0
2013-2014,020910660222001,138,0,0
2013-2014,020910660220001,80,0,0
2013-2014,020910660221001,30,0,0
2013-2014,320380030262002,178,0,0
2013-2014,320380030261001,51,0,0
2013-2014,320380030260001,113,0,1
2013-2014,190220580022001,266,7,0
2013-2014,190220580022002,338,1,0
2013-2014,190220580022003,363,5,0
2013-2014,190220580022014,292,8,0
2013-2014,190220580021014,651,6,0
2013-2014,190220580022004,347,6,0
2013-2014,190220580022005,413,4,0
2013-2014,190220580022006,378,2,0
2013-2014,190220580022007,373,1,1
2013-2014,190220580022008,507,10,0
2013-2014,190220580021015,474,1,0
2013-2014,190220580022010,436,3,2
2013-2014,190220580022013,326,4,0
2013-2014,480723230262004,375,4,2
2013-2014,480723230262002,244,5,3
2013-2014,480723230260004,1228,0,0
2013-2014,480723230261001,566,1,1
2013-2014,480723230261002,349,0,0
2013-2014,480723230262006,656,3,2
2013-2014,480723230262005,445,1,1
2013-2014,480723230262003,319,0,5
2013-2014,190220880160001,2043,11,1
2013-2014,190220880160002,2016,15,0
2013-2014,500821960262006,663,2,0
2013-2014,500821960261001,494,2,0
2013-2014,300733000262003,659,0,0
2013-2014,300733000262002,454,0,0
2013-2014,300733000260001,389,0,0
2013-2014,041013220262001,330,8,0
2013-2014,041013220260001,203,0,0
2013-2014,041013220261001,94,1,0
2013-2014,170532320022001,595,12,2
2013-2014,170532300170001,281,0,1
2013-2014,350500090262001,430,0,0
2013-2014,410570130021001,221,0,0
2013-2014,410570130022002,512,1,0
2013-2014,410570130023002,163,1,0
2013-2014,410570140160001,521,0,0
2013-2014,080431190222002,409,6,0
2013-2014,080431190220003,202,0,0
2013-2014,080431190221001,108,1,0
2013-2014,050160630022012,596,0,0
2013-2014,050160630021003,778,0,0
2013-2014,050160630022009,397,0,0
2013-2014,050160630022011,476,0,0
2013-2014,050160630022008,449,0,0
2013-2014,050160630022006,603,0,0
2013-2014,050160630022010,354,0,0
2013-2014,490810370022001,421,4,0
2013-2014,490810370021002,1092,1,0
2013-2014,490810370022003,332,4,0
2013-2014,490810370022008,443,2,0
2013-2014,490810370022009,483,0,0
2013-2014,530903090160001,1096,5,0
2013-2014,530900860022001,174,2,1
2013-2014,530900860021011,539,4,1
2013-2014,530900860022008,220,2,0
2013-2014,530900860022003,163,1,0
2013-2014,530900860022005,189,1,0
2013-2014,530900860022002,209,1,0
2013-2014,530900860022010,194,3,0
2013-2014,050160730022001,550,2,0
2013-2014,120800010262008,1007,11,0
2013-2014,120800010260001,638,3,0
2013-2014,120800010261002,455,6,0
2013-2014,500821890222038,530,0,2
2013-2014,500821890222008,534,0,0
2013-2014,500821890220043,1490,0,0
2013-2014,500821890222055,492,1,0
2013-2014,500821890222056,515,0,0
2013-2014,500821890222054,523,2,0
2013-2014,500821890222051,450,1,0
2013-2014,50082189022001C,114,0,0
2013-2014,500821890223006,193,0,0
2013-2014,080083080260001,293,3,1
2013-2014,080083080262003,369,1,0
2013-2014,110230060262003,162,0,0
2013-2014,110230060260001,108,0,0
2013-2014,110230060261001,79,0,0
2013-2014,200240010262001,485,0,0
2013-2014,200240010260005,282,0,0
2013-2014,200240010262004,215,0,0
2013-2014,410570070262012,556,1,0
2013-2014,410570070262003,363,2,0
2013-2014,410570070260001,2459,10,1
2013-2014,410570070262006,375,3,3
2013-2014,410570070262011,416,4,0
2013-2014,410570070262008,126,1,0
2013-2014,410570070262004,347,1,1
2013-2014,410570070261001,880,4,0
2013-2014,410570070261002,833,4,0
2013-2014,410570070262009,157,3,0
2013-2014,410570070262007,343,5,0
2013-2014,410570070262010,471,6,0
2013-2014,410570070262005,273,3,0
2013-2014,030250400262002,661,8,0
2013-2014,030250400262006,177,3,1
2013-2014,030250400262004,59,0,0
2013-2014,030250400260001,827,2,0
2013-2014,030250400261001,529,3,0
2013-2014,030250400262008,350,5,0
2013-2014,020020050262002,295,1,1
2013-2014,020020050261001,113,1,0
2013-2014,020020050260001,124,3,0
2013-2014,431020110262001,165,0,0
2013-2014,431020110260001,395,0,0
2013-2014,431020110261001,282,1,0
2013-2014,431020110262003,88,0,0
2013-2014,431020110262002,337,2,0
2013-2014,200830040262004,612,1,1
2013-2014,200830040260001,354,0,3
2013-2014,200830040261002,252,3,0
2013-2014,190222050261001,677,2,4
2013-2014,190222050261002,496,4,0
2013-2014,190222050262003,404,1,3
2013-2014,190222050263001,254,5,0
