Year,RCDTS,Enrollment,PME,PBE
2009-2010,020910840261002,96,0,0
2009-2010,110870040260001,355,0,0
2009-2010,110870040262006,99,0,0
2009-2010,34049046X260000,41,0,2
2009-2010,350501410021009,415,2,0
2009-2010,150162990252451,543,0,2
2009-2010,170640870252011,396,0,0
2009-2010,310450460222032,489,0,0
2009-2010,340490670052005,293,0,1
2009-2010,350500020262004,186,1,0
2009-2010,140160990022009,336,0,0
2009-2010,150162990252453,509,1,0
2009-2010,350500440022007,305,0,0
2009-2010,510840150262004,661,1,3
2009-2010,490812000262006,298,1,5
2009-2010,490812000260001,503,0,0
2009-2010,490812000261001,238,0,0
2009-2010,150162990252454,405,0,0
2009-2010,340491120022005,383,0,0
2009-2010,150162990252455,1872,0,0
2009-2010,110230010262002,113,0,0
2009-2010,500820850022001,303,0,1
2009-2010,110230010260001,197,0,0
2009-2010,500820850021001,250,0,1
2009-2010,340490060022005,464,0,0
2009-2010,400560090262005,148,0,0
2009-2010,041011340042001,146,0,0
2009-2010,150162990252456,382,0,0
2009-2010,150162990252457,651,0,0
2009-2010,030250200262004,34,0,0
2009-2010,140161590022002,222,0,1
2009-2010,500821810022001,351,0,0
2009-2010,330482050262015,457,0,2
2009-2010,410570020262004,605,1,1
2009-2010,490810340021001,185,0,0
2009-2010,150162990250537,1546,1,0
2009-2010,140161220021005,761,1,0
2009-2010,150162990253732,116,0,0
2009-2010,150162990252458,678,0,1
2009-2010,150162990252959,104,1,1
2009-2010,56099365U262016,854,2,4
2009-2010,310453000262019,541,0,14
2009-2010,14016767P003101,14,1,0
2009-2010,150162990252768,397,0,0
2009-2010,310451290222015,550,1,1
2009-2010,500821300042001,506,0,0
2009-2010,150162990252459,991,2,3
2009-2010,150162990252460,679,0,0
2009-2010,14016770S190000,35,0,0
2009-2010,150162990252461,374,0,1
2009-2010,14016830X050000,163,1,2
2009-2010,14016691X050000,275,0,1
2009-2010,160194320260003,336,0,0
2009-2010,160194320261001,297,0,2
2009-2010,150162990252439,405,0,0
2009-2010,030030020262005,175,1,3
2009-2010,041013200261002,151,0,1
2009-2010,041013200260001,322,1,2
2009-2010,14016075S190000,15,0,0
2009-2010,130584010262002,280,3,0
2009-2010,130584010260001,224,0,0
2009-2010,130584010261001,192,1,0
2009-2010,100110030262004,282,0,1
2009-2010,11012002C262005,303,0,0
2009-2010,140160350022002,404,6,15
2009-2010,140160620042011,313,1,1
2009-2010,200933480262003,476,0,1
2009-2010,440630470042007,462,1,6
2009-2010,340491870262006,285,0,0
2009-2010,480723210262004,316,0,1
2009-2010,310450460220005,2579,3,4
2009-2010,100110140242001,175,0,0
2009-2010,100110140240001,230,0,0
2009-2010,460691170222007,293,0,1
2009-2010,150162990252855,647,1,0
2009-2010,140160250021014,902,0,6
2009-2010,340491090022008,511,0,0
2009-2010,530901370022001,238,0,0
2009-2010,160194270262007,301,0,5
2009-2010,410570010262006,468,1,0
2009-2010,150162990252960,158,1,0
2009-2010,390550610252023,358,0,0
2009-2010,090100040262024,283,0,3
2009-2010,030250400262008,371,0,1
2009-2010,14016878X110000,42,0,0
2009-2010,540921180241021,591,0,0
2009-2010,240320740032001,101,1,1
2009-2010,240473080262015,782,0,1
2009-2010,140161240022004,356,0,1
2009-2010,160194270262005,357,0,3
2009-2010,260343370262006,558,0,1
2009-2010,510841860252035,237,0,0
2009-2010,14016629Z200000,137,0,6
2009-2010,150162990253765,188,0,0
2009-2010,550980060262003,234,1,2
2009-2010,540921180242021,396,1,0
2009-2010,14016209X030000,234,0,7
2009-2010,14016732X030000,359,1,11
2009-2010,140161240022005,341,2,5
2009-2010,280372280262005,397,5,3
2009-2010,14016889X160000,116,0,4
2009-2010,400560090260001,541,0,1
2009-2010,400560090261002,265,0,1
2009-2010,140161600021001,554,0,0
2009-2010,431020600262003,245,3,2
2009-2010,56099107X010000,18,0,0
2009-2010,450791400260001,416,0,1
2009-2010,450791400262007,348,0,0
2009-2010,450791400262002,391,0,0
2009-2010,340490560022002,623,0,3
2009-2010,140161430022005,99,0,0
2009-2010,04101027X010000,216,0,8
2009-2010,560991220022016,438,0,2
2009-2010,150162990252462,836,1,0
2009-2010,340490950262008,525,0,2
2009-2010,560991220022015,435,0,3
2009-2010,560991220022014,362,1,8
2009-2010,51084016X110000,7,0,0
2009-2010,220290040262005,241,2,0
2009-2010,220290040261001,63,0,1
2009-2010,220290040260001,140,0,3
2009-2010,140161050022005,299,0,0
2009-2010,340490010022001,129,0,0
2009-2010,190222040262009,806,0,2
2009-2010,041012050252056,533,0,0
2009-2010,440630020032002,397,2,2
2009-2010,190220120022004,455,1,0
2009-2010,530906060042001,73,0,0
2009-2010,310450460222051,457,0,0
2009-2010,190220200021001,519,0,0
2009-2010,51084186025201C,446,0,1
2009-2010,51084004X260000,366,0,1
2009-2010,140161430022004,455,0,3
2009-2010,510841860250002,1510,3,3
2009-2010,510841860250003,1278,1,2
2009-2010,140160340041007,754,0,1
2009-2010,150162990250818,155,0,0
2009-2010,150162990252469,868,1,0
2009-2010,50082024X100000,102,0,0
2009-2010,19022034X100000,618,0,3
2009-2010,41057026X100000,238,0,0
2009-2010,50082032X100000,54,0,0
2009-2010,14016331X100000,477,0,0
2009-2010,14016641X100000,269,0,0
2009-2010,51084013X100000,444,0,3
2009-2010,14016445X100000,138,0,0
2009-2010,14016476X100000,193,2,0
2009-2010,19022010X100000,139,1,0
2009-2010,14016551X100000,386,0,1
2009-2010,51084014X100000,180,0,0
2009-2010,14016491X100000,238,0,1
2009-2010,14016309X100000,246,0,0
2009-2010,41057009X100000,257,0,1
2009-2010,34049016X100000,304,0,0
2009-2010,14016439X100000,410,0,0
2009-2010,56099020X100000,186,0,0
2009-2010,55098004X100000,202,0,1
2009-2010,14016156X060000,170,0,2
2009-2010,30039003X100000,158,2,0
2009-2010,14016437X100000,266,0,0
2009-2010,14016436X100000,231,0,0
2009-2010,13095008X100000,112,0,0
2009-2010,14016488X100000,290,0,0
2009-2010,34049017X100000,471,2,1
2009-2010,320463020160001,228,0,0
2009-2010,320462560042001,326,1,0
2009-2010,47052001X100000,104,0,0
2009-2010,03025007X100000,327,0,0
2009-2010,03025004Y100000,214,0,2
2009-2010,35050024X100000,189,0,1
2009-2010,14016556X100000,363,0,0
2009-2010,14016289X100000,144,0,0
2009-2010,14016324X100000,168,1,0
2009-2010,14016325X100000,426,1,0
2009-2010,14016326X100000,249,2,0
2009-2010,34049019X100000,260,0,5
2009-2010,28006001Y100000,308,1,5
2009-2010,14016328X100000,482,0,0
2009-2010,14016329X100000,472,0,0
2009-2010,14016085Y100000,188,0,0
2009-2010,04101007X100000,149,0,0
2009-2010,14016559X100000,133,0,0
2009-2010,14016510X100000,139,0,0
2009-2010,41057011X100000,246,2,2
2009-2010,04101008X100000,382,0,0
2009-2010,30073002X100000,153,1,0
2009-2010,14016339X100000,193,0,0
2009-2010,14016340X100000,376,0,6
2009-2010,14016512X100000,311,0,2
2009-2010,14016477X100000,484,0,3
2009-2010,31045021X100000,248,0,4
2009-2010,14016483X100000,220,0,0
2009-2010,14016554X100000,438,1,0
2009-2010,31045022X100000,129,1,2
2009-2010,310453030260011,2250,0,7
2009-2010,310453030260012,2150,1,9
2009-2010,14016349X100000,630,0,2
2009-2010,14016739X100000,207,0,0
2009-2010,50082041X100000,412,0,0
2009-2010,14016352X100000,447,0,0
2009-2010,14016528X100000,440,0,0
2009-2010,14016303X100000,178,0,0
2009-2010,35050005X100000,170,0,0
2009-2010,14016228X100000,266,0,0
2009-2010,14016356X100000,137,1,0
2009-2010,14016357X100000,179,0,0
2009-2010,14016305X100000,128,1,0
2009-2010,14016490X100000,481,2,4
2009-2010,14016475X100000,572,2,0
2009-2010,14016362X100000,646,0,0
2009-2010,56099021X100000,230,0,2
2009-2010,01001005X100000,165,1,1
2009-2010,14016736X100000,118,0,0
2009-2010,14016365X100000,190,0,1
2009-2010,14016484X100000,140,1,0
2009-2010,04101009X100000,206,0,0
2009-2010,14016366X100000,346,0,1
2009-2010,31045023Y100000,376,3,3
2009-2010,48072010X100000,155,0,0
2009-2010,41057012X100000,209,2,0
2009-2010,030262020262001,271,0,0
2009-2010,030262020261001,83,0,0
2009-2010,030262020260002,149,1,2
2009-2010,14016503X100000,340,0,3
2009-2010,14016369X100000,190,0,0
2009-2010,14016370X100000,323,0,0
2009-2010,14016276X100000,360,0,2
2009-2010,14016372X100000,280,2,0
2009-2010,14016376X100000,125,0,0
2009-2010,14016264X100000,255,0,0
2009-2010,14016378X100000,304,0,0
2009-2010,34049020X100000,498,1,14
2009-2010,14016088Y100000,285,0,0
2009-2010,19022013Y100000,768,0,2
2009-2010,01001006X100000,312,1,0
2009-2010,14016278X100000,287,1,0
2009-2010,14016529X100000,669,0,3
2009-2010,40042002X100000,479,0,0
2009-2010,14016384X100000,169,0,0
2009-2010,130140030262004,126,0,0
2009-2010,320462580042001,479,0,0
2009-2010,14016290X100000,331,0,0
2009-2010,14016654X100000,365,2,0
2009-2010,14016478X100000,336,0,0
2009-2010,34049021X100000,684,1,0
2009-2010,14016485X100000,466,3,0
2009-2010,14016720X090000,76,0,0
2009-2010,14016044Y100000,152,0,0
2009-2010,14016392X100000,343,0,0
2009-2010,14016395X100000,321,0,0
2009-2010,14016523X100000,537,0,0
2009-2010,14016408X100000,119,0,0
2009-2010,14016092Y100000,1359,2,5
2009-2010,19022017X100000,139,0,2
2009-2010,19022060X100000,559,4,1
2009-2010,19022057X100000,314,0,0
2009-2010,410570020262005,221,0,0
2009-2010,34049022X100000,132,0,0
2009-2010,01001002X060000,143,0,0
2009-2010,14016185X060000,224,0,0
2009-2010,04004002X100000,172,0,0
2009-2010,04101010X100000,245,0,0
2009-2010,14016666X100000,473,0,4
2009-2010,19022054X100000,262,0,1
2009-2010,14016466X100000,263,0,0
2009-2010,14016463X100000,213,0,0
2009-2010,19022024X100000,640,0,6
2009-2010,14016298X100000,244,0,0
2009-2010,14016459X100000,225,0,0
2009-2010,14016508X100000,423,0,1
2009-2010,14016460X100000,219,0,0
2009-2010,14016186X060000,146,2,0
2009-2010,14016456X100000,691,0,1
2009-2010,14016163X060000,150,0,2
2009-2010,19022020X060000,238,0,5
2009-2010,09010014X060000,205,0,1
2009-2010,14016137X060000,151,0,1
2009-2010,45079002X060000,166,1,0
2009-2010,41057074X100000,257,0,0
2009-2010,14016280X100000,683,1,0
2009-2010,19022019X100000,230,0,3
2009-2010,21028002X100000,93,0,5
2009-2010,45079009X100000,112,0,0
2009-2010,50082034X100000,69,0,0
2009-2010,44063009X100000,156,1,0
2009-2010,31045043X100000,190,0,4
2009-2010,40031001X100000,148,0,0
2009-2010,14016473X100000,183,0,0
2009-2010,11015022X060000,230,0,2
2009-2010,14016136X060000,187,0,2
2009-2010,31045024X060000,172,0,3
2009-2010,32038003X060000,102,0,2
2009-2010,34049043X060000,69,0,1
2009-2010,44063004X060000,129,1,1
2009-2010,45079003X060000,157,0,0
2009-2010,14016453X100000,325,0,0
2009-2010,14016277X100000,330,0,2
2009-2010,14016291X100000,239,8,0
2009-2010,32046005X100000,207,0,0
2009-2010,34049024X100000,226,1,0
2009-2010,56099023X100000,150,2,5
2009-2010,090101690042001,475,1,3
2009-2010,31045026X100000,217,0,0
2009-2010,12080001X100000,170,5,0
2009-2010,14016094Y100000,741,0,1
2009-2010,090101690041001,408,0,0
2009-2010,14016525X100000,196,0,0
2009-2010,19022023X100000,405,0,4
2009-2010,31045025X100000,200,0,0
2009-2010,34049023X100000,516,2,1
2009-2010,50082028X100000,81,0,0
2009-2010,51084018X100000,129,0,0
2009-2010,53090004X100000,284,0,0
2009-2010,56099022X100000,282,1,0
2009-2010,090103050160001,456,1,0
2009-2010,44063008X100000,116,1,0
2009-2010,56099037X100000,180,1,0
2009-2010,48072114X100000,44,0,0
2009-2010,56099031X100000,141,0,0
2009-2010,14016548X100000,529,1,0
2009-2010,14016642X100000,111,0,1
2009-2010,14016647X100000,182,0,0
2009-2010,14016095Y100000,629,0,0
2009-2010,31045027X100000,190,0,0
2009-2010,14016495X100000,217,0,0
2009-2010,14016283X100000,253,0,0
2009-2010,56099032X100000,206,0,0
2009-2010,500820300032001,108,1,0
2009-2010,10068002X100000,88,0,0
2009-2010,14016481X100000,238,0,0
2009-2010,28006003X100000,95,1,0
2009-2010,14016530X100000,173,1,0
2009-2010,14016187X060000,106,0,1
2009-2010,14016307X100000,321,0,4
2009-2010,24047003X060000,231,0,0
2009-2010,09010002X100000,184,1,0
2009-2010,14016506X100000,254,0,3
2009-2010,28037004X100000,120,0,0
2009-2010,44063005X100000,436,0,3
2009-2010,14016505X100000,186,0,2
2009-2010,14016492X100000,245,0,0
2009-2010,14016299X100000,254,2,0
2009-2010,48072012X100000,228,0,0
2009-2010,34049111X090000,194,1,5
2009-2010,45079004X060000,156,0,0
2009-2010,16019003X100000,221,0,6
2009-2010,19022029X100000,153,0,0
2009-2010,34049028X100000,344,0,0
2009-2010,41057035X100000,385,1,1
2009-2010,55098005X100000,240,0,3
2009-2010,56099024X100000,438,2,1
2009-2010,56099045X100000,124,0,0
2009-2010,47052003X100000,195,0,6
2009-2010,56099025X100000,554,0,7
2009-2010,56099015X100000,148,0,0
2009-2010,19022028X100000,546,0,3
2009-2010,14016613X100000,119,1,0
2009-2010,14016614X100000,256,0,0
2009-2010,14016619X100000,447,0,0
2009-2010,10011004X100000,105,0,0
2009-2010,11015003X100000,127,1,0
2009-2010,11023001X100000,68,0,0
2009-2010,13058002X100000,86,0,0
2009-2010,14016304X100000,440,0,0
2009-2010,16019001X100000,228,0,2
2009-2010,17053002X100000,195,0,0
2009-2010,17064006X100000,173,0,2
2009-2010,20093001X100000,143,0,0
2009-2010,24047002X100000,207,0,2
2009-2010,31045029X100000,200,0,0
2009-2010,40007002X100000,50,0,0
2009-2010,44063014X100000,334,0,6
2009-2010,45079010X100000,106,0,0
2009-2010,46005001X100000,79,0,2
2009-2010,14016618X100000,318,0,0
2009-2010,25041002X100000,140,0,3
2009-2010,130140030262002,139,0,0
2009-2010,48072013X100000,143,1,1
2009-2010,08043001X100000,67,0,0
2009-2010,41057033X100000,214,0,0
2009-2010,43102001X100000,135,1,1
2009-2010,54092005X100000,85,0,0
2009-2010,34049029X060000,129,0,1
2009-2010,09010006X100000,449,0,3
2009-2010,14016622X100000,258,0,0
2009-2010,19022031X100000,599,0,2
2009-2010,11087002X100000,98,0,0
2009-2010,13095005X100000,57,0,0
2009-2010,14016486X100000,618,0,4
2009-2010,40056001X100000,90,2,0
2009-2010,14016630X100000,400,0,0
2009-2010,14016626X140000,98,0,0
2009-2010,14016624X100000,213,0,0
2009-2010,14016469X100000,309,2,0
2009-2010,40007003X100000,90,0,0
2009-2010,14016285X100000,201,0,0
2009-2010,14016588X100000,158,0,1
2009-2010,14016519X100000,236,0,2
2009-2010,34049030X100000,649,0,1
2009-2010,53090003X100000,305,0,3
2009-2010,56099038X100000,182,0,4
2009-2010,32046007X100000,67,2,0
2009-2010,39055004X100000,143,0,0
2009-2010,51084019X100000,77,0,0
2009-2010,14016005Y100000,848,2,1
2009-2010,31045032X100000,518,1,10
2009-2010,35050016X100000,196,0,0
2009-2010,14016591X100000,161,0,0
2009-2010,04101081X250000,55,0,0
2009-2010,41057006X100000,319,0,0
2009-2010,14016125X060000,97,2,6
2009-2010,14016192X060000,141,0,2
2009-2010,41057023X060000,41,0,0
2009-2010,14016161X060000,83,0,1
2009-2010,14016146X060000,251,0,2
2009-2010,14016152X060000,122,0,0
2009-2010,14016189X060000,121,0,0
2009-2010,14016190X060000,66,0,0
2009-2010,47071003X060000,172,0,5
2009-2010,14016311X100000,694,2,4
2009-2010,17053003X100000,65,0,0
2009-2010,26062001X100000,162,3,0
2009-2010,54092007X100000,225,0,0
2009-2010,56099017X270000,393,0,0
2009-2010,31045033X060000,135,0,0
2009-2010,14016126X060000,119,0,0
2009-2010,32038004X060000,120,0,0
2009-2010,32046009X060000,163,0,1
2009-2010,49081007X060000,34,0,4
2009-2010,540921180243101,24,0,0
2009-2010,31045035X100000,500,1,0
2009-2010,26034002X100000,59,0,0
2009-2010,44063003X100000,493,0,0
2009-2010,41057073X100000,154,0,0
2009-2010,45067003X100000,353,2,0
2009-2010,04101014X100000,245,2,0
2009-2010,03026003X060000,54,0,0
2009-2010,14016102X060000,459,0,3
2009-2010,41057024X060000,29,0,0
2009-2010,56099047X060000,23,1,1
2009-2010,14016296X100000,165,0,0
2009-2010,31045034X100000,154,0,0
2009-2010,34049032X100000,222,0,1
2009-2010,19022033X100000,140,0,0
2009-2010,04101021X100000,135,0,1
2009-2010,19022035X100000,548,1,2
2009-2010,14016194X060000,180,0,0
2009-2010,14016596X100000,88,0,0
2009-2010,19022036X100000,330,0,1
2009-2010,48072017X100000,388,0,4
2009-2010,14016598X100000,219,0,0
2009-2010,19022037X100000,472,0,2
2009-2010,14016602X100000,231,0,0
2009-2010,19022039X100000,313,1,5
2009-2010,14016504X100000,538,1,1
2009-2010,14016609X100000,222,0,0
2009-2010,14016561X100000,320,1,0
2009-2010,14016108Y100000,702,0,1
2009-2010,31045037X100000,261,0,0
2009-2010,04101020X100000,263,2,3
2009-2010,14016563X100000,246,0,1
2009-2010,130141415022001,180,0,0
2009-2010,56099027X100000,144,0,0
2009-2010,14016567X100000,344,0,0
2009-2010,14016090X140000,65,0,0
2009-2010,14016109Y100000,142,0,1
2009-2010,19022040X100000,273,0,2
2009-2010,14016539X100000,172,1,1
2009-2010,14016540X100000,229,0,1
2009-2010,14016541X100000,312,0,0
2009-2010,14016542X100000,391,0,2
2009-2010,50082010X100000,312,3,0
2009-2010,14016544X100000,250,0,0
2009-2010,13058010X100000,50,0,0
2009-2010,14016419X100000,615,0,5
2009-2010,31045038X100000,86,0,0
2009-2010,14016546X100000,257,0,0
2009-2010,12040001X100000,136,1,3
2009-2010,31045039X100000,258,0,1
2009-2010,14016422X100000,263,0,0
2009-2010,14016420X100000,192,0,0
2009-2010,09010004X100000,107,0,0
2009-2010,44063017X100000,408,0,0
2009-2010,48072018X100000,408,0,0
2009-2010,14016547X100000,188,0,0
2009-2010,14016438X100000,211,0,0
2009-2010,14016113Y100000,1068,0,1
2009-2010,14016306X100000,278,0,0
2009-2010,19022041X100000,678,0,3
2009-2010,14016315X100000,170,0,0
2009-2010,14016658X100000,174,0,1
2009-2010,150162990252464,584,0,0
2009-2010,20097011P003101,18,0,0
2009-2010,340491140022002,260,0,0
2009-2010,280881000262002,382,1,0
2009-2010,280881000260001,327,0,1
2009-2010,280881000261001,169,0,0
2009-2010,400560060262001,447,0,0
2009-2010,400560060260001,441,0,0
2009-2010,400560060261001,254,0,0
2009-2010,120400010262011,89,0,0
2009-2010,330482050262021,334,0,3
2009-2010,450791380262002,277,0,0
2009-2010,450791380260001,137,0,0
2009-2010,190222030262013,571,0,1
2009-2010,150162990250041,1934,1,2
2009-2010,190220480022002,135,0,0
2009-2010,390550610251034,479,0,0
2009-2010,14016036X010000,37,0,0
2009-2010,14016993P003101,20,0,0
2009-2010,550980050260014,1043,0,3
2009-2010,480721500251002,295,0,0
2009-2010,320461110252009,335,0,1
2009-2010,390550610252025,259,0,0
2009-2010,140160890022010,951,0,0
2009-2010,150162990252465,1323,0,0
2009-2010,170640870252012,503,1,3
2009-2010,140160630022008,459,0,0
2009-2010,190220450022016,291,0,2
2009-2010,470522200022001,81,0,0
2009-2010,11087005A262003,271,0,0
2009-2010,11087005A260001,151,0,0
2009-2010,150162990252466,376,0,0
2009-2010,041012050252057,220,0,0
2009-2010,190222040261005,747,0,8
2009-2010,470712230260003,607,0,2
2009-2010,150162990253762,284,1,4
2009-2010,080432060262002,270,0,4
2009-2010,150162990252470,467,1,1
2009-2010,080432060261001,169,2,0
2009-2010,080432060260003,172,0,2
2009-2010,041011310042003,443,2,1
2009-2010,150162990252468,629,2,1
2009-2010,190220040022010,459,1,1
2009-2010,100110030262005,258,0,0
2009-2010,140161260022004,617,0,0
2009-2010,150162990252472,950,0,0
2009-2010,140161680042001,521,0,0
2009-2010,190220930041004,716,0,1
2009-2010,090100040262026,463,0,0
2009-2010,310450460220003,2260,2,2
2009-2010,350500400170001,993,2,0
2009-2010,140160150042009,725,0,5
2009-2010,14016214P003101,23,0,0
2009-2010,150162990252941,260,0,4
2009-2010,170640050262002,278,0,2
2009-2010,110703000262001,491,1,0
2009-2010,150162990252474,558,0,0
2009-2010,110703000260004,347,0,0
2009-2010,150162990250042,789,0,0
2009-2010,110703000261001,270,0,0
2009-2010,041012050252058,273,0,0
2009-2010,500820090262001,87,0,0
2009-2010,250410790022001,258,1,0
2009-2010,410570100262020,116,0,1
2009-2010,560991610021001,842,2,4
2009-2010,31045087X010000,60,1,0
2009-2010,120510100262008,255,0,0
2009-2010,150162990252475,474,0,0
2009-2010,14016966X160000,26,0,0
2009-2010,14016907P003101,39,0,0
2009-2010,340492200262003,494,1,4
2009-2010,310450460222034,423,2,1
2009-2010,140160870022008,499,0,0
2009-2010,19022180X160000,11,0,0
2009-2010,530901080022010,178,0,2
2009-2010,140160290022002,301,0,4
2009-2010,150162990252476,746,0,3
2009-2010,041012050252037,544,0,0
2009-2010,140161230022010,433,2,4
2009-2010,150162990252477,684,21,1
2009-2010,160194270260001,1187,0,4
2009-2010,160194270261002,850,0,3
2009-2010,310450460222049,531,0,4
2009-2010,560990860052001,369,0,0
2009-2010,140160990022008,677,0,0
2009-2010,560990860052020,431,0,3
2009-2010,560990900022001,350,0,4
2009-2010,150162990250043,2648,1,2
2009-2010,320461110252010,487,0,6
2009-2010,480721500253041,16,0,0
2009-2010,140161510022006,391,0,1
2009-2010,56099201U262007,284,0,0
2009-2010,150162990252478,528,0,0
2009-2010,380652020262005,59,0,0
2009-2010,150162990252926,333,1,0
2009-2010,300730050022001,113,0,0
2009-2010,550980030262005,155,0,0
2009-2010,550980030261004,229,0,3
2009-2010,150162990252479,554,0,0
2009-2010,150162990252943,1124,0,0
2009-2010,190222020262005,250,0,4
2009-2010,150162990252480,665,0,0
2009-2010,080891450222012,248,0,0
2009-2010,490813000262006,157,0,1
2009-2010,100110030261005,649,0,1
2009-2010,100110030260006,915,0,1
2009-2010,150162990250843,362,0,0
2009-2010,310450460221008,766,2,2
2009-2010,150162990252901,249,0,0
2009-2010,49081020Z260000,105,1,0
2009-2010,140160620042012,329,0,3
2009-2010,030250500262002,609,0,3
2009-2010,030250500260001,451,0,1
2009-2010,030250500261001,207,0,2
2009-2010,190222040261001,920,0,5
2009-2010,34049119X160000,26,0,0
2009-2010,09010043Y100000,354,0,2
2009-2010,140160380022001,566,2,3
2009-2010,190221810042008,392,1,1
2009-2010,140160360022004,467,0,2
2009-2010,240473080262007,704,0,6
2009-2010,140160640042011,640,0,6
2009-2010,56099073P003106,20,0,0
2009-2010,140160540042009,411,1,5
2009-2010,150162990253787,180,0,0
2009-2010,140160690022001,522,0,1
2009-2010,300390950022003,302,1,2
2009-2010,560992020222018,607,2,1
2009-2010,140160150042020,551,0,5
2009-2010,490810410252017,460,0,4
2009-2010,560990860052006,462,0,2
2009-2010,190220680021001,617,0,2
2009-2010,340490600261002,850,0,2
2009-2010,390550610251030,475,0,0
2009-2010,480721500252039,450,0,1
2009-2010,651089010802001,415,0,0
2009-2010,140160250021015,884,2,5
2009-2010,090101160222008,262,0,2
2009-2010,090101300042001,204,1,3
2009-2010,240473080261003,898,1,2
2009-2010,310453030261011,970,0,5
2009-2010,21028001Z110000,22,0,0
2009-2010,210281740262001,350,0,1
2009-2010,140162050170002,1672,0,1
2009-2010,140162150170001,1781,0,1
2009-2010,140162150170002,2043,0,2
2009-2010,140162050170001,2457,2,4
2009-2010,140162050170003,2261,1,7
2009-2010,150162990252484,544,0,0
2009-2010,150162990252486,827,0,1
2009-2010,14016574X160000,23,0,0
2009-2010,440630260042004,406,0,4
2009-2010,560990170022002,382,0,0
2009-2010,140160880022006,413,0,0
2009-2010,150162990250811,185,0,0
2009-2010,450791400262006,68,0,0
2009-2010,150162990250044,663,0,1
2009-2010,150162990252766,582,0,1
2009-2010,150162990252487,366,22,0
2009-2010,470712310042005,264,0,0
2009-2010,560992020221003,1071,1,5
2009-2010,310450460222008,531,0,1
2009-2010,19022065X030000,767,0,19
2009-2010,19022042Y030000,399,0,2
2009-2010,56099073P003103,16,0,0
2009-2010,140162280160002,1245,0,5
2009-2010,14016768P003101,40,0,0
2009-2010,190220020022006,430,0,1
2009-2010,310451290223020,348,0,3
2009-2010,140160740022004,388,0,0
2009-2010,350500790042001,207,0,3
2009-2010,150162990252488,898,1,0
2009-2010,170640050262014,175,0,1
2009-2010,34049034X100000,198,0,1
2009-2010,240473080261002,902,0,2
2009-2010,530907020262003,360,1,7
2009-2010,530907020260001,331,0,1
2009-2010,530907020261001,314,1,0
2009-2010,130140030262001,216,1,0
2009-2010,480721500251012,364,0,1
2009-2010,17053006J262005,140,1,0
2009-2010,410570020260001,1159,0,0
2009-2010,410570020261008,846,0,1
2009-2010,211000050262001,783,0,1
2009-2010,510840010262001,305,0,0
2009-2010,510840010260001,202,0,0
2009-2010,510840010261001,134,0,0
2009-2010,300391760262008,508,0,3
2009-2010,300391760261001,209,0,0
2009-2010,300391760260001,263,0,0
2009-2010,08089010X260000,78,0,7
2009-2010,35050001X100000,166,0,0
2009-2010,30039007Z260000,125,2,3
2009-2010,56099096X260000,60,0,1
2009-2010,14016164X060000,268,0,0
2009-2010,14016119Y100000,545,0,4
2009-2010,13095006X060000,55,0,0
2009-2010,14016134X060000,117,0,4
2009-2010,14016138X060000,140,0,0
2009-2010,17064004X060000,395,0,4
2009-2010,41057027X060000,215,1,0
2009-2010,46009002X060000,33,0,0
2009-2010,51084021X060000,182,0,0
2009-2010,11087004X060000,69,0,0
2009-2010,13014008X060000,97,0,1
2009-2010,13058004X060000,139,0,0
2009-2010,19022015X060000,394,0,3
2009-2010,19022061X060000,66,0,0
2009-2010,45079006X060000,78,0,0
2009-2010,44063045X260000,183,0,14
2009-2010,41057022X060000,43,2,0
2009-2010,460690270262002,209,0,0
2009-2010,460690270260001,184,0,2
2009-2010,56099098X010000,98,0,0
2009-2010,17053006J260001,174,0,0
2009-2010,17053006J262006,236,0,0
2009-2010,340491020042003,592,0,3
2009-2010,08043008Z260000,139,2,9
2009-2010,170640030262001,332,0,3
2009-2010,170640030260002,325,0,0
2009-2010,170640030261001,419,0,0
2009-2010,56099030C042003,515,0,8
2009-2010,56099030C042005,596,0,2
2009-2010,41057054P003101,33,0,0
2009-2010,41057054P003102,40,0,0
2009-2010,56099030C042004,503,0,9
2009-2010,56099030C042007,417,0,0
2009-2010,56099030C041001,890,0,2
2009-2010,56099030C042002,516,0,2
2009-2010,50082020X030000,85,0,1
2009-2010,150162990252489,479,0,0
2009-2010,140161435022007,210,0,0
2009-2010,190220330022005,453,2,4
2009-2010,150162990252826,367,0,0
2009-2010,110213010260001,281,0,0
2009-2010,19022053P003101,40,0,0
2009-2010,150162990252490,1122,0,1
2009-2010,410570100262023,243,1,1
2009-2010,340490960041002,588,0,0
2009-2010,160194280262008,267,0,1
2009-2010,140161700022008,284,1,0
2009-2010,510841860251007,678,1,0
2009-2010,14016757S140000,130,0,0
2009-2010,500821180022010,446,0,0
2009-2010,560990810022001,116,0,2
2009-2010,140160860022001,596,1,1
2009-2010,14016662X260000,59,1,0
2009-2010,270943040262001,260,2,0
2009-2010,270943040262002,170,0,0
2009-2010,270943040260001,270,0,0
2009-2010,270943040261001,224,0,0
2009-2010,490810300170001,1745,0,0
2009-2010,21100011Z260000,221,1,3
2009-2010,55098001Z030000,224,0,9
2009-2010,090100070262007,329,0,1
2009-2010,020610010262006,202,0,0
2009-2010,010010040260001,199,0,0
2009-2010,090100070260007,476,0,0
2009-2010,090100070261005,365,0,0
