Year,RCDTS,Enrollment,PBE,PME
2011-2012,06016530X100000,149,0,0
2011-2012,06016554X100000,445,4,3
2011-2012,06016700X160000,26,0,0
2011-2012,06016723X260000,208,0,0
2011-2012,06016736X100000,11,0,0
2011-2012,06016741X060000,84,1,0
2011-2012,06016744X160000,161,5,0
2011-2012,06016809Y100000,802,2,3
2011-2012,06016811X160000,57,0,0
2011-2012,06016818X160000,175,3,0
2011-2012,06016856X160000,79,0,0
2011-2012,06016859X160000,32,0,0
2011-2012,06016907P003101,40,0,0
2011-2012,06016938Z100000,20,1,0
2011-2012,06016943X160000,200,7,0
2011-2012,06016966X160000,24,1,0
2011-2012,06016969X160000,128,6,0
2011-2012,06016981X160000,47,3,0
2011-2012,06016990X010000,86,0,0
2011-2012,06016993Z270000,36,2,0
2011-2012,06016994P003101,36,0,0
2011-2012,06016999X160000,80,2,0
2011-2012,07016007Y030000,364,6,1
2011-2012,07016012X060000,45,0,1
2011-2012,07016015X230000,15,0,0
2011-2012,07016026Y100000,204,0,0
2011-2012,07016029X010000,106,0,0
2011-2012,07016039Y030000,584,5,0
2011-2012,07016040X140000,38,1,0
2011-2012,07016055Y100000,1440,2,5
2011-2012,07016064Y100000,197,2,0
2011-2012,07016073Y100000,361,0,0
2011-2012,07016081Z020000,91,3,0
2011-2012,07016095Y100000,586,0,0
2011-2012,70161040021001,478,2,0
2011-2012,70161040022001,170,0,0
2011-2012,70161040022003,553,0,0
2011-2012,70161040022004,220,0,0
2011-2012,70161040022005,367,0,0
2011-2012,70161080022001,275,0,0
2011-2012,70161090021006,592,0,0
2011-2012,70161090022001,487,0,0
2011-2012,70161090022002,739,0,0
2011-2012,70161090022004,657,3,1
2011-2012,70161090022006,505,0,0
2011-2012,70161090022007,119,0,0
2011-2012,70161100022002,453,0,0
2011-2012,70161110021001,782,1,0
2011-2012,70161110022001,529,3,2
2011-2012,70161110022002,285,0,0
2011-2012,70161110022005,320,0,0
2011-2012,70161110022006,390,0,0
2011-2012,70161110022007,295,1,3
2011-2012,70161110022010,267,0,1
2011-2012,70161110022011,407,0,0
2011-2012,07016113A021002,1135,6,0
2011-2012,07016113A022002,721,14,0
2011-2012,07016113A022004,517,2,0
2011-2012,70161170021001,966,2,1
2011-2012,70161170022002,409,0,0
2011-2012,70161170022003,660,4,1
2011-2012,70161170022004,574,4,3
2011-2012,70161170022005,414,1,0
2011-2012,70161180041004,675,7,0
2011-2012,70161180042002,727,11,4
2011-2012,70161180042003,463,8,1
2011-2012,70161220021005,755,2,0
2011-2012,70161220022001,380,0,1
2011-2012,70161220022002,360,0,0
2011-2012,70161220022003,529,3,0
2011-2012,70161220022004,384,0,0
2011-2012,70161230021001,1072,5,2
2011-2012,70161230022003,428,5,0
2011-2012,70161230022006,364,0,0
2011-2012,70161230022007,374,1,0
2011-2012,70161230022008,473,4,0
2011-2012,70161230022010,423,4,1
2011-2012,70161240021001,425,1,1
2011-2012,70161240022002,329,2,0
2011-2012,70161240022003,322,2,1
2011-2012,70161240022004,384,0,1
2011-2012,70161240022005,364,5,0
2011-2012,70161250021001,231,0,1
2011-2012,70161250022003,281,1,0
2011-2012,70161250022004,206,0,0
2011-2012,70161260021005,366,1,1
2011-2012,70161260022001,352,0,0
2011-2012,70161260022002,262,1,1
2011-2012,70161260022004,627,0,0
2011-2012,07016126X060000,118,0,0
2011-2012,70161270021005,334,0,0
2011-2012,70161270022001,402,0,0
2011-2012,70161270022004,269,0,0
2011-2012,70161270023001,34,1,0
2011-2012,70161275021001,404,5,0
2011-2012,70161275022003,479,1,0
2011-2012,70161275022004,508,2,0
2011-2012,70161280021003,258,0,0
2011-2012,70161280022002,201,0,0
2011-2012,70161280022005,162,0,0
2011-2012,70161280022006,131,0,0
2011-2012,70161300021001,402,0,0
2011-2012,70161300021002,305,2,0
2011-2012,70161300021003,418,1,0
2011-2012,70161300022004,198,0,0
2011-2012,70161300022008,222,0,0
2011-2012,70161300022010,224,0,0
2011-2012,70161300022011,420,1,1
2011-2012,70161300022012,543,0,0
2011-2012,70161300022018,410,0,0
2011-2012,70161300022019,293,0,0
2011-2012,70161300022020,85,1,0
2011-2012,70161300023001,304,0,0
2011-2012,70161320022001,354,0,0
2011-2012,70161320022002,358,1,0
2011-2012,70161320022003,422,1,0
2011-2012,70161330022001,379,1,0
2011-2012,70161330023001,56,0,0
2011-2012,70161350021004,525,0,0
2011-2012,70161350021005,635,5,0
2011-2012,70161350021006,782,6,0
2011-2012,70161350022001,459,1,0
2011-2012,70161350022002,353,5,0
2011-2012,70161350022007,436,7,1
2011-2012,70161350022008,476,2,0
2011-2012,70161350022010,390,4,1
2011-2012,70161350022012,479,7,1
2011-2012,70161350022013,623,3,0
2011-2012,07016137X060000,124,0,0
2011-2012,07016138X060000,121,0,0
2011-2012,07016139Y060000,63,0,0
2011-2012,70161400021003,631,6,4
2011-2012,70161400021004,685,1,1
2011-2012,70161400022001,496,1,0
2011-2012,70161400022004,348,2,0
2011-2012,70161400022005,442,2,0
2011-2012,70161400022006,492,6,0
2011-2012,70161400022007,623,5,0
2011-2012,70161420021001,560,4,0
2011-2012,70161420022002,252,3,1
2011-2012,70161420022003,460,2,0
2011-2012,70161420022004,399,7,2
2011-2012,07016142X060000,53,0,0
2011-2012,70161430022001,769,2,0
2011-2012,70161430022002,670,5,0
2011-2012,70161430022004,421,2,0
2011-2012,70161430022005,98,0,0
2011-2012,70161435021003,544,0,0
2011-2012,70161435022001,186,0,0
2011-2012,70161435022006,386,0,0
2011-2012,70161435022007,263,0,0
2011-2012,70161435022010,514,0,0
2011-2012,70161440021002,572,3,0
2011-2012,70161440022001,148,1,0
2011-2012,70161440022003,350,0,0
2011-2012,70161440022004,366,1,0
2011-2012,70161440022005,328,2,0
2011-2012,70161440022007,208,1,0
2011-2012,70161440022009,351,4,32
2011-2012,70161440022010,466,0,0
2011-2012,70161450021001,632,1,0
2011-2012,70161450022002,228,0,1
2011-2012,70161450022003,293,0,0
2011-2012,70161450022004,296,0,0
2011-2012,70161460041001,832,2,0
2011-2012,70161460042002,591,8,0
2011-2012,70161460042003,333,7,0
2011-2012,70161460042005,298,3,0
2011-2012,70161460042006,337,1,1
2011-2012,70161470021001,416,2,0
2011-2012,70161470022004,363,4,0
2011-2012,70161470022006,315,0,0
2011-2012,70161470022007,308,0,0
2011-2012,70161480021002,208,3,0
2011-2012,70161480021003,238,2,0
2011-2012,70161480021004,151,0,0
2011-2012,70161480022002,149,0,0
2011-2012,70161480022003,419,0,0
2011-2012,70161480022005,331,1,0
2011-2012,70161480022006,373,0,0
2011-2012,70161480022007,235,1,0
2011-2012,70161480022010,260,0,0
2011-2012,70161480023002,94,0,0
2011-2012,70161490021003,869,2,0
2011-2012,70161490022002,315,0,0
2011-2012,70161490022005,771,1,0
2011-2012,70161490022006,350,0,0
2011-2012,70161490022009,305,2,0
2011-2012,70161490022010,437,0,0
2011-2012,70161500021005,423,1,0
2011-2012,70161500022001,404,1,0
2011-2012,70161500022002,217,0,0
2011-2012,70161510021001,500,2,0
2011-2012,70161510022002,278,1,0
2011-2012,70161510022004,321,1,1
2011-2012,70161510022006,429,2,0
2011-2012,70161520021001,511,0,0
2011-2012,70161520022001,443,0,0
2011-2012,70161520022002,283,0,1
2011-2012,70161520022004,371,0,0
2011-2012,70161520022005,223,0,0
2011-2012,70161520022007,193,0,0
2011-2012,70161520022008,287,1,4
2011-2012,70161520023001,188,0,0
2011-2012,70161525021002,213,0,0
2011-2012,70161525022001,196,0,0
2011-2012,70161525022004,210,0,0
2011-2012,70161525022005,255,0,0
2011-2012,70161525022006,196,0,0
2011-2012,07016152X060000,112,0,0
2011-2012,70161530021003,528,1,1
2011-2012,70161530022002,382,3,1
2011-2012,70161530022005,552,5,1
2011-2012,70161530022006,428,3,1
2011-2012,70161540022002,39,0,0
2011-2012,70161545022001,194,0,0
2011-2012,70161550021001,459,0,0
2011-2012,70161550022002,503,0,3
2011-2012,70161550022004,410,0,0
2011-2012,70161560022001,1133,2,0
2011-2012,70161570021001,313,2,0
2011-2012,70161570022001,594,4,0
2011-2012,70161580021004,863,0,1
2011-2012,70161580022001,642,2,1
2011-2012,70161580022005,434,0,1
2011-2012,70161580022006,343,0,1
2011-2012,70161580023001,106,2,0
2011-2012,70161590021001,716,0,0
2011-2012,70161590022002,240,0,0
2011-2012,70161590022004,305,0,0
2011-2012,70161590022005,320,0,0
2011-2012,70161590022006,374,0,0
2011-2012,70161600021001,313,2,0
2011-2012,70161600022003,543,2,0
2011-2012,70161600022004,472,0,0
2011-2012,70161610021003,931,7,2
2011-2012,70161610022001,316,2,0
2011-2012,70161610022002,302,2,0
2011-2012,70161610022006,378,2,3
2011-2012,70161610022007,453,1,0
2011-2012,70161620021004,605,2,0
2011-2012,70161620022001,542,2,0
2011-2012,70161620022003,423,1,0
2011-2012,70161620022005,430,0,1
2011-2012,70161620022008,456,1,0
2011-2012,70161620022009,441,6,0
2011-2012,70161620022010,239,3,1
2011-2012,70161630021010,418,3,0
2011-2012,70161630022001,230,1,0
2011-2012,70161630022002,449,0,2
2011-2012,70161630022003,270,0,0
2011-2012,70161630022007,376,0,1
2011-2012,70161630022008,220,0,0
2011-2012,07016163X060000,147,0,0
2011-2012,07016164X060000,285,0,0
2011-2012,70161670021002,268,1,0
2011-2012,70161670022001,254,0,0
2011-2012,70161670022003,357,0,0
2011-2012,70161670022004,333,0,0
2011-2012,70161680041003,588,1,0
2011-2012,70161680042001,516,0,1
2011-2012,70161680042002,599,1,0
2011-2012,70161690021001,185,0,0
2011-2012,70161690022002,264,0,0
2011-2012,70161700022001,527,0,0
2011-2012,70161700022002,475,4,1
2011-2012,70161700022005,296,0,0
2011-2012,70161700022007,450,0,0
2011-2012,70161700022008,275,0,1
2011-2012,70161700022009,304,4,0
2011-2012,70161700022011,316,0,0
2011-2012,70161700022012,258,1,0
2011-2012,70161700022013,227,0,0
2011-2012,70161700023001,142,0,0
2011-2012,70161710021001,505,0,0
2011-2012,70161710022001,513,0,0
2011-2012,70161720022001,418,0,1
2011-2012,07016173X060000,5,0,0
2011-2012,70161940021001,576,2,1
2011-2012,70161940022002,304,6,0
2011-2012,70161940022004,337,4,1
2011-2012,70161940022005,363,0,0
2011-2012,70162050170001,2061,6,0
2011-2012,70162050170002,1328,1,0
2011-2012,70162050170003,2044,9,0
2011-2012,70162060170001,1663,0,0
2011-2012,70162060170002,1575,0,0
2011-2012,70162060173001,78,0,0
2011-2012,07016208X160000,54,2,0
2011-2012,07016209X030000,240,12,0
2011-2012,70162100170001,1510,1,0
2011-2012,07016214X030000,194,0,0
2011-2012,70162150170001,1641,1,0
2011-2012,70162150170002,1966,3,0
2011-2012,07016216X030000,302,9,1
2011-2012,70162170160001,1877,0,0
2011-2012,70162180160001,1881,2,0
2011-2012,70162180160004,1789,3,2
2011-2012,70162180160007,1908,6,0
2011-2012,70162200170001,1783,0,1
2011-2012,70162270170001,1148,4,0
2011-2012,70162270170002,1438,10,0
2011-2012,70162270170003,1250,3,0
2011-2012,70162280160002,1290,2,0
2011-2012,70162280160003,1412,1,0
2011-2012,70162280160004,1500,10,1
2011-2012,70162290160001,1916,5,1
2011-2012,70162300130002,2495,7,0
2011-2012,70162300130003,2282,13,2
2011-2012,70162310160001,858,5,8
2011-2012,70162330160001,2849,9,2
2011-2012,07016243X260000,318,0,0
2011-2012,07016253Z140000,15,0,0
2011-2012,07016254X010000,161,0,0
2011-2012,07016268X100000,196,0,0
2011-2012,07016286X100000,192,0,0
2011-2012,07016290X100000,313,0,0
2011-2012,07016291X100000,206,0,1
2011-2012,07016293P003101,40,0,0
2011-2012,07016337X250000,129,4,1
2011-2012,07016362X100000,641,6,0
2011-2012,07016376X100000,124,0,0
2011-2012,07016426X010000,59,0,0
2011-2012,07016427X010000,56,0,1
2011-2012,07016428X160000,21,0,0
2011-2012,07016429X010000,43,0,0
2011-2012,07016446X010000,47,0,0
2011-2012,07016455X100000,227,0,0
2011-2012,07016466X100000,269,0,0
2011-2012,07016475X100000,504,2,1
2011-2012,07016476X100000,171,0,1
2011-2012,07016477X100000,439,2,0
2011-2012,07016478X100000,311,0,2
2011-2012,07016480X100000,364,0,0
2011-2012,07016481X100000,239,0,1
2011-2012,07016486X100000,592,4,1
2011-2012,07016488X100000,229,0,0
2011-2012,07016490X100000,457,0,0
2011-2012,07016491X100000,251,2,0
2011-2012,07016495X100000,202,0,0
2011-2012,07016509X100000,441,1,1
2011-2012,70165150513101,36,0,0
2011-2012,07016519X100000,70,0,0
2011-2012,07016520X140000,147,0,0
2011-2012,07016525X100000,169,0,0
2011-2012,07016541X100000,302,0,0
2011-2012,07016551X100000,310,0,0
2011-2012,07016552X100000,216,1,0
2011-2012,07016559X100000,115,1,0
2011-2012,07016560X100000,405,3,0
2011-2012,07016577X100000,635,1,0
2011-2012,07016582X100000,64,0,0
2011-2012,07016589Z270000,36,0,0
2011-2012,07016609X100000,224,0,0
2011-2012,07016610P003101,40,0,0
2011-2012,07016619P003101,40,0,0
2011-2012,07016629Z200000,135,5,2
2011-2012,07016641X100000,278,0,0
2011-2012,07016642X100000,118,0,1
2011-2012,07016654X100000,417,1,1
2011-2012,07016683X170000,179,0,5
2011-2012,07016710P003101,40,0,0
2011-2012,07016729Z230000,245,0,0
2011-2012,07016732X030000,372,13,0
2011-2012,07016739X100000,205,0,0
2011-2012,07016751Z020000,91,0,0
2011-2012,07016768P003101,43,0,0
2011-2012,07016784X060000,26,1,0
2011-2012,07016790X160000,130,5,0
2011-2012,07016814X260000,67,0,0
2011-2012,07016833Z230000,621,1,0
2011-2012,07016840X160000,22,0,0
2011-2012,07016860S190000,25,0,0
2011-2012,07016880S030000,11,0,0
2011-2012,07016889X160000,115,6,0
2011-2012,07016901025001C,248,0,0
2011-2012,07016983X100000,92,5,0
2011-2012,80000000003101,30,0,0
2011-2012,80083080260001,211,2,0
2011-2012,80083080262002,192,4,0
2011-2012,80083080262003,286,1,0
2011-2012,80083140260001,405,2,0
2011-2012,80083140261001,304,3,0
2011-2012,80083140262002,607,6,1
2011-2012,80083990260002,136,3,0
2011-2012,80083990261001,128,3,0
2011-2012,80083990262001,92,1,0
2011-2012,80083990262002,178,1,0
2011-2012,08043001X100000,89,0,0
2011-2012,08043008Z260000,141,9,1
2011-2012,80431190220003,191,0,0
2011-2012,80431190221001,88,0,0
2011-2012,80431190222002,399,5,0
2011-2012,80431200220002,249,1,0
2011-2012,80431200221001,236,1,0
2011-2012,80431200222002,346,1,0
2011-2012,80432050260001,242,1,0
2011-2012,80432050262002,209,0,0
2011-2012,80432060260003,156,0,0
2011-2012,80432060261001,186,0,1
2011-2012,80432060262002,266,5,0
2011-2012,80432100260002,161,0,0
2011-2012,80432100261001,113,0,0
2011-2012,80432100262003,253,1,0
2011-2012,80432110260002,84,0,0
2011-2012,80432110261001,44,0,0
2011-2012,80432110262001,127,0,0
2011-2012,08089001Z100000,152,3,1
2011-2012,08089002X060000,188,4,1
2011-2012,08089004X100000,178,3,0
2011-2012,08089010X260000,96,8,0
2011-2012,80891450220001,1285,1,1
2011-2012,80891450221002,708,0,0
2011-2012,80891450222003,288,0,0
2011-2012,80891450222004,312,0,1
2011-2012,80891450222005,250,0,2
2011-2012,80891450222006,307,3,1
2011-2012,80891450222012,241,0,0
2011-2012,80891450222015,525,3,1
2011-2012,80891450222017,308,1,1
2011-2012,80892000260001,170,0,0
2011-2012,80892000261001,71,0,0
2011-2012,80892000262001,260,0,1
2011-2012,80892010260001,409,2,0
2011-2012,80892010262003,439,7,1
2011-2012,80892020260001,283,1,2
2011-2012,80892020261002,191,1,1
2011-2012,80892020262003,415,4,6
2011-2012,80892030260001,129,2,0
2011-2012,80892030261001,67,0,0
2011-2012,80892030262003,218,3,0
2011-2012,90000000003101,308,0,0
2011-2012,90100010262002,614,0,0
2011-2012,09010001X100000,74,0,2
2011-2012,09010002X100000,193,0,0
2011-2012,90100030260001,905,2,0
2011-2012,90100030261002,662,2,0
2011-2012,90100030262003,622,1,0
2011-2012,90100030262004,453,0,0
2011-2012,90100030262005,257,1,0
2011-2012,90100040260001,1449,5,0
2011-2012,90100040260002,1298,5,0
2011-2012,90100040261003,655,0,0
2011-2012,90100040261005,686,1,2
2011-2012,90100040261007,595,0,5
2011-2012,90100040262007,430,7,1
2011-2012,90100040262008,411,0,0
2011-2012,90100040262010,394,0,0
2011-2012,90100040262011,504,0,0
2011-2012,90100040262013,372,0,0
2011-2012,90100040262017,516,2,0
2011-2012,90100040262020,263,3,0
2011-2012,90100040262021,407,2,0
2011-2012,90100040262024,278,3,0
2011-2012,90100040262026,472,0,0
2011-2012,90100040262027,424,3,2
2011-2012,90100040263016,308,0,0
2011-2012,09010004X100000,99,0,0
2011-2012,09010006X100000,418,0,0
2011-2012,90100070260007,490,0,0
2011-2012,90100070261005,393,0,0
2011-2012,90100070262006,488,0,1
2011-2012,90100070262007,322,2,1
2011-2012,09010007X010000,29,0,0
2011-2012,90100080260001,157,0,0
2011-2012,90100080262001,353,0,0
2011-2012,09010011Z020000,44,0,0
2011-2012,09010013Z260000,544,8,0
2011-2012,09010014X060000,185,0,0
2011-2012,09010024X010000,52,0,3
2011-2012,09010028X160000,115,3,4
2011-2012,09010029X010000,143,1,2
2011-2012,09010032Z070000,10,0,0
2011-2012,09010034X260000,48,0,0
2011-2012,09010038X010000,237,0,0
2011-2012,09010043P003101,37,0,0
2011-2012,09010043P003102,45,0,0
2011-2012,09010043P003103,39,0,0
2011-2012,09010043P003104,56,0,0
2011-2012,09010043P003107,7,0,0
2011-2012,09010043Y100000,294,2,0
2011-2012,90101160220001,1106,8,0
2011-2012,90101160221002,845,4,0
2011-2012,90101160222004,345,0,0
2011-2012,90101160222005,437,4,0
2011-2012,90101160222007,311,1,0
2011-2012,90101160222008,291,2,0
2011-2012,90101160222012,333,2,0
2011-2012,90101160222013,326,3,0
2011-2012,90101160223002,347,0,0
2011-2012,90101300042001,156,4,0
2011-2012,90101370021003,478,1,0
2011-2012,90101370022001,257,0,0
2011-2012,90101370022002,296,0,0
2011-2012,90101370022006,247,0,0
2011-2012,90101370022007,241,0,0
2011-2012,90101420042001,80,0,0
2011-2012,90101690042001,91,2,0
2011-2012,90101880042001,200,0,4
2011-2012,90101930170001,742,1,1
2011-2012,90101970041001,54,0,0
2011-2012,90101970042001,61,1,0
2011-2012,90101970042002,131,0,0
2011-2012,90103050160001,498,0,0
2011-2012,90270050260001,306,2,1
2011-2012,90270050261003,257,3,1
2011-2012,90270050262004,500,2,3
2011-2012,90270100260001,438,0,0
2011-2012,90270100261002,348,0,0
2011-2012,90270100262004,338,0,0
2011-2012,90270100262005,344,0,0
2011-2012,100110010262001,294,0,0
2011-2012,10011001X100000,151,3,0
2011-2012,100110030260006,849,1,1
2011-2012,100110030261005,618,0,0
2011-2012,100110030262001,270,0,0
2011-2012,100110030262003,270,0,0
2011-2012,100110030262004,281,0,0
2011-2012,100110030262005,271,1,0
2011-2012,10011003Z020000,56,1,0
2011-2012,100110040260002,91,0,0
2011-2012,100110040261001,46,0,1
2011-2012,100110040262001,158,0,0
2011-2012,10011004X100000,108,0,0
2011-2012,10011007X260000,218,1,0
2011-2012,100110080260006,457,1,0
2011-2012,100110080261005,196,0,0
2011-2012,100110080262001,296,0,0
2011-2012,100110080262003,270,1,0
2011-2012,100110080262004,198,0,0
2011-2012,100110140240001,225,0,0
2011-2012,100110140242001,149,0,0
2011-2012,100680020260001,139,0,0
2011-2012,100680020261002,111,0,0
2011-2012,100680020262003,99,0,0
2011-2012,100680020262005,161,0,0
2011-2012,10068002X100000,84,1,0
2011-2012,100680030260001,546,0,0
2011-2012,100680030261002,387,0,0
2011-2012,100680030262003,677,1,2
2011-2012,100680030262006,234,0,0
2011-2012,10068005X060000,131,0,6
2011-2012,100680120260001,463,0,0
2011-2012,100680120261002,320,1,0
2011-2012,100680120262003,199,2,1
2011-2012,100680120262004,227,0,0
2011-2012,100680120262006,221,1,0
2011-2012,100680120263001,105,1,0
2011-2012,100680220260001,351,2,0
2011-2012,100680220262003,325,0,0
2011-2012,11012002C260001,461,0,0
2011-2012,11012002C261002,224,0,0
2011-2012,11012002C262003,408,0,0
2011-2012,11012002C262005,304,1,0
2011-2012,11012003C260001,169,0,0
2011-2012,11012003C262005,240,0,0
2011-2012,11012004C260001,322,1,2
2011-2012,11012004C261001,156,1,0
2011-2012,11012004C262003,491,2,2
2011-2012,110150010260001,825,5,0
2011-2012,110150010261002,400,3,0
2011-2012,110150010262003,539,6,1
2011-2012,110150010262004,599,1,0
2011-2012,110150010262006,229,2,0
2011-2012,110150010262007,99,0,0
2011-2012,110150020260001,1034,0,0
2011-2012,110150020261003,803,3,0
2011-2012,110150020262015,744,1,1
2011-2012,110150020262016,776,3,1
2011-2012,110150020263010,101,0,0
2011-2012,11015003X100000,110,1,0
2011-2012,110150050260002,90,0,0
2011-2012,110150050262001,211,0,0
2011-2012,11015022X060000,246,3,0
2011-2012,11015026X260000,50,4,0
2011-2012,11015027Y260000,16,1,0
2011-2012,110180030260001,248,0,0
2011-2012,110180030261001,116,0,0
2011-2012,110180030262002,217,0,0
2011-2012,110180030262005,154,0,0
2011-2012,110180770260001,283,0,1
2011-2012,110180770261001,290,1,1
2011-2012,110180770262003,403,7,0
2011-2012,110213010260001,296,1,0
2011-2012,110213010261004,325,0,0
2011-2012,110213010262002,390,1,0
2011-2012,110213020260001,168,0,0
2011-2012,110213020261001,98,0,0
2011-2012,110213020262001,374,2,2
2011-2012,110213050260001,124,2,0
2011-2012,110213050261001,68,3,0
2011-2012,110213050262003,347,19,2
2011-2012,110213060260001,327,2,1
2011-2012,110213060262002,451,3,1
2011-2012,110230010260001,198,0,0
2011-2012,110230010262001,158,0,1
2011-2012,110230010262002,82,0,0
2011-2012,11023001X100000,99,0,0
2011-2012,110230030260001,93,0,1
2011-2012,110230030262002,158,4,0
2011-2012,110230040260002,218,0,0
2011-2012,110230040261001,186,0,0
2011-2012,110230040262001,310,2,0
2011-2012,110230060260001,107,0,0
2011-2012,110230060261001,112,0,0
2011-2012,110230060262003,145,0,0
2011-2012,110230950252003,1348,0,0
2011-2012,11070004Z220000,87,0,0
2011-2012,110703000260004,382,0,1
2011-2012,110703000261001,261,0,0
2011-2012,110703000262001,535,1,3
2011-2012,110703020260001,159,0,0
2011-2012,110703020261001,167,0,0
2011-2012,110703020262001,188,0,0
2011-2012,110703030260002,78,0,0
2011-2012,110703030262001,221,2,0
2011-2012,110870010260002,179,0,0
2011-2012,110870010262002,216,0,0
2011-2012,11087002X100000,116,0,0
2011-2012,11087003A260001,132,0,0
2011-2012,11087003A262001,155,0,0
2011-2012,11087003A262002,139,0,0
2011-2012,110870040260001,343,0,0
2011-2012,110870040262002,450,0,0
2011-2012,110870040262003,339,1,0
2011-2012,110870040262006,95,0,0
2011-2012,11087004X060000,77,1,0
2011-2012,11087005A262003,378,0,1
2011-2012,11087006Z250000,44,2,0
2011-2012,110870210260001,269,0,0
2011-2012,110870210261001,200,0,0
2011-2012,110870210262001,189,0,0
2011-2012,110870210262002,191,0,0
2011-2012,110870210263001,24,0,0
2011-2012,120130100260002,103,0,0
2011-2012,120130100261001,83,2,0
2011-2012,120130100262001,157,1,0
2011-2012,120130350260001,365,0,0
2011-2012,120130350261001,297,1,0
2011-2012,120130350262001,156,2,0
2011-2012,120130350262002,259,2,1
2011-2012,120130350262005,156,0,0
2011-2012,120130350262006,183,2,1
2011-2012,120170010260001,99,0,1
2011-2012,120170010262002,266,0,0
2011-2012,120170020260001,511,2,0
2011-2012,120170020261005,366,2,0
2011-2012,120170020262004,329,0,0
2011-2012,120170020262007,463,3,1
2011-2012,12017002X140000,115,4,0
2011-2012,120170030260001,109,0,0
2011-2012,120170030262002,271,0,0
2011-2012,120170040262002,618,4,0
2011-2012,120400010260001,459,0,0
2011-2012,120400010261003,172,0,0
2011-2012,120400010262002,623,1,0
2011-2012,120400010262011,138,1,0
2011-2012,12040001X100000,134,3,1
2011-2012,120510100260001,444,0,0
2011-2012,120510100262005,421,0,0
2011-2012,120510100262008,240,0,0
2011-2012,120510200260008,356,0,0
2011-2012,120510200261007,282,0,2
2011-2012,120510200262007,582,3,0
2011-2012,120800010260001,632,2,0
2011-2012,120800010261002,463,2,0
2011-2012,12080001X100000,208,0,4
2011-2012,120800020260001,110,0,0
2011-2012,120800020261002,70,0,0
2011-2012,120800020262002,196,0,0
2011-2012,12080007P003101,30,0,0
2011-2012,130140010260001,379,4,2
2011-2012,130140010261001,371,2,0
2011-2012,130140010262002,418,2,3
2011-2012,13014001Y100000,469,0,0
2011-2012,130140030260006,409,0,0
2011-2012,130140030261001,203,0,0
2011-2012,130140030262001,222,0,0
2011-2012,130140030262002,149,1,0
2011-2012,130140030262004,125,0,0
2011-2012,130140030262005,251,0,0
2011-2012,13014004X100000,329,0,0
2011-2012,13014008X060000,73,1,0
2011-2012,13014011Y060000,102,0,0
2011-2012,130140120042001,428,0,0
2011-2012,130140120042002,200,0,0
2011-2012,130140210022001,105,0,0
2011-2012,130140570022001,125,0,0
2011-2012,130140600022001,273,1,0
2011-2012,130140620022001,104,2,0
2011-2012,130140630022001,174,1,0
2011-2012,130140710160001,591,1,0
2011-2012,130141415022001,163,0,0
2011-2012,130141860022001,125,0,0
2011-2012,130580010032001,235,0,0
2011-2012,130580020032001,110,0,0
2011-2012,13058002X100000,41,0,0
2011-2012,13058004X060000,117,0,0
2011-2012,130580070042001,254,2,1
2011-2012,130580100042003,218,1,0
2011-2012,13058010X100000,57,0,0
2011-2012,130581000260002,80,0,0
2011-2012,130581000261001,35,0,0
2011-2012,130581000262001,153,0,0
2011-2012,130581110022004,394,2,1
2011-2012,130581110022005,565,0,0
2011-2012,130581330022001,259,1,0
2011-2012,130581350021001,581,0,0
2011-2012,130581350022003,170,0,0
2011-2012,130581350022006,234,0,0
2011-2012,130581350022007,135,0,0
2011-2012,130581350022008,179,0,0
2011-2012,130581350023001,34,0,0
2011-2012,130582000170001,950,0,0
2011-2012,130584010260001,225,0,1
2011-2012,130584010261001,192,0,0
2011-2012,130584010262002,301,0,1
2011-2012,130585010260001,153,0,0
2011-2012,130585010261002,76,0,0
2011-2012,130585010262002,309,0,2
2011-2012,130586000160001,768,3,0
2011-2012,130587220260001,81,0,0
2011-2012,130587220262001,226,2,0
2011-2012,130950010042001,9,0,0
2011-2012,13095001X060000,89,0,1
2011-2012,13095005X100000,47,0,0
2011-2012,13095006X060000,64,0,0
2011-2012,13095008X100000,104,0,0
2011-2012,13095009X060000,120,0,0
2011-2012,130950100260001,292,1,0
2011-2012,130950100262003,235,0,0
2011-2012,130950110042001,72,1,0
2011-2012,130950150042001,160,0,0
2011-2012,130950290032001,66,0,0
2011-2012,130950490042002,558,8,1
2011-2012,130950990160001,440,2,0
2011-2012,15016001Z010000,21,0,0
2011-2012,15016003Y100000,142,1,0
2011-2012,15016004X010000,502,10,0
2011-2012,15016005Y100000,813,1,3
2011-2012,15016016Y010000,193,0,0
2011-2012,15016017Y100000,842,4,1
2011-2012,15016020Y080000,10,0,0
2011-2012,15016022P003101,39,0,0
2011-2012,15016022P003102,61,0,0
2011-2012,15016022P003103,51,0,0
2011-2012,15016022Y050000,283,0,0
2011-2012,15016023Z110000,286,10,1
2011-2012,15016024Y100000,1106,0,0
2011-2012,15016031Y100000,438,2,0
2011-2012,15016034X020000,131,0,0
2011-2012,15016038Y100000,269,0,1
2011-2012,15016042Z100000,157,0,0
2011-2012,15016043Z010000,1806,2,3
2011-2012,15016044Y100000,94,0,0
2011-2012,15016050Z060000,161,0,0
2011-2012,15016053Y100000,210,0,0
2011-2012,15016054X100000,380,1,0
2011-2012,15016055X160000,11,0,0
2011-2012,15016056Y100000,1780,2,2
