Year,RCDTS,Enrollment,PBE,PME
2007-2008,140161220022004,413,0,0
2007-2008,140161600022003,441,0,0
2007-2008,140160740022003,417,0,1
2007-2008,140161000022004,415,0,0
2007-2008,140161550022004,414,0,0
2007-2008,140160540042031,417,1,0
2007-2008,140161020022001,418,0,2
2007-2008,140160920022001,419,0,0
2007-2008,140161300021001,426,0,0
2007-2008,140160620042005,432,0,0
2007-2008,140161430022004,427,0,0
2007-2008,140161700022007,424,0,0
2007-2008,140161030022005,423,0,0
2007-2008,140161110022005,425,0,1
2007-2008,140161320022003,433,0,0
2007-2008,140160890022001,427,0,0
2007-2008,140161040022003,428,0,0
2007-2008,140160870021006,430,0,0
2007-2008,140160840021002,434,0,1
2007-2008,140160210042009,436,0,0
2007-2008,140161690022002,447,0,0
2007-2008,140162090170003,437,0,1
2007-2008,140160340042001,439,0,0
2007-2008,140160590041012,441,0,0
2007-2008,140161000022008,441,0,0
2007-2008,140160950021001,446,0,1
2007-2008,140161000022006,443,0,0
2007-2008,140160340042004,447,0,2
2007-2008,140161300021003,459,0,0
2007-2008,140161530022006,446,0,0
2007-2008,140161590022006,453,0,0
2007-2008,140160210042010,448,0,1
2007-2008,140160940022001,450,0,0
2007-2008,140160620042001,457,0,2
2007-2008,140160210042014,458,0,0
2007-2008,140160270021005,460,0,2
2007-2008,140161420022003,461,1,2
2007-2008,140161470021001,463,0,0
2007-2008,140161600022004,483,0,0
2007-2008,140161620022008,465,0,0
2007-2008,140160150042018,464,0,0
2007-2008,140161500022001,465,0,0
2007-2008,140160620042008,487,0,0
2007-2008,140161550022002,467,0,0
2007-2008,140161000022003,467,0,0
2007-2008,140164010261001,467,0,0
2007-2008,140160640042005,468,2,2
2007-2008,140161610022007,476,0,1
2007-2008,140161550021001,475,0,0
2007-2008,140160360021005,477,0,1
2007-2008,140160390022005,480,0,6
2007-2008,140161350022010,479,0,0
2007-2008,140160990022011,479,0,0
2007-2008,140160210042013,481,0,0
2007-2008,140161100022002,482,0,0
2007-2008,140160340042003,484,0,0
2007-2008,140161580022005,490,0,0
2007-2008,140161040021001,487,0,0
2007-2008,140160800022002,493,0,0
2007-2008,140161300022018,525,0,0
2007-2008,140160880022003,499,0,0
2007-2008,140161220021005,500,0,0
2007-2008,140160890022004,505,0,0
2007-2008,140160870022007,505,0,0
2007-2008,140161110022001,505,0,1
2007-2008,140160930022001,509,0,2
2007-2008,140160540042026,512,0,0
2007-2008,140160230021002,511,0,0
2007-2008,140160870021005,514,0,0
2007-2008,140160250022018,521,1,1
2007-2008,140160870022008,528,0,0
2007-2008,140160710022001,523,0,0
2007-2008,140160880022001,546,0,0
2007-2008,140160250022009,535,0,1
2007-2008,140161620022005,531,0,1
2007-2008,140160340042002,536,2,0
2007-2008,140161680042001,538,1,1
2007-2008,140160870022010,544,0,0
2007-2008,140160260021006,554,0,1
2007-2008,140161710021001,559,0,1
2007-2008,140161090021006,563,0,0
2007-2008,140161680041003,560,0,0
2007-2008,140160150042005,565,1,1
2007-2008,140160340042008,571,2,2
2007-2008,140161300022011,578,0,0
2007-2008,140160630022006,570,0,0
2007-2008,140160830022004,569,0,0
2007-2008,140160690022004,583,0,0
2007-2008,140160860022001,589,1,2
2007-2008,140160210042004,585,0,0
2007-2008,140161000021002,593,0,0
2007-2008,140161710022001,596,0,1
2007-2008,140160150041014,599,0,3
2007-2008,140160680021002,601,0,2
2007-2008,140160720022002,600,0,0
2007-2008,140160540042022,611,0,0
2007-2008,140161680042002,606,0,0
2007-2008,140161000021003,610,0,0
2007-2008,140160980022003,618,0,0
2007-2008,140161450021001,641,0,0
2007-2008,140160990022003,649,0,1
2007-2008,140160880021007,656,0,0
2007-2008,140161260022004,659,0,0
2007-2008,140161090022002,662,0,0
2007-2008,140161580022001,677,0,0
2007-2008,140160590041016,688,0,0
2007-2008,140160830022005,693,0,0
2007-2008,140160620041001,696,1,1
2007-2008,140160210041006,703,0,0
2007-2008,140160890022006,714,0,0
2007-2008,140160150041018,727,0,2
2007-2008,140160990022006,731,0,0
2007-2008,140161430022001,746,0,0
2007-2008,140160990022004,734,0,0
2007-2008,140160540041001,748,0,2
2007-2008,140160980022002,749,0,6
2007-2008,140161490022005,773,0,0
2007-2008,140161110021001,766,0,0
2007-2008,140160620041003,775,0,1
2007-2008,140160630021003,776,0,0
2007-2008,140161460041001,825,0,1
2007-2008,140160990022013,848,0,0
2007-2008,140160990022002,849,0,0
2007-2008,140160980022001,877,1,1
2007-2008,140160390021008,889,0,0
2007-2008,140162340160001,908,0,0
2007-2008,140160890022010,924,0,0
2007-2008,140161580021004,938,0,0
2007-2008,140160890022007,967,0,0
2007-2008,140160830021003,970,0,0
2007-2008,140164010260001,1030,0,0
2007-2008,140160990022014,1076,0,0
2007-2008,140160990022015,1078,0,0
2007-2008,140160980021004,1103,0,4
2007-2008,140161560022001,1126,0,1
2007-2008,140160990022001,1140,0,0
2007-2008,140160990021002,1311,0,0
2007-2008,140160990021001,1328,0,0
2007-2008,140162280160003,1342,0,0
2007-2008,140162270170003,1357,0,0
2007-2008,140162120160002,1691,0,1
2007-2008,140162060170001,1703,0,0
2007-2008,140162290160001,1734,0,1
2007-2008,140162150170002,1887,0,0
2007-2008,140162170160001,1893,0,0
2007-2008,140162090170001,1982,0,0
2007-2008,140162250170001,2129,0,0
2007-2008,140162010170001,3385,0,3
2007-2008,140160735022003,195,1,0
2007-2008,140161275022003,440,1,0
2007-2008,140161275022004,414,5,0
2007-2008,140160735022002,538,7,0
2007-2008,140161435022008,127,0,0
2007-2008,140161435022001,162,0,0
2007-2008,140161525022006,164,0,0
2007-2008,140161435022007,202,0,0
2007-2008,140161525022001,213,0,0
2007-2008,140161545022001,243,0,0
2007-2008,140161525022004,241,0,0
2007-2008,140161525022005,263,0,0
2007-2008,140161525021002,275,0,0
2007-2008,140161435022006,367,0,0
2007-2008,140160925021001,366,0,0
2007-2008,140160925022003,372,0,0
2007-2008,140160925022002,374,0,2
2007-2008,140160735021003,376,0,0
2007-2008,140161275021001,400,0,0
2007-2008,140161435022010,493,0,0
2007-2008,140161435021003,515,0,0
2007-2008,140160855022001,571,0,2
2007-2008,140160845022001,635,0,2
2007-2008,14016113A022002,795,4,0
2007-2008,14016113A021002,978,3,3
2007-2008,14016113A022003,308,0,0
2007-2008,14016113A022004,545,0,0
2007-2008,14016213X160000,49,0,0
2007-2008,14016222X170000,48,0,0
2007-2008,14016023Z110000,232,0,0
2007-2008,14016898Y260000,106,0,0
2007-2008,14016781X050000,147,12,0
2007-2008,14016818X160000,98,0,0
2007-2008,14016908X160000,63,0,0
2007-2008,14016167X060000,46,0,1
2007-2008,14016594X010000,288,8,1
2007-2008,14016547X100000,196,0,1
2007-2008,14016438X100000,243,0,0
2007-2008,14016949Y030000,28,0,0
2007-2008,14016210X050000,238,0,0
2007-2008,14016957Y010000,193,0,0
2007-2008,14016962X100000,232,0,0
2007-2008,14016989Z100000,283,5,0
2007-2008,14016244X160000,81,1,1
2007-2008,14016824Y050000,62,5,0
2007-2008,14016974Z010000,232,0,0
2007-2008,14016720X090000,65,0,0
2007-2008,14016900X030000,174,1,0
2007-2008,14016004X010000,440,12,3
2007-2008,14016479Z200000,1388,10,0
2007-2008,14016708Z140000,95,17,0
2007-2008,14016137X060000,143,1,0
2007-2008,14016006Y010000,111,0,0
2007-2008,14016098X060000,75,0,0
2007-2008,14016841X160000,165,8,0
2007-2008,14016853X160000,254,0,0
2007-2008,14016319X100000,223,0,0
2007-2008,14016103Z260000,93,0,0
2007-2008,14016187X060000,109,4,1
2007-2008,14016629Z200000,137,6,0
2007-2008,14016775S190000,165,0,0
2007-2008,14016790X160000,125,3,0
2007-2008,14016397X100000,56,0,0
2007-2008,14016567X100000,522,2,0
2007-2008,14016337X250000,184,3,0
2007-2008,14016078X050000,219,22,1
2007-2008,14016148X160000,120,1,0
2007-2008,14016833Z230000,665,0,0
2007-2008,14016039Y030000,676,4,0
2007-2008,14016679Z270000,54,2,0
2007-2008,14016383X100000,272,0,0
2007-2008,14016228X100000,346,0,0
2007-2008,14016624X100000,231,0,0
2007-2008,14016447Y010000,244,0,0
2007-2008,14016754X160000,43,3,0
2007-2008,14016325X100000,437,0,2
2007-2008,14016985Y100000,532,0,1
2007-2008,14016203X060000,45,0,0
2007-2008,14016312X100000,475,3,2
2007-2008,14016437X100000,249,0,0
2007-2008,14016121Y060000,416,3,0
2007-2008,14016043Z010000,1742,1,1
2007-2008,14016088Y100000,310,0,0
2007-2008,14016520X140000,248,0,1
2007-2008,14016214X030000,252,0,1
2007-2008,14016209X030000,268,4,0
2007-2008,14016071X160000,108,1,0
2007-2008,14016255X160000,27,0,0
2007-2008,14016372X100000,277,0,0
2007-2008,14016277X100000,334,2,0
2007-2008,14016003Y100000,252,0,0
2007-2008,14016436X100000,199,0,0
2007-2008,14016302X100000,130,0,0
2007-2008,14016555X250000,65,0,0
2007-2008,14016218X050000,425,0,0
2007-2008,14016393X100000,238,0,0
2007-2008,14016032Y100000,172,0,0
2007-2008,14016108Y100000,760,2,0
2007-2008,14016829X140000,71,6,0
2007-2008,14016086Y100000,180,0,0
2007-2008,14016596X100000,146,0,0
2007-2008,14016190X060000,74,0,0
2007-2008,14016081Z020000,74,5,0
2007-2008,14016540X100000,189,0,0
2007-2008,14016231X050000,498,4,0
2007-2008,14016106Z200000,157,4,0
2007-2008,14016789Z110000,118,1,0
2007-2008,14016539X100000,200,0,0
2007-2008,14016571X100000,201,0,0
2007-2008,14016506X100000,257,3,1
2007-2008,14016276X100000,344,4,0
2007-2008,14016823Y050000,44,0,1
2007-2008,14016749X050000,268,2,0
2007-2008,14016894X200000,289,0,0
2007-2008,14016559X100000,198,0,1
2007-2008,14016601X100000,150,1,1
2007-2008,14016439X100000,401,0,0
2007-2008,14016611S190000,51,0,0
2007-2008,14016136X060000,206,2,0
2007-2008,14016175X060000,103,0,0
2007-2008,14016686Z110000,53,0,0
2007-2008,14016627X100000,320,0,0
2007-2008,14016820X030000,108,0,0
2007-2008,14016405X260000,111,0,0
2007-2008,14016483X100000,284,0,0
2007-2008,14016073Y100000,693,2,3
2007-2008,14016038Y100000,414,0,0
2007-2008,14016459X100000,180,0,0
2007-2008,14016024Y100000,1206,0,0
2007-2008,14016082Y010000,186,0,0
2007-2008,14016128X060000,64,0,0
2007-2008,14016589Z270000,192,0,0
2007-2008,14016042Z100000,132,0,1
2007-2008,14016070Y100000,270,0,0
2007-2008,14016134X060000,139,2,0
2007-2008,14016215X250000,139,0,0
2007-2008,14016287X010000,356,8,8
2007-2008,14016085Y100000,222,0,0
2007-2008,14016184X060000,85,1,0
2007-2008,14016217X260000,180,0,0
2007-2008,14016582X100000,182,0,0
2007-2008,14016142X060000,92,0,0
2007-2008,14016485X100000,475,0,1
2007-2008,14016056Y100000,1809,1,2
2007-2008,14016212X050000,674,7,1
2007-2008,14016399X100000,194,5,1
2007-2008,14016530X100000,202,0,0
2007-2008,14016488X100000,431,0,0
2007-2008,14016990X010000,112,0,0
2007-2008,14016736X100000,131,0,0
2007-2008,14016408X100000,135,0,0
2007-2008,14016300X100000,136,1,0
2007-2008,14016329X100000,431,0,0
2007-2008,14016558X100000,339,2,4
2007-2008,14016282X100000,177,0,0
2007-2008,14016806X100000,738,1,2
2007-2008,14016049Y140000,2051,5,1
2007-2008,14016163X060000,189,0,0
2007-2008,14016315X100000,194,0,0
2007-2008,14016185X060000,199,1,0
2007-2008,14016509X100000,601,0,3
2007-2008,14016638X100000,208,0,0
2007-2008,14016618X100000,420,0,0
2007-2008,14016613X100000,212,0,0
2007-2008,14016743Z010000,912,6,2
2007-2008,14016326X100000,253,0,2
2007-2008,14016050Z060000,254,3,0
2007-2008,14016441X100000,264,0,1
2007-2008,14016278X100000,274,0,0
2007-2008,14016455X100000,284,0,0
2007-2008,14016022Y050000,285,0,0
2007-2008,14016154X060000,410,5,3
2007-2008,14016216X030000,429,4,0
2007-2008,14016606X100000,527,0,1
2007-2008,14016523X100000,589,0,0
2007-2008,14016271X100000,651,0,0
2007-2008,14016419X100000,674,6,3
2007-2008,14016349X100000,738,0,0
2007-2008,14016311X100000,751,4,2
2007-2008,14016280X100000,784,0,0
2007-2008,14016670S190000,33,0,0
2007-2008,14016481X100000,249,0,0
2007-2008,14016243X260000,346,0,0
2007-2008,14016505X100000,189,3,1
2007-2008,14016219X160000,162,4,0
2007-2008,14016999X160000,63,0,0
2007-2008,14016730X260000,89,0,3
2007-2008,14016943X160000,96,0,0
2007-2008,14016281X100000,193,0,0
2007-2008,14016226X030000,297,0,0
2007-2008,14016395X100000,355,0,0
2007-2008,14016480X100000,404,0,1
2007-2008,14016604X100000,606,0,1
2007-2008,14016044Y100000,171,0,0
2007-2008,14016361S190000,28,1,0
2007-2008,14016918S050000,1,0,0
2007-2008,14016374S190000,3,0,0
2007-2008,14016876S190000,12,0,0
2007-2008,14016075S190000,20,0,0
2007-2008,14016880S030000,21,0,1
2007-2008,14016872S190000,22,0,0
2007-2008,14016150S190000,32,0,0
2007-2008,14016770S190000,32,0,0
2007-2008,14016697S190000,68,0,0
2007-2008,14016963S190000,69,0,3
2007-2008,14016660X140000,35,1,0
2007-2008,14016643X160000,35,1,0
2007-2008,14016991X160000,35,1,0
2007-2008,14016995X220000,41,1,0
2007-2008,14016266X060000,46,0,0
2007-2008,14016735X160000,93,1,0
2007-2008,14016838X160000,94,1,0
2007-2008,14016204X060000,112,1,0
2007-2008,14016889X160000,138,1,0
2007-2008,14016356X100000,171,1,0
2007-2008,14016683X170000,182,1,3
2007-2008,14016289X100000,180,1,0
2007-2008,14016563X100000,229,1,0
2007-2008,14016054X100000,238,1,2
2007-2008,14016738X160000,259,1,0
2007-2008,14016691X050000,296,1,0
2007-2008,14016230X050000,312,1,1
2007-2008,14016306X100000,311,1,0
2007-2008,14016352X100000,416,1,0
2007-2008,14016780X010000,440,1,1
2007-2008,14016102X060000,456,1,1
2007-2008,14016482X100000,495,1,0
2007-2008,14016504X100000,535,1,1
2007-2008,14016414X170000,16,2,0
2007-2008,14016950X010000,50,2,0
2007-2008,14016744X160000,163,2,0
2007-2008,14016206X060000,177,2,1
2007-2008,14016241X010000,182,2,0
2007-2008,14016317X100000,225,2,0
2007-2008,14016598X100000,251,2,0
2007-2008,14016512X100000,295,2,0
2007-2008,14016475X100000,666,2,1
2007-2008,14016667X100000,739,2,0
2007-2008,14016592X010000,21,3,0
2007-2008,14016015X230000,29,3,0
2007-2008,14016130X010000,57,3,0
2007-2008,14016133X060000,89,3,0
2007-2008,14016694X260000,101,5,0
2007-2008,14016494X100000,219,3,0
2007-2008,14016491X100000,240,3,0
2007-2008,14016830X050000,262,3,1
2007-2008,14016388X100000,346,3,1
2007-2008,14016307X100000,345,3,0
2007-2008,14016503X100000,381,3,0
2007-2008,14016732X030000,382,3,2
2007-2008,14016551X100000,436,3,0
2007-2008,14016560X100000,448,3,0
2007-2008,14016666X100000,496,3,0
2007-2008,14016486X100000,622,3,0
2007-2008,14016125X060000,99,4,1
2007-2008,14016157X060000,211,4,0
2007-2008,14016176X160000,7,5,0
2007-2008,14016712X160000,159,3,2
2007-2008,14016156X060000,178,6,0
2007-2008,14016490X100000,509,5,2
2007-2008,14016675X260000,400,7,1
2007-2008,14016910X160000,511,11,0
2007-2008,14016904X160000,3,0,0
2007-2008,14016001X060000,7,0,0
2007-2008,14016387X020000,7,0,0
2007-2008,14016047X010000,9,0,0
2007-2008,14016177X270000,9,0,0
2007-2008,14016787X110000,11,0,0
2007-2008,14016428X160000,13,0,1
2007-2008,14016859X160000,15,0,2
2007-2008,14016800X010000,18,0,0
2007-2008,14016501X160000,19,0,0
2007-2008,14016188X010000,20,0,0
2007-2008,14016811X160000,22,0,0
2007-2008,14016700X160000,24,0,0
2007-2008,14016373X270000,25,0,0
2007-2008,14016840X160000,25,0,0
2007-2008,14016996X260000,25,0,0
2007-2008,14016966X160000,28,0,0
2007-2008,14016153X060000,30,0,0
2007-2008,14016763X060000,30,0,0
2007-2008,14016090X140000,33,0,0
2007-2008,14016322X230000,34,0,0
2007-2008,14016984X010000,34,0,0
2007-2008,14016659X010000,37,0,0
2007-2008,14016748X060000,39,0,0
2007-2008,14016685X010000,44,0,0
2007-2008,14016346X010000,45,0,0
2007-2008,14016681X160000,47,0,0
2007-2008,14016173X060000,48,0,0
2007-2008,14016793X010000,48,0,0
2007-2008,14016942X010000,49,0,0
2007-2008,14016181X060000,52,0,0
2007-2008,14016981X160000,52,0,0
2007-2008,14016270X060000,54,0,0
2007-2008,14016590X160000,57,0,0
2007-2008,14016998X010000,56,0,0
2007-2008,14016275X010000,63,0,0
2007-2008,14016115X160000,59,0,0
2007-2008,14016911X010000,59,0,0
2007-2008,14016158X060000,66,0,0
2007-2008,14016179X060000,66,0,0
2007-2008,14016733X230000,67,0,0
2007-2008,14016662X260000,69,0,1
2007-2008,14016170X230000,72,0,0
2007-2008,14016815X230000,74,0,0
2007-2008,14016913X010000,74,0,0
2007-2008,14016856X160000,79,0,0
2007-2008,14016161X060000,76,0,0
2007-2008,14016814X260000,76,0,0
2007-2008,14016970X100000,78,0,0
2007-2008,14016583X160000,79,0,0
2007-2008,14016201X060000,87,0,0
2007-2008,14016178X060000,100,0,0
2007-2008,14016693X030000,101,0,0
2007-2008,14016067X100000,106,0,0
2007-2008,14016380X170000,108,0,0
2007-2008,14016758X260000,108,0,0
2007-2008,14016029X010000,114,0,0
2007-2008,14016783X100000,121,1,0
2007-2008,14016350X030000,124,0,0
2007-2008,14016484X100000,134,0,0
2007-2008,14016510X100000,121,0,0
2007-2008,14016931X010000,125,0,1
2007-2008,14016756X160000,132,0,0
2007-2008,14016980X030000,132,0,0
2007-2008,14016777X160000,135,0,0
2007-2008,14016254X010000,138,0,0
2007-2008,14016687X060000,140,0,0
2007-2008,14016705X060000,138,0,0
2007-2008,14016189X060000,139,0,0
2007-2008,14016186X060000,144,0,2
2007-2008,14016126X060000,146,0,0
2007-2008,14016500X100000,146,0,0
2007-2008,14016305X100000,147,0,0
2007-2008,14016473X100000,149,0,0
2007-2008,14016376X100000,154,0,0
2007-2008,14016384X100000,165,0,0
2007-2008,14016658X100000,155,0,0
2007-2008,14016535X100000,160,0,0
2007-2008,14016192X060000,162,0,2
2007-2008,14016263X100000,162,0,0
2007-2008,14016138X060000,164,0,0
2007-2008,14016368X100000,164,0,0
2007-2008,14016152X060000,165,0,0
2007-2008,14016521X100000,168,0,0
2007-2008,14016268X100000,170,0,0
2007-2008,14016144X060000,200,0,0
2007-2008,14016657X100000,171,0,0
2007-2008,14016062X100000,173,0,0
2007-2008,14016620X100000,178,0,0
2007-2008,14016434X100000,179,0,0
2007-2008,14016591X100000,189,0,0
2007-2008,14016296X100000,185,0,0
2007-2008,14016286X100000,186,0,0
2007-2008,14016324X100000,186,0,0
2007-2008,14016303X100000,190,0,0
2007-2008,14016585X100000,191,0,1
2007-2008,14016382X100000,191,0,0
2007-2008,14016396X100000,213,0,0
2007-2008,14016261X100000,206,0,0
2007-2008,14016602X100000,200,0,0
2007-2008,14016420X100000,207,0,0
2007-2008,14016194X060000,208,0,0
2007-2008,14016375X100000,209,0,0
2007-2008,14016034X020000,244,0,0
2007-2008,14016622X100000,214,0,0
2007-2008,14016298X100000,215,0,0
2007-2008,14016578X100000,218,0,0
2007-2008,14016608X100000,216,0,0
2007-2008,14016892X100000,220,0,0
2007-2008,14016476X100000,222,0,2
2007-2008,14016692X010000,225,0,0
2007-2008,14016357X100000,231,0,0
2007-2008,14016264X100000,232,0,0
2007-2008,14016525X100000,233,0,0
2007-2008,14016552X100000,232,0,1
2007-2008,14016367X100000,266,0,0
2007-2008,14016321X100000,235,0,0
2007-2008,14016463X100000,237,0,0
2007-2008,14016285X100000,241,0,0
2007-2008,14016299X100000,246,0,1
2007-2008,14016609X100000,243,0,0
2007-2008,14016614X100000,245,0,0
2007-2008,14016723X260000,247,0,0
2007-2008,14016546X100000,248,0,0
2007-2008,14016146X060000,249,1,0
2007-2008,14016460X100000,250,0,0
2007-2008,14016834X230000,255,0,0
2007-2008,14016739X100000,259,0,0
2007-2008,14016422X100000,263,0,0
2007-2008,14016107X010000,264,0,0
2007-2008,14016466X100000,264,0,0
2007-2008,14016607X100000,268,0,0
2007-2008,14016588X100000,274,0,0
2007-2008,14016994X010000,276,0,0
2007-2008,14016453X100000,279,0,0
2007-2008,14016164X060000,280,0,0
2007-2008,14016641X100000,283,0,0
2007-2008,14016519X100000,284,0,0
2007-2008,14016309X100000,285,0,0
2007-2008,14016392X100000,288,0,0
2007-2008,14016283X100000,289,0,0
2007-2008,14016495X100000,292,0,0
2007-2008,14016632X100000,294,0,0
2007-2008,14016160X060000,300,0,0
2007-2008,14016526X100000,306,0,0
2007-2008,14016553X100000,315,0,0
2007-2008,14016556X100000,316,0,0
2007-2008,14016348X100000,319,0,0
2007-2008,14016561X100000,327,0,0
2007-2008,14016378X100000,326,0,0
2007-2008,14016469X100000,332,0,2
2007-2008,14016541X100000,334,0,0
2007-2008,14016630X100000,341,0,0
2007-2008,14016605X100000,358,0,0
2007-2008,14016366X100000,366,0,0
2007-2008,14016370X100000,366,0,0
2007-2008,14016478X100000,376,0,1
2007-2008,14016654X100000,402,0,0
2007-2008,14016340X100000,403,0,3
2007-2008,14016554X100000,412,0,1
2007-2008,14016528X100000,444,0,0
2007-2008,14016331X100000,460,0,0
2007-2008,14016417X100000,461,0,0
2007-2008,14016304X100000,469,0,3
2007-2008,14016508X100000,476,1,0
2007-2008,14016542X100000,481,0,2
2007-2008,14016619X100000,483,0,0
2007-2008,14016211X050000,491,0,0
2007-2008,14016477X100000,515,0,0
2007-2008,14016825X140000,519,0,0
2007-2008,14016548X100000,581,0,1
2007-2008,14016328X100000,583,0,0
2007-2008,14016362X100000,689,0,0
2007-2008,14016529X100000,696,0,0
2007-2008,14016347X270000,716,0,0
2007-2008,14016248Y050000,51,1,3
2007-2008,14016139Y060000,68,1,0
2007-2008,14016118Y050000,90,1,0
2007-2008,14016109Y100000,204,0,1
2007-2008,14016064Y100000,289,1,0
2007-2008,14016053Y100000,308,1,0
2007-2008,14016113Y100000,1088,1,0
2007-2008,14016017Y100000,1201,1,2
2007-2008,14016055Y100000,1535,1,0
2007-2008,14016864Y050000,143,1,0
2007-2008,14016796Y010000,158,2,1
2007-2008,14016028Y100000,1177,2,0
2007-2008,14016119Y100000,468,3,0
2007-2008,14016092Y100000,1357,3,4
2007-2008,14016060Y100000,1468,2,0
2007-2008,14016020Y080000,8,0,0
2007-2008,14016650Y140000,27,0,0
2007-2008,14016517Y140000,50,0,0
2007-2008,14016862Y010000,86,0,0
2007-2008,14016845Y050000,129,0,0
2007-2008,14016320Y050000,133,0,0
2007-2008,14016079Y010000,201,0,0
2007-2008,14016026Y100000,389,0,0
2007-2008,14016076Y100000,405,0,1
2007-2008,14016031Y100000,550,0,0
2007-2008,14016063Y100000,658,0,1
2007-2008,14016785Y010000,660,0,1
2007-2008,14016095Y100000,688,0,2
2007-2008,14016077Y100000,753,0,0
2007-2008,14016809Y100000,770,0,1
2007-2008,14016069Y100000,785,0,0
2007-2008,14016094Y100000,813,0,1
2007-2008,14016065Y100000,895,0,0
2007-2008,14016005Y100000,961,0,2
2007-2008,14016835Y010000,11,0,11
2007-2008,14016072Z010000,560,1,0
2007-2008,14016223Z030000,128,3,0
2007-2008,14016982Z190000,228,6,0
2007-2008,14016242Z140000,34,5,0
2007-2008,14016925Z010000,255,5,0
2007-2008,14016831Z230000,180,40,0
2007-2008,14016623Z010000,10,0,0
2007-2008,14016779Z010000,12,0,0
2007-2008,14016938Z100000,23,1,0
2007-2008,14016253Z140000,21,0,0
2007-2008,14016993Z270000,25,0,0
2007-2008,14016769Z250000,31,0,0
2007-2008,14016850Z250000,38,0,0
2007-2008,14016729Z230000,66,0,0
2007-2008,14016719Z030000,110,0,0
2007-2008,14016051Z060000,225,0,0
2007-2008,14016008Z010000,486,0,3
2007-2008,14016061Z010000,493,0,0
2007-2008,Cook County Total,507057,1364,643
2007-2008,120170020262004,338,1,0
2007-2008,120170020261005,389,1,0
2007-2008,120170020260001,543,1,1
2007-2008,120170040262002,690,2,1
2007-2008,120170010260001,117,0,0
2007-2008,120170030260001,131,0,0
2007-2008,120170010262002,274,0,1
2007-2008,120170030262002,300,0,1
2007-2008,120170020262007,421,0,0
2007-2008,12017002X140000,109,0,0
2007-2008,Crawford County Total,3312,5,4
2007-2008,110180030261001,123,0,0
2007-2008,110180770260001,335,1,1
2007-2008,110180770262003,432,2,1
2007-2008,110180030262005,189,0,0
2007-2008,110180770261001,211,0,1
2007-2008,110180030260001,254,0,2
2007-2008,110180030262002,273,0,1
2007-2008,Cumberland County Total,1817,3,6
2007-2008,160194300260001,821,1,1
2007-2008,160194290262001,171,1,0
2007-2008,160194280262008,258,1,0
2007-2008,160194280262006,286,1,1
2007-2008,160194300262003,301,1,1
2007-2008,160194280262009,306,1,0
2007-2008,160194240262005,307,1,1
2007-2008,160194270262006,333,1,0
2007-2008,160194290262002,343,1,0
2007-2008,160194320260003,370,1,0
2007-2008,160194280262005,372,1,0
2007-2008,160194280262010,706,1,0
2007-2008,160194290260003,274,2,0
2007-2008,160194280262013,274,2,0
2007-2008,160194320261001,307,2,0
2007-2008,160194240262004,319,2,0
2007-2008,160194270262004,445,2,0
2007-2008,160194250262002,266,3,0
2007-2008,160194260262001,303,3,1
2007-2008,160194240262002,328,3,0
2007-2008,160194320262001,399,3,1
2007-2008,160194280262011,410,3,0
2007-2008,160194270261002,845,3,0
2007-2008,160194240261003,485,4,0
2007-2008,160194280262007,511,4,1
2007-2008,160194270262007,454,6,0
2007-2008,160194270260001,1166,4,0
2007-2008,160194270262005,450,7,0
2007-2008,160194280260011,1696,14,0
2007-2008,160194250262001,144,0,0
2007-2008,160194300262004,202,0,0
2007-2008,160194280262004,251,0,0
2007-2008,160194250260001,284,0,0
2007-2008,160194300262006,288,0,0
2007-2008,160194280262012,288,1,0
2007-2008,160194260260003,341,0,0
2007-2008,160194300262007,351,0,1
2007-2008,160194300261001,591,0,0
2007-2008,160194280261010,599,0,1
2007-2008,160194240260001,631,0,0
2007-2008,16019008Z200000,73,3,0
2007-2008,16019100Z260000,408,10,2
2007-2008,16019001X100000,259,0,1
2007-2008,16019002X160000,21,1,0
2007-2008,16019003X100000,250,6,0
2007-2008,Dekalb County Total,18487,100,12
2007-2008,170200180261001,135,1,0
2007-2008,170200180262005,191,1,0
2007-2008,170200150262003,250,1,0
2007-2008,170200150262006,311,1,0
2007-2008,170200150262005,273,2,0
2007-2008,170200150261002,432,2,0
2007-2008,170200150260001,644,2,0
2007-2008,170200180260001,273,0,0
2007-2008,170200180262003,297,0,1
2007-2008,170200150262004,309,0,0
2007-2008,Dewitt County Total,3115,10,1
2007-2008,110213050261001,82,1,0
2007-2008,110213020260001,208,2,0
2007-2008,110213060262002,416,6,3
2007-2008,110213050262003,318,11,0
2007-2008,110213020261001,92,0,0
2007-2008,110213050260001,125,0,0
2007-2008,110213010260001,300,0,0
2007-2008,110213010261004,300,0,0
2007-2008,110213060260001,307,0,1
2007-2008,110213020262001,353,0,0
2007-2008,110213010262002,421,0,0
2007-2008,Douglas County Total,2922,20,4
2007-2008,190220100022002,274,1,0
2007-2008,190222040263001,621,6,0
2007-2008,190220990160001,2255,7,3
2007-2008,190222000260020,2287,10,0
2007-2008,190222000262011,388,11,1
2007-2008,190220940160001,2133,14,5
2007-2008,190220100021001,284,0,0
2007-2008,190220680022006,356,0,0
2007-2008,190221000160001,1513,0,3
2007-2008,190220340022001,148,1,0
2007-2008,190220120021005,247,1,0
2007-2008,190220530022002,252,0,1
2007-2008,190220110022001,252,1,0
2007-2008,190222020262005,252,1,1
