,Year,State,FIPS,Age,Total_enrolled,PBE_total,PBE_total-philosophy,PBE_total-religion,MED_EXEMPT,NME_EXEMPT,TOT_EXEMPT,TOT_EXEMPT_RATE,MED_EXEMPT_RATE,NME_EXEMPT_RATE,RELIG_RATE,PHILOS_RATE,PERTUSSIS_EXEMPT,PERTUSSIS_EXEMPT_RATE,VARICELLA_EXEMPT,VARICELLA_EXEMPT_RATE,FLU_EXEMPT,FLU_EXEMPT_RATE,MEASLES_EXEMPT,MEASLES_EXEMPT_RATE,linestyle
81,2001.0,California,06047,KG,4074.0,14.0,0.0,0.0,5.0,14.0,19.0,0.004663721158566519,0.0012272950417280314,0.003436426116838488,0.0,0.0,93.0,0.022827687776141383,84.0,0.020618556701030927,0.0,0.0,81.0,0.019882179675994108,0
82,2001.0,California,06049,KG,146.0,14.0,0.0,0.0,0.0,14.0,14.0,0.0958904109589041,0.0,0.0958904109589041,0.0,0.0,19.0,0.13013698630136986,24.0,0.1643835616438356,0.0,0.0,18.0,0.1232876712328767,0
83,2001.0,California,06051,KG,133.0,2.0,0.0,0.0,0.0,2.0,2.0,0.015037593984962405,0.0,0.015037593984962405,0.0,0.0,9.0,0.06766917293233082,3.0,0.022556390977443608,0.0,0.0,4.0,0.03007518796992481,0
84,2001.0,California,06053,KG,6232.0,52.0,0.0,0.0,2.0,52.0,54.0,0.008664955070603338,0.00032092426187419767,0.00834403080872914,0.0,0.0,159.0,0.025513478818998715,127.0,0.020378690629011553,0.0,0.0,163.0,0.02615532734274711,0
85,2001.0,California,06055,KG,1533.0,28.0,0.0,0.0,3.0,28.0,31.0,0.020221787345075015,0.0019569471624266144,0.0182648401826484,0.0,0.0,80.0,0.05218525766470972,79.0,0.051532941943900845,0.0,0.0,82.0,0.05348988910632746,0
86,2001.0,California,06057,KG,908.0,103.0,0.0,0.0,3.0,103.0,106.0,0.11674008810572688,0.003303964757709251,0.11343612334801761,0.0,0.0,157.0,0.17290748898678415,151.0,0.16629955947136563,0.0,0.0,161.0,0.17731277533039647,0
87,2001.0,California,06059,KG,44890.0,464.0,0.0,0.0,87.0,464.0,551.0,0.012274448652261082,0.0019380708398306972,0.010336377812430386,0.0,0.0,1919.0,0.042748941857874805,1839.0,0.04096680775228336,0.0,0.0,2123.0,0.04729338382713299,0
88,2001.0,California,06061,KG,4397.0,141.0,0.0,0.0,11.0,141.0,152.0,0.03456902433477371,0.002501705708437571,0.03206731862633614,0.0,0.0,328.0,0.07459631566977484,321.0,0.07300432112804185,0.0,0.0,285.0,0.06481692062770071,0
89,2001.0,California,06063,KG,188.0,10.0,0.0,0.0,0.0,10.0,10.0,0.05319148936170213,0.0,0.05319148936170213,0.0,0.0,17.0,0.09042553191489362,12.0,0.06382978723404255,0.0,0.0,15.0,0.0797872340425532,0
90,2001.0,California,06065,KG,26733.0,230.0,0.0,0.0,33.0,230.0,263.0,0.009838027905584858,0.0012344293569745259,0.008603598548610331,0.0,0.0,879.0,0.032880709235776004,781.0,0.02921482811506378,0.0,0.0,871.0,0.03258145363408521,0
91,2001.0,California,06067,KG,18460.0,265.0,0.0,0.0,17.0,265.0,282.0,0.015276273022751896,0.0009209100758396533,0.014355362946912243,0.0,0.0,1319.0,0.07145178764897074,1291.0,0.06993499458288191,0.0,0.0,1202.0,0.06511375947995666,0
92,2001.0,California,06069,KG,960.0,5.0,0.0,0.0,2.0,5.0,7.0,0.007291666666666667,0.0020833333333333333,0.005208333333333333,0.0,0.0,29.0,0.030208333333333334,21.0,0.021875,0.0,0.0,20.0,0.020833333333333332,0
93,2001.0,California,06071,KG,30307.0,317.0,0.0,0.0,38.0,317.0,355.0,0.011713465536014782,0.0012538357475170752,0.010459629788497706,0.0,0.0,935.0,0.0308509585244333,782.0,0.02580261985679876,0.0,0.0,777.0,0.025637641468967565,0
