COUNTY_DESC,BEDS Code,POPULAR_NAME,GRADE_ORG_DESC,INST_SUB_TYPE_DESC,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,UGE,UGS,KFULL,KHALF,PK,Enrollment
BRONX,321100145339,ST LUCY SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,26,36,36,34,40,43,40,43,0,0,0,0,0,0,32,0,39,369
BRONX,321100145349,ST MARY SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,20,17,29,22,23,26,25,17,0,0,0,0,0,0,23,0,18,220
BRONX,321100145352,ST MARY STAR OF THE SEA SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,27,25,24,20,27,20,26,25,0,0,0,0,0,0,26,0,17,237
BRONX,321100145359,MT ST MICHAEL ACADEMY,Junior Senior School,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,27,42,49,216,179,142,164,0,0,0,0,0,819
BRONX,321100145365,NATIVITY OF OUR BLESSED LADY SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,22,19,20,17,19,22,24,20,0,0,0,0,0,0,21,0,18,202
BRONX,321100145376,OUR LADY OF GRACE SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,26,26,35,32,29,24,31,30,0,0,0,0,0,0,22,0,47,302
BRONX,321100145407,SAINTS PHILIP & JAMES SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,27,18,21,30,28,26,31,26,0,0,0,0,0,0,20,0,20,247
BRONX,321100145412,ST RAYMOND BOYS HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,183,191,192,154,0,0,0,0,0,720
BRONX,321100145413,ST RAYMOND ACADEMY FOR GIRLS ,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,107,98,95,70,0,0,0,0,0,370
BRONX,321100145414,ST RAYMOND ELEMENTARY SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,102,74,76,80,72,107,107,90,0,0,0,0,0,0,70,0,107,885
BRONX,321100145433,SANTA MARIA SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,35,23,32,24,25,27,26,31,0,0,0,0,0,0,30,0,164,417
BRONX,321100145436,CARDINAL SPELLMAN HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,371,351,396,337,0,0,0,0,0,1455
BRONX,321100147410,ST FRANCIS OF ASSISI SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,21,26,31,21,34,31,28,32,0,0,0,0,0,0,33,0,70,327
BRONX,321100315802,OUR SAVIOUR LUTHERAN SCHOOL,K-12 School,LUTHERAN,13,15,11,16,15,22,16,18,17,16,11,9,0,0,23,0,62,264
BRONX,321100629852,ISLAMIC LEADERSHIP SCHOOL,Junior Senior School,ISLAMIC,0,3,1,5,3,3,6,7,6,2,3,0,0,2,0,0,0,41
BRONX,321100805715,CITY OF FAITH CHRISTIAN SCHOOL,Elementary,INDEPENDENT,16,10,9,9,0,0,0,0,0,0,0,0,0,0,35,0,29,108
BRONX,321100806052,WAKE-EDEN CHRISTIAN ACADEMY,Elementary,CHRISTIAN FUNDAMENTALIST,13,8,6,0,0,0,0,0,0,0,0,0,0,0,15,0,25,67
BRONX,321100806065,FAITH CHRISTIAN ACADEMY,Elementary,CHRISTIAN FUNDAMENTALIST,13,14,10,8,7,11,5,13,0,0,0,0,0,0,14,0,18,113
BRONX,321100806073,HARVEST PREPARATORY ACADEMY,Elementary,CHRISTIAN FUNDAMENTALIST,3,1,3,2,0,0,1,0,0,0,0,0,0,0,36,0,15,61
BRONX,321100809031,NEW COVENANT CHRISTIAN SCHOOL,K-12 School,CHRISTIAN FUNDAMENTALIST,39,30,24,16,12,8,8,14,8,9,4,11,0,0,102,0,104,389
BRONX,321100995200,LAVELLE SCHOOL FOR THE BLIND,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,24,72,6,0,65,167
BRONX,321100995742,GARVEY SCHOOL,Elementary,INDEPENDENT,20,10,10,12,8,9,0,0,0,0,0,0,0,0,22,0,33,124
BRONX,321100996013,LEARNING TREE PREP SCHOOL(THE),Elementary,INDEPENDENT,38,33,32,23,23,17,22,18,0,0,0,0,0,0,48,0,72,326
BRONX,321100996077,NEXT CHAPTER ACADEMY,Elementary,INDEPENDENT,9,8,3,0,0,0,0,0,0,0,0,0,0,0,32,0,34,86
BRONX,321100996863,NY INST FOR SPECIAL EDUCATION,K-12 School,INDEPENDENT,4,6,12,16,5,7,10,13,10,18,7,13,35,9,4,0,115,284
BRONX,321100998390,REGENT SCHOOL,Elementary,INDEPENDENT,42,24,27,20,26,24,0,0,0,0,0,0,0,0,25,0,0,188
BRONX,321100999819,"LITTLE STARS SCHOOL, INC",Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76
BRONX,321200145218,ST ANTHONY SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,10,16,12,21,20,20,22,15,0,0,0,0,0,0,24,0,0,160
BRONX,321200145236,BLESSED SACRAMENT SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,9,20,16,19,17,25,0,26,21,0,0,0,0,0,15,0,7,175
BRONX,321200145315,ST JOHN CHRYSOSTOM SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,41,22,30,28,27,35,55,31,0,0,0,0,0,0,60,0,65,394
BRONX,321200145443,ST THOMAS AQUINAS SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,25,24,28,28,22,34,29,30,0,0,0,0,0,0,24,0,9,253
BRONX,321200435846,R T HUDSON ELEMENTARY SCHOOL,Elementary,SEVENTH-DAY ADVENTIST,8,5,6,2,1,3,6,6,0,0,0,0,0,0,0,0,14,51
BROOME,30200185471,SETON CATHOLIC CENTRAL JR/SR HIGH,Junior Senior School,ROMAN CATHOLIC - SYRACUSE DIOCESE,0,0,0,0,0,0,73,55,48,65,63,60,0,0,0,0,0,364
BROOME,30200185488,ST JOHN SCHOOL,Elementary,ROMAN CATHOLIC - SYRACUSE DIOCESE,17,10,21,8,25,18,0,0,0,0,0,0,0,0,28,0,26,153
BROOME,30701998080,CHILDREN'S UNIT FOR TREATMENT & EVAL,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,15,50
BROOME,30701998858,CHILDREN'S HOME OF WYOMING CONFER,K-12 School,INDEPENDENT,3,3,6,10,5,11,11,11,19,6,9,2,0,0,0,0,0,96
BROOME,31501187966,SETON CATHOLIC AT ALL SAINTS,Elementary,ROMAN CATHOLIC - SYRACUSE DIOCESE,21,29,24,17,25,12,0,0,0,0,0,0,0,0,29,0,64,221
BROOME,31502185486,ST JAMES SCHOOL,Elementary,ROMAN CATHOLIC - SYRACUSE DIOCESE,11,11,14,14,12,21,0,0,0,0,0,0,0,0,11,0,60,154
BROOME,31502995612,CRESCENT ACADEMY (THE),Elementary,INDEPENDENT,6,8,10,5,4,0,0,0,0,0,0,0,0,0,11,0,9,53
BROOME,31601227054,HILLEL ACADEMY,Elementary,JEWISH,4,4,5,3,1,0,0,0,0,0,0,0,0,0,5,0,3,25
BROOME,31601806564,ROSS CORNERS CHRISTIAN ACADEMY,K-12 School,CHRISTIAN FUNDAMENTALIST,5,7,5,4,3,4,15,6,19,8,7,14,0,0,8,0,9,114
CATTARAUGUS,42400136448,ARCHBISHOP WALSH HIGH SCHOOL,Senior High,ROMAN CATHOLIC BUFFALO DIOCESE,0,0,0,0,0,0,0,0,11,12,14,15,0,0,0,0,0,52
CATTARAUGUS,42400139126,SOUTHERN TIER CATHOLIC SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,20,20,20,19,6,12,5,8,0,0,0,0,0,0,17,0,26,153
CATTARAUGUS,42400805651,NEW LIFE CHRISTIAN SCHOOL,K-12 School,CHRISTIAN FUNDAMENTALIST,7,6,8,7,8,5,6,8,5,5,5,8,0,0,5,0,0,83
CATTARAUGUS,42801136452,ST JOSEPH SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,10,7,6,5,2,7,7,10,0,0,0,0,0,0,7,0,10,71
CATTARAUGUS,42901858658,PORTVILLE BAPTIST CHRISTIAN SCHOOL,Junior Senior School,BAPTIST,10,3,1,2,3,1,0,0,0,0,0,0,0,0,5,0,5,30
CATTARAUGUS,43001658554,AXEVILLE SCHOOL,Elementary,MENNONITES,4,3,2,3,3,3,3,3,0,0,0,0,0,0,0,0,0,24
CATTARAUGUS,43001658555,HARRIS SCHOOL,Elementary,MENNONITES,2,2,3,4,3,3,3,3,0,0,0,0,0,0,0,0,0,23
CATTARAUGUS,43001658557,SEAGER HILL SCHOOL,Elementary,MENNONITES,3,2,2,3,3,4,4,4,0,0,0,0,0,0,0,0,0,25
CATTARAUGUS,43001658559,MAPLE ROW SCHOOL,Elementary,MENNONITES,3,4,2,2,2,2,4,4,0,0,0,0,0,0,0,0,0,23
CATTARAUGUS,43001658561,GARDNER SCHOOL,Elementary,MENNONITES,4,4,3,2,4,4,4,5,0,0,0,0,0,0,0,0,0,30
CATTARAUGUS,43001658933,GLOVER HILL ROAD AMISH SCHOOL,Elementary,MENNONITES,2,3,2,3,4,3,3,3,0,0,0,0,0,0,0,0,0,23
CATTARAUGUS,43001659682,MERCHANT HILL SCHOOL,Elementary,MENNONITES,3,3,2,3,2,3,3,3,0,0,0,0,0,0,0,0,0,22
CAYUGA,50100166218,SS PETER & PAUL SCHOOL,Elementary,ROMAN CATHOLIC - ROCHESTER DIOCESE,5,10,8,8,10,6,12,9,0,0,0,0,0,0,9,0,0,77
CAYUGA,50100169701,ST JOSEPH SCHOOL,Elementary,ROMAN CATHOLIC - ROCHESTER DIOCESE,12,7,16,15,18,18,13,15,0,0,0,0,0,0,13,0,29,156
CAYUGA,50100999499,TYBURN ACAD-MARY IMMACULATE,Junior Senior School,INDEPENDENT,0,0,0,0,0,0,9,11,16,13,8,13,0,0,0,0,0,70
CAYUGA,50100999591,MONTESSORI SCHOOL-FINGER LAKES,Elementary,INDEPENDENT,0,2,5,2,1,0,0,0,0,0,0,0,0,0,5,0,30,45
CAYUGA,50301999417,HILLSIDE CHLDRNS CTR-FINGER LAKES,Junior Senior School,INDEPENDENT,0,1,1,4,2,1,3,5,8,10,7,2,0,12,0,0,0,56
CAYUGA,50701999254,PEACHTOWN ELEMENTARY SCHOOL,Elementary,INDEPENDENT,3,1,2,1,2,3,3,3,0,0,0,0,1,0,5,0,1,25
CAYUGA,51101658562,CONQUEST PAROCHIAL SCHOOL,Elementary,MENNONITES,3,2,2,2,4,3,1,2,0,0,0,0,0,0,0,0,0,19
CAYUGA,51101658563,CAYUGA MENNONITE SCHOOL,Elementary,MENNONITES,3,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,14
CAYUGA,51901425832,UNION SPRINGS ACADEMY,Senior High,SEVENTH-DAY ADVENTIST,0,0,0,0,0,0,0,0,23,20,23,19,0,0,0,0,0,85
CAYUGA,51901427119,FRONTENAC SDA SCHOOL,Elementary,SEVENTH-DAY ADVENTIST,0,3,0,3,1,1,2,1,0,0,0,0,0,0,0,0,0,11
CHAUTAUQUA,60201858116,BETHEL BAPTIST CHRISTIAN ACADEMY,Junior Senior School,BAPTIST,9,4,5,2,5,4,6,6,3,11,12,0,0,0,7,0,0,74
CHAUTAUQUA,60503658575,BURDICK ROAD AMISH SCHOOL,Elementary,MENNONITES,3,3,2,2,3,2,2,2,0,0,0,0,0,0,0,0,0,19
CHAUTAUQUA,60503659689,PLEASANT VIEW SCHOOL,Elementary,MENNONITES,2,3,2,3,3,3,3,3,0,0,0,0,0,0,0,0,0,22
CHAUTAUQUA,60601658556,FLAT IRON SCHOOL,Elementary,MENNONITES,3,2,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,25
CHAUTAUQUA,60601659292,CALDWELL SCHOOL,Elementary,MENNONITES,3,4,2,3,3,3,3,3,0,0,0,0,0,0,0,0,0,24
CHAUTAUQUA,60601659293,PINE VIEW SCHOOL,Elementary,MENNONITES,3,4,2,2,2,3,3,4,0,0,0,0,0,0,0,0,0,23
CHAUTAUQUA,60601659294,DEER RUN SCHOOL,Elementary,MENNONITES,3,2,2,2,3,2,2,3,0,0,0,0,0,0,0,0,0,19
CHAUTAUQUA,60601659295,PLEASANT VIEW SCHOOL,Elementary,MENNONITES,2,3,2,3,2,2,4,2,0,0,0,0,0,0,0,0,0,20
CHAUTAUQUA,60601659296,LITTLE RUN SCHOOL,Elementary,MENNONITES,3,4,2,2,2,3,3,4,0,0,0,0,0,0,0,0,0,23
CHAUTAUQUA,60601659297,CHERRY HILL SCHOOL,Elementary,MENNONITES,6,3,3,3,4,4,4,4,0,0,0,0,0,0,0,0,0,31
CHAUTAUQUA,60601659681,WEST ROAD SCHOOL,Elementary,MENNONITES,7,2,2,2,3,3,4,4,0,0,0,0,0,0,0,0,0,27
CHAUTAUQUA,60701655117,MAPLE LANE SCHOOL,Elementary,MENNONITES,3,4,3,2,3,2,7,4,0,0,0,0,0,0,0,0,0,28
CHAUTAUQUA,60701656109,HIDDEN VALLEY SCHOOL,Other,MENNONITES,2,3,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,14
CHAUTAUQUA,60701659831,PINEVIEW SCHOOL,Elementary,MENNONITES,4,2,2,3,2,3,3,2,0,0,0,0,0,0,0,0,0,21
CHAUTAUQUA,60701659832,CLOVER HILL SCHOOL,Elementary,MENNONITES,2,3,4,4,3,4,2,2,0,0,0,0,0,0,0,0,0,24
CHAUTAUQUA,60800139173,NORTHERN CHAUTAUQUA CATHOLIC SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,22,14,10,14,17,15,18,19,0,0,0,0,0,0,18,0,14,161
CHAUTAUQUA,60800808602,CENTRAL CHRISTIAN ACADEMY,Elementary,CHRISTIAN FUNDAMENTALIST,3,7,4,2,1,5,1,4,1,1,0,0,0,0,9,0,20,58
CHAUTAUQUA,61700308038,GUSTAVUS ADOLPHUS CHILD & FAMILY,Junior Senior School,LUTHERAN,0,0,1,1,3,5,6,9,17,15,15,4,0,0,0,0,0,76
CHAUTAUQUA,61700425823,JAMESTOWN SDA SCHOOL,Elementary,SEVENTH-DAY ADVENTIST,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3
CHAUTAUQUA,62601658578,LAKE VIEW SCHOOL,Elementary,MENNONITES,6,4,2,5,3,5,2,9,0,0,0,0,0,0,0,0,0,36
CHAUTAUQUA,62601658579,VALLEY VIEW AMISH SCHOOL,Elementary,MENNONITES,5,3,2,1,5,3,4,5,0,0,0,0,0,0,0,0,0,28
CHAUTAUQUA,62601659163,CLEARVIEW SCHOOL,Elementary,MENNONITES,8,4,7,7,4,7,6,2,0,0,0,0,0,0,0,0,0,45
CHEMUNG,70600166199,HOLY FAMILY ELEMENTARY SCHOOL,Elementary,ROMAN CATHOLIC - ROCHESTER DIOCESE,25,27,20,18,25,16,0,0,0,0,0,0,0,0,44,0,29,204
CHEMUNG,70600166568,NOTRE DAME HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ROCHESTER DIOCESE,0,0,0,0,0,0,48,42,52,60,70,48,0,0,0,0,0,320
CHEMUNG,70600807659,ELMIRA CHRISTIAN ACADEMY,K-12 School,CHRISTIAN FUNDAMENTALIST,6,8,6,7,9,6,4,8,9,6,12,3,0,0,10,0,0,94
CHEMUNG,70901166200,ST MARY OUR MOTHER SCHOOL,Elementary,ROMAN CATHOLIC - ROCHESTER DIOCESE,15,19,19,18,16,20,0,0,0,0,0,0,0,0,17,0,23,147
CHEMUNG,70901855968,HORSEHEADS CHRISTIAN SCHOOL,Elementary,BAPTIST,20,7,10,11,10,6,0,0,0,0,0,0,0,0,15,0,0,79
CHEMUNG,70901858020,TWIN TIERS CHRISTIAN ACADEMY,Junior Senior School,BAPTIST,0,0,0,0,0,0,15,10,15,15,21,21,0,0,0,0,0,97
CHEMUNG,70901999027,CHEMUNG VALLEY MONTESSORI SCHOOL,Elementary,INDEPENDENT,15,20,12,10,14,5,9,1,0,0,0,0,0,0,20,0,17,123
CHENANGO,81200185526,HOLY FAMILY SCHOOL,Elementary,ROMAN CATHOLIC - SYRACUSE DIOCESE,13,22,10,17,21,14,8,0,0,0,0,0,0,0,16,0,47,168
CHENANGO,81200808719,VALLEY HEIGHTS CHRISTIAN ACADEMY,K-12 School,CHRISTIAN FUNDAMENTALIST,4,2,4,7,6,10,7,3,6,4,10,5,0,0,7,0,0,75
CLINTON,90201155002,HOLY NAME SCHOOL,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,5,7,2,3,4,6,0,0,0,0,0,0,0,0,10,0,9,46
CLINTON,91101159175,SETON CATHOLIC CENTRAL HIGH SCHOOL,Junior Senior School,ROMAN CATHOLIC - OGDENSBURG DIOCESE,0,0,0,0,0,0,13,14,15,23,32,34,0,0,0,0,0,131
CLINTON,91101858426,LAKE SHORE CHRISTIAN SCHOOL,Junior Senior School,BAPTIST,3,0,1,1,2,2,2,0,0,0,5,0,0,0,3,0,2,21
CLINTON,91200155496,SETON ACADEMY,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,33,30,30,26,23,25,0,0,0,0,0,0,0,0,31,0,36,234
CLINTON,91200808631,NEW LIFE CHRISTIAN ACADEMY,Junior Senior School,CHRISTIAN FUNDAMENTALIST,1,2,1,1,1,2,2,1,3,0,0,2,0,0,1,0,0,17
COLUMBIA,100501997955,HAWTHORNE VALLEY SCHOOL,K-12 School,INDEPENDENT,16,17,29,12,22,16,13,9,15,19,16,13,0,0,23,7,0,227
COLUMBIA,101601996549,DARROW SCHOOL,Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,17,26,39,36,0,0,0,0,0,118
COLUMBIA,101601998246,MOUNTAIN ROAD SCHOOL,Elementary,INDEPENDENT,2,2,1,3,1,3,3,0,0,0,0,0,0,0,6,0,7,28
CORTLAND,110200185503,ST MARY'S SCHOOL,Elementary,ROMAN CATHOLIC - SYRACUSE DIOCESE,19,22,19,26,19,28,0,0,0,0,0,0,0,0,20,0,42,195
CORTLAND,110200808583,CORTLAND CHRISTIAN ACADEMY,K-12 School,CHRISTIAN FUNDAMENTALIST,13,9,9,8,8,5,9,8,12,5,5,2,0,0,9,0,9,111
CORTLAND,110200809373,VICTORY CHRISTIAN ACADEMY,Junior Senior School,CHRISTIAN FUNDAMENTALIST,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,5
DELAWARE,120501999934,WHITE LOTUS SCHOOL,Junior Senior School,INDEPENDENT,2,0,0,2,0,0,0,2,3,2,0,2,0,0,0,0,0,13
DELAWARE,120906999098,FAMILY FOUNDATION SCHOOL,Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,6,15,33,36,0,0,0,0,0,90
DELAWARE,121901999609,ARC OF DELAWARE COUNTY (THE),Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,15,220
DUTCHESS,130200805048,NEW COVENANT LEARNING CENTER,Elementary,CHRISTIAN FUNDAMENTALIST,9,4,4,1,0,0,0,0,0,0,0,0,0,0,4,6,3,31
DUTCHESS,130200808491,OASIS CHRISTIAN SCHOOL,Elementary,CHRISTIAN FUNDAMENTALIST,2,3,4,3,2,2,3,3,2,1,0,0,0,0,2,0,0,27
DUTCHESS,130200809895,ALPHA AND OMEGA SCHOOL,Elementary,CHRISTIAN FUNDAMENTALIST,2,6,1,1,0,0,0,0,0,0,0,0,0,0,5,0,10,25
DUTCHESS,130801145067,ST PETER SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,29,25,17,20,14,27,18,15,0,0,0,0,0,0,25,0,36,226
DUTCHESS,130801145068,REGINA COELI SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,13,11,12,18,9,10,16,15,0,0,0,0,0,0,12,0,42,158
DUTCHESS,130801808737,MILLENNIAL KINGDOM FAMILY SCHOOL,Elementary,CHRISTIAN FUNDAMENTALIST,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3
DUTCHESS,130801995272,KINDERHAUS MONTESSORI SCH-HYDE PARK,Elementary,INDEPENDENT,4,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,16,28
DUTCHESS,130801996542,ANDERSON CENTER FOR AUTISM,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,17,109,0,0,0,126
DUTCHESS,130801997760,"ABILITIES FIRST, INC",Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,61,21,0,0,58,140
DUTCHESS,131101996465,MILLBROOK SCHOOL,Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,42,68,90,82,0,0,0,0,0,282
DUTCHESS,131101996574,MAPLEBROOK SCHOOL,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,62
DUTCHESS,131101998511,KILDONAN SCHOOL,Junior Senior School,INDEPENDENT,0,0,2,6,6,7,8,7,13,7,8,13,0,0,0,0,0,77
DUTCHESS,131201516740,TRINITY PAWLING SCHOOL,Junior Senior School,EPISCOPAL,0,0,0,0,0,0,10,12,33,69,78,92,0,0,0,0,0,294
DUTCHESS,131201994052,DUANE LAKE ACADEMY,Junior Senior School,INDEPENDENT,0,1,0,1,0,1,0,0,0,2,0,2,0,0,0,1,0,8
DUTCHESS,131201999655,MIZZENTOP DAY SCHOOL,Elementary,INDEPENDENT,12,7,16,13,16,15,10,10,0,0,0,0,0,0,14,0,14,127
DUTCHESS,131500445851,POUGHKEEPSIE SDA ELEMENTARY SCHOOL,Elementary,SEVENTH-DAY ADVENTIST,10,4,1,2,5,2,0,1,0,0,0,0,0,0,4,0,17,46
DUTCHESS,131500858427,TABERNACLE CHRISTIAN ACADEMY,K-12 School,BAPTIST,9,7,5,11,5,8,9,11,10,3,11,11,0,0,7,2,0,109
DUTCHESS,131500995721,WIMPFHEIMER NURSERY SCHOOL,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,12,20
DUTCHESS,131500999463,RIDGE SCHOOL (THE),Junior High School,INDEPENDENT,0,0,0,0,0,0,3,2,0,0,1,1,0,0,0,0,0,7
DUTCHESS,131601145055,HOLY TRINITY SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,21,8,18,16,15,28,21,24,0,0,0,0,0,0,31,0,48,230
DUTCHESS,131601145060,ST MARTIN DE PORRES SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,38,67,38,36,38,38,35,29,0,0,0,0,0,0,72,0,72,463
DUTCHESS,131601145065,OUR LADY OF LOURDES HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,159,161,169,164,0,0,0,0,0,653
DUTCHESS,131601997124,POUGHKEEPSIE DAY SCHOOL,K-12 School,INDEPENDENT,8,13,26,13,12,31,27,22,31,40,24,22,0,0,15,0,7,291
DUTCHESS,131601999527,HAWK MEADOW MONTESSORI SCHOOL,Elementary,INDEPENDENT,11,8,6,3,1,0,0,0,0,0,0,0,0,0,12,0,42,83
DUTCHESS,131602606741,OAKWOOD FRIENDS SCHOOL,Junior Senior School,QUAKERS,0,0,0,0,0,4,6,8,22,27,33,26,0,0,0,0,0,126
DUTCHESS,131701999086,DEVEREUX IN NY,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,18,115,0,0,0,133
DUTCHESS,131801998687,ASTOR SERVICES FOR CHILDREN-FAMILIES,Elementary,INDEPENDENT,5,18,15,18,23,25,19,9,0,0,0,0,0,0,5,0,319,456
DUTCHESS,132101145054,ST DENIS/ST COLUMBA SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,27,23,30,45,47,49,56,43,0,0,0,0,0,0,0,32,0,352
DUTCHESS,132101145061,ST MARY SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,22,16,26,15,17,22,19,9,0,0,0,0,0,0,18,0,23,187
DUTCHESS,132101145062,ST MARY SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,33,31,32,30,36,28,37,26,0,0,0,0,0,0,27,0,0,280
DUTCHESS,132101808641,FAITH CHRISTIAN ACADEMY,K-12 School,CHRISTIAN FUNDAMENTALIST,18,17,19,15,20,19,24,21,13,15,18,14,0,0,24,0,18,255
DUTCHESS,132101997683,RANDOLPH SCHOOL (THE),Elementary,INDEPENDENT,5,10,3,3,3,0,0,0,0,0,0,0,0,0,11,0,24,59
DUTCHESS,132101999398,ESTELLE & ALFONSO PRESCHOOL & KNDG,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,13
DUTCHESS,132201145059,ST JOSEPH SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,15,18,7,19,18,9,14,7,0,0,0,0,0,0,21,0,18,146
DUTCHESS,132201808016,UPTON LAKE CHRISTIAN SCHOOL,K-12 School,CHRISTIAN FUNDAMENTALIST,4,1,5,2,5,9,6,7,8,11,7,3,0,0,4,0,3,75
DUTCHESS,132201996576,DUTCHESS DAY SCHOOL (THE),Elementary,INDEPENDENT,11,15,12,19,14,19,13,13,0,0,0,0,0,0,12,0,9,137
DUTCHESS,132201998894,CARDINAL HAYES SCHOOL FOR SPEC CHLDR,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,14,35,0,0,0,49
DUTCHESS,132201999321,DAYTOP PREP SCHOOL,Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,3,11,4,4,4,0,0,0,0,0,26
ERIE,140101136379,ST JOHN THE BAPTIST SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,16,14,18,8,12,11,8,16,0,0,0,0,0,0,14,0,20,137
ERIE,140201136377,BUFFALO ACADEMY OF THE SACRED HEART,Senior High,ROMAN CATHOLIC BUFFALO DIOCESE,0,0,0,0,0,0,0,0,110,105,100,91,0,0,0,0,0,406
ERIE,140201136411,ST BENEDICT SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,21,12,8,13,13,16,17,24,0,0,0,0,0,0,15,0,51,190
ERIE,140201136433,CHRIST THE KING SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,18,25,27,27,28,23,19,25,0,0,0,0,0,0,21,0,32,245
ERIE,140201205429,KADIMAH SCHOOL OF BUFFALO,Elementary,JEWISH,3,2,6,6,1,8,2,10,0,0,0,0,0,0,2,0,0,40
ERIE,140201997077,PARK SCHOOL OF BUFFALO,K-12 School,INDEPENDENT,13,16,18,13,13,10,14,11,26,28,30,26,0,0,13,0,19,250
ERIE,140203136252,ST MARY'S SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,9,18,21,21,17,23,16,15,0,0,0,0,0,0,15,0,24,179
ERIE,140203136273,ST GREGORY THE GREAT SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,64,59,67,65,77,62,78,77,0,0,0,0,0,0,60,0,36,645
ERIE,140203136333,ST PETER & PAUL SCHOOL,Elementary,ROMAN CATHOLIC BUFFALO DIOCESE,17,25,18,35,33,25,42,40,0,0,0,0,0,0,37,0,131,403
ERIE,140203229522,JEWISH HERITAGE DAY SCHOOL,Elementary,JEWISH,12,9,10,8,13,6,6,5,1,0,0,0,0,0,12,0,4,86
