Year,RCDTS,Total_Enrolled,PBE_total,PME_total
2012,90100070260007,474,0,0
2012,90100070261005,414,0,0
2012,90100070262006,478,1,0
2012,90100070262007,310,2,1
2012,90100080260001,150,0,1
2012,90100080262001,356,0,1
2012,90101160220001,1141,9,0
2012,90101160221002,860,4,0
2012,90101160222004,290,0,1
2012,90101160222005,451,8,0
2012,90101160222007,353,0,0
2012,90101160222008,298,7,0
2012,90101160222012,339,2,0
2012,90101160222013,274,1,0
2012,90101160223002,348,0,0
2012,90101300042001,158,4,0
2012,90101370021003,486,0,0
2012,90101370022001,225,0,0
2012,90101370022002,307,0,0
2012,90101370022006,236,1,0
2012,90101370022007,261,0,0
2012,90101420042001,82,0,0
2012,90101690041001,398,3,0
2012,90101690042001,456,1,2
2012,90101880042001,206,2,0
2012,90101930170001,753,3,1
2012,90101970041001,51,0,0
2012,90101970042001,61,1,0
2012,90101970042002,133,0,0
2012,90103050160001,486,0,0
2012,90270050260001,297,0,0
2012,90270050261003,269,1,0
2012,90270050262004,490,0,0
2012,90270100260001,442,0,0
2012,90270100261002,349,0,0
2012,90270100262004,340,0,0
2012,90270100262005,336,0,0
2012,100110010260002,94,0,0
2012,100110010261001,45,0,0
2012,100110010262001,161,0,0
2012,100110030260006,874,1,1
2012,100110030261005,588,0,1
2012,100110030262001,262,0,0
2012,100110030262003,285,0,0
2012,100110030262004,281,0,0
2012,100110030262005,274,2,0
2012,100110040260002,90,0,0
2012,100110040262001,303,0,0
2012,100110080260006,447,1,0
2012,100110080261005,193,0,0
2012,100110080262001,303,1,0
2012,100110080262003,244,2,0
2012,100110080262004,200,0,0
2012,100110140240001,225,1,0
2012,100110140242001,169,0,0
2012,100680020260001,140,0,0
2012,100680020261002,112,0,0
2012,100680020262003,105,0,1
2012,100680020262005,159,0,1
2012,100680030260001,526,0,0
2012,100680030261002,395,1,0
2012,100680030262003,728,3,0
2012,100680030262006,241,0,0
2012,100680120260001,400,0,1
2012,100680120261002,323,0,0
2012,100680120262003,215,0,0
2012,100680120262004,232,0,0
2012,100680120262006,189,0,1
2012,100680120263001,112,0,0
2012,100680220260001,344,3,0
2012,100680220262003,338,0,0
2012,110150010260001,808,1,0
2012,110150010261002,424,2,0
2012,110150010262003,531,5,1
2012,110150010262004,579,2,0
2012,110150010262006,231,1,0
2012,110150010262007,97,0,0
2012,110150020260001,1068,1,1
2012,110150020261003,803,1,1
2012,110150020262015,734,1,0
2012,110150020262016,775,4,1
2012,110150020263010,105,2,0
2012,110150050260002,84,0,0
2012,110150050262001,212,0,0
2012,110180030260001,233,0,0
2012,110180030261001,108,0,0
2012,110180030262002,206,0,0
2012,110180030262005,141,0,0
2012,110180770260001,282,2,0
2012,110180770261001,300,2,0
2012,110180770262003,403,4,2
2012,110213010260001,309,1,0
2012,110213010261004,319,0,0
2012,110213010262002,383,0,0
2012,110213020260001,180,0,0
2012,110213020261001,96,0,0
2012,110213020262001,365,1,3
2012,110213050260001,192,1,0
2012,110213050261001,74,6,0
2012,110213050262003,384,21,1
2012,110213050262004,243,9,0
2012,110213060260001,314,2,1
2012,110213060262002,482,2,1
2012,110230010260001,192,0,0
2012,110230010262001,97,0,0
2012,110230010262002,144,0,0
2012,110230030260001,110,0,1
2012,110230030262002,144,5,0
2012,110230040260002,203,0,0
2012,110230040261001,177,0,0
2012,110230040262001,335,1,0
2012,110230060260001,109,0,0
2012,110230060261001,76,0,1
2012,110230060262003,176,0,0
2012,110230950252003,1307,2,0
2012,110703000260004,361,1,4
2012,110703000261001,253,0,4
2012,110703000262001,519,2,10
2012,110703020260001,162,0,0
2012,110703020261001,158,0,0
2012,110703020262001,212,1,0
2012,110870010260002,167,0,0
2012,110870010262002,236,1,0
2012,110870040260001,369,0,0
2012,110870040262002,430,0,0
2012,110870040262003,356,1,0
2012,110870040262006,81,0,0
2012,110870210260001,264,0,0
2012,110870210261001,198,0,0
2012,110870210262001,189,0,0
2012,110870210262002,177,2,0
2012,110870210263001,22,0,0
2012,120130100260002,98,1,0
2012,120130100261001,78,1,0
2012,120130100262001,168,0,0
2012,120130250260001,176,1,0
2012,120130250262004,525,3,0
2012,120130350260001,346,0,0
2012,120130350261001,308,1,0
2012,120130350262001,148,0,0
2012,120130350262002,269,2,0
2012,120130350262005,147,1,0
2012,120130350262006,186,0,0
2012,120170010260001,105,0,1
2012,120170010262002,253,0,0
2012,120170020260001,509,1,0
2012,120170020261005,353,1,0
2012,120170020262004,337,0,1
2012,120170020262007,450,0,4
2012,120170030260001,116,0,0
2012,120170030262002,246,0,0
2012,120170040262002,591,2,2
2012,120400010260001,446,0,0
2012,120400010261003,197,0,0
2012,120400010262002,606,1,1
2012,120400010262011,131,0,0
2012,120510100260001,433,0,0
2012,120510100262005,421,3,2
2012,120510100262008,245,0,0
2012,120510200260008,361,0,0
2012,120510200261007,285,2,2
2012,120510200262007,601,5,0
2012,120800010260001,643,5,0
2012,120800010261002,464,2,0
2012,120800010262008,1027,10,0
2012,120800020260001,106,0,0
2012,120800020261002,57,0,0
2012,120800020262002,230,1,1
2012,130140010260001,373,3,2
2012,130140010261001,348,2,2
2012,130140010262002,417,2,1
2012,130140030260006,388,0,0
2012,130140030261001,210,2,0
2012,130140030262001,232,0,0
2012,130140030262002,129,0,0
2012,130140030262004,108,0,0
2012,130140030262005,254,0,1
2012,130140120042001,442,2,0
2012,130140120042002,187,1,0
2012,130140210022001,397,0,1
2012,130140570022001,123,0,0
2012,130140600022001,269,0,1
2012,130140620022001,105,1,0
2012,130140630022001,181,0,15
2012,130140710160001,567,1,0
2012,130141415022001,168,0,0
2012,130141860022001,121,0,0
2012,130580010032001,218,1,0
2012,130580020032001,118,0,0
2012,130580100042003,214,0,0
2012,130581000260002,73,0,0
2012,130581000261001,34,0,0
2012,130581000262001,148,0,0
2012,130581110022004,435,3,1
2012,130581110022005,583,0,0
2012,130581330022001,265,1,0
2012,130581350021001,583,0,0
2012,130581350022003,195,0,0
2012,130581350022006,219,0,0
2012,130581350022007,121,0,0
2012,130581350022008,200,0,0
2012,130581350023001,40,0,0
2012,130582000170001,959,0,0
2012,130584010260001,216,0,0
2012,130584010261001,205,0,0
2012,130584010262002,310,2,0
2012,130585010260001,149,0,0
2012,130585010261002,79,0,0
2012,130585010262002,300,0,1
2012,130586000160001,753,4,1
2012,130587220260001,89,0,0
2012,130587220262001,242,4,0
2012,130950010042001,12,0,0
2012,130950100260001,296,1,1
2012,130950100262003,247,0,0
2012,130950110042001,70,1,0
2012,130950150042001,140,0,0
2012,130950290032001,52,0,0
2012,130950490042002,569,8,1
2012,130950990160001,401,2,0
2012,150162990250001,1435,10,15
2012,150162990250003,1405,0,0
2012,150162990250006,529,0,0
2012,150162990250008,286,0,0
2012,150162990250011,1258,0,3
2012,150162990250012,477,1,6
2012,150162990250013,1531,0,2
2012,150162990250015,829,2,1
2012,150162990250016,1074,2,3
2012,150162990250017,524,0,1
2012,150162990250019,387,1,0
2012,150162990250020,1623,0,1
2012,150162990250021,1220,5,15
2012,150162990250022,2661,1,11
2012,150162990250023,1047,0,2
2012,150162990250024,1483,1,0
2012,150162990250025,1792,6,5
2012,150162990250026,1545,1,6
2012,150162990250027,4235,6,25
2012,150162990250029,659,1,1
2012,150162990250030,1713,0,7
2012,150162990250031,1452,1,7
2012,150162990250034,616,0,3
2012,150162990250035,1500,0,2
2012,150162990250036,2350,1,9
2012,150162990250037,1040,1,10
2012,150162990250039,871,6,2
2012,150162990250041,1800,0,3
2012,150162990250042,776,1,4
2012,150162990250043,3089,6,9
2012,150162990250044,364,0,1
2012,150162990250046,1651,0,3
2012,150162990250047,2227,9,7
2012,150162990250048,1535,0,16
2012,150162990250049,608,0,1
2012,150162990250526,910,2,4
2012,150162990250531,1284,2,0
2012,150162990250533,880,4,2
2012,150162990250534,1472,0,3
2012,150162990250536,478,0,0
2012,150162990250537,1502,3,1
2012,150162990250543,559,0,1
2012,150162990250545,823,0,2
2012,150162990250616,488,0,0
2012,150162990250617,3048,1,2
2012,150162990250763,1134,1,5
2012,150162990250764,2202,7,7
2012,150162990250766,559,0,0
2012,150162990250767,1774,1,42
2012,150162990250772,627,4,1
2012,150162990250779,955,0,1
2012,150162990250788,745,4,3
2012,150162990250794,1070,1,5
2012,150162990250795,460,0,3
2012,150162990250796,858,3,1
2012,150162990250798,164,0,0
2012,150162990250799,507,0,1
2012,150162990250803,425,0,0
2012,150162990250806,397,0,8
2012,150162990250810,37,0,0
2012,150162990250811,40,0,0
2012,150162990250815,47,0,0
2012,150162990250816,24,0,0
2012,150162990250818,187,1,0
2012,150162990250820,516,0,0
2012,150162990250821,26,0,0
2012,150162990250823,24,1,0
2012,150162990250824,521,0,4
2012,150162990250825,907,0,0
2012,150162990250826,522,0,0
2012,150162990250827,563,0,1
2012,150162990250828,479,0,4
2012,150162990250829,407,0,1
2012,150162990250830,368,0,0
2012,150162990250831,305,0,0
2012,150162990250832,186,0,1
2012,150162990250833,1036,2,6
2012,150162990250834,518,0,3
2012,150162990250835,355,0,6
2012,150162990250836,291,0,2
2012,150162990250837,410,1,0
2012,150162990250838,59,0,0
2012,150162990250839,233,0,0
2012,150162990250840,172,0,0
2012,150162990250841,423,1,1
2012,150162990250842,376,0,1
2012,150162990250843,397,0,0
2012,150162990250844,347,0,0
2012,150162990250846,138,1,0
2012,150162990250847,668,0,1
2012,150162990250848,392,0,1
2012,150162990250849,269,0,0
2012,150162990250850,369,0,0
2012,150162990250851,576,7,0
2012,150162990250855,761,2,2
2012,150162990250856,301,0,1
2012,150162990250857,1105,0,6
2012,150162990250858,59,0,0
2012,150162990250859,836,0,1
2012,150162990250860,449,1,0
2012,150162990250861,244,1,1
2012,150162990250862,123,0,3
2012,150162990252046,307,0,14
2012,150162990252047,250,0,1
2012,150162990252048,252,1,0
2012,150162990252051,893,0,1
2012,150162990252052,452,4,0
2012,150162990252053,492,3,2
2012,150162990252054,261,0,1
2012,150162990252055,452,0,2
2012,150162990252058,358,2,1
2012,150162990252059,1408,2,1
2012,150162990252061,276,0,0
2012,150162990252062,595,5,2
2012,150162990252063,317,0,0
2012,150162990252065,346,0,0
2012,150162990252066,266,0,1
2012,150162990252067,816,2,0
2012,150162990252068,646,0,4
2012,150162990252069,328,3,1
2012,150162990252070,1033,1,1
2012,150162990252072,477,2,1
2012,150162990252078,1163,8,3
2012,150162990252079,388,0,0
2012,150162990252080,434,0,0
2012,150162990252081,665,6,4
2012,150162990252082,987,6,17
2012,150162990252083,465,4,0
2012,150162990252084,375,2,1
2012,150162990252086,473,3,4
2012,150162990252087,957,3,1
2012,150162990252088,485,0,1
2012,150162990252089,765,4,3
2012,150162990252090,782,3,2
2012,150162990252092,514,2,2
2012,150162990252093,301,0,0
2012,150162990252094,426,0,0
2012,150162990252095,1042,1,3
2012,150162990252096,310,1,1
2012,150162990252097,214,0,0
2012,150162990252098,285,0,2
2012,150162990252100,700,1,1
2012,150162990252101,847,1,9
2012,150162990252102,994,0,4
2012,150162990252103,252,0,2
2012,150162990252104,571,2,0
2012,150162990252105,263,1,3
2012,150162990252106,543,0,0
2012,150162990252107,761,4,1
2012,150162990252108,351,1,1
2012,150162990252109,507,0,0
2012,150162990252110,619,0,2
2012,150162990252112,666,2,7
2012,150162990252113,334,1,2
2012,150162990252114,307,1,5
2012,150162990252118,827,0,0
2012,150162990252119,804,11,1
2012,150162990252120,688,8,2
2012,150162990252122,566,6,1
2012,150162990252123,360,0,5
2012,150162990252126,352,1,1
2012,150162990252127,233,0,6
2012,150162990252128,369,0,11
2012,150162990252129,488,2,2
2012,150162990252130,511,0,0
2012,150162990252132,623,1,2
2012,150162990252133,722,0,1
2012,150162990252134,1115,2,10
2012,150162990252135,558,3,1
2012,150162990252136,564,0,2
2012,150162990252138,298,2,4
2012,150162990252139,466,8,0
2012,150162990252141,716,3,3
2012,150162990252142,703,0,2
2012,150162990252145,613,0,2
2012,150162990252147,283,0,5
2012,150162990252148,588,0,1
2012,150162990252149,992,2,1
2012,150162990252150,1050,3,1
2012,150162990252152,397,0,1
2012,150162990252153,545,2,1
2012,150162990252154,202,0,4
2012,150162990252155,269,1,1
2012,150162990252158,844,1,4
2012,150162990252159,344,1,0
2012,150162990252160,1622,5,5
2012,150162990252161,632,1,1
2012,150162990252167,640,1,0
2012,150162990252169,243,0,0
2012,150162990252172,351,3,7
2012,150162990252173,172,0,1
2012,150162990252175,533,4,1
2012,150162990252176,330,0,0
2012,150162990252177,302,1,0
2012,150162990252179,527,0,3
2012,150162990252180,357,0,7
2012,150162990252181,1690,0,1
2012,150162990252182,704,7,3
2012,150162990252183,492,4,2
2012,150162990252184,268,2,0
2012,150162990252185,1503,0,0
2012,150162990252187,343,0,0
2012,150162990252188,98,0,0
2012,150162990252189,458,0,5
2012,150162990252190,503,0,2
2012,150162990252191,338,0,4
2012,150162990252192,308,0,1
2012,150162990252193,373,1,0
2012,150162990252194,1445,0,3
2012,150162990252195,187,0,0
2012,150162990252198,598,7,3
2012,150162990252201,244,1,2
2012,150162990252202,321,0,3
2012,150162990252203,344,1,1
2012,150162990252204,219,0,0
2012,150162990252206,441,6,2
2012,150162990252207,365,5,1
2012,150162990252209,269,0,1
2012,150162990252210,473,1,1
2012,150162990252211,613,0,1
2012,150162990252212,510,0,1
2012,150162990252213,1399,0,1
2012,150162990252214,778,3,10
2012,150162990252215,1192,0,0
2012,150162990252216,371,0,1
2012,150162990252220,799,1,2
2012,150162990252221,247,1,1
2012,150162990252222,245,0,1
2012,150162990252223,780,1,1
2012,150162990252224,498,1,0
2012,150162990252226,1282,0,3
2012,150162990252227,612,0,6
2012,150162990252229,617,0,0
2012,150162990252230,319,0,1
2012,150162990252231,338,0,9
2012,150162990252232,476,0,0
2012,150162990252235,691,0,37
2012,150162990252236,636,1,2
2012,150162990252239,892,3,1
2012,150162990252240,371,3,1
2012,150162990252241,647,0,13
2012,150162990252242,475,0,1
2012,150162990252244,329,7,1
2012,150162990252246,438,0,1
2012,150162990252247,1271,0,2
2012,150162990252249,574,0,7
2012,150162990252252,956,4,3
2012,150162990252254,1366,1,32
2012,150162990252255,365,0,0
2012,150162990252256,877,0,0
2012,150162990252257,258,0,0
2012,150162990252258,368,0,2
2012,150162990252259,288,0,4
2012,150162990252260,659,0,1
2012,150162990252261,261,0,1
2012,150162990252262,352,1,0
2012,150162990252263,508,1,5
2012,150162990252265,1230,0,1
2012,150162990252266,381,0,0
2012,150162990252267,285,2,0
2012,150162990252268,545,6,0
2012,150162990252269,586,2,0
2012,150162990252270,292,1,3
2012,150162990252273,608,0,2
2012,150162990252275,270,1,1
2012,150162990252276,287,0,3
2012,150162990252280,845,0,0
2012,150162990252281,455,1,1
2012,150162990252283,561,6,1
2012,150162990252284,467,1,3
2012,150162990252285,832,0,1
2012,150162990252287,316,2,3
2012,150162990252288,344,0,0
2012,150162990252289,482,1,4
2012,150162990252290,407,0,1
2012,150162990252292,272,0,0
2012,150162990252293,266,1,1
2012,150162990252294,258,0,2
2012,150162990252295,306,0,1
2012,150162990252296,808,3,3
2012,150162990252297,280,0,14
2012,150162990252299,703,0,1
2012,150162990252300,426,4,1
2012,150162990252301,393,2,9
2012,150162990252303,305,0,1
2012,150162990252304,373,0,1
2012,150162990252305,471,0,0
2012,150162990252306,570,3,1
2012,150162990252309,483,0,1
2012,150162990252311,570,0,0
2012,150162990252313,547,0,1
2012,150162990252314,783,9,2
2012,150162990252315,685,0,0
2012,150162990252316,1290,0,0
2012,150162990252317,1313,0,0
2012,150162990252319,484,1,0
2012,150162990252321,573,0,2
2012,150162990252322,388,0,1
2012,150162990252323,1403,0,0
2012,150162990252324,282,0,1
2012,150162990252326,363,0,0
2012,150162990252328,443,1,2
2012,150162990252329,225,0,3
2012,150162990252330,1331,0,3
2012,150162990252331,855,1,21
2012,150162990252334,486,0,0
2012,150162990252336,465,0,2
2012,150162990252337,597,4,7
2012,150162990252338,413,0,1
2012,150162990252339,270,1,1
2012,150162990252341,870,0,1
2012,150162990252344,372,1,2
2012,150162990252345,196,1,2
2012,150162990252346,834,1,2
2012,150162990252349,696,0,2
2012,150162990252352,287,0,0
2012,150162990252353,346,0,0
2012,150162990252354,230,0,0
2012,150162990252355,1117,0,0
2012,150162990252356,436,0,0
2012,150162990252357,831,0,1
2012,150162990252358,683,3,9
2012,150162990252361,963,12,2
2012,150162990252362,300,0,0
2012,150162990252363,806,0,0
2012,150162990252365,600,3,0
2012,150162990252366,515,2,4
2012,150162990252367,290,0,0
2012,150162990252368,398,0,1
2012,150162990252369,313,2,2
2012,150162990252370,737,14,5
2012,150162990252371,563,5,1
2012,150162990252372,531,0,8
2012,150162990252373,1409,0,2
2012,150162990252374,1083,0,2
2012,150162990252375,845,0,0
2012,150162990252376,338,2,2
2012,150162990252380,726,9,2
2012,150162990252381,438,0,1
2012,150162990252382,559,0,0
2012,150162990252383,651,6,0
2012,150162990252384,651,2,2
2012,150162990252385,515,0,2
2012,150162990252386,470,1,1
2012,150162990252387,435,0,2
2012,150162990252388,432,0,0
2012,150162990252389,242,0,2
2012,150162990252390,178,0,2
2012,150162990252391,974,1,1
2012,150162990252392,832,1,4
2012,150162990252393,233,4,1
2012,150162990252394,332,0,1
2012,150162990252395,316,0,6
2012,150162990252396,1239,1,1
2012,150162990252397,261,0,0
2012,150162990252398,1564,0,1
2012,150162990252399,1008,6,2
2012,150162990252400,372,0,4
2012,150162990252401,526,1,2
2012,150162990252402,247,1,1
2012,150162990252403,848,2,9
2012,150162990252404,645,0,0
2012,150162990252405,362,1,1
2012,150162990252406,181,0,1
2012,150162990252408,180,0,1
2012,150162990252409,1108,4,0
2012,150162990252410,270,1,0
2012,150162990252412,669,1,1
2012,150162990252413,898,1,2
2012,150162990252414,248,0,0
2012,150162990252416,476,1,1
2012,150162990252417,676,7,8
2012,150162990252419,278,0,3
2012,150162990252421,1174,2,3
2012,150162990252422,862,3,1
2012,150162990252423,326,0,2
2012,150162990252426,739,2,12
2012,150162990252427,336,0,6
2012,150162990252428,414,0,0
2012,150162990252429,293,1,0
2012,150162990252432,392,0,0
2012,150162990252434,565,0,1
2012,150162990252435,1886,1,3
2012,150162990252436,589,0,3
2012,150162990252437,405,0,18
2012,150162990252438,888,0,2
2012,150162990252439,319,0,2
2012,150162990252442,190,0,0
2012,150162990252444,934,3,0
2012,150162990252446,853,0,1
2012,150162990252447,365,2,2
2012,150162990252451,538,4,1
2012,150162990252452,835,0,0
2012,150162990252453,428,1,2
2012,150162990252454,304,0,1
2012,150162990252455,1142,0,1
2012,150162990252456,346,0,1
2012,150162990252457,525,1,1
2012,150162990252458,846,5,1
2012,150162990252459,1014,2,1
2012,150162990252460,486,0,2
2012,150162990252461,363,2,0
2012,150162990252462,882,0,3
2012,150162990252464,546,1,0
2012,150162990252465,1283,1,0
2012,150162990252466,255,0,0
2012,150162990252468,630,6,8
2012,150162990252469,759,2,0
2012,150162990252470,490,1,4
2012,150162990252472,811,0,1
2012,150162990252474,519,1,2
2012,150162990252475,370,0,1
2012,150162990252476,734,11,5
2012,150162990252477,732,6,16
2012,150162990252478,553,0,0
2012,150162990252479,445,1,1
2012,150162990252480,590,0,1
2012,150162990252484,406,0,0
2012,150162990252486,833,6,1
2012,150162990252487,315,0,18
2012,150162990252488,983,0,1
2012,150162990252489,382,2,2
2012,150162990252490,1188,3,1
2012,150162990252491,306,2,1
2012,150162990252492,415,0,4
2012,150162990252494,1002,0,1
2012,150162990252495,367,0,0
2012,150162990252497,239,0,0
2012,150162990252498,253,1,2
2012,150162990252500,461,0,0
2012,150162990252501,510,0,2
2012,150162990252502,323,0,5
2012,150162990252503,822,1,3
2012,150162990252504,612,4,2
2012,150162990252505,337,0,0
2012,150162990252506,320,0,2
2012,150162990252507,412,0,1
2012,150162990252509,297,1,1
2012,150162990252510,676,1,1
2012,150162990252512,322,0,5
2012,150162990252513,1087,0,0
2012,150162990252514,381,0,1
2012,150162990252516,418,3,0
2012,150162990252521,379,2,4
2012,150162990252522,194,0,0
2012,150162990252525,1120,0,2
2012,150162990252542,728,0,3
2012,150162990252597,990,0,0
2012,150162990252603,788,2,3
2012,150162990252605,549,0,1
2012,150162990252617,448,0,1
2012,150162990252618,406,0,0
2012,150162990252620,416,3,1
2012,150162990252622,333,1,1
2012,150162990252634,395,0,1
2012,150162990252636,590,0,1
2012,150162990252637,245,1,3
2012,150162990252700,280,0,2
2012,150162990252703,879,1,6
2012,150162990252704,329,0,0
2012,150162990252706,442,0,0
2012,150162990252714,175,1,3
2012,150162990252724,135,0,1
2012,150162990252726,1582,2,1
2012,150162990252729,140,0,0
2012,150162990252737,190,0,0
2012,150162990252739,247,8,0
2012,150162990252743,245,1,1
2012,150162990252766,484,3,1
2012,150162990252767,390,0,14
2012,150162990252768,343,0,1
2012,150162990252771,307,0,1
2012,150162990252773,309,0,0
2012,150162990252775,503,1,3
2012,150162990252783,648,0,0
2012,150162990252785,531,1,2
2012,150162990252799,478,0,3
2012,150162990252800,1444,5,3
2012,150162990252802,303,0,2
2012,150162990252804,448,1,52
2012,150162990252805,280,1,0
2012,150162990252806,740,1,0
2012,150162990252807,543,0,0
2012,150162990252809,193,2,1
2012,150162990252810,330,1,0
2012,150162990252811,841,0,0
2012,150162990252812,376,4,0
2012,150162990252823,470,0,2
2012,150162990252825,805,0,0
2012,150162990252826,360,1,1
2012,150162990252828,598,3,0
2012,150162990252829,1269,0,0
2012,150162990252837,761,1,2
2012,150162990252838,316,0,0
2012,150162990252842,619,0,1
2012,150162990252844,360,0,2
2012,150162990252845,228,1,1
2012,150162990252850,271,0,0
2012,150162990252855,806,1,9
2012,150162990252856,316,4,3
2012,150162990252862,466,0,0
2012,150162990252864,374,0,0
2012,150162990252867,934,0,0
2012,150162990252869,93,0,0
2012,150162990252870,644,0,0
2012,150162990252873,398,0,0
2012,150162990252876,1245,0,0
2012,150162990252877,732,0,0
2012,150162990252878,598,1,3
2012,150162990252881,940,0,0
2012,150162990252882,430,0,0
2012,150162990252886,926,0,0
2012,150162990252889,667,0,1
2012,150162990252892,278,2,0
2012,150162990252893,538,0,2
2012,150162990252895,556,0,2
2012,150162990252896,874,0,0
2012,150162990252897,985,0,0
2012,150162990252898,776,0,1
2012,150162990252900,549,0,0
2012,150162990252901,267,0,0
2012,150162990252902,194,0,0
2012,150162990252903,241,3,1
2012,150162990252904,291,1,0
2012,150162990252908,674,0,0
2012,150162990252912,482,0,1
2012,150162990252913,587,0,1
2012,150162990252914,1209,1,1
2012,150162990252915,687,0,0
2012,150162990252916,648,0,0
2012,150162990252918,272,1,3
2012,150162990252919,1048,2,0
2012,150162990252920,601,2,0
2012,150162990252921,280,1,0
2012,150162990252922,461,0,1
2012,150162990252923,618,0,1
2012,150162990252924,541,0,2
2012,150162990252926,378,0,10
2012,150162990252927,424,0,8
2012,150162990252928,252,1,4
2012,150162990252930,596,2,1
2012,150162990252932,124,1,1
2012,150162990252933,584,0,2
2012,150162990252934,823,0,8
2012,150162990252935,370,0,0
2012,150162990252936,519,2,1
2012,150162990252937,302,1,1
2012,150162990252940,238,1,0
2012,150162990252941,386,1,0
2012,150162990252943,1063,0,0
2012,150162990252945,223,0,0
2012,150162990252946,436,1,2
2012,150162990252949,414,8,0
2012,150162990252951,468,0,1
2012,150162990252953,453,1,3
2012,150162990252954,289,1,3
2012,150162990252955,631,10,3
2012,150162990252956,149,0,1
2012,150162990252958,1012,0,0
2012,150162990252959,302,7,4
2012,150162990252960,299,2,3
2012,150162990252961,372,3,2
2012,150162990252963,986,0,2
2012,150162990252964,895,0,0
2012,150162990252965,708,2,0
2012,150162990252966,935,0,2
2012,150162990252967,291,0,0
2012,150162990252968,770,0,0
2012,150162990253075,236,0,1
2012,150162990253116,30,0,0
2012,150162990253157,93,0,1
2012,150162990253600,345,1,0
2012,150162990253715,116,0,0
2012,150162990253732,94,0,0
2012,150162990253735,104,0,0
2012,150162990253743,289,0,0
2012,150162990253753,208,0,0
2012,150162990253758,37,0,1
2012,150162990253760,162,3,7
2012,150162990253761,148,2,6
2012,150162990253762,277,3,0
2012,150162990253765,200,1,0
2012,150162990253781,322,5,2
2012,150162990253784,166,0,0
2012,150162990253787,212,0,0
2012,150162990253788,237,0,0
2012,150162990253789,35,0,0
2012,150162990253790,45,0,0
2012,150162990253791,28,0,0
2012,150162990253792,203,0,0
2012,150162990253793,179,0,2
2012,150162990253794,199,0,1
2012,160194240260001,622,1,1
2012,160194240261003,463,3,0
2012,160194240262002,249,5,0
2012,160194240262004,255,0,0
2012,160194240262005,282,2,0
2012,160194250260001,237,0,0
2012,160194250261001,183,0,0
2012,160194250262001,119,0,0
2012,160194250262002,213,0,0
2012,160194260260003,165,2,0
2012,160194260262001,443,7,0
2012,160194270260001,1212,7,0
2012,160194270261002,863,9,0
2012,160194270262004,292,5,0
2012,160194270262005,329,5,0
2012,160194270262006,292,2,0
2012,160194270262007,328,3,2
2012,160194270262008,465,12,2
2012,160194280260011,1743,8,10
2012,160194280261010,728,1,0
2012,160194280262005,320,0,0
2012,160194280262006,319,3,0
2012,160194280262007,375,6,0
2012,160194280262008,320,0,0
2012,160194280262009,523,9,0
2012,160194280262010,605,6,0
2012,160194280262011,363,0,0
2012,160194280262012,318,5,0
2012,160194280262014,616,2,0
2012,160194290262002,316,1,0
2012,160194300260001,735,0,1
2012,160194300261001,552,2,0
2012,160194300262003,251,2,0
2012,160194300262004,174,1,0
2012,160194300262006,229,2,1
2012,160194300262007,327,0,1
2012,160194320260003,294,1,0
2012,160194320261001,289,3,0
2012,160194320262001,300,8,2
2012,170200150260001,586,1,1
2012,170200150261002,474,1,0
2012,170200150262003,176,0,0
2012,170200150262004,273,2,0
2012,170200150262005,201,1,0
2012,170200150262006,312,2,0
2012,170200180260001,236,0,0
2012,170200180261001,119,1,0
2012,170200180262003,239,0,1
2012,170200180262005,164,0,1
2012,170530050260001,138,1,0
2012,170530050262001,359,2,0
2012,170530740270001,127,0,0
2012,170530740272001,202,0,0
2012,170530900170001,754,0,0
2012,170532300170001,289,1,2
2012,170532320022001,576,10,2
2012,170534250042001,42,0,0
2012,170534260042001,93,0,1
2012,170534290041001,418,0,0
2012,170534290042002,387,1,0
2012,170534290042004,260,0,1
2012,170534290042005,254,0,0
2012,170534350042001,182,0,1
2012,170534380042001,136,0,0
2012,170640020260003,237,1,0
2012,170640020261002,122,1,0
2012,170640020262001,488,0,0
2012,170640030260002,325,1,0
2012,170640030261001,417,3,3
2012,170640030262001,251,6,0
2012,170640040260001,425,1,1
2012,170640040262002,547,5,1
2012,170640050260001,1947,11,1
2012,170640050260002,1642,4,6
2012,170640050261002,677,2,1
2012,170640050261003,743,1,1
2012,170640050261004,894,7,0
2012,170640050261005,729,0,0
2012,170640050262002,521,2,0
2012,170640050262003,547,3,0
2012,170640050262004,124,1,0
2012,170640050262005,295,0,0
2012,170640050262007,238,4,0
2012,170640050262008,507,6,0
2012,170640050262009,272,3,0
2012,170640050262010,436,6,0
2012,170640050262012,619,4,2
2012,170640050262013,306,5,0
2012,170640050262014,159,1,0
2012,170640050262015,442,3,1
2012,170640050262016,574,4,1
2012,170640050262017,398,1,0
2012,170640050262018,679,4,0
2012,170640050262019,708,3,0
2012,170640050263001,96,3,0
2012,170640070260002,146,0,0
2012,170640070261001,89,1,0
2012,170640070262001,275,2,0
2012,170640160260009,567,6,0
2012,170640160261001,422,4,0
2012,170640160262002,356,0,1
2012,170640160262003,275,5,1
2012,170640160262006,298,2,0
2012,170640190260001,206,1,0
2012,170640190261001,119,0,0
2012,170640190262002,291,0,0
2012,170640870250001,1359,4,0
2012,170640870251002,1175,4,1
2012,170640870252003,439,4,1
2012,170640870252006,363,2,1
2012,170640870252009,533,0,2
2012,170640870252011,389,0,1
2012,170640870252012,454,0,0
