Year,RCDTS,Total_Enrolled,PBE_total,PME_total
2012,170640870252013,534,6,0
2012,170640870253001,205,0,0
2012,190220020021001,699,1,0
2012,190220020022005,250,0,0
2012,190220020022006,782,0,0
2012,190220020022007,406,1,0
2012,190220040021009,1377,9,0
2012,190220040022002,478,1,0
2012,190220040022003,544,1,0
2012,190220040022004,441,0,0
2012,190220040022005,469,0,0
2012,190220040022008,330,2,0
2012,190220040022010,364,4,0
2012,190220040022011,345,5,0
2012,190220070021004,404,0,0
2012,190220070022002,333,0,1
2012,190220070022003,354,0,0
2012,190220070023001,138,0,0
2012,190220100021001,320,0,0
2012,190220100022002,308,0,0
2012,190220100022003,308,1,1
2012,190220110021003,239,0,0
2012,190220110022001,219,0,2
2012,190220110022002,222,5,1
2012,190220120021005,251,1,0
2012,190220120022004,458,1,2
2012,190220130021001,417,3,0
2012,190220130022002,378,9,1
2012,190220130022004,428,5,0
2012,190220150021004,849,5,0
2012,190220150022001,404,1,0
2012,190220150022003,485,3,0
2012,190220150022004,445,2,0
2012,190220150022006,548,1,0
2012,190220160021004,610,0,0
2012,190220160022001,454,1,0
2012,190220160022005,440,2,0
2012,190220160022006,392,1,1
2012,190220200021001,567,6,0
2012,190220200022002,563,1,0
2012,190220200022003,461,1,2
2012,190220250021001,333,4,0
2012,190220250022002,400,5,5
2012,190220330021006,804,4,1
2012,190220330022001,669,6,1
2012,190220330022002,454,1,0
2012,190220330022004,545,0,0
2012,190220330022005,460,0,1
2012,190220330022006,536,0,0
2012,190220330022007,678,3,0
2012,190220330023001,143,0,0
2012,190220330023003,147,0,0
2012,190220340022001,138,4,0
2012,190220340022002,214,4,0
2012,190220410021009,1246,1,2
2012,190220410022001,606,12,2
2012,190220410022002,560,6,2
2012,190220410022003,657,8,0
2012,190220410022004,577,8,0
2012,190220440021009,977,9,1
2012,190220440022001,363,5,0
2012,190220440022005,404,5,1
2012,190220440022009,284,3,0
2012,190220440022010,278,3,0
2012,190220440022012,320,4,0
2012,190220440022013,499,3,1
2012,190220450021006,680,6,0
2012,190220450021007,441,3,1
2012,190220450022001,490,8,2
2012,190220450022010,387,0,1
2012,190220450022011,450,2,2
2012,190220450022013,436,7,2
2012,190220450022015,179,3,0
2012,190220450022016,281,4,0
2012,190220480021003,190,0,0
2012,190220480022001,131,3,0
2012,190220480022002,156,0,0
2012,190220530021001,153,0,0
2012,190220530022002,282,7,1
2012,190220580021014,624,3,0
2012,190220580021015,511,3,3
2012,190220580022001,275,6,0
2012,190220580022002,322,1,0
2012,190220580022003,331,9,1
2012,190220580022004,303,6,2
2012,190220580022005,398,4,1
2012,190220580022006,369,3,0
2012,190220580022007,386,2,1
2012,190220580022008,516,8,3
2012,190220580022010,435,3,0
2012,190220580022013,294,4,0
2012,190220580022014,305,6,2
2012,190220600021001,475,3,2
2012,190220600022001,474,4,1
2012,190220600022002,376,0,0
2012,190220610021004,544,12,1
2012,190220610022001,548,9,0
2012,190220610022002,533,5,1
2012,190220620021001,387,4,0
2012,190220620022002,486,2,2
2012,190220630021001,367,1,0
2012,190220630022002,375,3,0
2012,190220660021001,399,4,0
2012,190220660022002,289,4,0
2012,190220660022004,395,2,0
2012,190220680021001,615,0,0
2012,190220680022001,390,2,0
2012,190220680022002,325,2,0
2012,190220680022003,442,1,0
2012,190220680022004,355,2,0
2012,190220680022005,346,1,0
2012,190220680022006,374,3,0
2012,190220860170001,2857,5,0
2012,190220860170002,1687,9,1
2012,190220870170001,2474,15,1
2012,190220870170002,2536,8,1
2012,190220870170003,2255,11,1
2012,190220870170004,1317,7,0
2012,190220880160001,1989,11,0
2012,190220880160002,2051,13,1
2012,190220890041003,655,8,0
2012,190220890042001,345,2,1
2012,190220890042002,303,6,1
2012,190220890042004,390,5,0
2012,190220890042006,280,1,0
2012,190220930041004,647,0,0
2012,190220930042001,319,3,0
2012,190220930042004,347,1,2
2012,190220930042006,485,3,1
2012,190220930042007,364,4,0
2012,190220930042009,612,5,2
2012,190220930042010,397,5,2
2012,190220930042011,645,8,1
2012,190220940160001,2114,13,3
2012,190220990160001,2118,20,3
2012,190220990160002,2918,23,0
2012,190221000160001,1522,3,0
2012,190221080160001,2743,10,0
2012,190221800041001,285,2,0
2012,190221800042002,375,3,0
2012,190221810041002,789,8,0
2012,190221810041003,651,2,0
2012,190221810042001,264,5,0
2012,190221810042003,406,4,0
2012,190221810042004,416,1,0
2012,190221810042006,369,11,0
2012,190221810042007,404,5,0
2012,190221810042008,374,4,1
2012,190221810042009,284,1,0
2012,190222000260020,2227,19,4
2012,190222000260021,2208,20,2
2012,190222000261001,779,12,3
2012,190222000261017,694,14,0
2012,190222000261018,780,4,0
2012,190222000261020,807,12,1
2012,190222000262001,354,0,1
2012,190222000262002,329,9,0
2012,190222000262006,507,11,0
2012,190222000262007,399,13,0
2012,190222000262008,412,11,4
2012,190222000262009,403,3,0
2012,190222000262010,570,13,1
2012,190222000262011,377,9,1
2012,190222000262012,421,0,0
2012,190222000262013,379,8,3
2012,190222000262014,506,10,0
2012,190222000262016,497,10,1
2012,190222000262018,453,4,0
2012,190222000263001,220,7,1
2012,190222010260001,495,5,0
2012,190222010261004,341,2,0
2012,190222010262001,410,5,0
2012,190222010262002,183,1,1
2012,190222010263001,46,1,0
2012,190222020260001,538,5,0
2012,190222020261002,366,3,0
2012,190222020262004,429,9,0
2012,190222020262005,229,3,3
2012,190222030260001,2906,10,1
2012,190222030260013,3150,21,6
2012,190222030261009,871,6,0
2012,190222030261010,888,7,0
2012,190222030261011,622,5,1
2012,190222030261012,742,0,0
2012,190222030261013,1004,7,1
2012,190222030262002,280,1,0
2012,190222030262003,587,13,0
2012,190222030262004,570,8,0
2012,190222030262005,663,3,0
2012,190222030262006,285,2,0
2012,190222030262007,530,14,2
2012,190222030262008,581,10,4
2012,190222030262012,702,7,0
2012,190222030262013,547,5,0
2012,190222030262014,451,3,0
2012,190222030262015,507,5,3
2012,190222030262016,399,8,0
2012,190222030262017,427,9,2
2012,190222030262018,438,0,0
2012,190222030263001,362,1,0
2012,190222040260001,2563,14,0
2012,190222040260002,3969,21,3
2012,190222040260005,2568,20,0
2012,190222040261001,866,7,1
2012,190222040261002,954,7,0
2012,190222040261003,1009,8,1
2012,190222040261004,1219,10,4
2012,190222040261005,847,4,1
2012,190222040261006,1048,8,0
2012,190222040261007,1018,17,1
2012,190222040262002,465,5,0
2012,190222040262005,429,13,2
2012,190222040262006,503,5,1
2012,190222040262007,545,17,0
2012,190222040262008,689,4,0
2012,190222040262009,729,3,2
2012,190222040262010,679,10,0
2012,190222040262012,590,16,1
2012,190222040262013,541,10,1
2012,190222040262015,648,13,0
2012,190222040262016,484,7,0
2012,190222040262017,461,5,0
2012,190222040262018,769,10,1
2012,190222040262019,514,7,4
2012,190222040262020,464,5,0
2012,190222040262021,827,3,0
2012,190222040262022,775,8,1
2012,190222040262023,436,8,3
2012,190222040262024,644,10,1
2012,190222040262025,521,8,1
2012,190222040262026,475,17,2
2012,190222040263001,586,20,4
2012,190222040263003,72,0,0
2012,190222050260003,2640,13,10
2012,190222050261001,670,3,21
2012,190222050261002,454,2,7
2012,190222050261012,685,4,2
2012,190222050262002,258,10,5
2012,190222050262003,476,0,1
2012,190222050262004,559,9,0
2012,190222050262005,430,8,1
2012,190222050262006,597,6,9
2012,190222050262007,378,4,2
2012,190222050262008,336,3,1
2012,190222050262009,578,7,3
2012,190222050263001,211,6,1
2012,200240010260005,278,0,0
2012,200240010262001,498,5,0
2012,200240010262004,210,0,0
2012,200300070260001,216,0,1
2012,200300070261001,216,0,0
2012,200300070262001,369,1,1
2012,200350010260003,171,0,0
2012,200350010261001,106,0,2
2012,200350010262001,349,0,0
2012,200760010260001,161,0,0
2012,200760010262002,409,6,0
2012,200830010260001,107,0,0
2012,200830010261001,71,0,0
2012,200830010262002,260,1,0
2012,200830020260001,119,0,0
2012,200830020262002,344,0,0
2012,200830030260001,564,0,0
2012,200830030261002,445,0,0
2012,200830030262009,501,0,1
2012,200830030262010,605,2,0
2012,200830040260001,360,0,3
2012,200830040261002,255,0,0
2012,200830040262004,643,1,2
2012,200835330513101,40,0,0
2012,200930170242001,161,0,0
2012,200933480260001,531,1,0
2012,200933480261003,339,0,0
2012,200933480262003,324,4,0
2012,200933480262005,435,1,0
2012,200960060042001,187,1,0
2012,200960140042001,105,0,0
2012,200960170042001,158,0,0
2012,200961000260001,166,0,0
2012,200961000262003,89,0,1
2012,200961000262005,304,0,0
2012,200961120042001,351,0,0
2012,200961120042002,393,0,0
2012,200962000260001,155,0,0
2012,200962000261001,123,0,0
2012,200962000262002,73,0,0
2012,200962000262003,85,0,0
2012,200962250160001,414,0,0
2012,200970010260003,127,0,0
2012,200970010262002,215,0,0
2012,200970030260001,220,0,0
2012,200970030262002,399,1,1
2012,200970030262003,139,0,0
2012,200970050260001,374,1,2
2012,200970050261007,286,1,0
2012,200970050262005,203,0,2
2012,200970050262006,246,1,0
2012,200970050262007,182,2,1
2012,200970050263001,10,0,0
2012,200970050263002,80,1,0
2012,210280470041002,460,1,1
2012,210280470042001,695,2,0
2012,210280910042001,102,0,0
2012,210280990260001,261,0,1
2012,210280990261001,169,0,0
2012,210280990262001,429,0,1
2012,210281030130001,590,0,0
2012,210281150042001,226,0,1
2012,210281680260001,508,2,0
2012,210281680261002,294,2,0
2012,210281680262003,376,0,2
2012,210281680262004,530,2,0
2012,210281740260001,96,0,0
2012,210281740262001,256,0,0
2012,210281880260001,165,0,0
2012,210281880261001,90,0,0
2012,210281880262003,396,0,0
2012,210281960260001,219,0,0
2012,210281960261001,181,2,0
2012,210281960262001,337,0,0
2012,211000010260001,329,0,0
2012,211000010262002,440,0,0
2012,211000010262003,323,0,0
2012,211000010262004,110,0,0
2012,211000020260001,1113,0,0
2012,211000020261002,772,1,2
2012,211000020262003,245,0,0
2012,211000020262004,310,2,0
2012,211000020262005,618,3,2
2012,211000020262007,357,0,0
2012,211000020262010,595,4,1
2012,211000030260001,142,0,0
2012,211000030262001,303,0,0
2012,211000040260001,737,3,0
2012,211000040261001,567,2,0
2012,211000040262008,501,7,1
2012,211000040262010,727,3,0
2012,211000050260001,508,2,0
2012,211000050261001,619,3,2
2012,211000050262001,827,5,2
2012,211000050263101,118,0,0
2012,220290010260001,115,0,0
2012,220290010261001,77,0,0
2012,220290010262001,200,0,0
2012,220290020260001,110,0,0
2012,220290020261001,48,0,0
2012,220290020262006,220,1,1
2012,220290030260001,152,0,0
2012,220290030261001,79,0,0
2012,220290030262003,285,0,0
2012,220290040260001,136,4,0
2012,220290040261001,66,1,0
2012,220290040262005,205,0,1
2012,220290660250001,735,3,2
2012,220290660251002,792,1,0
2012,220290660252003,436,3,0
2012,220290660252008,214,5,0
2012,220290660252009,448,3,1
2012,220290970262002,289,0,0
2012,220290970262003,235,0,0
2012,220291760260001,53,0,0
2012,220291760262003,193,1,0
2012,220850050260001,335,1,0
2012,220850050261002,360,2,0
2012,220850050262001,259,2,0
2012,220850050262002,247,1,0
2012,240320010260001,659,7,2
2012,240320010261002,475,1,2
2012,240320010262003,323,5,0
2012,240320010262004,326,1,1
2012,240320010262005,297,4,1
2012,240320540021006,381,2,0
2012,240320540022004,836,6,1
2012,240320730170001,211,0,0
2012,240320740032001,99,2,0
2012,240320750022001,175,2,0
2012,240321010160001,981,6,1
2012,240321110160001,2552,9,1
2012,240322010041002,866,8,1
2012,240322010042001,485,9,0
2012,240322010042002,879,6,4
2012,240322010042003,474,5,1
2012,240322010042004,639,11,4
2012,240322010042005,446,12,1
2012,240322010042006,275,6,0
2012,240470180160001,181,2,0
2012,240470660041001,94,0,0
2012,240470660042001,123,2,0
2012,240470880260001,632,0,0
2012,240470880261001,367,0,1
2012,240470880262002,520,2,3
2012,240470880262003,339,2,1
2012,240470880262004,533,0,2
2012,240470900042001,115,4,1
2012,240471150260001,1664,9,3
2012,240471150261001,840,7,1
2012,240471150262002,503,11,3
2012,240471150262003,182,7,1
2012,240471150262004,214,1,0
2012,240471150262005,602,7,0
2012,240471150262007,524,9,2
2012,240471150262008,607,9,0
2012,240471150262009,488,12,0
2012,240473080260001,2547,6,3
2012,240473080260002,2089,6,0
2012,240473080261002,1010,9,0
2012,240473080261003,986,3,6
2012,240473080261004,617,4,0
2012,240473080261005,831,2,0
2012,240473080261006,561,3,0
2012,240473080262003,587,2,0
2012,240473080262004,514,4,3
2012,240473080262005,558,6,0
2012,240473080262006,397,4,0
2012,240473080262007,673,5,2
2012,240473080262008,665,7,0
2012,240473080262009,671,5,0
2012,240473080262010,747,2,1
2012,240473080262011,593,4,2
2012,240473080262012,626,10,0
2012,240473080262013,651,4,1
2012,240473080262014,675,16,0
2012,240473080262015,665,9,0
2012,240473080262016,478,2,1
2012,240473080263001,513,3,0
2012,240473080263002,40,0,0
2012,250330100260002,515,2,0
2012,250330100262002,172,1,1
2012,250330100262004,509,2,1
2012,250330100263001,78,0,0
2012,250410010260001,92,0,0
2012,250410010262002,241,0,4
2012,250410020042001,343,1,0
2012,250410030042001,294,0,0
2012,250410040042001,322,2,0
2012,250410050042001,97,1,0
2012,250410050042002,89,0,0
2012,250410060042001,73,0,0
2012,250410070042001,126,0,0
2012,250410080042001,110,1,0
2012,250410120042001,53,0,0
2012,250410790022001,254,0,0
2012,250410800021001,444,2,0
2012,250410800022002,305,3,0
2012,250410800022008,670,5,1
2012,250410800023002,322,0,0
2012,250410820022001,137,0,0
2012,250410990042001,65,0,0
2012,250411140042001,265,0,0
2012,250412040170001,128,0,0
2012,250412050160001,184,0,0
2012,260343070160001,430,1,0
2012,260343160260001,213,0,0
2012,260343160262003,249,0,0
2012,260343170041006,164,4,0
2012,260343170042005,272,0,0
2012,260343250261001,111,0,0
2012,260343250262002,165,10,0
2012,260343270042002,202,0,0
2012,260343280240001,238,3,0
2012,260343280242004,344,3,0
2012,260343370260001,229,0,0
2012,260343370262006,325,0,0
2012,260343470041001,74,0,0
2012,260343470042005,155,1,1
2012,260621030260001,196,0,0
2012,260621700260001,206,2,0
2012,260621700261002,204,1,0
2012,260621700262003,418,3,1
2012,260621850260001,557,1,1
2012,260621850261001,313,0,1
2012,260621850262004,605,8,1
2012,260621850262008,437,2,3
2012,260621850263001,130,1,0
2012,270000000003102,17,0,0
2012,270000000003105,19,2,0
2012,270362350260001,299,3,0
2012,270362350261001,210,1,2
2012,270362350262001,339,5,2
2012,270362350263001,64,2,0
2012,270664040260001,410,5,0
2012,270664040261001,201,3,0
2012,270664040262001,349,7,2
2012,270664040262002,221,5,1
2012,270664040262003,188,9,0
2012,270942380260001,528,0,1
2012,270942380261001,235,1,3
2012,270942380262001,232,2,0
2012,270942380262002,398,0,0
2012,270942380262005,362,0,2
2012,270943040260001,291,1,0
2012,270943040261001,242,0,0
2012,270943040262001,242,0,0
2012,270943040262002,190,0,0
2012,280060170042001,77,0,0
2012,280060840042001,82,0,0
2012,280060920022001,14,0,0
2012,280060980022001,50,0,0
2012,280060990042001,222,0,0
2012,280060990042002,567,2,0
2012,280061030220001,113,0,0
2012,280061030222001,373,0,0
2012,280061150021001,364,1,0
2012,280061150022004,245,2,0
2012,280061150022005,233,3,1
2012,280061150022006,252,2,0
2012,280061150023001,160,1,1
2012,280063030260001,87,0,0
2012,280063030262003,80,2,0
2012,280063030262004,112,0,1
2012,280063400260001,342,3,0
2012,280063400261001,242,1,0
2012,280063400262001,415,2,0
2012,280063400262005,160,2,0
2012,280065000150001,552,5,0
2012,280065020170001,387,2,0
2012,280065050160001,32,0,0
2012,280371900022001,494,2,0
2012,280372230260001,320,2,0
2012,280372230261003,265,0,0
2012,280372230262002,486,6,1
2012,280372240260001,276,0,0
2012,280372240262004,321,2,0
2012,280372250260001,219,0,0
2012,280372250262003,176,0,0
2012,280372260260001,122,1,0
2012,280372260262002,276,2,1
2012,280372270260002,201,2,0
2012,280372270262001,306,6,0
2012,280372280260001,854,5,2
2012,280372280261002,623,6,3
2012,280372280262003,429,10,1
2012,280372280262004,353,4,4
2012,280372280262005,396,7,2
2012,280372290260001,483,2,1
2012,280372290261001,292,0,0
2012,280372290262002,366,1,0
2012,280372290262004,270,2,1
2012,280372290262005,247,0,0
2012,280372290262007,102,0,0
2012,280372290263003,216,1,0
2012,280372300260002,325,0,0
2012,280372300262001,346,0,0
2012,280880010261001,72,0,0
2012,280880010262001,135,0,0
2012,280881000260001,278,0,0
2012,280881000261001,185,1,0
2012,280881000262002,350,3,1
2012,300390950021004,415,5,0
2012,300390950022003,295,2,0
2012,300390950022005,408,3,0
2012,300390950022008,297,5,0
2012,300391300042001,241,2,0
2012,300391400042001,694,9,7
2012,300391650160001,1049,13,1
2012,300391760260001,289,0,0
2012,300391760261001,228,2,0
2012,300391760262008,506,1,0
2012,300391860260001,596,5,0
2012,300391860261002,522,4,0
2012,300391860262009,466,4,0
2012,300391860262010,486,2,2
2012,300391860263001,17,0,0
2012,300391960260001,151,0,0
2012,300391960261002,116,0,0
2012,300391960262003,122,0,0
2012,300391960262004,86,0,0
2012,300730050022001,116,0,0
2012,300730500022001,306,0,0
2012,300730500022002,284,0,0
2012,300731010160001,439,0,1
2012,300732040042001,160,0,0
2012,300733000260001,446,0,2
2012,300733000262002,417,0,0
2012,300733000262003,676,0,1
2012,310450460220001,2472,0,0
2012,310450460220002,1961,4,1
2012,310450460220003,2082,6,3
2012,310450460220004,2661,9,0
2012,310450460220005,2706,10,1
2012,310450460221003,476,3,0
2012,310450460221004,919,2,0
2012,310450460221005,667,1,0
2012,310450460221006,680,5,0
2012,310450460221007,699,1,0
2012,310450460221008,824,1,2
2012,310450460221009,1071,5,1
2012,310450460221045,635,1,2
2012,310450460222006,654,2,0
2012,310450460222007,721,6,2
2012,310450460222008,595,3,0
2012,310450460222009,606,5,3
2012,310450460222010,533,2,0
2012,310450460222011,618,2,0
2012,310450460222012,498,2,0
2012,310450460222013,571,0,0
2012,310450460222015,427,0,0
2012,310450460222016,511,0,0
2012,310450460222017,517,0,0
2012,310450460222019,490,2,1
2012,310450460222020,511,0,0
2012,310450460222021,610,2,0
2012,310450460222022,678,0,0
2012,310450460222023,438,1,0
2012,310450460222024,493,0,0
2012,310450460222025,397,0,1
2012,310450460222026,434,2,0
2012,310450460222027,522,1,0
2012,310450460222028,649,1,0
2012,310450460222029,470,0,0
2012,310450460222031,515,1,0
2012,310450460222032,524,0,0
2012,310450460222034,349,2,1
2012,310450460222036,444,1,0
2012,310450460222037,452,10,3
2012,310450460222038,378,4,1
2012,310450460222042,503,3,3
2012,310450460222043,541,2,0
2012,310450460222044,692,0,0
2012,310450460222047,478,10,0
2012,310450460222048,389,5,1
2012,310450460222049,550,1,0
2012,310450460222050,742,4,1
2012,310450460222051,429,0,0
2012,310450460222052,661,1,1
2012,310450460222053,710,7,0
2012,310450460222054,680,4,0
2012,310450460222055,496,2,0
2012,310450460222056,687,6,0
2012,310450460223036,186,0,0
2012,310450460223049,263,1,2
2012,310451010220001,1990,10,5
2012,310451010221002,1500,17,1
2012,310451010222003,455,6,0
2012,310451010222005,455,9,0
2012,310451010222006,452,3,0
2012,310451010222007,476,6,1
2012,310451010222009,494,1,2
2012,310451010222010,405,4,1
2012,310451290220001,3588,7,2
2012,310451290221003,815,1,0
2012,310451290221004,562,4,0
2012,310451290221005,689,0,0
2012,310451290221006,788,1,0
2012,310451290222005,600,2,0
2012,310451290222006,443,2,1
2012,310451290222007,632,0,0
2012,310451290222008,642,0,1
2012,310451290222009,585,1,0
2012,310451290222011,660,0,0
2012,310451290222012,315,0,1
2012,310451290222014,552,7,0
2012,310451290222015,546,1,0
2012,310451290222017,694,12,0
2012,310451290223017,103,3,0
2012,310451290223020,378,1,0
2012,310451310220001,3466,3,0
2012,310451310221002,1075,1,0
2012,310451310221003,1007,0,0
2012,310451310221004,1079,0,0
2012,310451310222004,930,0,1
2012,310451310222005,916,0,1
2012,310451310222006,394,0,0
2012,310451310222007,555,0,0
2012,310451310222008,691,0,0
2012,310451310222009,730,0,0
2012,310451310222010,872,0,0
2012,310451310222011,393,0,0
2012,310451310222012,350,1,0
2012,310451310222013,782,0,0
2012,310451310222014,533,2,0
2012,310451310222015,543,0,0
2012,310451310223001,190,0,0
2012,310451310223002,156,0,0
2012,310453000260002,2466,9,5
2012,310453000260003,1188,8,2
2012,310453000260004,2209,13,4
2012,310453000261001,741,1,0
2012,310453000261004,485,6,0
2012,310453000261005,944,10,2
2012,310453000261008,801,5,0
2012,310453000262001,606,8,2
2012,310453000262002,852,8,2
2012,310453000262003,541,11,5
2012,310453000262009,440,2,0
2012,310453000262010,444,6,0
2012,310453000262012,753,1,0
2012,310453000262013,357,3,0
2012,310453000262015,511,3,0
2012,310453000262016,404,0,1
2012,310453000262018,520,3,1
2012,310453000262019,540,10,0
2012,310453000262020,436,4,2
2012,310453000262021,644,0,0
2012,310453000262022,843,2,0
2012,310453000262023,1511,15,7
2012,310453000262025,504,7,0
2012,310453000262026,847,11,0
2012,310453000263001,262,2,1
2012,310453000263002,52,0,0
2012,310453010260001,1090,5,1
2012,310453010261001,250,1,0
2012,310453010261002,519,3,3
2012,310453010262003,283,8,1
2012,310453010262004,188,9,2
2012,310453010262006,628,2,1
2012,310453010262007,536,5,0
2012,310453020260001,1360,7,0
2012,310453020261001,1093,12,1
2012,310453020262007,620,17,4
2012,310453020262008,587,14,1
2012,310453020262009,480,26,4
2012,310453020262010,622,12,1
2012,310453030260011,2505,9,0
2012,310453030260012,2092,14,1
2012,310453030261010,1136,10,1
2012,310453030261011,883,8,0
2012,310453030261012,1265,9,0
2012,310453030262001,428,6,0
2012,310453030262002,464,16,1
2012,310453030262003,280,7,0
2012,310453030262005,452,13,0
2012,310453030262006,481,5,0
2012,310453030262008,436,8,1
2012,310453030262009,516,9,0
2012,310453030262010,565,4,0
2012,310453030262011,438,3,0
2012,310453030262012,494,7,2
2012,310453030262013,547,3,0
2012,310453030262014,465,8,2
2012,310453040260001,2010,25,5
2012,310453040261002,719,10,6
2012,310453040261003,710,10,2
2012,310453040262001,462,8,1
2012,310453040262003,539,8,0
2012,310453040262004,430,9,2
2012,310453040262006,285,0,1
2012,310453040262007,396,12,3
2012,310453040262008,329,3,0
2012,310453040263001,81,1,1
2012,320380030260001,125,2,0
2012,320380030261001,57,0,0
2012,320380030262002,201,2,0
2012,320380040260001,342,0,0
2012,320380040261002,319,0,0
2012,320380040262003,397,3,2
2012,320380040263001,70,0,0
2012,320380060260001,112,0,0
2012,320380060261001,61,0,0
2012,320380060262001,111,0,0
2012,320380090260001,390,0,0
2012,320380090261002,274,1,0
2012,320380090262003,153,1,0
2012,320380090262004,164,2,0
2012,320380090262007,159,0,0
2012,320380100260001,275,0,3
2012,320380100261001,207,0,1
2012,320380100262002,239,0,1
2012,320380100262004,148,0,0
2012,320382330170001,195,0,0
2012,320382490262001,98,5,0
2012,320382800042001,451,2,2
2012,320460010260003,370,1,0
2012,320460010261002,366,2,0
2012,320460010262001,82,1,0
2012,320460010262004,340,2,0
2012,320460020260001,624,1,1
2012,320460020262002,360,4,0
2012,320460020262003,609,1,3
2012,320460020262004,169,0,0
2012,320460020262006,107,0,1
2012,320460050260005,734,0,0
2012,320460050261004,682,8,0
2012,320460050262003,615,4,5
2012,320460050262004,269,0,4
2012,320460060260001,168,4,0
2012,320460060262002,384,1,4
2012,320460530021001,576,3,0
2012,320460530022001,276,2,1
2012,320460530022002,307,2,0
2012,320460530022003,493,1,0
2012,320460530022004,366,0,1
2012,320460530022005,539,0,2
2012,320460610021001,514,0,0
2012,320460610022002,647,7,5
2012,320460610022003,505,0,2
2012,320461110250014,1212,0,0
2012,320461110251008,656,3,0
2012,320461110252002,191,1,0
2012,320461110252003,221,4,0
2012,320461110252005,228,0,0
2012,320461110252009,344,2,0
2012,320461110252010,496,6,1
2012,320461110252011,432,2,0
2012,320461110252013,313,5,0
2012,320461110252015,640,4,0
2012,320461110252016,536,2,0
2012,320461110253001,23,0,0
2012,320462560042001,355,1,3
2012,320462580042001,514,1,0
2012,320462590042001,280,0,1
2012,320463020160001,277,2,0
2012,320463070160001,2062,4,5
2012,330482020260001,334,0,0
2012,330482020261002,348,2,1
2012,330482020262002,477,8,1
2012,330482050260023,1357,1,0
2012,330482050261021,521,0,1
2012,330482050261022,474,1,0
2012,330482050262015,453,5,1
2012,330482050262017,361,4,0
2012,330482050262018,368,1,0
2012,330482050262020,428,5,3
2012,330482050262021,339,4,0
2012,330482050262022,112,2,1
2012,330482050263001,237,2,0
2012,330482080260001,234,0,0
2012,330482080261001,95,0,0
2012,330482080262001,214,0,1
2012,330482080262003,146,0,0
2012,330482100260001,94,0,0
2012,330482100261001,61,0,0
2012,330482100262003,151,0,0
2012,330482170260001,218,0,0
2012,330482170261002,153,1,0
2012,330482170262003,296,1,0
2012,340490010021003,295,4,1
2012,340490010022002,290,3,0
2012,340490030041006,868,2,0
2012,340490030042002,330,1,0
2012,340490030042004,359,3,0
2012,340490030042005,350,0,0
2012,340490030042006,473,0,1
2012,340490060021001,546,0,0
2012,340490060022002,165,1,1
2012,340490060022005,518,0,0
2012,340490060022006,535,0,0
2012,340490060022007,362,2,0
2012,340490060022008,368,0,0
2012,340490060023001,275,1,0
2012,340490240042001,934,11,4
2012,340490240042002,555,4,2
2012,340490330022001,319,2,0
2012,340490340041002,1032,7,0
2012,340490340042001,395,7,0
2012,340490340042004,465,6,1
2012,340490340042005,453,5,2
2012,340490340042006,764,13,0
2012,340490370021001,482,0,0
2012,340490370022003,444,1,0
2012,340490380021001,584,5,0
2012,340490380022001,606,2,0
2012,340490380022002,609,4,2
2012,340490410041004,758,5,2
2012,340490410042001,605,3,2
2012,340490410042002,497,6,0
2012,340490410042003,549,4,1
2012,340490410042004,526,0,0
2012,340490460041001,766,2,1
2012,340490460041002,347,6,0
2012,340490460042001,406,0,1
2012,340490460042003,406,4,0
2012,340490460042004,390,1,1
2012,340490460042005,720,3,0
2012,340490460042006,394,2,0
2012,340490460042007,478,4,1
2012,340490460043001,118,1,0
2012,340490500041004,2341,0,0
2012,340490500042003,1462,5,0
2012,340490500042005,756,1,2
2012,340490500042006,2008,10,2
2012,340490560021002,599,0,0
2012,340490560022001,540,3,0
2012,340490560022002,607,8,2
2012,340490560022003,430,2,3
2012,340490600260022,4047,2,2
2012,340490600261001,627,1,0
2012,340490600261002,909,4,0
2012,340490600261003,646,1,0
2012,340490600261004,760,0,0
2012,340490600261005,746,0,0
2012,340490600262004,661,0,0
2012,340490600262005,292,1,1
2012,340490600262006,474,3,0
2012,340490600262007,745,2,0
2012,340490600262008,513,0,0
2012,340490600262009,667,0,1
2012,340490600262010,316,2,4
2012,340490600262011,311,0,0
2012,340490600262013,603,1,1
2012,340490600262014,558,0,1
2012,340490600262015,433,3,0
2012,340490600262016,642,0,0
2012,340490600262017,528,1,1
2012,340490600262018,594,0,0
2012,340490600262021,617,0,0
2012,340490600263007,214,0,0
2012,340490600263008,342,0,0
2012,340490600263009,176,0,0
2012,340490650021003,325,3,0
2012,340490650022006,546,12,1
2012,340490670051003,555,3,0
2012,340490670052001,338,7,0
2012,340490670052004,323,3,0
2012,340490670052005,254,1,3
2012,340490670052007,489,2,0
2012,340490680022001,832,2,0
2012,340490700021005,986,4,2
2012,340490700022002,528,6,4
2012,340490700022004,405,3,0
2012,340490700022006,290,0,0
2012,340490700022007,268,3,0
2012,340490720022001,153,1,0
2012,340490730041001,642,1,0
2012,340490730042001,632,0,0
2012,340490730042002,491,1,2
2012,340490730042004,685,3,1
2012,340490730042006,510,8,0
2012,340490730042007,612,3,0
2012,340490730042008,439,2,2
2012,340490750021004,647,0,1
2012,340490750022003,519,3,1
2012,340490750022005,540,8,1
2012,340490760021003,460,2,0
2012,340490760022003,342,2,0
2012,340490760022004,328,1,0
