SCHOOL YEAR,DATE OF REPORT,COUNTY,STATE DISTRICT ID,DISTRICT NAME,STATE LOCATION ID,LOCATION NAME,SCHOOL TYPE,SUBGROUP CODE,SUBGROUP NAME,Enrollment,PK (HALF DAY),PK (FULL DAY),KG (HALF DAY),KG (FULL DAY),GRADE 1,GRADE 2,GRADE 3,GRADE 4,GRADE 5,GRADE 6,UNGRADED (ELEMENTARY),GRADE 7,GRADE 8,GRADE 9,GRADE 10,GRADE 11,GRADE 12,UNGRADED (SECONDARY)
2016-17,10/2/2017,ALBANY,010402060000,RAVENA COEYMANS,010402060001,RAVENA-COEYMANS-SELKIRK SR HS,PUBLIC,01,All Students,542,0,0,0,0,0,0,0,0,0,0,0,0,0,128,152,130,129,3
2016-17,10/2/2017,ALBANY,010402060000,RAVENA COEYMANS,010402060002,ALBERTUS W BECKER SCHOOL,PUBLIC,01,All Students,414,36,0,0,65,65,59,63,69,57,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010402060000,RAVENA COEYMANS,010402060003,PIETER B COEYMANS SCHOOL,PUBLIC,01,All Students,464,35,0,0,69,74,61,81,66,78,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010402060000,RAVENA COEYMANS,010402060008,RAVENA-COEYMANS-SELKIRK MID SCH,PUBLIC,01,All Students,418,0,0,0,0,0,0,0,0,0,128,0,134,156,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010500010000,COHOES,010500010005,ABRAM LANSING SCHOOL,PUBLIC,01,All Students,378,0,0,0,75,69,70,47,58,59,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010500010000,COHOES,010500010006,VAN SCHAICK ISLAND SCHOOL,PUBLIC,01,All Students,142,0,0,0,32,18,31,21,17,19,0,4,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010500010000,COHOES,010500010007,COHOES HIGH SCHOOL,PUBLIC,01,All Students,530,0,0,0,0,0,0,0,0,0,0,0,0,0,152,133,116,115,14
2016-17,10/2/2017,ALBANY,010500010000,COHOES,010500010008,COHOES MIDDLE SCHOOL,PUBLIC,01,All Students,417,0,0,0,0,0,0,0,0,0,135,1,127,147,0,0,0,0,7
2016-17,10/2/2017,ALBANY,010500010000,COHOES,010500010009,HARMONY HILL SCHOOL,PUBLIC,01,All Students,431,0,0,0,69,78,72,73,76,63,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010601060000,SOUTH COLONIE,010601060003,ROESSLEVILLE SCHOOL,PUBLIC,01,All Students,439,72,0,0,70,80,75,70,72,0,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010601060000,SOUTH COLONIE,010601060005,SADDLEWOOD ELEMENTARY SCHOOL,PUBLIC,01,All Students,388,72,0,0,55,66,62,68,65,0,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010601060000,SOUTH COLONIE,010601060006,SHAKER ROAD ELEMENTARY SCHOOL,PUBLIC,01,All Students,350,0,0,0,72,73,72,69,64,0,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010601060000,SOUTH COLONIE,010601060008,COLONIE CENTRAL HIGH SCHOOL,PUBLIC,01,All Students,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,374,375,421,371,16
2016-17,10/2/2017,ALBANY,010601060000,SOUTH COLONIE,010601060010,FOREST PARK ELEMENTARY SCHOOL,PUBLIC,01,All Students,294,0,0,0,65,59,57,53,57,0,0,3,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010601060000,SOUTH COLONIE,010601060011,VEEDER ELEMENTARY SCHOOL,PUBLIC,01,All Students,439,0,0,0,88,89,95,80,87,0,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010601060000,SOUTH COLONIE,010601060012,SAND CREEK MIDDLE SCHOOL,PUBLIC,01,All Students,804,0,0,0,0,0,0,0,0,204,194,9,205,182,0,0,0,0,10
2016-17,10/2/2017,ALBANY,010601060000,SOUTH COLONIE,010601060013,LISHA KILL MIDDLE SCHOOL,PUBLIC,01,All Students,618,0,0,0,0,0,0,0,0,152,141,1,158,166,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010615020000,MENANDS,010615020001,MENANDS SCHOOL,PUBLIC,01,All Students,254,0,0,0,42,29,35,23,31,21,33,0,22,18,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010623060000,NORTH COLONIE CSD,010623060002,BLUE CREEK SCHOOL,PUBLIC,01,All Students,499,0,0,0,65,67,78,77,61,74,77,0,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010623060000,NORTH COLONIE CSD,010623060003,BOGHT HILLS SCHOOL,PUBLIC,01,All Students,522,0,0,0,59,65,76,83,79,75,85,0,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010623060000,NORTH COLONIE CSD,010623060004,FORTS FERRY SCHOOL,PUBLIC,01,All Students,493,0,0,0,66,67,78,70,64,67,81,0,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010623060000,NORTH COLONIE CSD,010623060006,LATHAM RIDGE SCHOOL,PUBLIC,01,All Students,492,0,0,0,67,76,76,64,67,72,70,0,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010623060000,NORTH COLONIE CSD,010623060007,LOUDONVILLE SCHOOL,PUBLIC,01,All Students,309,0,0,0,41,40,46,47,53,37,45,0,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010623060000,NORTH COLONIE CSD,010623060008,SOUTHGATE SCHOOL,PUBLIC,01,All Students,398,0,0,0,64,58,43,43,48,59,63,15,0,0,0,0,0,0,5
2016-17,10/2/2017,ALBANY,010623060000,NORTH COLONIE CSD,010623060009,SHAKER JUNIOR HIGH SCHOOL,PUBLIC,01,All Students,875,0,0,0,0,0,0,0,0,0,0,0,427,442,0,0,0,0,6
2016-17,10/2/2017,ALBANY,010623060000,NORTH COLONIE CSD,010623060010,SHAKER HIGH SCHOOL,PUBLIC,01,All Students,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,483,491,499,445,38
2016-17,10/2/2017,ALBANY,010701030000,GREEN ISLAND,010701030001,HEATLY SCHOOL,PUBLIC,01,All Students,330,0,20,0,29,24,16,28,29,26,24,0,26,26,32,19,13,18,0
2016-17,10/2/2017,ALBANY,010802060000,GUILDERLAND,010802060001,ALTAMONT ELEMENTARY SCHOOL,PUBLIC,01,All Students,287,0,0,0,51,47,44,31,56,47,0,11,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010802060000,GUILDERLAND,010802060003,GUILDERLAND ELEMENTARY SCHOOL,PUBLIC,01,All Students,526,0,0,0,85,82,91,90,87,91,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010802060000,GUILDERLAND,010802060004,WESTMERE ELEMENTARY SCHOOL,PUBLIC,01,All Students,478,0,0,0,82,69,92,85,76,74,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010802060000,GUILDERLAND,010802060005,GUILDERLAND HIGH SCHOOL,PUBLIC,01,All Students,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,384,351,414,401,20
2016-17,10/2/2017,ALBANY,010802060000,GUILDERLAND,010802060007,LYNNWOOD ELEMENTARY SCHOOL,PUBLIC,01,All Students,397,0,0,0,58,64,72,69,67,67,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,010802060000,GUILDERLAND,010802060008,FARNSWORTH MIDDLE SCHOOL,PUBLIC,01,All Students,1167,0,0,0,0,0,0,0,0,0,363,13,388,401,0,0,0,0,2
2016-17,10/2/2017,ALBANY,010802060000,GUILDERLAND,010802060009,PINE BUSH ELEMENTARY SCHOOL,PUBLIC,01,All Students,389,0,0,0,74,62,72,65,44,72,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,011003060000,VOORHEESVILLE,011003060001,VOORHEESVILLE ELEMENTARY SCHOOL,PUBLIC,01,All Students,511,0,0,0,110,81,80,66,108,66,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,011003060000,VOORHEESVILLE,011003060002,CLAYTON A BOUTON HIGH SCHOOL,PUBLIC,01,All Students,396,0,0,0,0,0,0,0,0,0,0,0,0,0,95,101,104,96,0
2016-17,10/2/2017,ALBANY,011003060000,VOORHEESVILLE,011003060003,VOORHEESVILLE MIDDLE SCHOOL,PUBLIC,01,All Students,269,0,0,0,0,0,0,0,0,0,99,0,90,80,0,0,0,0,0
2016-17,10/2/2017,ALBANY,011200010000,WATERVLIET,011200010002,WATERVLIET ELEMENTARY SCHOOL,PUBLIC,01,All Students,659,0,0,0,103,106,94,106,79,86,83,2,0,0,0,0,0,0,0
2016-17,10/2/2017,ALBANY,011200010000,WATERVLIET,011200010010,WATERVLIET JUNIOR-SENIOR HIGH SCHOOL,PUBLIC,01,All Students,590,0,0,0,0,0,0,0,0,0,0,0,91,117,107,89,83,99,4
2016-17,10/2/2017,ALLEGANY,020101040000,ALFRED ALMOND,020101040001,ALFRED-ALMOND ELEMENTARY SCHOOL,PUBLIC,01,All Students,332,0,18,0,44,43,39,42,49,43,53,1,0,0,0,0,0,0,0
2016-17,10/2/2017,ALLEGANY,020101040000,ALFRED ALMOND,020101040002,ALFRED-ALMOND JUNIOR-SENIOR HIGH SCH,PUBLIC,01,All Students,298,0,0,0,0,0,0,0,0,0,0,0,55,45,52,48,48,43,7
2016-17,10/2/2017,ALLEGANY,020601040000,ANDOVER,020601040001,ANDOVER SCHOOL,PUBLIC,01,All Students,316,21,0,0,21,20,29,23,17,26,24,2,21,19,25,19,22,27,0
2016-17,10/2/2017,ALLEGANY,020702040000,GENESEE VALLEY CSD,020702040001,GENESEE VALLEY CENTRAL SCHOOL,PUBLIC,01,All Students,543,13,18,0,36,42,31,35,42,32,38,6,27,53,41,39,38,44,8
2016-17,10/2/2017,ALLEGANY,020801040000,BELFAST,020801040001,BELFAST SCHOOL,PUBLIC,01,All Students,352,21,0,0,17,29,30,28,31,21,26,0,27,34,22,20,23,22,1
2016-17,10/2/2017,ALLEGANY,021102040000,CANASERAGA,021102040001,CANASERAGA SCHOOL,PUBLIC,01,All Students,251,0,19,0,14,20,18,18,16,21,14,4,21,24,21,13,18,10,0
2016-17,10/2/2017,ALLEGANY,021601040000,FRIENDSHIP,021601040004,FRIENDSHIP CENTRAL SCHOOL,PUBLIC,01,All Students,326,18,0,0,19,26,25,23,22,31,25,0,20,21,25,29,22,19,1
2016-17,10/2/2017,ALLEGANY,022001040000,FILLMORE,022001040001,FILLMORE CENTRAL SCHOOL,PUBLIC,01,All Students,654,35,0,0,53,55,47,47,41,50,50,3,49,42,49,46,43,40,4
2016-17,10/2/2017,ALLEGANY,022101040000,WHITESVILLE,022101040001,WHITESVILLE CENTRAL SCHOOL,PUBLIC,01,All Students,232,12,0,0,18,16,17,11,15,11,13,1,18,26,14,17,13,26,4
2016-17,10/2/2017,ALLEGANY,022302040000,CUBA-RUSHFORD,022302040001,CUBA-RUSHFORD HIGH SCHOOL,PUBLIC,01,All Students,255,0,0,0,0,0,0,0,0,0,0,0,0,0,69,67,63,56,0
2016-17,10/2/2017,ALLEGANY,022302040000,CUBA-RUSHFORD,022302040002,CUBA-RUSHFORD ELEMENTARY SCHOOL,PUBLIC,01,All Students,376,33,0,0,56,58,62,58,53,56,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,ALLEGANY,022302040000,CUBA-RUSHFORD,022302040004,CUBA-RUSHFORD MIDDLE SCHOOL,PUBLIC,01,All Students,178,0,0,0,0,0,0,0,0,0,46,0,67,65,0,0,0,0,0
2016-17,10/2/2017,ALLEGANY,022401040000,SCIO,022401040003,SCIO CENTRAL SCHOOL,PUBLIC,01,All Students,336,19,0,0,24,22,19,28,23,22,27,1,24,28,28,27,24,20,0
2016-17,10/2/2017,ALLEGANY,022601060000,WELLSVILLE,022601060004,WELLSVILLE SECONDARY SCHOOL,PUBLIC,01,All Students,684,0,0,0,0,0,0,0,0,0,92,0,95,90,91,110,101,86,19
2016-17,10/2/2017,ALLEGANY,022601060000,WELLSVILLE,022601060005,WELLSVILLE ELEMENTARY SCHOOL,PUBLIC,01,All Students,581,0,54,0,95,79,91,86,82,91,0,3,0,0,0,0,0,0,0
2016-17,10/2/2017,ALLEGANY,022902040000,BOLIVAR-RICHBURG,022902040001,BOLIVAR-RICHBURG JUNIOR-SENIOR HS,PUBLIC,01,All Students,413,0,0,0,0,0,0,0,0,0,65,0,60,59,57,51,57,61,3
2016-17,10/2/2017,ALLEGANY,022902040000,BOLIVAR-RICHBURG,022902040002,BOLIVAR-RICHBURG ELEMENTARY SCHOOL,PUBLIC,01,All Students,362,40,0,0,60,44,55,50,51,61,0,0,0,1,0,0,0,0,0
2016-17,10/2/2017,BROOME,030101060000,CHENANGO FORKS,030101060001,CHENANGO FORKS ELEMENTARY SCHOOL,PUBLIC,01,All Students,708,63,0,0,109,99,97,108,124,108,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,030101060000,CHENANGO FORKS,030101060003,CHENANGO FORKS HIGH SCHOOL,PUBLIC,01,All Students,487,0,0,0,0,0,0,0,0,0,0,0,0,0,113,126,135,113,0
2016-17,10/2/2017,BROOME,030101060000,CHENANGO FORKS,030101060004,CHENANGO FORKS MIDDLE SCHOOL,PUBLIC,01,All Students,350,0,0,0,0,0,0,0,0,0,121,0,103,126,0,0,0,0,0
2016-17,10/2/2017,BROOME,030200010000,BINGHAMTON,030200010002,CALVIN COOLIDGE SCHOOL,PUBLIC,01,All Students,334,0,18,0,55,48,43,70,48,51,0,1,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,030200010000,BINGHAMTON,030200010005,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,PUBLIC,01,All Students,518,33,34,0,76,68,86,73,71,76,0,1,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,030200010000,BINGHAMTON,030200010008,THOMAS JEFFERSON SCHOOL,PUBLIC,01,All Students,307,0,0,0,55,46,47,51,56,52,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,030200010000,BINGHAMTON,030200010011,MACARTHUR SCHOOL,PUBLIC,01,All Students,457,24,0,0,72,86,77,68,64,61,0,5,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,030200010000,BINGHAMTON,030200010012,THEODORE ROOSEVELT SCHOOL,PUBLIC,01,All Students,399,0,17,0,75,59,61,65,55,55,0,12,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,030200010000,BINGHAMTON,030200010014,WOODROW WILSON SCHOOL,PUBLIC,01,All Students,426,0,0,0,71,75,64,57,72,84,0,3,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,030200010000,BINGHAMTON,030200010015,EAST MIDDLE SCHOOL,PUBLIC,01,All Students,535,0,0,0,0,0,0,0,0,0,184,0,178,160,0,0,0,0,13
2016-17,10/2/2017,BROOME,030200010000,BINGHAMTON,030200010016,WEST MIDDLE SCHOOL,PUBLIC,01,All Students,631,29,0,0,0,0,0,0,0,0,221,1,190,181,0,0,0,0,9
2016-17,10/2/2017,BROOME,030200010000,BINGHAMTON,030200010021,BINGHAMTON HIGH SCHOOL,PUBLIC,01,All Students,1534,20,0,0,0,0,0,0,0,0,0,0,0,0,402,386,338,348,40
2016-17,10/2/2017,BROOME,030200010000,BINGHAMTON,030200010022,HORACE MANN SCHOOL,PUBLIC,01,All Students,292,0,0,0,54,58,45,46,49,40,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,030501040000,HARPURSVILLE,030501040001,W A OLMSTED ELEMENTARY SCHOOL,PUBLIC,01,All Students,393,0,36,0,47,45,46,55,55,59,50,0,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,030501040000,HARPURSVILLE,030501040003,HARPURSVILLE JUNIOR-SENIOR HIGH SCH,PUBLIC,01,All Students,400,0,0,0,0,0,0,0,0,0,0,0,69,66,67,76,57,65,0
2016-17,10/2/2017,BROOME,030601060000,SUSQUEHANNA VALLEY,030601060001,BROOKSIDE ELEMENTARY SCHOOL,PUBLIC,01,All Students,383,0,0,0,74,60,71,53,58,57,0,10,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,030601060000,SUSQUEHANNA VALLEY,030601060004,F P DONNELLY SCHOOL,PUBLIC,01,All Students,282,0,0,0,61,47,49,46,38,41,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,030601060000,SUSQUEHANNA VALLEY,030601060005,RICHARD T STANK MIDDLE SCHOOL,PUBLIC,01,All Students,299,0,0,0,0,0,0,0,0,0,98,3,87,102,0,0,0,0,9
2016-17,10/2/2017,BROOME,030601060000,SUSQUEHANNA VALLEY,030601060006,SUSQUEHANNA VALLEY SENIOR HIGH SCH,PUBLIC,01,All Students,511,0,0,0,0,0,0,0,0,0,0,0,0,0,122,112,147,129,1
2016-17,10/2/2017,BROOME,030701060000,CHENANGO VALLEY,030701060001,CHENANGO VALLEY HIGH SCHOOL,PUBLIC,01,All Students,526,0,0,0,0,0,0,0,0,0,0,0,0,0,117,145,120,144,0
2016-17,10/2/2017,BROOME,030701060000,CHENANGO VALLEY,030701060003,CHENANGO BRIDGE ELEMENTARY SCHOOL,PUBLIC,01,All Students,378,0,0,0,0,0,0,130,142,106,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,030701060000,CHENANGO VALLEY,030701060004,PORT DICKINSON ELEMENTARY SCHOOL,PUBLIC,01,All Students,462,82,0,0,143,115,122,0,0,0,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,030701060000,CHENANGO VALLEY,030701060005,CHENANGO VALLEY MIDDLE SCHOOL,PUBLIC,01,All Students,358,0,0,0,0,0,0,0,0,0,113,0,116,129,0,0,0,0,0
2016-17,10/2/2017,BROOME,031101060000,MAINE ENDWELL,031101060003,HOMER BRINK SCHOOL,PUBLIC,01,All Students,686,0,0,0,154,94,112,110,113,103,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,031101060000,MAINE ENDWELL,031101060004,MAINE MEMORIAL SCHOOL,PUBLIC,01,All Students,432,28,0,0,83,62,65,71,47,65,0,11,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,031101060000,MAINE ENDWELL,031101060005,MAINE-ENDWELL MIDDLE SCHOOL,PUBLIC,01,All Students,562,0,0,0,0,0,0,0,0,0,168,2,197,190,0,0,0,0,5
2016-17,10/2/2017,BROOME,031101060000,MAINE ENDWELL,031101060006,MAINE-ENDWELL SENIOR HIGH SCHOOL,PUBLIC,01,All Students,728,0,0,0,0,0,0,0,0,0,0,0,0,0,177,176,185,182,8
2016-17,10/2/2017,DELAWARE,031301040000,DEPOSIT,031301040002,DEPOSIT ELEMENTARY SCHOOL,PUBLIC,01,All Students,245,30,0,0,31,36,37,41,41,26,0,3,0,0,0,0,0,0,0
2016-17,10/2/2017,DELAWARE,031301040000,DEPOSIT,031301040003,DEPOSIT MIDDLE-SENIOR HIGH SCHOOL,PUBLIC,01,All Students,273,0,0,0,0,0,0,0,0,0,34,0,41,42,40,40,39,37,0
2016-17,10/2/2017,BROOME,031401060000,WHITNEY POINT,031401060002,TIOUGHNIOGA RIVERSIDE ACADEMY,PUBLIC,01,All Students,522,0,0,0,0,0,0,0,90,112,107,3,101,106,0,0,0,0,3
2016-17,10/2/2017,BROOME,031401060000,WHITNEY POINT,031401060004,WHITNEY POINT SENIOR HIGH SCHOOL,PUBLIC,01,All Students,415,0,0,0,0,0,0,0,0,0,0,0,0,0,82,124,117,90,2
2016-17,10/2/2017,BROOME,031401060000,WHITNEY POINT,031401060005,CARYL E ADAMS PRIMARY SCHOOL,PUBLIC,01,All Students,465,0,32,0,99,124,95,114,0,0,0,1,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,031501060000,UNION-ENDICOTT,031501060001,CHARLES F JOHNSON JR ELEMENTARY SCH,PUBLIC,01,All Students,430,0,0,0,68,74,77,79,65,67,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,031501060000,UNION-ENDICOTT,031501060002,GEORGE F JOHNSON ELEMENTARY SCHOOL,PUBLIC,01,All Students,577,0,0,0,90,90,100,108,91,98,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,031501060000,UNION-ENDICOTT,031501060007,LINNAEUS W WEST SCHOOL,PUBLIC,01,All Students,37,0,0,0,0,0,5,1,1,2,0,0,0,16,12,0,0,0,0
2016-17,10/2/2017,BROOME,031501060000,UNION-ENDICOTT,031501060009,JENNIE F SNAPP MIDDLE SCHOOL,PUBLIC,01,All Students,818,0,0,0,0,0,0,0,0,0,287,0,246,282,0,0,0,0,3
2016-17,10/2/2017,BROOME,031501060000,UNION-ENDICOTT,031501060012,UNION-ENDICOTT HIGH SCHOOL,PUBLIC,01,All Students,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,291,293,270,277,14
2016-17,10/2/2017,BROOME,031501060000,UNION-ENDICOTT,031501060013,THOMAS J WATSON SR ELEM SCHOOL,PUBLIC,01,All Students,305,0,0,0,60,44,54,50,49,48,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,031501060000,UNION-ENDICOTT,031501060014,ANN G MCGUINNESS ELEMENTARY,PUBLIC,01,All Students,386,0,0,0,66,63,75,49,66,67,0,0,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,031502060000,JOHNSON CITY,031502060001,JOHNSON CITY ELEM/INTRMED SCHOOL,PUBLIC,01,All Students,573,0,0,0,0,0,0,181,203,188,0,1,0,0,0,0,0,0,0
2016-17,10/2/2017,BROOME,031502060000,JOHNSON CITY,031502060003,JOHNSON CITY ELEM/PRIMARY SCHOOL,PUBLIC,01,All Students,555,0,0,0,195,193,165,0,0,0,0,2,0,0,0,0,0,0,0
