COUNTY,BEDS Code,SCHOOL_NAME,GRADE_ORG_DESC,AFFILIATION,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,UGE,UGS,KFULL,KHALF,PK,Enrollment
KINGS,331800999784,PARKWAY ELEMENTARY SCHOOL,Elementary,INDEPENDENT,12,3,3,5,2,3,0,3,0,0,0,0,0,0,18,0,32,81
KINGS,331900126022,BLESSED SACRAMENT SCHOOL,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,29,27,19,27,33,34,29,31,0,0,0,0,0,0,28,0,22,279
KINGS,331900126088,SALVE REGINA CATHOLIC ACADEMY,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,60,49,64,62,70,77,81,62,0,0,0,0,0,0,52,0,29,606
KINGS,331900228395,BEER HAGOLAH INSTITUTE,Elementary,JEWISH,17,18,27,24,23,23,0,0,0,0,0,0,0,0,17,0,0,149
KINGS,331900228604,BEER HAGOLAH INSTITUTE HIGH SCHOOL,Junior Senior School,JEWISH,0,0,0,0,0,0,20,27,28,29,24,23,0,0,0,0,0,151
KINGS,331900315192,ST PETER'S PRE-K AND ELEMENTARY SCHOOL,Pre-K Only,LUTHERAN,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,83
KINGS,331900659843,FOLLOWERS OF JESUS SCHOOL,Junior Senior School,MENNONITES,11,4,3,6,5,4,2,5,6,7,2,2,0,0,0,0,0,57
KINGS,331900808781,NEW GRACE EDUCATION CENTER,Elementary,CHRISTIAN FUNDAMENTALIST,28,25,26,26,24,25,28,14,0,0,0,0,0,0,40,0,40,276
KINGS,331900809957,AMERICA COME BACK TO GOD CHRISTIAN ACADEMY,Elementary,CHRISTIAN FUNDAMENTALIST,2,4,5,2,6,3,2,8,0,0,0,0,0,0,8,0,10,50
KINGS,331900858851,TREY WHITFIELD SCHOOL,Elementary,BAPTIST,38,29,45,29,24,26,29,26,0,0,0,0,0,0,29,0,32,307
KINGS,331900998359,RECREATION ROOMS & SETTLEMENT-STARRET EARLY LEARNING CENTER,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,97,116
KINGS,331900999388,BROOKLYN PREPARATORY SCHOOL,Pre-K Only,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17
KINGS,332000125970,CATHERINE LABOURE SPECIAL EDUCATION PROGRAM,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,2,1,2,3,3,0,0,0,0,15,23,0,0,0,49
KINGS,332000126013,SAINT ANSELM CATHOLIC ACADEMY,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,33,18,22,31,25,29,31,33,0,0,0,0,0,0,29,0,23,274
KINGS,332000126020,SAINT BERNADETTE SCHOOL,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,48,41,30,45,33,37,28,26,0,0,0,0,0,0,48,0,37,373
KINGS,332000126035,SAINT EPHREM SCHOOL,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,25,31,27,23,40,23,20,18,0,0,0,0,0,0,33,0,21,261
KINGS,332000126038,FONTBONNE HALL ACADEMY,Senior High,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,118,104,131,123,0,0,0,0,0,476
KINGS,332000126098,OUR LADY OF GUADALUPE SCHOOL,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,20,25,27,26,21,17,17,22,0,0,0,0,0,0,15,0,53,243
KINGS,332000126106,OUR LADY OF PERPETUAL HELP ELEMENTARY SCHOOL,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,27,18,12,16,17,10,22,26,0,0,0,0,0,0,25,0,21,194
KINGS,332000126112,SAINT PATRICK CATHOLIC ACADEMY,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,24,23,25,30,27,17,26,19,0,0,0,0,0,0,30,0,27,248
KINGS,332000126140,VISITATION ACADEMY,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,16,19,8,16,21,16,14,16,0,0,0,0,0,0,15,0,12,153
KINGS,332000126142,XAVERIAN HIGH SCHOOL,Junior Senior School,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,67,74,51,200,224,236,193,0,0,0,0,0,1045
KINGS,332000126145,HOLY ANGELS CATHOLIC ACADEMY,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,40,24,30,14,15,17,20,21,0,0,0,0,0,0,26,0,68,275
KINGS,332000206898,BETH JACOB HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,137,137,148,134,0,0,0,0,0,556
KINGS,332000207910,BAIS ROCHEL SCHOOL OF BORO PARK,K-12 School,JEWISH,107,115,103,110,114,124,120,84,122,92,98,99,0,0,528,0,0,1816
KINGS,332000225016,YESHIVA IMREI PHI,Senior High,JEWISH,0,0,0,0,0,0,0,0,14,14,10,22,0,0,0,0,0,60
KINGS,332000225437,YESHIVA AND MESIFTA VAYOEL MOSHE,Senior High,JEWISH,0,0,0,0,0,0,0,0,185,185,189,271,0,0,0,0,0,830
KINGS,332000225438,MESIVTA SHOLOM SCHACHNA,Senior High,JEWISH,0,0,0,0,0,0,0,0,50,28,30,25,0,0,0,0,0,133
KINGS,332000225453,CONGREGATION MACHNA SHALVA,K-12 School,JEWISH,189,170,150,147,133,120,107,80,65,45,55,42,0,0,183,0,190,1676
KINGS,332000225465,TALMUD TORAH OHR MOSHE,K-12 School,JEWISH,28,28,29,36,28,28,28,28,52,38,30,25,0,0,28,0,91,497
KINGS,332000225514,YESHIVA ADAS YOSEF ELANDA,Pre-K Only,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
KINGS,332000225654,YESHIVA KETANA OF BENSONHURST,Elementary,JEWISH,37,38,40,38,41,39,39,38,0,0,0,0,0,0,44,0,23,377
KINGS,332000225731,BAIS UVI GRIEDING,Elementary,JEWISH,5,7,2,3,6,0,0,0,0,0,0,0,0,0,9,0,5,37
KINGS,332000225735,YESHIVA CHASDEI TORAH,Elementary,JEWISH,5,0,13,0,0,7,0,0,15,0,0,13,0,0,0,0,0,53
KINGS,332000226005,CONGREGATION BNOS YAAKOV,Senior High,JEWISH,0,0,0,0,0,0,0,0,44,44,50,46,0,0,0,0,0,184
KINGS,332000226008,DARKEI CHAIM,Elementary,JEWISH,28,26,28,27,25,24,0,0,0,0,0,0,0,0,26,0,29,213
KINGS,332000226044,MEVAKSHAI HASHEM,Elementary,JEWISH,54,28,30,27,27,0,0,0,0,0,0,0,0,0,54,0,110,330
KINGS,332000226061,JEWISH CENTER FOR SPECIAL EDUCATION,Junior Senior School,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,64,22,0,0,0,86
KINGS,332000226101,YESHIVA AND MESIVTA WIZNITZ OF USA,Senior High,JEWISH,0,0,0,0,0,0,0,0,25,29,28,18,0,0,0,0,0,100
KINGS,332000226110,EITZ CHAIM D'BORO PARK,Elementary,JEWISH,9,8,8,12,11,9,10,13,0,0,0,0,0,0,9,0,6,95
KINGS,332000226126,MOSDOS SATMAR BP,Junior Senior School,JEWISH,56,27,20,30,23,0,0,0,0,0,0,0,0,0,41,0,66,263
KINGS,332000226486,BETH JACOB OF BORO PARK,Elementary,JEWISH,155,157,161,167,182,183,171,179,0,0,0,0,0,0,157,0,52,1564
KINGS,332000226893,BETH JACOB SCHOOL FOR GIRLS,K-12 School,JEWISH,51,42,55,54,53,52,46,41,73,73,72,71,0,0,51,0,54,788
KINGS,332000226900,BOBOVER YESHIVA BNEI ZION-15TH AVENUE,Junior Senior School,JEWISH,131,115,140,126,102,105,95,111,70,69,0,0,0,0,124,123,0,1311
KINGS,332000226935,TOMER DVORA SCHOOL,Elementary,JEWISH,55,61,60,61,62,65,58,56,0,0,0,0,0,0,83,0,22,583
KINGS,332000226948,YESHIVA CHSAN SOFER,K-12 School,JEWISH,49,43,41,40,38,32,36,29,19,18,15,8,0,0,52,42,0,462
KINGS,332000226957,YESHIVA OHEL MOSHE,Elementary,JEWISH,10,8,8,8,8,7,12,0,0,0,0,0,0,0,10,0,17,88
KINGS,332000227132,HEBREW ACADEMY FOR SPECIAL CHILDREN,Special School,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,75,48,0,0,308,431
KINGS,332000227219,YESHIVA BETH HILLEL OF KRASNA,Elementary,JEWISH,38,34,42,31,49,41,34,0,0,0,0,0,0,0,71,0,87,427
KINGS,332000227460,YESHIVA SHAAREI YOSHER,Senior High,JEWISH,0,0,0,0,0,0,0,0,26,30,28,0,0,0,0,0,0,84
KINGS,332000227463,YESHIVA YAGDIL TORAH,Elementary,JEWISH,59,52,53,45,56,56,42,59,0,0,0,0,0,0,57,0,28,507
KINGS,332000227506,HEBREW INSTITUTE FOR THE DEAF,Pre-K Only,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,193
KINGS,332000227520,BAIS YITZCHAK SCHOOL,Elementary,JEWISH,39,40,35,35,36,46,33,34,0,0,0,0,0,0,27,0,44,369
KINGS,332000227819,BNOS ZION OF BOBOV,K-12 School,JEWISH,150,126,133,123,96,133,105,116,93,88,88,86,0,0,153,0,146,1636
KINGS,332000227945,TOMER DEVORAH HIGH SCHOOL FOR GIRLS,Senior High,JEWISH,0,0,0,0,0,0,0,0,61,63,69,59,0,0,0,0,0,252
KINGS,332000228236,YESHIVA YESODE HATORAH,Elementary,JEWISH,30,31,29,26,23,27,27,25,0,0,0,0,0,0,45,0,17,280
KINGS,332000228239,GERER YESHIVA/MESIVTA BAIS YISROEL,Senior High,JEWISH,0,0,0,0,0,0,0,0,49,37,40,25,0,0,0,0,0,151
KINGS,332000228244,MOSDOS CHASIDEI SQ-T Y Y BORO PARK,Junior Senior School,JEWISH,45,49,35,41,30,33,29,26,16,20,29,0,0,0,33,0,35,421
KINGS,332000228254,TORAH VYIRAH OF BORO PARK,Elementary,JEWISH,0,0,0,134,155,134,132,0,0,0,0,0,0,0,0,0,0,555
KINGS,332000228436,BAIS TZIPORAH,K-12 School,JEWISH,103,45,48,44,48,44,52,41,38,38,36,39,0,0,104,0,0,680
KINGS,332000228439,YESHIVA MACHZIKEI HADAS,Junior Senior School,JEWISH,115,96,99,90,80,83,76,72,73,56,52,0,0,0,106,0,142,1140
KINGS,332000228527,BNOS YERUSHALAYIM,K-12 School,JEWISH,99,95,97,79,79,90,87,75,72,65,63,45,0,0,150,0,71,1167
KINGS,332000228651,BAIS YAAKOV D'CHASSIDEI GUR,Elementary,JEWISH,46,46,48,45,34,47,31,40,0,0,0,0,0,0,69,0,0,406
KINGS,332000228679,BAIS YAAKOV OF 18TH AVENUE,Elementary,JEWISH,32,31,33,31,31,32,30,33,0,0,0,0,0,0,32,0,31,316
KINGS,332000228769,YESHIVA IMREI YOSEF SPINKA,Junior Senior School,JEWISH,18,22,14,16,16,15,19,13,10,0,22,0,0,0,19,0,0,184
KINGS,332000228797,YESHIVA TIFERES BUNIM,Elementary,JEWISH,11,17,19,13,13,9,19,8,0,0,0,0,0,0,21,0,21,151
KINGS,332000228904,YESHIVAS NOVOMINSK-KOL YEHUDA,Senior High,JEWISH,0,0,0,0,0,0,0,0,37,41,40,39,0,0,0,0,0,157
KINGS,332000228908,BAIS ESTHER SCHOOL,K-12 School,JEWISH,75,75,68,53,44,49,44,37,49,40,38,70,0,0,95,0,134,871
KINGS,332000228915,BAIS YAAKOV D'GUR HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,35,25,21,13,0,0,0,0,0,94
KINGS,332000229010,BNOS YAKOV OF BORO PARK,K-12 School,JEWISH,66,62,49,53,41,33,51,55,34,36,25,36,0,0,111,0,114,766
KINGS,332000229051,MACHON BAIS YAAKOV HILDA BIRN HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,27,43,34,83,0,0,0,0,0,187
KINGS,332000229076,MOSDOS BNOS FRIMA,K-12 School,JEWISH,22,15,28,18,28,22,16,28,12,9,13,13,0,0,29,0,72,325
KINGS,332000229091,YESHIVA DERECH CHAIM,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15
KINGS,332000229112,SINAI ACADEMIC CENTER,Junior Senior School,JEWISH,0,0,0,0,0,0,2,4,9,13,9,13,0,0,0,0,0,50
KINGS,332000229159,TALMUD TORAH D'RABINU YOEL,Elementary,JEWISH,175,184,153,157,169,0,0,0,0,0,0,0,0,0,356,90,0,1284
KINGS,332000229276,MERKAZ BNOS HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
KINGS,332000229282,YESHIVA CONGREGATION TORAS YUFA,Junior Senior School,JEWISH,0,0,0,0,0,0,0,0,60,0,0,0,0,0,80,0,0,140
KINGS,332000229319,TIFERES MIRIAM SCHOOL FOR GIRLS,Junior Senior School,JEWISH,0,0,0,0,0,4,3,2,5,9,8,8,0,0,0,0,0,39
KINGS,332000229340,SHALSHELES BAIS YAAKOV,K-12 School,JEWISH,14,14,12,16,19,17,16,17,26,20,21,22,0,0,12,0,0,226
KINGS,332000229376,ZICHRON YEHUDA-BAIS SIMCHA,Elementary,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,30,39
KINGS,332000229420,YESHIVA TIFERES SHMIEL,Senior High,JEWISH,0,0,0,0,0,0,0,0,26,36,37,103,0,0,0,0,0,202
KINGS,332000229460,CHEDER (THE),Elementary,JEWISH,54,49,54,53,50,52,50,53,0,0,0,0,0,0,52,0,53,520
KINGS,332000229590,CONGREGATION MACHNE CHAIM INC,K-12 School,JEWISH,69,69,65,72,60,65,65,46,35,42,43,33,0,0,75,0,166,905
KINGS,332000229665,YESHIVA KEHILATH YAKOV,Elementary,JEWISH,51,41,52,40,47,53,40,0,0,0,0,0,0,0,112,0,85,521
KINGS,332000229673,VIZNITZER CHAIDER TIFERES YISROEL,Elementary,JEWISH,27,27,18,24,17,24,20,20,0,0,0,0,0,0,22,0,54,253
KINGS,332000229735,YESHIVA SHAREI HATZLUCHA,Elementary,JEWISH,14,16,22,17,26,19,22,20,0,0,0,0,0,0,20,0,34,210
KINGS,332000229822,GAN YISROEL,Elementary,JEWISH,73,78,63,87,70,48,47,44,11,0,0,0,0,0,126,0,59,706
KINGS,332000229839,YESHIVA NESIVOS CHAIM,Senior High,JEWISH,0,0,0,0,0,0,0,0,3,11,14,4,0,0,0,0,0,32
KINGS,332000229894,OHR TORAH,Special School,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
KINGS,332000229965,OHR HALIMUD/MULTI-SENSORY LEARNING CENTER,Special School,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,13
KINGS,332000305792,LUTHERAN ELEMENTARY SCHOOL OF BAY RIDGE,Elementary,LUTHERAN,17,15,16,15,20,12,18,20,0,0,0,0,0,0,24,0,22,179
KINGS,332000307373,LEIF ERICSON DAY SCHOOL,Elementary,LUTHERAN,13,14,15,18,17,16,11,17,0,0,0,0,0,0,13,0,14,148
KINGS,332000445840,BROOKLYN SDA ELEMENTARY SCHOOL,Elementary,SEVENTH-DAY ADVENTIST,9,8,16,11,13,11,14,17,0,0,0,0,0,0,7,0,8,114
KINGS,332000718760,D & G KALOIDIS PAROCHIAL SCHOOL,Elementary,GREEK ORTHODOX,14,16,24,17,9,13,9,1,0,0,0,0,0,0,14,0,67,184
KINGS,332000808988,BAY RIDGE CHRISTIAN ACADEMY,Elementary,CHRISTIAN FUNDAMENTALIST,13,15,13,11,14,19,14,16,0,0,0,0,0,0,14,0,16,145
KINGS,332000809366,GATEWAY CITY ACADEMY,Elementary,CHRISTIAN FUNDAMENTALIST,12,8,5,8,5,6,0,0,0,0,0,0,0,0,9,0,156,209
KINGS,332000996880,ADELPHI ACADEMY,K-12 School,INDEPENDENT,2,5,5,4,5,5,3,6,10,9,13,9,0,0,3,0,1,80
KINGS,332000996928,POLYTECH PREP COUNTRY DAY SCHOOL,K-12 School,INDEPENDENT,35,35,28,34,59,79,74,82,119,133,126,119,0,0,34,0,64,1021
KINGS,332000997766,GUILD FOR EXCEPTIONAL CHILDREN,Pre-K Only,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81
KINGS,332000999653,BAY RIDGE PREPARATORY SCHOOL,K-12 School,INDEPENDENT,9,15,13,15,19,27,34,35,47,52,55,54,0,0,15,0,0,390
KINGS,332100125507,ST PETER CATHOLIC ACADEMY,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,28,20,21,15,22,17,21,17,0,0,0,0,0,0,29,0,37,227
KINGS,332100126015,SAINT ATHANASIUS SCHOOL,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,34,24,22,26,20,27,27,34,0,0,0,0,0,0,20,0,42,276
KINGS,332100126073,BISHOP KEARNEY HIGH SCHOOL,Senior High,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,86,111,107,117,0,0,0,0,0,421
KINGS,332100126097,OUR LADY OF GRACE SCHOOL,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,23,22,21,28,25,29,32,32,0,0,0,0,0,0,22,0,17,251
KINGS,332100206938,LUBAVITCHER SCHOOL CHABAD,K-12 School,JEWISH,14,16,17,15,13,12,8,7,6,8,9,0,0,0,23,0,45,193
KINGS,332100206993,MESIVTA YESHIVA RABBI CHAIM BERLIN,Senior High,JEWISH,0,0,0,0,0,0,0,0,56,64,60,49,0,0,0,0,0,229
KINGS,332100207932,LUBAVITCHER HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,38,35,27,23,0,0,0,0,0,123
KINGS,332100225340,ELITE HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,5,7,9,6,0,0,0,0,0,27
KINGS,332100225677,YESHIVAT MAGEN AVRAHAM,Senior High,JEWISH,0,0,0,0,0,0,0,0,5,4,7,10,0,0,0,0,0,26
KINGS,332100225701,MAZEL DAY SCHOOL (F.R.E.E.),Elementary,JEWISH,18,16,15,16,9,6,6,0,0,0,0,0,0,0,17,0,24,127
KINGS,332100225735,BNOT CHAYA ACADEMY,Senior High,JEWISH,0,0,0,0,0,0,0,0,6,4,5,10,0,0,0,0,0,25
KINGS,332100226037,ZVI DOV ROTH ACADEMY OF YESHIVA RAMBAM,Junior Senior School,JEWISH,0,0,0,0,0,9,8,12,16,31,14,13,0,0,0,0,0,103
KINGS,332100226074,BAIS YAAKOV OZ VEHODAR,Senior High,JEWISH,0,0,0,0,0,0,0,0,32,29,17,27,0,0,0,0,0,105
KINGS,332100226075,YESHIVAT DARCHE ERES INC,Junior Senior School,JEWISH,48,50,40,0,0,0,0,0,46,48,49,39,0,0,77,0,117,514
KINGS,332100226100,CONGREGATION BNOS CHAYA,Elementary,JEWISH,24,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,18,64
KINGS,332100226500,YESHIVA TORAH TEMIMAH,K-12 School,JEWISH,44,45,38,34,44,41,58,49,36,32,38,38,0,0,41,0,37,575
KINGS,332100226924,MAGEN DAVID YESH-ISAAC SHLM E,Elementary,JEWISH,122,160,136,169,165,152,150,170,0,0,0,0,0,0,111,0,120,1455
KINGS,332100226933,SHULAMITH SCHOOL FOR GIRLS OF BROOKLYN,Elementary,JEWISH,25,28,26,24,24,26,17,31,0,0,0,0,0,0,25,0,16,242
KINGS,332100226947,YESHIVA OF BROOKLYN,K-12 School,JEWISH,58,68,66,60,72,66,63,73,56,48,68,46,0,0,63,0,47,854
KINGS,332100226952,YESHIVA KARLIN STOLIN,K-12 School,JEWISH,41,28,51,53,53,52,47,39,48,41,32,17,0,0,57,0,72,631
KINGS,332100226958,YESHIVA RABBI CHAIM BERLIN,Elementary,JEWISH,78,84,72,72,74,73,65,71,0,0,0,0,20,0,89,0,85,783
KINGS,332100227202,AHI EZER YESHIVA,Elementary,JEWISH,17,20,22,21,25,25,28,25,0,0,0,0,0,0,18,0,11,212
KINGS,332100227245,BNOS ISRAEL OF EAST FLATBUSH,Elementary,JEWISH,31,29,38,30,26,32,22,26,0,0,0,0,0,0,31,0,32,297
KINGS,332100227684,YESHIVAH OF FLATBUSH ELEMENTARY SCHOOL,Elementary,JEWISH,156,152,156,130,143,129,119,146,0,0,0,0,0,0,159,0,134,1424
KINGS,332100227824,BAIS YAAKOV ACADEMY,K-12 School,JEWISH,58,64,59,55,58,57,56,57,63,55,64,59,0,0,59,0,60,824
KINGS,332100228502,SHULAMITH  OF BROOKLYN,Senior High,JEWISH,0,0,0,0,0,0,0,0,21,20,23,0,0,0,0,0,0,64
KINGS,332100228530,ATERET TORAH CENTER,K-12 School,JEWISH,54,50,64,60,61,53,69,52,48,41,38,37,0,0,71,65,76,839
KINGS,332100228724,SHAARE TORAH SCHOOL,Junior Senior School,JEWISH,39,34,29,26,26,34,28,22,20,20,20,19,0,0,0,0,0,317
KINGS,332100228850,YESHIVA IMREI CHAIM VIZNITZ,Elementary,JEWISH,56,55,54,55,56,58,55,50,0,0,0,0,6,0,51,72,77,645
KINGS,332100229088,MAGEN DAVID YESHIVAH HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,90,63,85,105,0,0,0,0,0,343
KINGS,332100229099,BET YAAKOV ATERET TORAH,Elementary,JEWISH,68,72,47,55,53,50,57,58,0,0,0,0,0,0,75,62,71,668
KINGS,332100229120,CONGREGATION OHR SHRAGA D'VERETZKY,K-12 School,JEWISH,28,27,27,27,25,25,24,28,13,19,14,20,0,0,34,0,49,360
KINGS,332100229256,BET YAKOV ATERET TORAH HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,54,45,50,44,0,0,0,0,0,193
KINGS,332100229424,GESHER YEHUDA,Junior Senior School,JEWISH,4,3,6,8,4,8,0,10,9,5,0,5,0,0,0,0,0,62
KINGS,332100229454,TORAH ACADEMY HIGH SCHOOL,Junior Senior School,JEWISH,0,0,0,0,0,0,0,0,6,4,3,8,0,0,0,0,0,21
KINGS,332100229485,BIG APPLE INSTITUTE INC,Elementary,JEWISH,150,127,110,107,114,62,69,78,0,0,0,0,0,0,150,0,0,967
KINGS,332100229598,YESHIVAT OR HATORAH,Junior Senior School,JEWISH,18,17,24,24,16,16,18,0,10,7,15,15,0,0,25,0,7,212
KINGS,332100229599,BET YAAKOV OHR SARAH,K-12 School,JEWISH,25,24,30,24,20,19,18,20,14,15,22,9,0,0,28,0,46,314
KINGS,332100229628,AHABA VE AHVA CONG AND YESHIVA,Junior Senior School,JEWISH,8,8,12,10,8,10,5,4,7,0,0,6,0,0,12,0,15,105
KINGS,332100229679,MESIVTA & YESHIVA GEDOLAH OF MNHTTN BCH,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,13
KINGS,332100229811,BARKAI YESHIVA,Elementary,JEWISH,40,43,39,40,37,37,39,22,0,0,0,0,0,0,36,0,32,365
KINGS,332100229813,IVDU SCHOOL,Elementary,JEWISH,2,0,4,6,4,2,7,4,0,0,0,0,0,33,2,0,0,64
KINGS,332100229830,B'NOT RACHEL HIGH SCHOOL FOR GIRLS,Senior High,JEWISH,0,0,0,0,0,0,0,0,20,19,18,23,0,0,0,0,0,80
KINGS,332100995351,IMAGINE ACADEMY,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
KINGS,332100995457,REACH FOR THE STARS LEARNING CENTER,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,16
KINGS,332100996045,BECEC INC,Pre-K Only,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300
KINGS,332100996136,BUTTERFLY,Pre-K Only,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,22
KINGS,332100997913,WINDMILL MONTESSORI SCHOOL,Elementary,INDEPENDENT,17,8,14,12,9,8,0,6,5,0,0,0,0,0,17,0,36,132
KINGS,332100999764,BROOKLYN AMITY SCHOOL,K-12 School,INDEPENDENT,14,23,23,19,15,13,14,18,26,38,34,24,0,0,17,0,15,293
KINGS,332200125181,MIDWOOD CATHOLIC ACADEMY,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,32,32,28,27,42,53,33,44,0,0,0,0,0,0,36,0,42,369
KINGS,332200126021,SAINT BERNARD SCHOOL,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,29,26,31,35,35,35,35,34,0,0,0,0,0,0,32,0,36,328
KINGS,332200126033,SAINT EDMUND PREPARATORY HIGH SCHOOL,Senior High,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,197,182,176,185,0,0,0,0,0,740
KINGS,332200126034,SAINT EDMUND ELEMENTARY SCHOOL,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,20,27,17,19,18,24,32,27,0,0,0,0,0,0,13,0,25,222
KINGS,332200126049,GOOD SHEPHERD SCHOOL,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,21,20,23,24,25,26,35,31,0,0,0,0,0,0,16,0,18,239
KINGS,332200126064,SAINT JEROME CATHOLIC ACADEMY,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,25,25,21,25,15,27,21,29,0,0,0,0,0,0,20,0,23,231
KINGS,332200126077,SAINT MARK SCHOOL,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,34,31,24,18,23,23,21,28,0,0,0,0,0,0,21,0,28,251
KINGS,332200126080,MARY QUEEN OF HEAVEN SCHOOL,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,32,31,26,32,31,28,34,31,0,0,0,0,0,0,29,0,51,325
KINGS,332200206950,YESHIVA OF FLATBUSH-JOEL BRAVERMAN HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,176,179,165,176,0,0,0,0,0,696
KINGS,332200216910,EAST MIDWOOD HEBREW DAY SCHOOL,Elementary,JEWISH,29,23,15,11,24,18,14,20,0,0,0,0,0,0,21,0,18,193
KINGS,332200225638,YESHIVAT SHAARE TORAH HIGH SCHOOL FOR GIRLS,Senior High,JEWISH,0,0,0,0,0,0,0,0,22,34,32,31,0,0,0,0,0,119
KINGS,332200225688,MASORES BAIS YAAKOV HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,65,48,52,41,0,0,0,0,0,206
KINGS,332200225730,KOLLEL ZICHRON YOSEF,Elementary,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,19,29
KINGS,332200225985,YESHIVAT LEV TORAH,Elementary,JEWISH,41,41,33,32,34,19,26,27,7,12,0,0,4,0,40,0,37,353
KINGS,332200226016,SARAH DABAH SCHOOL,Elementary,JEWISH,12,10,10,9,5,6,12,0,0,0,0,0,0,0,18,0,0,82
KINGS,332200226034,YESHIVAT OHEL TORAH,K-12 School,JEWISH,17,15,14,16,13,16,11,12,13,13,8,0,0,0,19,0,42,209
KINGS,332200226048,EZRA HATZVY ACADEMY,Special School,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,27
KINGS,332200226062,BAIS YAAKOV OF MIDWOOD,Elementary,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14
KINGS,332200226066,YESHIVA BAIS CHAYA ESTHER,Elementary,JEWISH,56,25,24,15,13,16,0,0,0,0,0,0,0,0,47,0,26,222
KINGS,332200226102,CONGREGATION DERECH EMUNAH VIENER,Elementary,JEWISH,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,22
