COUNTY,BEDS Code,SCHOOL_NAME,GRADE_ORG_DESC,AFFILIATION,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,UGE,UGS,KFULL,KHALF,PK,Enrollment
NASSAU,280401447645,WHISPERING PINES SDA SCHOOL,Junior Senior School,SEVENTH-DAY ADVENTIST,10,8,6,6,6,10,10,6,0,0,0,0,0,0,13,0,20,95
NASSAU,280401995072,THE REHABILITATION INSTITUTE (TRI),Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,31
NASSAU,280401997289,RED ROBIN COUNTRY DAY SCHOOL,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,54,119
NASSAU,280401999983,LONG ISLAND MONTESSORI SCHOOL,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,26
NASSAU,280404175632,SAINT PETER OF ALCANTARA SCHOOL,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,16,27,23,27,23,40,22,33,0,0,0,0,0,0,24,0,67,302
NASSAU,280404996624,VINCENT SMITH SCHOOL,Junior Senior School,INDEPENDENT,0,0,0,1,1,4,6,6,5,8,6,3,0,0,0,0,0,40
NASSAU,280404998318,HAPPY MONTESSORI SCHOOL OF PORT WASHINGTON,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,34,41
NASSAU,280405177211,NOTRE DAME SCHOOL,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,45,46,37,42,32,38,43,34,0,0,0,0,0,0,31,0,75,423
NASSAU,280406175609,SAINT MARY'S ELEMENTARY SCHOOL,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,25,21,26,26,29,31,40,36,0,0,0,0,0,0,18,0,43,295
NASSAU,280406179302,SAINT MARY'S HIGH SCHOOL,Senior High,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,0,0,0,0,0,0,0,0,170,154,136,153,0,0,0,0,0,613
NASSAU,280406179461,OUR LADY OF GRACE MONTESSORI SCHOOL,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,18,18,20,0,0,0,0,0,0,0,0,0,0,0,41,0,43,140
NASSAU,280407226636,NORTH SHORE HEBREW ACADEMY,Elementary,JEWISH,60,63,61,60,55,59,50,60,0,0,0,0,0,0,77,0,28,573
NASSAU,280407229720,LONG ISLAND HEBREW ACADEMY,Elementary,JEWISH,22,21,16,9,7,0,0,0,0,0,0,0,0,0,27,0,28,130
NASSAU,280407229810,NORTH SHORE HEBREW ACADEMY HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,120,70,99,103,0,0,0,0,0,392
NASSAU,280407229998,SILVERSTEIN HEBREW ACADEMY,Elementary,JEWISH,23,19,16,22,14,16,0,0,0,0,0,0,0,0,24,0,33,167
NASSAU,280407995049,COUNTRYSIDE MONTESSORI SCHOOL,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,24
NASSAU,280409175548,SAINT AIDAN SCHOOL-WEST CAMPUS,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,43,41,56,0,0,0,0,0,0,0,0,0,0,0,44,0,57,241
NASSAU,280409996434,BUCKLEY COUNTRY DAY SCHOOL,Elementary,INDEPENDENT,27,34,27,31,33,32,25,29,0,0,0,0,0,0,30,0,28,296
NASSAU,280409996453,HENRY VISCARDI SCHOOL,K-12 School,INDEPENDENT,3,4,5,11,13,15,10,18,15,11,16,22,0,12,8,0,0,163
NASSAU,280410175547,SAINT AIDAN SCHOOL-EAST CAMPUS,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,0,0,0,59,47,40,56,42,0,0,0,0,0,0,0,0,0,244
NASSAU,280410175563,CHAMINADE HIGH SCHOOL,Senior High,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,0,0,0,0,0,0,0,0,482,441,424,401,0,0,0,0,0,1748
NASSAU,280410219458,SOLOMON SCHECHTER MIDDLE HIGH SCHOOL,Junior Senior School,JEWISH,0,0,0,0,0,26,34,30,35,37,31,29,0,0,0,0,0,222
NASSAU,280501997105,GREEN VALE SCHOOL (THE),Elementary,INDEPENDENT,36,41,42,40,46,35,43,32,0,0,0,0,0,0,29,0,34,378
NASSAU,280502175571,SAINT EDWARD CONFESSOR SCHOOL,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,23,33,16,25,21,17,27,24,0,0,0,0,0,0,24,0,58,268
NASSAU,280502175624,OUR LADY OF MERCY ACADEMY,Senior High,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,0,0,0,0,0,0,0,0,106,134,117,123,0,0,0,0,0,480
NASSAU,280502996119,FUSHION ACADEMY,Junior Senior School,INDEPENDENT,0,0,0,0,0,3,1,3,4,7,4,3,0,0,0,0,0,25
NASSAU,280502996642,CENTER FOR DEVELOPMENTAL DISABILITIES,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,23,79,1,0,0,103
NASSAU,280502998059,VARIETY CHILD LEARNING CENTER,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,245,271
NASSAU,280502999525,GREENTREES COUNTRY DAY SCHOOL,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,94,99
NASSAU,280503315797,MILL NECK MANOR SCHOOL FOR THE DEAF,Junior Senior School,LUTHERAN,1,0,4,2,6,4,4,4,2,0,11,2,6,12,7,0,57,122
NASSAU,280503996472,PORTLEDGE SCHOOL,K-12 School,INDEPENDENT,21,18,22,12,34,24,34,27,46,49,54,32,0,0,15,0,12,400
NASSAU,280504226650,HEBREW ACADEMY OF NASSAU-PLAINVIEW CAMPUS,Elementary,JEWISH,21,18,20,15,13,18,0,0,0,0,0,0,0,0,15,0,26,146
NASSAU,280504308315,GOOD SHEPHERD LUTHERAN SCHOOL,Pre-K Only,LUTHERAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61
NASSAU,280504998342,MISS SUE'S NURSERY SCHOOL & KINDERGARTEN,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,96,99
NASSAU,280506175570,SAINT DOMINIC HIGH SCHOOL,Senior High,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,0,0,0,0,0,0,0,0,112,143,99,73,0,0,0,0,0,427
NASSAU,280506177485,SAINT DOMINIC ELEMENTARY SCHOOL,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,26,19,25,23,31,25,41,32,0,0,0,0,0,0,35,0,37,294
NASSAU,280506996444,EAST WOODS SCHOOL,Elementary,INDEPENDENT,22,20,18,21,24,15,8,17,0,0,0,0,0,0,21,0,25,191
NASSAU,280506998512,HARMONY HEIGHTS SCHOOL,Senior High,INDEPENDENT,0,0,0,0,0,0,0,7,12,24,14,16,0,0,0,0,0,73
NASSAU,280515217305,SOLOMON SCHECHTER DAY SCH-NASSAU,Elementary,JEWISH,26,30,39,18,33,0,0,0,0,0,0,0,0,0,27,0,0,173
NASSAU,280515317093,LONG ISLAND LUTHERAN MIDDLE/HIGH SCHOOL,Junior Senior School,LUTHERAN,0,0,0,0,0,50,67,59,120,99,95,103,0,0,0,0,0,593
NASSAU,280515997717,BROOKVILLE CENTER FOR CHILDREN'S SERVICES,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,61,122,0,0,55,238
NASSAU,280517175577,HOLY FAMILY SCHOOL,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,35,23,31,29,39,31,30,22,0,0,0,0,0,0,24,0,65,329
NASSAU,280517175623,OUR LADY OF MERCY SCHOOL,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,41,30,43,39,38,48,25,38,0,0,0,0,0,0,27,0,71,400
NASSAU,280517177171,HOLY TRINITY DIOCESAN HIGH SCHOOL,Senior High,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,0,0,0,0,0,0,0,0,311,311,329,346,0,0,0,0,0,1297
NASSAU,280517315810,TRINITY LUTHERAN SCHOOL,Elementary,LUTHERAN,17,15,19,31,23,28,36,45,0,0,0,0,0,0,34,0,51,299
NASSAU,280517998271,CAROUSEL DAY SCHOOL,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,28,42
NASSAU,280518175603,MARIA REGINA SCHOOL,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,17,21,23,34,23,21,21,48,0,0,0,0,0,0,24,0,72,304
NASSAU,280518997271,MONTESSORI CHILDRENS SCHOOL,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,47,62
NASSAU,280518998058,HAGEDORN LITTLE VILLAGE SCHOOL,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,166,225
NASSAU,280522437809,BETHESDA SDA SCHOOL,Junior Senior School,SEVENTH-DAY ADVENTIST,2,5,4,1,2,6,4,0,3,1,0,0,0,0,2,0,11,41
NASSAU,280523175641,SAINT ROSE OF LIMA SCHOOL,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,39,51,54,58,46,46,35,35,0,0,0,0,0,0,43,0,30,437
NASSAU,280523526652,GRACE EPISCOPAL DAY SCHOOL,Elementary,EPISCOPAL,11,12,9,11,11,22,19,16,0,0,0,0,0,0,18,0,37,166
NEW YORK,310100145238,SAINT BRIGID SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,22,20,15,18,25,18,22,27,0,0,0,0,0,0,15,0,31,213
NEW YORK,310100145301,IMMACULATE CONCEPTION SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,21,22,24,25,26,35,33,34,0,0,0,0,0,0,19,0,41,280
NEW YORK,310100145336,LA SALLE ACADEMY,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,90,79,75,79,0,0,0,0,0,323
NEW YORK,310100147414,SAINT GEORGE ACADEMY,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,12,17,22,18,0,0,0,0,0,69
NEW YORK,310100149439,CONNELLY CTR EDUCATION/HOLY CHILD MIDDLE SCHOOL,Middle School,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,20,18,20,19,0,0,0,0,0,0,0,0,0,77
NEW YORK,310100227822,BETH JACOB ELEMENTARY SCHOOL,Elementary,JEWISH,24,22,25,18,19,20,12,14,0,0,0,0,0,0,29,0,0,183
NEW YORK,310100996152,QUAD PREPARATORY SCHOOL (THE),Elementary,INDEPENDENT,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
NEW YORK,310100999967,GEORGE JACKSON ACADEMY,Elementary,INDEPENDENT,0,0,0,20,24,26,24,24,0,0,0,0,0,0,0,0,0,118
NEW YORK,310200145242,CATHEDRAL HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,182,166,110,122,0,0,0,0,0,580
NEW YORK,310200145262,DOMINICAN ACADEMY,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,53,55,40,60,0,0,0,0,0,208
NEW YORK,310200145268,EPIPHANY SCHOOL (THE),Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,60,53,50,74,54,48,47,49,0,0,0,0,0,0,68,0,83,586
NEW YORK,310200145281,GUARDIAN ANGEL SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,23,18,27,26,28,18,24,31,0,0,0,0,0,0,16,0,23,234
NEW YORK,310200145299,SAINT IGNATIUS LOYOLA SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,61,61,61,58,61,58,60,65,0,0,0,0,0,0,59,0,0,544
NEW YORK,310200145309,SAINT JEAN BAPTISTE HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,77,82,77,69,0,0,0,0,0,305
NEW YORK,310200145326,SAINT JOSEPH'S SCHOOL-YORKVILLE,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,31,28,28,32,30,25,32,25,0,0,0,0,0,0,30,0,48,309
NEW YORK,310200145338,LOYOLA SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,54,54,50,52,0,0,0,0,0,210
NEW YORK,310200145356,MARYMOUNT SCHOOL OF NEW YORK,K-12 School,ROMAN CATHOLIC - ARCHDIOCESE OF NY,56,56,48,52,44,47,45,37,56,56,53,49,0,0,56,0,50,705
NEW YORK,310200145371,NOTRE DAME SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,100,76,76,70,0,0,0,0,0,322
NEW YORK,310200145386,OUR LADY OF POMPEII SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,25,17,24,23,23,21,28,25,0,0,0,0,0,0,16,0,33,235
NEW YORK,310200145416,REGIS HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,137,133,128,131,0,0,0,0,0,529
NEW YORK,310200145432,SACRED HEART OF JESUS SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,20,23,14,20,21,23,24,22,0,0,0,0,0,0,18,0,57,242
NEW YORK,310200145439,SAINT STEPHEN OF HUNGARY SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,25,25,19,22,25,19,15,13,0,0,0,0,0,0,46,0,45,254
NEW YORK,310200145447,TRANSFIGURATION SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,60,55,47,58,58,29,29,30,0,0,0,0,0,0,60,0,155,581
NEW YORK,310200145454,SAINT VINCENT FERRER HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,148,131,123,114,0,0,0,0,0,516
NEW YORK,310200145611,ACADEMY OF ST JOSEPH,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,18,18,6,8,9,7,0,0,0,0,0,0,0,0,15,0,23,104
NEW YORK,310200147087,CONVENT OF THE SACRED HEART,K-12 School,ROMAN CATHOLIC - ARCHDIOCESE OF NY,58,48,52,52,54,51,49,50,59,50,56,45,0,0,56,0,15,695
NEW YORK,310200149645,NAZARETH NURSERY SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18
NEW YORK,310200226798,MESIVTA TIFERETH JERUSALEM,K-12 School,JEWISH,12,7,9,10,12,11,13,12,22,23,27,31,0,0,12,0,8,209
NEW YORK,310200227467,RAMAZ SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,95,108,95,110,0,0,0,0,0,408
NEW YORK,310200228218,RABBI ARTHUR SCHNEIER PARK EAST DAY SCHOOL,Elementary,JEWISH,19,24,17,20,13,9,6,14,0,0,0,0,0,0,25,0,40,187
NEW YORK,310200228605,RAMAZ LOWER SCHOOL,Elementary,JEWISH,79,71,69,65,0,0,0,0,0,0,0,0,0,0,86,66,51,487
NEW YORK,310200228689,ABRAHAM JOSHUA HESCHEL SCHOOL,K-12 School,JEWISH,71,75,70,46,48,52,56,52,74,64,64,65,0,0,71,0,34,842
NEW YORK,310200229438,MANHATTAN HIGH SCHOOL FOR GIRLS,Senior High,JEWISH,0,0,0,0,0,0,0,0,43,48,51,54,0,0,0,0,0,196
NEW YORK,310200229740,RAMAZ MIDDLE SCHOOL,Middle School,JEWISH,0,0,0,0,66,61,52,60,0,0,0,0,0,0,0,0,0,239
NEW YORK,310200515854,SAINT THOMAS CHOIR SCHOOL,Elementary,EPISCOPAL,0,0,2,4,4,9,3,7,0,0,0,0,0,0,0,0,0,29
NEW YORK,310200515856,GRACE CHURCH SCHOOL,Junior Senior School,EPISCOPAL,48,49,39,46,45,42,39,44,61,67,0,0,0,0,52,0,32,564
NEW YORK,310200515859,SAINT LUKE'S SCHOOL,Elementary,EPISCOPAL,37,23,23,23,23,22,17,16,0,0,0,0,0,0,38,0,16,238
NEW YORK,310200516754,TREVOR DAY SCHOOL (THE),K-12 School,EPISCOPAL,58,71,43,41,61,56,55,56,66,64,65,63,0,0,46,0,63,808
NEW YORK,310200606536,FRIENDS SEMINARY,K-12 School,QUAKERS,53,54,51,64,54,55,53,54,62,76,58,66,0,0,54,0,0,754
NEW YORK,310200626122,ISLAMIC CULTURAL CENTER SCHOOL,Elementary,ISLAMIC,18,9,12,16,3,0,0,0,0,0,0,0,0,0,22,0,30,110
NEW YORK,310200716777,CATHEDRAL SCHOOL (THE),Elementary,GREEK ORTHODOX,19,15,15,19,5,8,7,8,0,0,0,0,0,0,20,0,44,160
NEW YORK,310200880425,GILLEN BREWER SCHOOL,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,16,86
NEW YORK,310200986779,HUNTER COLLEGE CAMPUS SCHOOLS,K-12 School,CAMPUS SCHOOLS,50,50,49,49,47,45,216,215,206,201,193,187,0,0,50,0,0,1558
NEW YORK,310200995196,LEMAN MANHATTAN PREPARATORY SCHOOL,K-12 School,INDEPENDENT,31,39,35,57,44,44,40,17,33,39,49,33,0,0,41,0,31,533
NEW YORK,310200995508,REBECCA SCHOOL,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,66,49,0,0,0,115
NEW YORK,310200995529,BRITISH INTERNATIONAL SCHOOL OF NEW YORK,Elementary,INDEPENDENT,37,31,29,25,27,17,15,8,0,0,0,0,0,0,33,0,26,248
NEW YORK,310200995980,CHILDREN'S ACADEMY (THE),Elementary,INDEPENDENT,7,6,6,6,0,0,0,0,0,0,0,0,0,0,8,0,0,33
NEW YORK,310200996009,AARON SCHOOL (8-12),Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,13,13,10,4,6,0,0,0,0,0,46
NEW YORK,310200996051,ECOLE INTERNATIONALE DE NEW YORK,Elementary,INDEPENDENT,19,20,18,18,17,12,0,0,0,0,0,0,0,0,20,0,18,142
NEW YORK,310200996064,BLUE SCHOOL,Elementary,INDEPENDENT,26,23,22,13,6,0,0,0,0,0,0,0,0,0,21,0,39,150
NEW YORK,310200996071,COOKE CENTER ACADEMY,K-12 School,INDEPENDENT,7,6,9,15,10,17,20,18,27,29,26,28,0,32,8,0,0,252
NEW YORK,310200996095,AVENUES NEW YORK LLC,Junior Senior School,INDEPENDENT,129,79,55,51,69,81,50,52,53,65,0,0,0,0,142,0,128,954
NEW YORK,310200996116,FUSION ACADEMY MANHATTAN,Junior Senior School,INDEPENDENT,0,0,0,0,0,2,2,6,8,12,16,17,0,0,0,0,0,63
NEW YORK,310200996739,BREARLEY SCHOOL (THE),K-12 School,INDEPENDENT,53,51,51,51,52,56,55,60,54,54,53,56,0,0,52,0,0,698
NEW YORK,310200996742,BROWNING SCHOOL (THE),K-12 School,INDEPENDENT,34,29,31,32,34,32,28,32,31,22,25,29,0,0,37,0,0,396
NEW YORK,310200996743,BUCKLEY SCHOOL,Elementary,INDEPENDENT,43,43,44,40,39,38,32,36,17,0,0,0,0,0,43,0,0,375
NEW YORK,310200996749,CHAPIN SCHOOL (THE),K-12 School,INDEPENDENT,58,59,58,56,54,60,62,61,56,55,50,58,0,0,60,0,0,747
NEW YORK,310200996755,CITY AND COUNTRY SCHOOL,Elementary,INDEPENDENT,33,34,26,30,30,32,27,23,0,0,0,0,0,0,37,0,34,306
NEW YORK,310200996790,LORGE SCHOOL (THE),Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,31,59,0,0,0,90
NEW YORK,310200996792,LYCEE FRANCAIS DE NEW YORK,K-12 School,INDEPENDENT,106,97,104,105,102,96,92,108,96,89,90,87,0,0,101,0,73,1346
NEW YORK,310200996794,LYCEUM KENNEDY,K-12 School,INDEPENDENT,22,23,23,20,17,17,12,15,5,5,3,1,0,0,34,0,20,217
NEW YORK,310200996800,HEWITT SCHOOL (THE),K-12 School,INDEPENDENT,48,49,40,49,50,50,42,50,33,23,30,30,0,0,40,0,0,534
NEW YORK,310200996806,NIGHTINGALE BAMFORD SCHOOL,K-12 School,INDEPENDENT,43,43,40,43,45,51,48,55,52,38,35,39,0,0,48,0,0,580
NEW YORK,310200996817,RUDOLF STEINER SCHOOL,K-12 School,INDEPENDENT,27,22,27,22,18,16,18,23,21,19,25,21,0,0,48,0,21,328
NEW YORK,310200996823,SAINT DAVIDS SCHOOL,Elementary,INDEPENDENT,48,43,43,44,40,37,42,38,0,0,0,0,0,0,58,0,18,411
NEW YORK,310200996830,SPENCE SCHOOL,K-12 School,INDEPENDENT,54,56,49,50,53,56,60,59,61,55,61,57,0,0,54,0,0,725
NEW YORK,310200996834,TOWN SCHOOL (THE),Elementary,INDEPENDENT,44,41,41,37,42,37,38,37,0,0,0,0,0,0,46,0,19,382
NEW YORK,310200996836,U N INTERNATIONAL SCHOOL,K-12 School,INDEPENDENT,97,121,115,122,121,137,133,147,115,109,116,117,0,0,86,0,0,1536
NEW YORK,310200997065,ALLEN-STEVENSON SCHOOL (THE),Elementary,INDEPENDENT,48,46,47,45,45,43,44,42,9,0,0,0,0,0,48,0,0,417
NEW YORK,310200997115,LITTLE RED SCHOOL HOUSE-ELISABETH IRWIN HIGH SCHOOL,K-12 School,INDEPENDENT,43,45,42,42,43,37,39,39,63,58,61,43,0,0,42,0,36,633
NEW YORK,310200997330,MANHATTAN COUNTRY SCHOOL,Elementary,INDEPENDENT,20,20,22,22,23,20,22,21,0,0,0,0,0,0,19,0,9,198
NEW YORK,310200997637,CAEDMON SCHOOL (THE),Elementary,INDEPENDENT,31,29,27,25,31,0,0,0,0,0,0,0,0,0,34,0,103,280
NEW YORK,310200997686,BEEKMAN SCHOOL (THE),Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,4,8,18,18,0,1,0,0,0,49
NEW YORK,310200997700,FAMILY SCHOOL (THE),Elementary,INDEPENDENT,6,6,5,5,5,3,0,0,0,0,0,0,0,0,9,0,127,166
NEW YORK,310200997733,DALTON SCHOOL (THE),K-12 School,INDEPENDENT,89,95,93,93,88,95,100,95,126,111,106,115,0,0,97,0,0,1303
NEW YORK,310200997740,CORLEARS SCHOOL,Elementary,INDEPENDENT,23,11,17,10,11,0,0,0,0,0,0,0,0,0,43,28,17,160
NEW YORK,310200997852,CHURCHILL SCHOOL AND CENTER (THE),K-12 School,INDEPENDENT,12,12,36,36,36,36,37,36,39,38,35,32,0,0,12,0,0,397
NEW YORK,310200997908,VILLAGE COMMUNITY SCHOOL,Elementary,INDEPENDENT,40,47,42,35,35,25,33,28,0,0,0,0,0,0,43,0,0,328
NEW YORK,310200998057,CHILD SCHOOL (THE),K-12 School,INDEPENDENT,6,9,8,15,16,24,36,36,33,37,35,32,0,0,4,0,0,291
NEW YORK,310200998266,LA SCUOLA D'ITALIA-G MARCONI,K-12 School,INDEPENDENT,27,26,23,14,19,17,18,22,14,12,15,10,0,0,12,0,38,267
NEW YORK,310200998518,WINSTON PREPARATORY SCHOOL,Junior Senior School,INDEPENDENT,0,0,0,1,3,12,21,20,28,30,33,33,0,0,0,0,0,181
NEW YORK,310200999144,ALL SOULS SCHOOL,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,132,155
NEW YORK,310200999300,BIRCH WATHEN LENOX SCHOOL,K-12 School,INDEPENDENT,42,37,44,41,50,51,47,50,54,45,55,38,0,0,26,0,0,580
NEW YORK,310200999413,UNITED CEREBRAL PALSY OF NEW YORK CITY,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,41,58,0,0,288,387
NEW YORK,310200999572,GENEVA SCHOOL OF MANHATTAN,Elementary,INDEPENDENT,21,15,23,12,17,12,14,11,0,0,0,0,0,0,26,0,22,173
NEW YORK,310200999592,"NYSARC, INC-NEW YORK CITY CHAPTER",Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,129,117,0,0,293,539
NEW YORK,310200999614,SCHOOL FOR YOUNG PERFORMERS,Junior Senior School,INDEPENDENT,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,4
NEW YORK,310200999791,"ASSOCIATION FOR METROAREA AUTISTIC CHILDREN, INC",Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,70,101,0,0,41,212
NEW YORK,310200999914,LEARNINGSPRING SCHOOL,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,96,9,0,0,0,105
NEW YORK,310200999964,AARON SCHOOL (K-7),Elementary,INDEPENDENT,8,17,7,16,23,7,11,0,0,0,0,0,0,0,5,0,0,94
NEW YORK,310200999971,MCCARTON SCHOOL (THE),Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,32,14,0,0,0,46
NEW YORK,310300145234,BLESSED SACRAMENT SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,41,24,21,27,23,26,28,42,0,0,0,0,0,0,30,0,122,384
NEW YORK,310300145259,CORPUS CHRISTI SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,13,16,12,26,17,20,26,34,0,0,0,0,0,0,18,0,39,221
NEW YORK,310300145280,SAINT GREGORY THE GREAT SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,22,13,18,19,16,21,17,24,0,0,0,0,0,0,13,0,25,188
NEW YORK,310300145456,XAVIER HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,298,275,232,276,0,0,0,0,0,1081
NEW YORK,310300147412,ASCENSION SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,28,24,28,24,26,27,29,32,0,0,0,0,0,0,33,0,83,334
NEW YORK,310300149994,CRISTO REY HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,96,102,95,95,0,0,0,0,0,388
NEW YORK,310300207767,J G B EDUCATION SERVICES,Special School,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,29,23,0,0,0,52
NEW YORK,310300215552,SOLOMON SCHECHTER SCHOOL OF MANHATTAN,Elementary,JEWISH,19,14,13,14,15,19,19,15,0,0,0,0,0,0,15,0,0,143
NEW YORK,310300226796,MANHATTAN DAY SCHOOL,Elementary,JEWISH,53,43,43,35,54,42,27,28,0,0,0,0,35,13,65,0,42,480
NEW YORK,310300227929,RODEPH SHOLOM SCHOOL,Elementary,JEWISH,50,55,55,54,65,42,42,33,0,0,0,0,0,0,70,0,51,517
NEW YORK,310300229121,YESHIVA KETANA OF MANHATTAN,Elementary,JEWISH,5,11,11,9,13,9,9,12,0,0,0,0,0,0,10,0,17,106
NEW YORK,310300229306,BEIT RABBAN DAY SCHOOL,Elementary,JEWISH,12,13,8,7,5,0,0,0,0,0,0,0,0,0,11,0,15,71
NEW YORK,310300515340,HARLEM ACADEMY,Elementary,EPISCOPAL,15,16,13,16,17,16,16,13,0,0,0,0,0,0,0,0,0,122
NEW YORK,310300515858,SS HILDA & HUGH SCHOOL,Elementary,EPISCOPAL,37,31,30,31,35,31,32,30,0,0,0,0,0,0,34,0,35,326
NEW YORK,310300515862,TRINITY SCHOOL,K-12 School,EPISCOPAL,61,61,61,63,57,58,62,64,118,109,110,113,0,0,60,0,0,997
