County,BEDS Code,Name,Grade Org,Affiliation,GR1,GR2,GR3,GR4,GR5,GR6,UGE,GR7,GR8,GR9,GR10,GR11,GR12,UGS,FullK,HalfK,PreK,Enrollment
RENSSELAER,491200995972,DOANE STUART SCHOOL (THE),K-12 School,INDEPENDENT,7,7,7,6,14,13,0,9,17,32,28,34,36,0,6,0,8,224
RENSSELAER,491302999322,ROBERT C PARKER SCHOOL,Elementary,INDEPENDENT,9,12,6,10,8,12,0,7,2,0,0,0,0,0,9,0,30,105
RENSSELAER,491700115756,SACRED HEART SCHOOL,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,11,13,7,19,17,13,0,0,0,0,0,0,0,0,15,0,56,151
RENSSELAER,491700858430,REDEMPTION CHRISTIAN ACADEMY,Junior Senior School,BAPTIST,1,1,2,0,3,1,0,1,0,0,0,0,0,0,1,0,2,12
RENSSELAER,491700997083,EMMA WILLARD SCHOOL,Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,0,85,90,87,90,0,0,0,0,352
RENSSELAER,491700999668,SUSAN ODELL TAYLOR SCHOOL (THE),Elementary,INDEPENDENT,6,8,9,12,8,8,0,9,4,0,0,0,0,0,8,0,21,93
ROCKLAND,500101145198,ALBERTUS MAGNUS HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,151,106,120,121,0,0,0,0,498
ROCKLAND,500101229658,HEBREW ACADEMY-OHR MENACHEM CHABAD,Elementary,JEWISH,6,8,0,8,1,0,0,4,2,0,0,0,0,0,13,0,9,51
ROCKLAND,500101996670,ROCKLAND COUNTRY DAY SCHOOL,K-12 School,INDEPENDENT,6,5,5,11,4,4,0,8,4,5,7,17,16,0,8,0,8,108
ROCKLAND,500101999089,BLUE ROCK SCHOOL,Elementary,INDEPENDENT,12,8,12,8,12,11,0,8,8,0,0,0,0,0,6,3,0,88
ROCKLAND,500108145040,ST ANTHONY SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,23,13,18,20,22,15,0,18,20,0,0,0,0,0,18,0,9,176
ROCKLAND,500201145043,ST GREGORY BARBARIGO SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,25,22,16,22,21,21,0,22,20,0,0,0,0,0,22,0,7,198
ROCKLAND,500201998806,CHILDREN OF MARY NURSERY KNDG,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,55,63
ROCKLAND,500301145260,ST DOMINICS SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,2,3,8,14,10,0,4,28,0,0,0,0,14,0,0,0,83
ROCKLAND,500301999199,PRE-SCHOOL PLAYHOUSE,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25,29
ROCKLAND,500304145050,ST PAUL SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,11,15,14,18,20,15,0,23,15,0,0,0,0,0,16,0,62,209
ROCKLAND,500304998107,SUMMIT SCHOOL (THE),Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,162
ROCKLAND,500308145046,ST MARGARET SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,27,24,20,29,25,21,0,15,21,0,0,0,0,0,24,0,38,244
ROCKLAND,500401145051,SACRED HEART SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,29,22,19,21,27,27,0,22,26,0,0,0,0,0,23,0,51,267
ROCKLAND,500401226004,CON KOLEL CHASIDEL RACHMISTRIVKA,Elementary,JEWISH,29,32,29,30,29,27,0,27,23,0,0,0,0,0,30,0,90,346
ROCKLAND,500401226135,CENTRAL UTA OF MONSEY - GIRLS,Other,JEWISH,44,44,36,25,28,0,0,0,0,0,0,0,0,0,54,0,49,280
ROCKLAND,500401229384,BAIS YAAKOV OF RAMAPO,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,27,30,30,26,0,0,0,0,113
ROCKLAND,500401229393,YESHIVAS OHR REUVEN,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,24,16,19,13,0,0,0,0,72
ROCKLAND,500401229597,YESHIVA DARCHEI NOAM,Elementary,JEWISH,27,27,28,22,26,24,0,22,33,0,0,0,0,0,26,0,20,255
ROCKLAND,500401996118,PASCACK VALLEY LEARNING CENTER,Junior Senior School,INDEPENDENT,0,0,16,9,7,7,0,14,7,15,11,10,10,0,0,0,0,106
ROCKLAND,500402206673,MESIFTA BETH SHRAGA,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,22,22,15,11,0,0,0,0,70
ROCKLAND,500402207407,SHAAREI TORAH OF ROCKLAND,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,20,22,15,14,0,0,0,0,71
ROCKLAND,500402209903,YESHIVA BAIS HACHINUCH,Elementary,JEWISH,0,0,8,10,6,12,0,11,10,0,0,0,0,0,0,0,0,57
ROCKLAND,500402220016,CONGREGATION YESHIVA NOIAM MGODIM,Elementary,JEWISH,20,25,22,25,30,25,0,15,27,0,0,0,0,0,20,0,32,241
ROCKLAND,500402225047,TALMUD TORAH BOBOV,Junior Senior School,JEWISH,83,57,59,60,57,59,0,59,57,26,24,20,0,0,63,0,77,701
ROCKLAND,500402225056,MESIVTA MAAMAR MORDECHAI,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,9,9,14,14,0,0,0,0,46
ROCKLAND,500402225490,SKILL BUILDING CENTER (THE),Elementary,JEWISH,9,13,9,6,8,5,13,10,7,0,0,0,0,1,15,0,6,102
ROCKLAND,500402225496,BAIS TRANY OF MONSEY,Junior Senior School,JEWISH,43,40,27,35,30,29,0,31,26,26,14,18,18,0,99,0,65,501
ROCKLAND,500402225550,BOBOVER YESHIVA OF MONSEY,Junior Senior School,JEWISH,24,28,31,29,28,26,0,27,24,0,0,0,0,0,44,0,51,312
ROCKLAND,500402225586,CONGREGATION BAIS CHANA MALKA,Junior Senior School,JEWISH,19,19,19,21,23,25,0,14,12,11,8,16,0,0,17,0,27,231
ROCKLAND,500402225587,CONGRE MACHON TIFERES BACHURIM,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
ROCKLAND,500402225674,BNEI YAKOV YOSEF OF MONSEY,Elementary,JEWISH,41,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,97,181
ROCKLAND,500402225708,MONSEY BEIS CHAYA MUSHKA-HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,41,39,23,21,0,0,0,0,124
ROCKLAND,500402225721,CONGREGATION KOIFER NEFESH,Elementary,JEWISH,29,22,25,28,28,19,0,22,9,19,20,0,0,0,39,0,60,320
ROCKLAND,500402225751,IMREI SHUFER,Elementary,JEWISH,13,17,13,10,15,8,0,12,13,0,0,0,0,0,9,0,20,130
ROCKLAND,500402225984,BAIS YAAKOV AYELES HASHACHAR INC,Elementary,JEWISH,2,2,1,4,3,1,0,2,3,0,0,0,0,0,1,0,0,19
ROCKLAND,500402226086,CONG YESHIVA OF GREATER MONSEY INC,Elementary,JEWISH,43,44,23,23,23,22,0,15,0,0,0,0,0,0,45,0,40,278
ROCKLAND,500402226093,CONGREGATION YESHIVAS MEON HATORAH,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,11,15,12,11,0,0,0,0,49
ROCKLAND,500402226096,CONGREGATION MESIFTA,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,15
ROCKLAND,500402226104,BAIS YAAKOV ELEM SCHOOL OF ROCKLAND,Elementary,JEWISH,72,65,52,45,29,0,0,0,0,0,0,0,0,0,66,0,68,397
ROCKLAND,500402226129,MESIVTA AHAVAS HATORAH,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,26,19,18,15,0,0,0,0,78
ROCKLAND,500402226134,MESIVTA OF YESHIVA D'MONSEY,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,0,26,20,23,0,0,0,0,69
ROCKLAND,500402226150,YESHIVA OHR TORAH,Junior Senior School,JEWISH,0,0,0,0,0,0,0,0,0,28,73,0,0,0,0,0,0,101
ROCKLAND,500402226151,CONG KHAL YEREIM YESH BAIS HILLEL,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,24,23,23,19,0,0,0,0,89
ROCKLAND,500402226156,MOSDOS SANZ OF MONSEY,Elementary,JEWISH,28,22,28,0,0,0,0,0,0,0,0,0,0,0,23,0,24,125
ROCKLAND,500402226163,BNOS DERECH YISROEL OF MONSEY,Elementary,JEWISH,30,29,27,30,26,23,0,18,9,9,19,0,0,0,42,0,73,335
ROCKLAND,500402226164,CONGREGATION TIFERES YISROEL,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,11,11,12,8,0,0,0,0,42
ROCKLAND,500402226168,YESHIVA KINYAN TORAH,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,27,29,26,0,0,0,0,0,82
ROCKLAND,500402226190,CONGREGATION YESHUOS MOSHE VIZNITZ,Elementary,JEWISH,26,28,25,27,25,0,0,0,0,0,0,0,0,0,28,0,26,185
ROCKLAND,500402226201,CENTRAL UTA OF MONSEY - BOYS,Elementary,JEWISH,54,52,39,49,42,31,0,30,30,0,0,0,0,0,41,0,29,397
ROCKLAND,500402226202,YESHIVA TIFERES SHMUEL,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,12,6,8,0,0,0,0,0,26
ROCKLAND,500402226206,YESHIVA OHOLEI SHEM DNITRA,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,19,22,0,0,0,0,0,0,41
ROCKLAND,500402226231,YESHIVA OF SPRING VALLEY-GIRLS DIV,Other,JEWISH,88,117,107,107,101,92,0,92,113,0,0,0,0,0,98,0,178,1093
ROCKLAND,500402226233,BNOS ZION OF BOBOV MONSEY,Other,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19
ROCKLAND,500402226246,CONGREGATION BAIS CHINUCH ATERES BNO,Other,JEWISH,25,27,28,46,24,25,0,28,23,24,19,17,11,0,27,0,14,338
ROCKLAND,500402226252,UNITED TALMUDICAL ACADEMY,Other,JEWISH,120,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,300
ROCKLAND,500402226272,TALMUD TORAH DARKEI AVOS - MONSEY,Other,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
ROCKLAND,500402226275,YESHIVA OF BOBOV MONSEY,Other,JEWISH,0,0,0,0,0,0,0,0,0,45,26,0,0,0,0,0,0,71
ROCKLAND,500402226276,BAIS BINYOMIN ACADEMY,Other,JEWISH,0,0,0,0,0,0,0,0,0,15,13,6,0,0,0,0,0,34
ROCKLAND,500402226279,CONGREGATION VIEN OF MONSEY-YESHIVA,Other,JEWISH,0,0,0,0,0,0,0,0,0,32,34,30,0,0,0,0,0,96
ROCKLAND,500402226280,UNITED TALMUDICAL ACA-BOYS HS,Other,JEWISH,0,0,0,0,0,0,0,0,0,72,78,44,37,0,0,0,0,231
ROCKLAND,500402226281,ATERES BAIS YAAKOV ACAD-ROCKLAND 2,Other,JEWISH,27,30,30,21,26,19,0,23,20,27,33,33,36,0,29,0,0,354
ROCKLAND,500402226290,YESHIVA OHR TORAH - SITE 2,Other,JEWISH,0,0,0,0,0,0,0,0,0,0,0,18,44,0,0,0,0,62
ROCKLAND,500402226293,CONGREGATION PE'ER BAIS YAAKOV,Other,JEWISH,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19
ROCKLAND,500402226298,MOSDOS SANZ KLAUSENBURG OF MONSEY ,Other,JEWISH,30,30,30,25,27,27,0,27,25,18,16,16,0,0,23,0,53,347
ROCKLAND,500402226301,YESHIVA NER TORAH,Other,JEWISH,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,26
ROCKLAND,500402226305,BNEI YAKOV YOSEF OF MONSEY - SITE 2,Other,JEWISH,0,49,30,27,28,31,0,28,29,0,0,0,0,0,0,0,0,222
ROCKLAND,500402226307,CONGREGATION DIVREI CHAIM,Other,JEWISH,0,0,0,0,0,0,0,0,0,46,36,31,69,0,0,0,0,182
ROCKLAND,500402226312,CHEDER BE'ER YESHAYA,Other,JEWISH,8,13,11,9,10,12,0,0,0,0,0,0,0,0,11,0,7,81
ROCKLAND,500402226317,CONG VIEN OF MONSEY - BNOS CHANA VIE,Other,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,22,45
ROCKLAND,500402226477,YESHIVA OF SPRING VALLEY,Elementary,JEWISH,86,83,78,83,84,78,0,77,83,0,0,0,0,0,78,0,0,730
ROCKLAND,500402226478,A H SCHREIBER HEBREW ACAD OF ROCKLAN,Elementary,JEWISH,34,33,40,41,38,40,8,27,30,0,0,0,0,0,41,0,40,372
ROCKLAND,500402226680,BETH ROCHEL SCHOOL-GIRLS,K-12 School,JEWISH,115,110,111,118,91,93,0,89,88,93,85,82,85,0,102,0,83,1345
ROCKLAND,500402227455,YESHIVA BETH DAVID,Elementary,JEWISH,99,87,88,81,88,82,0,83,78,46,0,0,0,0,101,0,93,926
ROCKLAND,500402227568,BAIS YAAKOV HS OF SPRING VALLEY,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,98,109,90,102,0,0,0,0,399
ROCKLAND,500402227589,YESHIVA AHAVATH ISRAEL-BNOS VISNITZ,K-12 School,JEWISH,329,292,351,283,290,300,0,268,232,269,217,218,62,0,459,0,410,3980
ROCKLAND,500402228423,UTA,K-12 School,JEWISH,232,203,214,216,162,196,0,176,174,153,156,118,126,0,500,0,0,2626
ROCKLAND,500402228547,CONG MACHZIKEI HADAS OF BELZ,Elementary,JEWISH,100,51,54,56,55,44,0,36,29,0,0,0,0,0,50,0,0,475
ROCKLAND,500402228999,YESHIVA HIGH SCHOOL OF MONSEY,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,19,24,28,37,0,0,0,0,108
ROCKLAND,500402229080,YESHIVA BETH MIKROH,Elementary,JEWISH,63,65,75,54,89,59,0,68,71,0,0,0,0,0,46,0,61,651
ROCKLAND,500402229084,BAIS YAAKOV CHOFETZ CHAIM-POMONA,Elementary,JEWISH,38,33,35,25,45,31,0,43,35,0,0,0,0,0,27,0,35,347
ROCKLAND,500402229085,BAS MIKROH,Elementary,JEWISH,53,50,54,56,50,58,0,59,33,0,0,0,0,0,50,0,40,503
ROCKLAND,500402229103,TALMUD TORAH KHAL ADAS YEREIM,Elementary,JEWISH,29,30,31,30,30,31,0,30,27,0,0,0,0,0,25,0,57,320
ROCKLAND,500402229165,YESHIVA DEGEL HATORAH,Elementary,JEWISH,24,25,22,27,23,25,0,23,20,0,0,0,0,0,26,0,20,235
ROCKLAND,500402229299,BAIS SHIFRA MIRIAM,K-12 School,JEWISH,22,22,11,25,27,18,0,21,26,22,24,14,22,0,14,0,17,285
ROCKLAND,500402229315,ROCKLAND INST FOR SPEC EDUC,Junior Senior School,JEWISH,1,1,0,2,3,4,0,6,4,3,6,4,18,0,1,0,0,53
ROCKLAND,500402229325,YESHIVA TZOIN YOSEF,Junior Senior School,JEWISH,56,63,60,58,58,53,0,56,53,30,25,28,0,0,42,0,25,607
ROCKLAND,500402229520,YESHIVA AVIR YAAKOV,K-12 School,JEWISH,284,288,295,283,264,286,0,242,246,183,188,145,222,0,251,0,646,3823
ROCKLAND,500402229528,YESHIVA SHAAR EPHRAIM,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,0,24,30,21,0,0,0,0,75
ROCKLAND,500402229549,YESHIVA GEDOLAH OF SOUTH MONSEY,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,14,19,22,15,0,0,0,0,70
ROCKLAND,500402229565,BNOS ESTHER PUPA,K-12 School,JEWISH,48,48,34,29,47,34,0,35,32,41,30,29,22,0,48,0,48,525
ROCKLAND,500402229623,CONGREGATION BAIS MALKA,Junior Senior School,JEWISH,54,64,51,53,48,55,0,60,51,53,40,36,47,0,67,0,40,719
ROCKLAND,500402229806,MOSDOS SANZ KLAUSENBURG OF MONSEY,Elementary,JEWISH,22,18,25,24,20,24,0,16,20,0,0,0,0,0,52,0,44,265
ROCKLAND,500402229816,SHAAREI ARAZIM OF MONSEY,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,15,21,6,15,0,0,0,0,57
ROCKLAND,500402229834,CONGREGATION NOAM E LISENK,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,55,45,38,21,0,0,0,0,159
ROCKLAND,500402229896,BAIS YAAKOV D'RAV HIRSCH,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,25,19,20,27,0,0,0,0,91
ROCKLAND,500402229918,CHEDER CHABAD OF MONSEY,Elementary,JEWISH,61,57,52,42,44,49,0,43,37,0,0,0,0,0,60,0,37,482
ROCKLAND,500402229966,BAIS YEHUDA,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,45,30,30,0,0,0,0,0,105
ROCKLAND,500402808884,CORNERSTONE CHRISTIAN SCHOOL,Elementary,CHRISTIAN FUNDAMENTALIST,19,14,18,12,11,8,0,7,4,0,0,0,0,0,27,0,0,120
ROCKLAND,500402995550,YESHIVA DARKEI EMUNAH,Elementary,JEWISH,24,29,29,17,19,20,0,13,19,17,0,0,0,0,19,0,21,227
ROCKLAND,500402995555,CONGREGATION BIRCHOS YOSEF,Elementary,JEWISH,9,9,18,14,11,12,0,10,0,0,0,0,0,0,19,0,0,102
ROCKLAND,500402996676,GREEN MEADOW WALDORF SCHOOL,K-12 School,INDEPENDENT,29,24,22,26,27,18,0,23,11,13,12,22,19,0,7,48,9,310
SAINT LAWRENCE,510201155004,ST MARY SCHOOL,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,9,6,10,5,6,8,0,0,0,0,0,0,0,0,9,0,12,65
SAINT LAWRENCE,510201999730,LITTLE RIVER COMMUNITY SCHOOL,K-12 School,INDEPENDENT,4,8,1,1,2,4,0,2,2,0,4,4,2,0,5,0,0,39
SAINT LAWRENCE,511101155007,ST JAMES SCHOOL,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,12,7,10,7,12,6,0,0,0,0,0,0,0,0,18,0,13,85
SAINT LAWRENCE,512001155896,TRINITY CATHOLIC SCHOOL,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,12,19,18,30,16,14,0,0,0,0,0,0,0,0,34,0,23,166
SAINT LAWRENCE,512001185654,HOLY NAME OF JESUS ACADEMY,K-12 School,ROMAN CATHOLIC - OGDENSBURG DIOCESE,3,3,3,4,8,7,0,8,10,18,24,21,18,0,4,0,4,135
SAINT LAWRENCE,512201656117,DEER CROSSING AMISH SCHOOL,Elementary,MENNONITES,4,6,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,20
SAINT LAWRENCE,512404658926,TOWNLINE SCHOOL,Elementary,MENNONITES,2,1,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,13
SAINT LAWRENCE,512404658927,MUD LAKE SCHOOL,Elementary,MENNONITES,2,2,2,2,2,1,0,3,1,0,0,0,0,0,0,0,0,15
SAINT LAWRENCE,512404658928,PLIMPTON SCHOOL,Elementary,MENNONITES,2,5,2,5,3,4,0,3,2,0,0,0,0,0,0,0,0,26
SAINT LAWRENCE,512404658929,TWIN MAPLES,Elementary,MENNONITES,2,2,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,14
SAINT LAWRENCE,512404658930,ELM GROVE SCHOOL,Elementary,MENNONITES,3,3,3,3,2,3,0,2,2,0,0,0,0,0,0,0,0,21
SAINT LAWRENCE,512404659077,ANDERSON VALLEY SCHOOL,Elementary,MENNONITES,5,2,4,4,2,2,0,3,2,0,0,0,0,0,0,0,0,24
SAINT LAWRENCE,512404659078,LOCUST GROVE SCHOOL,Elementary,MENNONITES,6,4,3,2,2,3,0,4,3,0,0,0,0,0,0,0,0,27
SAINT LAWRENCE,512404659400,MAPLE RIDGE SCHOOL,Elementary,MENNONITES,3,4,3,4,3,3,0,2,2,0,0,0,0,0,0,0,0,24
SAINT LAWRENCE,512404659622,PLEASANT VIEW SCHOOL,Elementary,MENNONITES,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,16
SAINT LAWRENCE,512404659981,RIVERVIEW SCHOOL,Elementary,MENNONITES,4,3,2,2,2,2,0,3,2,0,0,0,0,0,0,0,0,20
SCHENECTADY,520101997785,OAK HILL SCHOOL,Elementary,INDEPENDENT,1,1,4,5,8,8,0,2,7,0,0,0,0,0,0,0,0,36
SARATOGA,520101998694,KETCHUM-GRANDE SCHOOL,Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,3,6,7,8,10,0,0,0,0,34
SARATOGA,520302506018,ST GEORGE'S SCHOOL,Elementary,EPISCOPAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,51,72
SARATOGA,520302995153,MOTHER TERESA ACADEMY,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,34,54
SARATOGA,520302996103,SARA MARIE SCHOOL (THE),Elementary,JEWISH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,29,60
SARATOGA,520302996296,LEARNING TO KNOW EDUCATIONAL CENTER,Other,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,16
SARATOGA,520401808772,KING'S SCHOOL (THE),K-12 School,CHRISTIAN FUNDAMENTALIST,8,3,15,9,5,12,0,17,14,12,13,11,9,0,5,0,0,133
SARATOGA,521301115711,ST MARY'S SCHOOL,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,15,17,22,22,15,0,0,0,0,0,0,0,0,0,13,0,43,147
SARATOGA,521301808542,SPA CHRISTIAN SCHOOL,Elementary,CHRISTIAN FUNDAMENTALIST,13,9,10,4,9,1,0,0,0,0,0,0,0,0,0,8,17,71
SARATOGA,521301995550,MALTA MONTESSORI SCHOOL,Elementary,INDEPENDENT,4,8,3,0,0,1,0,0,0,0,0,0,0,0,8,0,18,42
SARATOGA,521800115750,SARATOGA CENTRAL CATHOLIC HIGH SCH,Junior Senior School,ROMAN CATHOLIC - ALBANY DIOCESE,0,0,0,0,0,21,0,29,41,35,34,28,37,0,0,0,0,225
SARATOGA,521800119176,ST CLEMENT'S RGNL CATHOLIC SCHOOL,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,20,25,28,29,25,0,0,0,0,0,0,0,0,0,24,0,48,199
SARATOGA,521800856216,WILTON BAPTIST ACADEMY,Junior Senior School,BAPTIST,3,4,3,1,3,3,0,6,2,5,2,3,3,0,4,0,2,44
SARATOGA,521800999102,WALDORF SCHOOL-SARATOGA SPRINGS,K-12 School,INDEPENDENT,14,11,11,18,9,12,0,20,13,9,15,13,7,0,0,23,28,203
SARATOGA,521800999327,SARATOGA INDEPENDENT SCHOOL,Elementary,INDEPENDENT,14,12,18,11,16,0,0,0,0,0,0,0,0,0,22,0,48,141
SARATOGA,522101115719,ST MARY'S SCHOOL,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,24,18,21,8,31,15,0,21,10,0,0,0,0,0,24,0,40,212
SCHENECTADY,530202807972,MEKEEL CHRISTIAN ACADEMY,K-12 School,CHRISTIAN FUNDAMENTALIST,17,22,24,19,17,27,0,36,16,36,17,31,21,0,15,0,0,298
SCHENECTADY,530301115682,ST KATERI PARISH SCHOOL,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,26,25,27,21,26,0,0,0,0,0,0,0,0,0,28,0,71,224
SCHENECTADY,530301995716,RIVERRUN COMMUNITY MONTESSORI,Elementary,INDEPENDENT,7,5,5,5,3,2,0,3,2,0,0,0,0,0,0,0,12,44
ALBANY,530515997783,WILDWOOD SCHOOL,Special School,INDEPENDENT,0,0,0,0,0,0,65,0,0,0,0,0,0,145,0,0,0,210
SCHENECTADY,530600115681,NOTRE DAME-BISHOP GIBBONS SCHOOL,Junior Senior School,ROMAN CATHOLIC - ALBANY DIOCESE,0,0,0,0,0,41,0,34,40,41,50,34,45,0,0,0,0,285
SCHENECTADY,530600996315,BRIGHT HOPE CENTER INC,Other,INDEPENDENT,0,1,2,0,2,1,0,0,1,1,3,2,0,0,2,0,0,15
SCHENECTADY,530600998000,NORTHEAST PARENT & CHILD SOCIETY,Junior Senior School,INDEPENDENT,0,0,0,0,0,4,1,10,14,29,31,20,18,6,0,0,0,133
SCHENECTADY,530600999304,BROWN SCHOOL,Elementary,INDEPENDENT,13,14,18,8,17,13,0,13,24,3,0,0,0,0,13,0,29,165
SCHOHARIE,541001996223,COUNTRY CLASSROOM,Elementary,INDEPENDENT,4,5,2,0,0,0,0,0,0,0,0,0,0,0,3,1,5,20
SCHOHARIE,541102805568,CORNERSTONE CHRISTIAN ACADEMY,Junior Senior School,CHRISTIAN FUNDAMENTALIST,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3
SENECA,560501659820,GROOVES CREEK SCHOOL,Elementary,MENNONITES,3,2,3,2,1,2,0,3,2,0,0,0,0,0,0,0,0,18
SENECA,560501659821,LAKE VIEW SCHOOL,Elementary,MENNONITES,3,3,0,3,3,3,0,3,3,0,0,0,0,0,0,0,0,21
SENECA,560603658896,CRANBERRY MARSH SCHOOL,Elementary,MENNONITES,4,3,4,4,4,2,0,6,2,0,0,0,0,0,0,0,0,29
SENECA,560603659823,DIAMOND CROSSING SCHOOL,Elementary,MENNONITES,4,3,4,5,5,2,0,5,2,0,0,0,0,0,0,0,0,30
SENECA,560603995073,HILLSIDE CHILDREN'S CENTER-VARICK,Junior Senior School,INDEPENDENT,0,0,0,0,3,5,0,6,16,19,21,13,12,0,0,0,0,95
SENECA,560701658563,CAYUGA MENNONITE SCHOOL,Elementary,MENNONITES,3,3,2,2,4,3,0,3,3,0,0,0,0,0,0,0,0,23
SENECA,560701856180,SENECA BIBLE BAPTIST ACADEMY,Junior Senior School,BAPTIST,0,1,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,8
SENECA,560701859281,FINGER LAKES CHRISTIAN SCHOOL,K-12 School,BAPTIST,5,10,7,7,4,7,0,9,4,7,5,4,8,0,6,0,6,89
SENECA,561006658407,FAYETTE MENNONITE SCHOOL,Elementary,MENNONITES,2,3,2,3,3,4,0,3,2,0,0,0,0,0,0,0,0,22
STEUBEN,570302859584,VICTORY BAPTIST ACADEMY,Junior Senior School,BAPTIST,1,1,2,0,2,1,0,3,1,2,2,3,2,0,0,0,0,20
STEUBEN,570302995084,HILLSIDE CHILDREN'S CTR-SNELL FARM,Senior High,INDEPENDENT,0,0,0,0,0,0,0,1,6,4,3,9,2,0,0,0,0,25
STEUBEN,571000166198,ALL SAINTS ACADEMY,Elementary,ROMAN CATHOLIC - ROCHESTER DIOCESE,16,13,10,10,9,1,10,2,7,0,0,0,0,0,8,0,30,116
STEUBEN,571000808888,CORNING CHRISTIAN ACADEMY,K-12 School,CHRISTIAN FUNDAMENTALIST,10,4,14,9,13,8,0,7,14,4,7,6,6,0,8,0,18,128
STEUBEN,571000809093,HOPE CHRISTIAN ACADEMY,Elementary,CHRISTIAN FUNDAMENTALIST,7,8,8,8,5,6,0,2,2,0,0,0,0,0,9,0,0,55
STEUBEN,571000996187,KING'S WAY,Elementary,INDEPENDENT,3,5,7,3,3,4,0,2,2,0,0,1,0,0,6,0,7,43
STEUBEN,571000999992,ALT SCHOOL FOR MATH & SCIENCE,Middle School,INDEPENDENT,0,0,0,0,0,41,0,46,47,0,0,0,0,0,0,0,0,134
STEUBEN,571800996146,ST ANN'S ACADEMY,Elementary,INDEPENDENT,7,8,6,4,8,4,0,0,0,0,0,0,0,0,13,0,19,69
