County,BEDS Code,Name,Grade Org,Affiliation,GR1,GR2,GR3,GR4,GR5,GR6,UGE,GR7,GR8,GR9,GR10,GR11,GR12,UGS,FullK,HalfK,PreK,Enrollment
NASSAU,280502999525,GREENTREES COUNTRY DAY SCHOOL,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,27
NASSAU,280503315797,MILL NECK MANOR SCHOOL FOR THE DEAF,Junior Senior School,LUTHERAN,8,12,5,3,3,0,5,11,4,4,6,5,2,11,9,0,18,106
NASSAU,280503996472,PORTLEDGE SCHOOL,K-12 School,INDEPENDENT,20,15,27,23,30,38,0,32,45,66,56,62,54,0,10,0,15,493
NASSAU,280504226650,HEBREW ACAD OF NASSAU-PLAINVIEW,Elementary,JEWISH,12,16,23,15,19,17,0,0,0,0,0,0,0,0,11,0,14,127
NASSAU,280504308315,GOOD SHEPHERD LUTHERAN SCHOOL,Pre-K Only,LUTHERAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52
NASSAU,280504998342,MISS SUE'S NRSY SCHOOL & KINDERGARTE,Pre-K Only,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75
NASSAU,280506175570,ST DOMINIC HIGH SCHOOL,Senior High,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,0,0,0,0,0,0,0,0,0,106,86,104,104,0,0,0,0,400
NASSAU,280506177485,ST DOMINIC ELEMENTARY SCHOOL,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,21,13,21,34,25,23,0,23,26,0,0,0,0,0,14,0,20,220
NASSAU,280506996444,EAST WOODS SCHOOL,Elementary,INDEPENDENT,6,10,13,11,12,13,0,14,19,0,0,0,0,0,17,0,17,132
NASSAU,280506998512,HARMONY HEIGHTS SCHOOL,Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,5,12,21,15,20,0,0,0,0,73
NASSAU,280515217305,SOLOMON SCHECHTER OF LONG ISLAND,Elementary,JEWISH,20,21,14,23,24,0,0,0,0,0,0,0,0,0,12,0,0,114
NASSAU,280515317093,LONG ISLAND LUTHERAN MIDDLE/HIGH,Junior Senior School,LUTHERAN,0,0,0,0,0,0,31,43,51,72,86,110,119,0,0,0,0,512
NASSAU,280517175577,HOLY FAMILY SCHOOL,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,32,35,32,21,35,28,0,31,35,0,0,0,0,0,23,0,52,324
NASSAU,280517175623,OUR LADY OF MERCY SCHOOL,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,9,17,18,17,32,16,0,15,34,0,0,0,0,0,8,0,34,200
NASSAU,280517177171,HOLY TRINITY DIOCESAN HIGH SCHOOL,Senior High,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,0,0,0,0,0,0,0,0,0,200,194,210,209,0,0,0,0,813
NASSAU,280517315810,TRINITY LUTHERAN SCHOOL,Elementary,LUTHERAN,10,9,14,17,15,14,0,27,28,0,0,0,0,0,20,0,29,183
NASSAU,280517998271,CAROUSEL DAY SCHOOL,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,39,47
NASSAU,280518175603,MARIA REGINA SCHOOL,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,32,28,25,25,18,18,0,22,26,0,0,0,0,0,25,0,122,341
NASSAU,280518997271,MONTESSORI CHILDRENS SCHOOL,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,70,88
NASSAU,280518998058,HAGEDORN LITTLE VILLAGE SCHOOL,Elementary,INDEPENDENT,8,8,9,10,10,4,0,0,0,0,0,0,0,0,11,0,109,169
NASSAU,280522437809,BETHESDA SDA SCHOOL,Elementary,SEVENTH-DAY ADVENTIST,5,3,5,3,1,5,0,3,3,0,0,0,0,0,4,0,7,39
NASSAU,280523175641,ST ROSE OF LIMA SCHOOL,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,33,35,35,43,38,45,0,41,57,0,0,0,0,0,31,0,24,382
NASSAU,280523526652,GRACE EPISCOPAL DAY SCHOOL,Elementary,EPISCOPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38
NEW YORK,310100145238,ST BRIGID SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,9,11,14,13,17,11,0,13,11,0,0,0,0,0,11,0,32,142
NEW YORK,310100145301,IMMACULATE CONCEPTION SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,10,15,20,13,19,26,0,27,20,0,0,0,0,0,12,0,35,197
NEW YORK,310100145336,LA SALLE ACADEMY,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,100,93,75,73,0,0,0,0,341
NEW YORK,310100147414,ST GEORGE ACADEMY,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,16,13,11,9,0,0,0,0,49
NEW YORK,310100149439,CONNELLY CTR EDUCATION/HOLY CHILD MS,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,19,19,20,0,18,12,0,0,0,0,0,0,0,0,88
NEW YORK,310100227822,BETH JACOB ELEMENTARY SCHOOL,Elementary,JEWISH,19,25,23,17,20,22,0,25,15,0,0,0,0,0,18,0,15,199
NEW YORK,310100996176,NORD ANGLIA INTERNATIONAL SCHOOL,Elementary,INDEPENDENT,10,10,11,10,5,8,0,6,7,0,0,0,0,0,9,0,16,92
NEW YORK,310100996205,NEW AMSTERDAM SCHOOL,Elementary,INDEPENDENT,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,41
NEW YORK,310100996213,PATHWAYS CHILDREN'S SERVICES,Junior High School,INDEPENDENT,0,0,0,0,0,0,5,0,1,0,0,0,0,6,0,0,0,12
NEW YORK,310100996320,SARA CURRY DAY SCHOOL,Other,INDEPENDENT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8
NEW YORK,310100999967,GEORGE JACKSON ACADEMY,Elementary,INDEPENDENT,0,0,0,20,23,31,0,33,33,0,0,0,0,0,0,0,0,140
NEW YORK,310200145242,CATHEDRAL HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,118,104,147,162,0,0,0,0,531
NEW YORK,310200145262,DOMINICAN ACADEMY,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,63,66,35,54,0,0,0,0,218
NEW YORK,310200145268,EPIPHANY SCHOOL (THE),Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,42,52,51,54,59,49,0,44,66,0,0,0,0,0,41,0,46,504
NEW YORK,310200145281,GUARDIAN ANGEL SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,14,12,10,14,19,13,0,18,22,0,0,0,0,0,17,0,37,176
NEW YORK,310200145299,ST IGNATIUS LOYOLA SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,58,59,57,62,61,60,0,62,59,0,0,0,0,0,57,0,0,535
NEW YORK,310200145309,ST JEAN BAPTISTE HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,91,86,83,88,0,0,0,0,348
NEW YORK,310200145326,ST JOSEPH'S SCHOOL-YORKVILLE,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,36,25,17,23,33,16,0,18,30,0,0,0,0,0,42,0,59,299
NEW YORK,310200145338,LOYOLA SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,51,49,48,52,0,0,0,0,200
NEW YORK,310200145356,MARYMOUNT SCHOOL OF NY,K-12 School,ROMAN CATHOLIC - ARCHDIOCESE OF NY,51,52,57,53,50,54,0,53,53,60,69,62,56,0,56,0,38,764
NEW YORK,310200145371,NOTRE DAME SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,92,87,82,83,0,0,0,0,344
NEW YORK,310200145386,OUR LADY OF POMPEII SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,8,19,15,13,21,20,0,23,21,0,0,0,0,0,14,0,12,166
NEW YORK,310200145416,REGIS HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,139,135,131,129,0,0,0,0,534
NEW YORK,310200145432,SACRED HEART OF JESUS SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,15,5,12,15,15,8,0,13,15,0,0,0,0,0,10,0,35,143
NEW YORK,310200145439,ST STEPHEN OF HUNGARY SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,41,33,42,39,23,24,0,22,18,0,0,0,0,0,48,0,43,333
NEW YORK,310200145447,TRANSFIGURATION SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,29,52,44,50,46,44,0,44,48,0,0,0,0,0,58,0,46,461
NEW YORK,310200145454,ST VINCENT FERRER HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,123,118,112,124,0,0,0,0,477
NEW YORK,310200145611,ACADEMY OF ST JOSEPH,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,8,12,7,16,11,6,0,5,1,0,0,0,0,0,5,0,11,82
NEW YORK,310200147087,CONVENT OF THE SACRED HEART,K-12 School,ROMAN CATHOLIC - ARCHDIOCESE OF NY,53,55,48,49,50,49,0,57,48,66,62,52,56,0,53,0,18,716
NEW YORK,310200226798,MESIVTA TIFERETH JERUSALEM,K-12 School,JEWISH,7,8,7,10,9,6,0,13,9,18,23,18,19,0,9,0,4,160
NEW YORK,310200227467,RAMAZ SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,102,89,94,99,0,0,0,0,384
NEW YORK,310200228218,RABBI ARTHUR SCHNEIER PARK EAST DAY,Elementary,JEWISH,12,25,11,20,13,13,0,15,18,0,0,0,0,0,12,0,31,170
NEW YORK,310200228605,RAMAZ LOWER SCHOOL,Elementary,JEWISH,87,74,81,77,0,0,0,0,0,0,0,0,0,0,86,0,57,462
NEW YORK,310200228689,ABRAHAM JOSHUA HESCHEL SCHOOL,K-12 School,JEWISH,67,77,68,72,65,72,0,73,57,58,58,66,69,0,70,0,41,913
NEW YORK,310200229438,MANHATTAN HIGH SCHOOL FOR GIRLS,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,56,51,41,56,0,0,0,0,204
NEW YORK,310200229740,RAMAZ MIDDLE SCHOOL,Middle School,JEWISH,0,0,0,0,67,70,0,58,59,0,0,0,0,0,0,0,0,254
NEW YORK,310200515854,ST THOMAS CHOIR SCHOOL,Elementary,EPISCOPAL,0,0,1,2,6,5,0,4,5,0,0,0,0,0,0,0,0,23
NEW YORK,310200515856,GRACE CHURCH SCHOOL,K-12 School,EPISCOPAL,47,44,46,44,40,43,0,48,43,94,83,78,80,0,49,0,32,771
NEW YORK,310200515859,ST LUKE'S SCHOOL,Elementary,EPISCOPAL,39,39,33,34,35,20,0,24,24,0,0,0,0,0,38,0,17,303
NEW YORK,310200516754,TREVOR DAY SCHOOL (THE),K-12 School,EPISCOPAL,32,41,48,51,55,64,0,64,75,78,77,86,79,0,24,0,9,783
NEW YORK,310200606536,FRIENDS SEMINARY,K-12 School,QUAKERS,54,54,53,52,54,56,0,54,66,77,62,68,72,0,54,0,0,776
NEW YORK,310200626122,ISLAMIC CULTURAL CENTER SCHOOL,Elementary,ISLAMIC,20,20,24,15,18,17,0,14,16,0,0,0,0,0,20,0,19,183
NEW YORK,310200880425,GILLEN BREWER SCHOOL,Special School,INDEPENDENT,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,16,86
NEW YORK,310200986779,HUNTER COLLEGE CAMPUS SCHOOLS,K-12 School,CAMPUS SCHOOLS,50,50,48,50,48,48,0,226,224,206,208,203,199,0,50,0,0,1610
NEW YORK,310200995196,LEMAN MANHATTAN PREP SCHOOL,K-12 School,INDEPENDENT,38,46,20,54,30,47,0,52,65,91,84,110,90,0,26,0,21,774
NEW YORK,310200995508,REBECCA SCHOOL,Special School,INDEPENDENT,0,0,0,0,0,0,83,0,0,0,0,0,0,55,0,0,4,142
NEW YORK,310200995529,BRITISH INTERNATIONAL SCHOOL OF NY,Elementary,INDEPENDENT,26,28,34,31,43,26,0,23,18,0,0,0,0,0,30,0,16,275
NEW YORK,310200995980,CHILDREN'S ACADEMY (THE),Elementary,INDEPENDENT,5,7,3,8,3,0,7,0,6,0,0,0,0,0,0,0,0,39
NEW YORK,310200995987,SPEYER LEGACY SCHOOL (THE),Elementary,INDEPENDENT,30,31,26,44,34,39,0,32,33,0,0,0,0,0,32,0,0,301
NEW YORK,310200996009,AARON SCHOOL (8-12),Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,0,17,15,9,8,6,0,0,0,0,55
NEW YORK,310200996051,ECOLE INTERNATIONALE DE NEW YORK,Elementary,INDEPENDENT,24,19,21,15,14,12,0,9,6,0,0,0,0,0,31,0,22,173
NEW YORK,310200996064,BLUE SCHOOL,Elementary,INDEPENDENT,24,27,29,16,18,20,0,12,21,0,0,0,0,0,35,0,24,226
NEW YORK,310200996071,COOKE CENTER ACADEMY,K-12 School,INDEPENDENT,10,7,8,14,7,17,0,15,25,29,28,30,28,68,11,0,0,297
NEW YORK,310200996095,AVENUES NEW YORK LLC,K-12 School,INDEPENDENT,151,135,124,106,114,101,0,91,84,80,62,62,41,0,158,0,139,1448
NEW YORK,310200996116,FUSION ACADEMY PARK AVENUE,Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,11,1,11,7,14,16,0,0,0,0,60
NEW YORK,310200996152,QUAD PREPARATORY SCHOOL (THE),Junior Senior School,INDEPENDENT,5,8,15,11,9,6,0,6,7,2,3,0,2,0,2,0,0,76
NEW YORK,310200996157,SHEFA SCHOOL,Other,JEWISH,0,8,17,20,22,19,0,14,11,0,0,0,0,0,0,0,0,111
NEW YORK,310200996184,PINE STREET SCHOOL,Elementary,INDEPENDENT,16,7,2,2,0,0,0,0,0,0,0,0,0,0,24,0,103,154
NEW YORK,310200996220,OLIVET ACADEMY,Other,INDEPENDENT,12,8,7,6,5,2,0,0,2,0,0,0,0,0,19,0,4,65
NEW YORK,310200996228,ATLAS SCHOOL,Special School,INDEPENDENT,0,0,0,1,5,4,0,2,0,1,0,0,1,0,0,0,0,14
NEW YORK,310200996243,WINDWARD SCHOOL (THE) - NYC,Other,INDEPENDENT,0,13,26,43,51,56,0,44,41,0,0,0,0,0,0,0,0,274
NEW YORK,310200996262,PORTFOLIO SCHOOL,Other,INDEPENDENT,7,3,1,2,0,0,0,0,0,0,0,0,0,0,6,0,0,19
NEW YORK,310200996278,MARYEL SCHOOL OF NEW YORK,Other,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
NEW YORK,310200996306,INTERNATIONAL ACADEMY OF NEW YORK,Other,INDEPENDENT,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,14
NEW YORK,310200996309,WETHERBY-PEMBRIDGE SCHOOL (THE),Other,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,17
NEW YORK,310200996323,HORACE MANN SCHOOL NURSERY-KINDERGA,Other,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,51,99
NEW YORK,310200996739,BREARLEY SCHOOL (THE),K-12 School,INDEPENDENT,49,49,50,50,49,55,0,60,60,61,57,54,59,0,55,0,0,708
NEW YORK,310200996742,BROWNING SCHOOL (THE),K-12 School,INDEPENDENT,31,37,29,33,33,32,0,29,30,31,29,27,29,0,31,0,0,401
NEW YORK,310200996743,BUCKLEY SCHOOL,Elementary,INDEPENDENT,41,44,40,44,37,41,0,37,41,13,0,0,0,0,45,0,0,383
NEW YORK,310200996749,CHAPIN SCHOOL (THE),K-12 School,INDEPENDENT,60,59,58,58,59,62,0,61,65,66,61,66,58,0,60,0,0,793
NEW YORK,310200996755,CITY & COUNTRY SCHOOL,Elementary,INDEPENDENT,36,29,36,32,32,31,0,24,27,0,0,0,0,0,38,0,37,322
NEW YORK,310200996790,LORGE SCHOOL (THE),Special School,INDEPENDENT,0,0,0,0,0,0,39,0,0,0,0,0,0,54,0,0,0,93
NEW YORK,310200996792,LYCEE FRANCAIS DE NY,K-12 School,INDEPENDENT,106,100,100,110,102,95,0,97,98,104,89,84,97,0,102,0,75,1359
NEW YORK,310200996794,LYCEUM KENNEDY,K-12 School,INDEPENDENT,25,15,17,22,17,15,0,14,11,7,6,3,2,0,0,22,13,189
NEW YORK,310200996800,HEWITT SCHOOL (THE),K-12 School,INDEPENDENT,38,37,31,42,46,51,0,51,46,40,40,28,40,0,34,0,0,524
NEW YORK,310200996806,NIGHTINGALE BAMFORD SCHOOL,K-12 School,INDEPENDENT,44,48,43,45,41,51,0,50,53,75,52,48,40,0,45,0,0,635
NEW YORK,310200996817,RUDOLF STEINER SCHOOL,K-12 School,INDEPENDENT,26,18,20,24,24,19,0,20,17,21,24,19,20,0,40,0,17,309
NEW YORK,310200996823,ST DAVIDS SCHOOL,Elementary,INDEPENDENT,46,47,46,43,43,40,0,43,38,0,0,0,0,0,60,0,15,421
NEW YORK,310200996830,SPENCE SCHOOL,K-12 School,INDEPENDENT,56,50,51,54,52,57,0,61,57,66,58,67,69,0,53,0,0,751
NEW YORK,310200996834,TOWN SCHOOL (THE),Elementary,INDEPENDENT,44,44,37,44,41,40,0,38,33,0,0,0,0,0,46,0,19,386
NEW YORK,310200996836,U N INTERNATIONAL SCHOOL,K-12 School,INDEPENDENT,97,109,108,123,128,148,0,131,149,128,123,119,121,0,92,0,14,1590
NEW YORK,310200997065,ALLEN-STEVENSON SCHOOL (THE),Elementary,INDEPENDENT,48,49,47,46,45,40,0,44,42,10,0,0,0,0,50,0,0,421
NEW YORK,310200997115,LREI,K-12 School,INDEPENDENT,38,43,40,38,41,45,0,40,42,71,65,60,64,0,43,0,30,660
NEW YORK,310200997330,MANHATTAN COUNTRY SCHOOL,Elementary,INDEPENDENT,37,39,20,19,22,20,0,21,22,0,0,0,0,0,38,0,30,268
NEW YORK,310200997637,CAEDMON SCHOOL (THE),Elementary,INDEPENDENT,23,29,28,20,23,0,0,0,0,0,0,0,0,0,26,0,34,183
NEW YORK,310200997686,BEEKMAN SCHOOL (THE),Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,0,8,12,15,31,0,0,0,0,66
NEW YORK,310200997700,FAMILY SCHOOL (THE),Elementary,INDEPENDENT,2,5,2,1,2,6,0,0,0,0,0,0,0,0,17,0,115,150
NEW YORK,310200997733,DALTON SCHOOL (THE),K-12 School,INDEPENDENT,99,95,95,90,89,98,0,98,100,114,110,113,115,0,97,0,0,1313
NEW YORK,310200997740,CORLEARS SCHOOL,Elementary,INDEPENDENT,19,18,13,7,15,0,0,0,0,0,0,0,0,0,16,0,15,103
NEW YORK,310200997852,CHURCHILL SCHOOL AND CENTER (THE),K-12 School,INDEPENDENT,0,0,0,0,0,36,146,37,37,39,35,33,36,0,0,0,0,399
NEW YORK,310200997908,VILLAGE COMMUNITY SCHOOL,Elementary,INDEPENDENT,37,46,40,40,33,42,0,35,34,0,0,0,0,0,39,0,0,346
NEW YORK,310200998057,CHILD SCHOOL (THE),K-12 School,INDEPENDENT,8,8,7,16,17,22,0,31,34,34,38,36,33,0,3,0,0,287
NEW YORK,310200998065,"BIRCH FAMILY SERVICES, INC",Special School,INDEPENDENT,5,4,0,0,0,0,3,0,0,0,0,0,0,70,4,0,681,767
NEW YORK,310200998266,LA SCUOLA D'ITALIA-G MARCONI,K-12 School,INDEPENDENT,11,16,14,12,19,15,0,13,15,7,9,13,12,0,12,0,15,183
NEW YORK,310200998518,WINSTON PREPARATORY SCHOOL,Junior Senior School,INDEPENDENT,0,0,0,0,11,20,0,23,31,40,39,45,27,0,0,0,0,236
NEW YORK,310200998981,DE LA SALLE ACADEMY,Middle School,INDEPENDENT,0,0,0,0,0,47,0,60,59,0,0,0,0,0,0,0,0,166
NEW YORK,310200999144,ALL SOULS SCHOOL,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,119,138
NEW YORK,310200999300,BIRCH WATHEN LENOX SCHOOL,K-12 School,INDEPENDENT,33,28,34,29,52,37,0,57,45,57,52,50,62,0,29,0,0,565
NEW YORK,310200999413,"UCP OF NYC, INC",Special School,INDEPENDENT,0,0,0,0,0,0,54,0,0,0,0,0,0,44,0,0,244,342
NEW YORK,310200999572,GENEVA SCHOOL OF MANHATTAN,Elementary,INDEPENDENT,32,25,26,27,24,19,0,22,17,0,0,0,0,0,22,0,28,242
NEW YORK,310200999592,"NYSARC, INC-NYC CHAPTER",Special School,INDEPENDENT,0,0,0,0,0,0,130,0,0,0,0,0,0,99,0,0,271,500
NEW YORK,310200999614,SCHOOL FOR YOUNG PERFORMERS,Junior Senior School,INDEPENDENT,0,0,0,2,0,2,0,0,1,0,0,1,1,0,0,0,0,7
NEW YORK,310200999791,ASSOC-METROAREA AUTISTIC CHILDREN,Special School,INDEPENDENT,0,0,0,0,0,0,39,0,0,0,0,0,0,73,0,0,29,141
NEW YORK,310200999914,LEARNINGSPRING SCHOOL,Special School,INDEPENDENT,0,0,0,0,0,0,84,0,0,0,0,0,0,24,0,0,0,108
NEW YORK,310200999964,AARON SCHOOL (K-7),Elementary,INDEPENDENT,10,11,17,13,19,24,0,13,0,0,0,0,0,0,7,0,0,114
NEW YORK,310200999971,KESWELL SCHOOL (THE),Special School,INDEPENDENT,0,0,0,0,0,0,25,0,0,0,0,0,0,24,0,0,0,49
NEW YORK,310300145234,BLESSED SACRAMENT SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,46,37,25,23,24,25,0,23,23,0,0,0,0,0,42,0,138,406
NEW YORK,310300145259,CORPUS CHRISTI SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,11,9,13,15,14,14,0,17,20,0,0,0,0,0,6,0,36,155
NEW YORK,310300145456,XAVIER HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,294,247,256,270,0,0,0,0,1067
NEW YORK,310300147412,ASCENSION SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,26,23,25,18,23,30,0,18,32,0,0,0,0,0,14,0,93,302
NEW YORK,310300149994,CRISTO REY HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,99,93,86,91,0,0,0,0,369
NEW YORK,310300207767,J G B EDUCATION SERVICES,Special School,JEWISH,0,0,0,0,0,0,18,0,0,0,0,0,0,32,0,0,0,50
NEW YORK,310300215552,SOLOMON SCHECHTER SCHOOL OF MANHATTA,Elementary,JEWISH,20,19,11,10,22,15,0,12,0,0,0,0,0,0,16,0,0,125
NEW YORK,310300226209,GAN ALIYA,Elementary,JEWISH,5,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,23
NEW YORK,310300226796,MANHATTAN DAY SCHOOL,Elementary,JEWISH,38,51,33,52,48,36,0,34,36,0,0,0,0,0,52,0,40,420
NEW YORK,310300227929,RODEPH SHOLOM SCHOOL,Elementary,JEWISH,48,49,41,60,40,35,0,45,42,0,0,0,0,0,39,0,46,445
NEW YORK,310300229121,YESHIVA KETANA OF MANHATTAN,Elementary,JEWISH,12,9,13,7,7,7,0,8,7,0,0,0,0,0,8,0,13,91
NEW YORK,310300229306,BEIT RABBAN DAY SCHOOL,Elementary,JEWISH,10,25,10,9,5,0,0,0,0,0,0,0,0,0,20,0,35,114
NEW YORK,310300515340,HARLEM ACADEMY,Elementary,EPISCOPAL,15,18,17,15,16,16,0,14,16,0,0,0,0,0,0,0,0,127
NEW YORK,310300515858,ST HILDA'S & ST HUGH'S SCHOOL,Elementary,EPISCOPAL,34,36,33,32,36,32,0,32,33,0,0,0,0,0,35,0,37,340
NEW YORK,310300515862,TRINITY SCHOOL,K-12 School,EPISCOPAL,60,63,60,60,60,60,0,65,69,127,121,105,109,0,60,0,0,1019
NEW YORK,310300516745,CATHEDRAL SCHOOL,Elementary,EPISCOPAL,34,38,35,35,29,36,0,30,30,0,0,0,0,0,29,0,0,296
NEW YORK,310300628144,SR CLARA MUHAMMED ES,Elementary,ISLAMIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
NEW YORK,310300756725,ALEXANDER ROBERTSON SCHOOL,Elementary,PRESBYTERIAN,14,11,12,11,9,0,0,0,0,0,0,0,0,0,12,0,7,76
NEW YORK,310300995504,IDEAL SCHOOL AND ACADEMY,Junior Senior School,INDEPENDENT,24,15,17,27,18,11,0,14,16,13,7,4,3,0,15,0,0,184
NEW YORK,310300995619,MANHATTAN CHILDREN'S CENTER (THE),Special School,INDEPENDENT,0,0,0,0,0,0,91,0,0,0,0,0,0,20,0,0,0,111
NEW YORK,310300995746,GATEWAY MIDDLE SCHOOL (THE),Middle School,INDEPENDENT,0,0,0,0,17,19,0,14,11,0,0,0,0,0,0,0,0,61
NEW YORK,310300996043,LANG SCHOOL (THE),Junior Senior School,INDEPENDENT,1,2,4,4,6,8,0,2,3,3,5,0,1,0,0,0,0,39
NEW YORK,310300996185,MANHATTAN STAR ACADEMY,Special School,INDEPENDENT,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,61
NEW YORK,310300996196,FUSION ACADEMY LINCOLN CENTER,Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,0,0,8,10,11,28,0,0,0,0,57
NEW YORK,310300996241,MANDELL SCHOOL (THE)-SITE 2,Other,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65
NEW YORK,310300996274,BILINGUAL BUDS,Other,INDEPENDENT,6,6,7,0,0,0,0,0,0,0,0,0,0,0,10,0,16,45
NEW YORK,310300996728,BANK STREET COLLEGE OF EDUCATION,Elementary,INDEPENDENT,59,40,41,41,38,40,0,46,40,0,0,0,0,0,62,0,39,446
NEW YORK,310300996744,CALHOUN SCHOOL (THE),K-12 School,INDEPENDENT,32,44,39,50,42,50,0,48,58,67,60,67,59,0,29,0,38,683
NEW YORK,310300996756,COLLEGIATE SCHOOL,K-12 School,INDEPENDENT,48,49,48,48,49,47,0,51,47,53,59,57,52,0,47,0,0,655
NEW YORK,310300996757,COLUMBIA GRAMMAR & PREP SCHOOL,K-12 School,INDEPENDENT,73,105,87,83,91,83,0,91,96,125,118,127,117,0,72,0,40,1308
NEW YORK,310300996766,ETHICAL CULTURE-FIELDSTON SCHOOL,Elementary,INDEPENDENT,68,67,67,60,65,0,0,0,0,0,0,0,0,0,73,0,38,438
NEW YORK,310300996773,ANGLO-AMERICAN INTNTL SCHOOL (THE),Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,50,48,0,0,0,0,98
NEW YORK,310300996809,PROFESSIONAL CHILDRENS SCHOOL,Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,14,10,29,38,47,49,0,0,0,0,187
NEW YORK,310300996831,STEPHEN GAYNOR SCHOOL,Elementary,INDEPENDENT,0,0,0,0,0,0,305,0,0,0,0,0,0,82,0,0,0,387
NEW YORK,310300997126,ROBERT LOUIS STEVENSON SCHOOL,Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,3,3,11,13,22,19,0,0,0,0,71
