SCHOOL YEAR,DATE OF REPORT,COUNTY,STATE DISTRICT ID,DISTRICT NAME,STATE LOCATION ID,LOCATION NAME,SCHOOL TYPE,SUBGROUP CODE,SUBGROUP NAME,Enrollment,PK (HALF DAY),PK (FULL DAY),KG (HALF DAY),KG (FULL DAY),GRADE 1,GRADE 2,GRADE 3,GRADE 4,GRADE 5,GRADE 6,UNGRADED (ELEMENTARY),GRADE 7,GRADE 8,GRADE 9,GRADE 10,GRADE 11,GRADE 12,UNGRADED (SECONDARY)
2012-13,5/5/2017,ALBANY,10100010000,ALBANY,10100010034,ALBANY HIGH SCHOOL,PUBLIC,1,All Students,2214,0,0,0,0,0,0,0,0,0,0,0,0,0,724,529,409,500,52
2012-13,5/5/2017,ALBANY,10100010000,ALBANY,10100010039,ARBOR HILL ELEMENTARY SCHOOL,PUBLIC,1,All Students,359,0,19,0,53,53,56,44,42,46,46,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10100010000,ALBANY,10100010043,P J SCHUYLER ACHIEVEMENT ACADEMY,PUBLIC,1,All Students,313,0,18,0,59,50,48,42,48,42,0,6,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10100010000,ALBANY,10100010044,SHERIDAN PREP ACADEMY,PUBLIC,1,All Students,394,0,0,0,81,76,68,46,61,57,0,5,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10100010000,ALBANY,10100010045,MYERS MIDDLE SCHOOL,PUBLIC,1,All Students,674,0,0,0,0,0,0,0,0,0,116,0,271,277,0,0,0,0,10
2012-13,5/5/2017,ALBANY,10201040000,BERNE KNOX,10201040001,BERNE-KNOX-WESTERLO JUNIOR-SENIOR HS,PUBLIC,1,All Students,513,0,0,0,0,0,0,0,0,0,69,2,76,77,71,80,58,78,2
2012-13,5/5/2017,ALBANY,10201040000,BERNE KNOX,10201040002,BERNE-KNOX-WESTERLO ELEM SCH,PUBLIC,1,All Students,385,0,0,0,67,62,62,59,60,73,0,2,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10306060000,BETHLEHEM,10306060003,ELSMERE ELEMENTARY SCHOOL,PUBLIC,1,All Students,290,0,0,0,47,46,47,51,50,43,0,6,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10306060000,BETHLEHEM,10306060004,GLENMONT ELEMENTARY SCHOOL,PUBLIC,1,All Students,340,0,0,0,46,58,57,53,62,64,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10306060000,BETHLEHEM,10306060005,HAMAGRAEL ELEMENTARY SCHOOL,PUBLIC,1,All Students,375,0,0,0,53,48,63,75,59,77,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10306060000,BETHLEHEM,10306060006,SLINGERLANDS ELEMENTARY SCHOOL,PUBLIC,1,All Students,507,0,0,0,71,72,95,79,90,100,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10306060000,BETHLEHEM,10306060007,BETHLEHEM CENTRAL MIDDLE SCHOOL,PUBLIC,1,All Students,1200,0,0,0,0,0,0,0,0,0,390,1,411,388,0,0,0,0,10
2012-13,5/5/2017,ALBANY,10306060000,BETHLEHEM,10306060008,BETHLEHEM CENTRAL SENIOR HIGH SCHOOL,PUBLIC,1,All Students,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,434,385,395,454,18
2012-13,5/5/2017,ALBANY,10306060000,BETHLEHEM,10306060009,EAGLE ELEMENTARY SCHOOL,PUBLIC,1,All Students,476,0,0,0,71,86,64,80,75,100,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10402060000,RAVENA COEYMANS,10402060001,RAVENA-COEYMANS-SELKIRK SR HS,PUBLIC,1,All Students,622,0,0,0,0,0,0,0,0,0,0,0,0,0,158,149,141,169,5
2012-13,5/5/2017,ALBANY,10402060000,RAVENA COEYMANS,10402060002,ALBERTUS W BECKER SCHOOL,PUBLIC,1,All Students,473,35,0,0,71,80,74,83,67,60,0,3,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10402060000,RAVENA COEYMANS,10402060003,PIETER B COEYMANS SCHOOL,PUBLIC,1,All Students,448,36,0,0,72,72,65,63,76,64,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10402060000,RAVENA COEYMANS,10402060008,RAVENA-COEYMANS-SELKIRK MID SCH,PUBLIC,1,All Students,474,0,0,0,0,0,0,0,0,4,166,1,153,150,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10500010000,COHOES,10500010005,ABRAM LANSING SCHOOL,PUBLIC,1,All Students,391,0,0,0,73,70,57,66,61,64,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10500010000,COHOES,10500010006,VAN SCHAICK ISLAND SCHOOL,PUBLIC,1,All Students,132,0,0,0,16,17,24,18,21,23,0,13,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10500010000,COHOES,10500010007,COHOES HIGH SCHOOL,PUBLIC,1,All Students,553,0,0,0,0,0,0,0,0,0,0,0,0,0,138,137,137,132,9
2012-13,5/5/2017,ALBANY,10500010000,COHOES,10500010008,COHOES MIDDLE SCHOOL,PUBLIC,1,All Students,412,0,0,0,0,0,0,0,0,0,139,1,134,132,0,0,0,0,6
2012-13,5/5/2017,ALBANY,10500010000,COHOES,10500010009,HARMONY HILL SCHOOL,PUBLIC,1,All Students,396,0,0,0,79,63,68,66,66,54,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10601060000,SOUTH COLONIE,10601060003,ROESSLEVILLE SCHOOL,PUBLIC,1,All Students,423,72,0,0,74,68,60,84,65,0,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10601060000,SOUTH COLONIE,10601060005,SADDLEWOOD ELEMENTARY SCHOOL,PUBLIC,1,All Students,374,71,0,0,63,58,59,63,60,0,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10601060000,SOUTH COLONIE,10601060006,SHAKER ROAD ELEMENTARY SCHOOL,PUBLIC,1,All Students,291,0,0,0,54,63,61,66,47,0,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10601060000,SOUTH COLONIE,10601060008,COLONIE CENTRAL HIGH SCHOOL,PUBLIC,1,All Students,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,420,409,440,424,14
2012-13,5/5/2017,ALBANY,10601060000,SOUTH COLONIE,10601060010,FOREST PARK ELEMENTARY SCHOOL,PUBLIC,1,All Students,368,0,0,0,85,75,72,62,69,0,0,5,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10601060000,SOUTH COLONIE,10601060011,VEEDER ELEMENTARY SCHOOL,PUBLIC,1,All Students,457,0,0,0,94,92,86,98,87,0,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10601060000,SOUTH COLONIE,10601060012,SAND CREEK MIDDLE SCHOOL,PUBLIC,1,All Students,821,0,0,0,0,0,0,0,0,197,189,2,232,199,0,0,0,0,2
2012-13,5/5/2017,ALBANY,10601060000,SOUTH COLONIE,10601060013,LISHA KILL MIDDLE SCHOOL,PUBLIC,1,All Students,662,0,0,0,0,0,0,0,0,161,165,0,167,167,0,0,0,0,2
2012-13,5/5/2017,ALBANY,10615020000,MENANDS,10615020001,MENANDS SCHOOL,PUBLIC,1,All Students,278,0,0,0,39,34,40,25,25,27,33,0,28,27,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10623060000,NORTH COLONIE CSD,10623060002,BLUE CREEK SCHOOL,PUBLIC,1,All Students,484,0,0,42,7,64,69,73,73,75,80,1,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10623060000,NORTH COLONIE CSD,10623060003,BOGHT HILLS SCHOOL,PUBLIC,1,All Students,443,0,0,41,6,64,71,59,74,64,64,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10623060000,NORTH COLONIE CSD,10623060004,FORTS FERRY SCHOOL,PUBLIC,1,All Students,457,0,0,42,12,64,61,69,69,77,62,1,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10623060000,NORTH COLONIE CSD,10623060006,LATHAM RIDGE SCHOOL,PUBLIC,1,All Students,430,0,0,37,12,55,56,59,68,68,75,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10623060000,NORTH COLONIE CSD,10623060007,LOUDONVILLE SCHOOL,PUBLIC,1,All Students,286,0,0,23,0,33,41,48,44,41,56,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10623060000,NORTH COLONIE CSD,10623060008,SOUTHGATE SCHOOL,PUBLIC,1,All Students,422,0,0,27,8,56,60,67,69,60,62,13,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10623060000,NORTH COLONIE CSD,10623060009,SHAKER JUNIOR HIGH SCHOOL,PUBLIC,1,All Students,861,0,0,0,0,0,0,0,0,0,0,0,446,406,0,0,0,0,9
2012-13,5/5/2017,ALBANY,10623060000,NORTH COLONIE CSD,10623060010,SHAKER HIGH SCHOOL,PUBLIC,1,All Students,2046,0,0,0,0,0,0,0,0,0,0,0,0,0,501,495,506,514,30
2012-13,5/5/2017,ALBANY,10701030000,GREEN ISLAND,10701030001,HEATLY SCHOOL,PUBLIC,1,All Students,300,0,0,0,30,26,25,20,28,32,20,0,23,20,27,20,9,20,0
2012-13,5/5/2017,ALBANY,10802060000,GUILDERLAND,10802060001,ALTAMONT ELEMENTARY SCHOOL,PUBLIC,1,All Students,292,0,0,0,54,40,44,49,52,41,0,12,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10802060000,GUILDERLAND,10802060003,GUILDERLAND ELEMENTARY SCHOOL,PUBLIC,1,All Students,578,0,0,0,92,94,90,101,109,92,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10802060000,GUILDERLAND,10802060004,WESTMERE ELEMENTARY SCHOOL,PUBLIC,1,All Students,416,0,0,0,64,66,71,70,79,66,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10802060000,GUILDERLAND,10802060005,GUILDERLAND HIGH SCHOOL,PUBLIC,1,All Students,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,445,414,416,393,11
2012-13,5/5/2017,ALBANY,10802060000,GUILDERLAND,10802060007,LYNNWOOD ELEMENTARY SCHOOL,PUBLIC,1,All Students,399,0,0,0,60,65,50,73,82,68,0,1,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,10802060000,GUILDERLAND,10802060008,FARNSWORTH MIDDLE SCHOOL,PUBLIC,1,All Students,1156,0,0,0,0,0,0,0,0,0,346,3,399,400,0,0,0,0,8
2012-13,5/5/2017,ALBANY,10802060000,GUILDERLAND,10802060009,PINE BUSH ELEMENTARY SCHOOL,PUBLIC,1,All Students,403,0,0,0,41,58,84,65,80,75,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,11003060000,VOORHEESVILLE,11003060001,VOORHEESVILLE ELEMENTARY SCHOOL,PUBLIC,1,All Students,500,0,0,0,92,58,98,82,80,90,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,11003060000,VOORHEESVILLE,11003060002,CLAYTON A BOUTON HIGH SCHOOL,PUBLIC,1,All Students,385,0,0,0,0,0,0,0,0,0,0,0,0,0,99,101,97,86,2
2012-13,5/5/2017,ALBANY,11003060000,VOORHEESVILLE,11003060003,VOORHEESVILLE MIDDLE SCHOOL,PUBLIC,1,All Students,288,0,0,0,0,0,0,0,0,0,97,0,99,91,0,0,0,0,1
2012-13,5/5/2017,ALBANY,11200010000,WATERVLIET,11200010002,WATERVLIET ELEMENTARY SCHOOL,PUBLIC,1,All Students,694,0,0,0,97,107,102,100,108,86,94,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALBANY,11200010000,WATERVLIET,11200010010,WATERVLIET JUNIOR-SENIOR HIGH SCHOOL,PUBLIC,1,All Students,650,0,0,0,0,0,0,0,0,0,0,0,101,110,132,108,114,82,3
2012-13,5/5/2017,ALLEGANY,20101040000,ALFRED ALMOND,20101040001,ALFRED-ALMOND ELEMENTARY SCHOOL,PUBLIC,1,All Students,355,0,18,0,45,44,54,50,40,53,49,2,0,0,0,0,0,0,0
2012-13,5/5/2017,ALLEGANY,20101040000,ALFRED ALMOND,20101040002,ALFRED-ALMOND JUNIOR-SENIOR HIGH SCH,PUBLIC,1,All Students,315,0,0,0,0,0,0,0,0,0,0,0,57,42,59,55,56,43,3
2012-13,5/5/2017,ALLEGANY,20601040000,ANDOVER,20601040001,ANDOVER SCHOOL,PUBLIC,1,All Students,317,16,0,0,16,26,22,20,21,23,25,3,29,21,23,24,23,25,0
2012-13,5/5/2017,ALLEGANY,20702040000,GENESEE VALLEY CSD,20702040001,GENESEE VALLEY CENTRAL SCHOOL,PUBLIC,1,All Students,595,35,0,0,37,38,44,35,54,37,42,6,46,41,53,46,41,36,4
2012-13,5/5/2017,ALLEGANY,20801040000,BELFAST,20801040001,BELFAST SCHOOL,PUBLIC,1,All Students,366,29,0,0,26,27,27,29,36,24,22,0,23,26,19,24,19,35,0
2012-13,5/5/2017,ALLEGANY,21102040000,CANASERAGA,21102040001,CANASERAGA SCHOOL,PUBLIC,1,All Students,249,16,0,0,11,20,14,21,20,16,15,0,23,15,21,21,17,19,0
2012-13,5/5/2017,ALLEGANY,21601040000,FRIENDSHIP,21601040004,FRIENDSHIP CENTRAL SCHOOL,PUBLIC,1,All Students,374,23,0,0,37,34,30,27,27,26,29,0,24,18,28,26,18,27,0
2012-13,5/5/2017,ALLEGANY,22001040000,FILLMORE,22001040001,FILLMORE CENTRAL SCHOOL,PUBLIC,1,All Students,709,36,0,0,48,47,64,54,49,52,51,2,48,50,39,52,67,43,7
2012-13,5/5/2017,ALLEGANY,22101040000,WHITESVILLE,22101040001,WHITESVILLE CENTRAL SCHOOL,PUBLIC,1,All Students,269,13,0,0,19,14,21,17,29,16,20,3,15,23,24,16,18,20,1
2012-13,5/5/2017,ALLEGANY,22302040000,CUBA-RUSHFORD,22302040001,CUBA-RUSHFORD HIGH SCHOOL,PUBLIC,1,All Students,269,0,0,0,0,0,0,0,0,0,0,0,0,0,71,64,72,62,0
2012-13,5/5/2017,ALLEGANY,22302040000,CUBA-RUSHFORD,22302040002,CUBA-RUSHFORD ELEMENTARY SCHOOL,PUBLIC,1,All Students,378,35,0,0,55,55,52,63,55,63,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALLEGANY,22302040000,CUBA-RUSHFORD,22302040004,CUBA-RUSHFORD MIDDLE SCHOOL,PUBLIC,1,All Students,210,0,0,0,0,0,0,0,0,0,70,0,76,64,0,0,0,0,0
2012-13,5/5/2017,ALLEGANY,22401040000,SCIO,22401040003,SCIO CENTRAL SCHOOL,PUBLIC,1,All Students,374,20,0,0,26,27,26,29,28,27,24,1,25,27,33,24,29,28,0
2012-13,5/5/2017,ALLEGANY,22601060000,WELLSVILLE,22601060002,WELLSVILLE MIDDLE SCHOOL,PUBLIC,1,All Students,280,0,0,0,0,0,0,0,0,0,102,1,93,83,0,0,0,0,1
2012-13,5/5/2017,ALLEGANY,22601060000,WELLSVILLE,22601060004,WELLSVILLE SENIOR HIGH SCHOOL,PUBLIC,1,All Students,411,0,0,0,0,0,0,0,0,0,0,0,0,0,125,110,82,89,5
2012-13,5/5/2017,ALLEGANY,22601060000,WELLSVILLE,22601060005,WELLSVILLE ELEMENTARY SCHOOL,PUBLIC,1,All Students,597,57,0,0,93,97,93,96,88,73,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,ALLEGANY,22902040000,BOLIVAR-RICHBURG,22902040001,BOLIVAR-RICHBURG JUNIOR-SENIOR HS,PUBLIC,1,All Students,427,0,0,0,0,0,0,0,0,0,57,1,61,69,64,51,70,53,1
2012-13,5/5/2017,ALLEGANY,22902040000,BOLIVAR-RICHBURG,22902040002,BOLIVAR-RICHBURG ELEMENTARY SCHOOL,PUBLIC,1,All Students,410,50,0,0,57,62,65,54,60,61,0,0,0,0,0,0,0,0,1
2012-13,5/5/2017,BROOME,30101060000,CHENANGO FORKS,30101060001,CHENANGO FORKS ELEMENTARY SCHOOL,PUBLIC,1,All Students,727,69,0,0,116,92,103,114,120,113,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,30101060000,CHENANGO FORKS,30101060003,CHENANGO FORKS HIGH SCHOOL,PUBLIC,1,All Students,459,0,0,0,0,0,0,0,0,0,0,0,0,0,129,109,110,111,0
2012-13,5/5/2017,BROOME,30101060000,CHENANGO FORKS,30101060004,CHENANGO FORKS MIDDLE SCHOOL,PUBLIC,1,All Students,392,0,0,0,0,0,0,0,0,0,123,0,145,124,0,0,0,0,0
2012-13,5/5/2017,BROOME,30200010000,BINGHAMTON,30200010002,CALVIN COOLIDGE SCHOOL,PUBLIC,1,All Students,305,0,0,0,43,47,46,54,54,59,0,2,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,30200010000,BINGHAMTON,30200010005,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,PUBLIC,1,All Students,535,31,18,0,95,85,77,83,72,74,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,30200010000,BINGHAMTON,30200010008,THOMAS JEFFERSON SCHOOL,PUBLIC,1,All Students,355,0,0,0,67,60,65,48,54,56,0,5,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,30200010000,BINGHAMTON,30200010011,MACARTHUR SCHOOL,PUBLIC,1,All Students,478,62,0,0,77,75,69,65,69,61,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,30200010000,BINGHAMTON,30200010012,THEODORE ROOSEVELT SCHOOL,PUBLIC,1,All Students,464,39,0,0,82,71,74,63,52,60,0,21,0,0,0,0,0,0,2
2012-13,5/5/2017,BROOME,30200010000,BINGHAMTON,30200010014,WOODROW WILSON SCHOOL,PUBLIC,1,All Students,456,0,0,0,67,93,92,70,63,66,0,5,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,30200010000,BINGHAMTON,30200010015,EAST MIDDLE SCHOOL,PUBLIC,1,All Students,600,0,0,0,0,0,0,0,0,0,208,11,194,179,0,0,0,0,8
2012-13,5/5/2017,BROOME,30200010000,BINGHAMTON,30200010016,WEST MIDDLE SCHOOL,PUBLIC,1,All Students,692,0,0,0,0,0,0,0,0,0,220,10,224,233,0,0,0,0,5
2012-13,5/5/2017,BROOME,30200010000,BINGHAMTON,30200010021,BINGHAMTON HIGH SCHOOL,PUBLIC,1,All Students,1584,38,0,0,0,0,0,0,0,0,0,0,0,0,414,362,369,367,34
2012-13,5/5/2017,BROOME,30200010000,BINGHAMTON,30200010022,HORACE MANN SCHOOL,PUBLIC,1,All Students,370,0,0,0,68,50,70,61,57,60,0,4,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,30501040000,HARPURSVILLE,30501040001,W A OLMSTED ELEMENTARY SCHOOL,PUBLIC,1,All Students,477,48,0,0,54,53,55,61,61,66,79,0,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,30501040000,HARPURSVILLE,30501040003,HARPURSVILLE JUNIOR-SENIOR HIGH SCH,PUBLIC,1,All Students,374,0,0,0,0,0,0,0,0,0,0,0,55,74,65,57,72,51,0
2012-13,5/5/2017,BROOME,30601060000,SUSQUEHANNA VALLEY,30601060001,BROOKSIDE ELEMENTARY SCHOOL,PUBLIC,1,All Students,372,0,0,0,74,63,56,64,60,55,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,30601060000,SUSQUEHANNA VALLEY,30601060004,F P DONNELLY SCHOOL,PUBLIC,1,All Students,275,0,0,0,54,38,46,41,43,46,0,7,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,30601060000,SUSQUEHANNA VALLEY,30601060005,RICHARD T STANK MIDDLE SCHOOL,PUBLIC,1,All Students,400,0,0,0,0,0,0,0,0,0,122,1,139,129,0,0,0,0,9
2012-13,5/5/2017,BROOME,30601060000,SUSQUEHANNA VALLEY,30601060006,SUSQUEHANNA VALLEY SENIOR HIGH SCH,PUBLIC,1,All Students,554,0,0,0,0,0,0,0,0,0,0,0,0,0,153,132,125,141,3
2012-13,5/5/2017,BROOME,30701060000,CHENANGO VALLEY,30701060001,CHENANGO VALLEY HIGH SCHOOL,PUBLIC,1,All Students,512,0,0,0,0,0,0,0,0,0,0,0,0,0,121,132,121,138,0
2012-13,5/5/2017,BROOME,30701060000,CHENANGO VALLEY,30701060003,CHENANGO BRIDGE ELEMENTARY SCHOOL,PUBLIC,1,All Students,394,0,0,0,0,0,0,0,123,111,160,0,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,30701060000,CHENANGO VALLEY,30701060004,PORT DICKINSON ELEMENTARY SCHOOL,PUBLIC,1,All Students,606,99,0,0,141,123,122,121,0,0,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,30701060000,CHENANGO VALLEY,30701060005,CHENANGO VALLEY MIDDLE SCHOOL,PUBLIC,1,All Students,288,0,0,0,0,0,0,0,0,0,0,0,129,159,0,0,0,0,0
2012-13,5/5/2017,BROOME,31101060000,MAINE ENDWELL,31101060003,HOMER BRINK SCHOOL,PUBLIC,1,All Students,705,0,0,0,160,111,89,117,112,115,0,1,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,31101060000,MAINE ENDWELL,31101060004,MAINE MEMORIAL SCHOOL,PUBLIC,1,All Students,461,30,0,0,66,65,77,64,79,69,0,11,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,31101060000,MAINE ENDWELL,31101060005,MAINE-ENDWELL MIDDLE SCHOOL,PUBLIC,1,All Students,557,0,0,0,0,0,0,0,0,0,167,2,191,194,0,0,0,0,3
2012-13,5/5/2017,BROOME,31101060000,MAINE ENDWELL,31101060006,MAINE-ENDWELL SENIOR HIGH SCHOOL,PUBLIC,1,All Students,785,0,0,0,0,0,0,0,0,0,0,0,0,0,214,173,197,197,4
2012-13,5/5/2017,DELAWARE,31301040000,DEPOSIT,31301040002,DEPOSIT ELEMENTARY SCHOOL,PUBLIC,1,All Students,329,30,0,0,47,33,39,45,53,40,41,1,0,0,0,0,0,0,0
2012-13,5/5/2017,DELAWARE,31301040000,DEPOSIT,31301040003,DEPOSIT MIDDLE-SENIOR HIGH SCHOOL,PUBLIC,1,All Students,261,0,0,0,0,0,0,0,0,0,0,0,48,45,54,32,41,41,0
2012-13,5/5/2017,BROOME,31401060000,WHITNEY POINT,31401060002,TIOUGHNIOGA RIVERSIDE ACADEMY,PUBLIC,1,All Students,545,0,0,0,0,0,0,0,104,98,121,0,114,108,0,0,0,0,0
2012-13,5/5/2017,BROOME,31401060000,WHITNEY POINT,31401060004,WHITNEY POINT SENIOR HIGH SCHOOL,PUBLIC,1,All Students,453,0,0,0,0,0,0,0,0,0,0,0,0,0,132,103,112,106,0
2012-13,5/5/2017,BROOME,31401060000,WHITNEY POINT,31401060005,CARYL E ADAMS PRIMARY SCHOOL,PUBLIC,1,All Students,472,31,0,0,91,127,118,105,0,0,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,31501060000,UNION-ENDICOTT,31501060001,CHARLES F JOHNSON JR ELEMENTARY SCH,PUBLIC,1,All Students,422,0,0,0,63,83,63,68,78,66,0,1,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,31501060000,UNION-ENDICOTT,31501060002,GEORGE F JOHNSON ELEMENTARY SCHOOL,PUBLIC,1,All Students,631,0,0,0,108,101,102,85,116,118,0,1,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,31501060000,UNION-ENDICOTT,31501060009,JENNIE F SNAPP MIDDLE SCHOOL,PUBLIC,1,All Students,918,0,0,0,0,0,0,0,0,0,309,0,297,311,0,0,0,0,1
2012-13,5/5/2017,BROOME,31501060000,UNION-ENDICOTT,31501060012,UNION-ENDICOTT HIGH SCHOOL,PUBLIC,1,All Students,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,315,298,316,315,10
2012-13,5/5/2017,BROOME,31501060000,UNION-ENDICOTT,31501060013,THOMAS J WATSON SR ELEM SCHOOL,PUBLIC,1,All Students,311,0,0,0,56,48,55,42,51,58,0,1,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,31501060000,UNION-ENDICOTT,31501060014,ANN G MCGUINNESS ELEMENTARY,PUBLIC,1,All Students,393,0,0,0,55,66,68,58,79,67,0,0,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,31502060000,JOHNSON CITY,31502060001,JOHNSON CITY ELEM/INTRMED SCHOOL,PUBLIC,1,All Students,580,0,0,0,0,0,0,188,204,183,0,5,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,31502060000,JOHNSON CITY,31502060003,JOHNSON CITY ELEM/PRIMARY SCHOOL,PUBLIC,1,All Students,608,0,0,0,209,209,189,0,0,0,0,1,0,0,0,0,0,0,0
2012-13,5/5/2017,BROOME,31502060000,JOHNSON CITY,31502060005,JOHNSON CITY MIDDLE SCHOOL,PUBLIC,1,All Students,582,0,0,0,0,0,0,0,0,0,191,2,200,184,0,0,0,0,5
