County,BEDS Code,School Name,Grade Org,Affiliation,GR1,GR2,GR3,GR4,GR5,GR6,UGE,GR7,GR8,GR9,GR10,GR11,GR12,UGS,FULLK,HALFK,PREK,Enrollment
MANHATTAN,3.102E+11,Cathedral High School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,144,154,172,148,0,0,0,0,618
MANHATTAN,3.102E+11,Dominican Academy,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,73,41,58,53,0,0,0,0,225
MANHATTAN,3.102E+11,Epiphany School (The),Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,53,53,53,59,51,48,0,68,56,0,0,0,0,0,40,0,73,554
MANHATTAN,3.102E+11,Guardian Angel School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,14,10,19,17,14,20,0,23,28,0,0,0,0,0,15,0,36,196
MANHATTAN,3.102E+11,Saint Ignatius Loyola School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,60,60,58,61,62,63,0,61,50,0,0,0,0,0,60,0,0,535
MANHATTAN,3.102E+11,Saint Jean Baptiste High School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,94,86,88,78,0,0,0,0,346
MANHATTAN,3.102E+11,Saint Joseph'S School-Yorkville,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,29,20,21,32,21,24,0,32,27,0,0,0,0,0,41,0,62,309
MANHATTAN,3.102E+11,Loyola School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,49,49,53,53,0,0,0,0,204
MANHATTAN,3.102E+11,Marymount School Of New York,K-12 School,ROMAN CATHOLIC - ARCHDIOCESE OF NY,53,56,51,51,52,54,0,51,54,71,63,58,56,0,49,0,40,759
MANHATTAN,3.102E+11,Notre Dame School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,89,88,87,82,0,0,0,0,346
MANHATTAN,3.102E+11,Our Lady Of Pompeii School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,17,12,12,22,17,22,0,20,24,0,0,0,0,0,7,0,28,181
MANHATTAN,3.102E+11,Regis High School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,135,134,130,133,0,0,0,0,532
MANHATTAN,3.102E+11,Sacred Heart Of Jesus School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,11,14,17,21,12,12,0,17,23,0,0,0,0,0,36,0,61,224
MANHATTAN,3.102E+11,Saint Stephen Of Hungary School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,32,45,36,23,24,22,0,18,24,0,0,0,0,0,46,0,43,313
MANHATTAN,3.102E+11,Transfiguration School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,56,50,50,50,50,48,0,50,55,0,0,0,0,0,37,0,132,578
MANHATTAN,3.102E+11,Saint Vincent Ferrer High School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,125,124,127,129,0,0,0,0,505
MANHATTAN,3.102E+11,Academy Of St Joseph,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,14,9,19,13,12,5,0,5,8,0,0,0,0,0,9,0,2,96
MANHATTAN,3.102E+11,Convent Of The Sacred Heart,K-12 School,ROMAN CATHOLIC - ARCHDIOCESE OF NY,57,48,53,48,50,56,0,52,54,64,52,56,50,0,54,0,2,696
MANHATTAN,3.102E+11,Mesivta Tifereth Jerusalem,K-12 School,JEWISH,7,9,10,9,6,12,0,12,10,25,22,23,18,0,8,0,9,180
MANHATTAN,3.102E+11,Ramaz School,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,97,97,100,88,0,0,0,0,382
MANHATTAN,3.102E+11,Rabbi Arthur Schneier Park East Day School,Elementary,JEWISH,28,18,23,14,18,16,0,18,11,0,0,0,0,0,18,0,30,194
MANHATTAN,3.102E+11,Ramaz Lower School,Elementary,JEWISH,81,82,83,70,0,0,0,0,0,0,0,0,0,0,88,0,58,462
MANHATTAN,3.102E+11,Abraham Joshua Heschel School,K-12 School,JEWISH,73,68,73,69,68,75,0,55,45,58,67,70,70,0,70,0,43,904
MANHATTAN,3.102E+11,Manhattan High School For Girls,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,54,41,56,43,0,0,0,0,194
MANHATTAN,3.102E+11,Ramaz Middle School,Middle School,JEWISH,0,0,0,0,69,64,0,60,66,0,0,0,0,0,0,0,0,259
MANHATTAN,3.10201E+11,Saint Thomas Choir School,Elementary,EPISCOPAL,0,0,1,5,6,4,0,5,3,0,0,0,0,0,0,0,0,24
MANHATTAN,3.10201E+11,Grace Church School,K-12 School,EPISCOPAL,47,44,45,43,44,42,0,46,44,81,81,80,70,0,46,0,32,745
MANHATTAN,3.10201E+11,Saint Luke'S School,Elementary,EPISCOPAL,38,36,36,35,24,21,0,22,18,0,0,0,0,0,39,0,17,286
MANHATTAN,3.10201E+11,Trevor Day School (The),K-12 School,EPISCOPAL,39,46,53,46,56,64,0,72,73,76,85,81,68,0,31,0,9,799
MANHATTAN,3.10201E+11,Friends Seminary,K-12 School,QUAKERS,53,51,51,53,55,55,0,66,55,61,68,76,60,0,54,0,0,758
MANHATTAN,3.10201E+11,Islamic Cultural Center School,Elementary,ISLAMIC,20,22,22,19,15,14,0,20,0,0,0,0,0,0,16,0,27,175
MANHATTAN,3.10201E+11,Cathedral School (The),Elementary,GREEK ORTHODOX,12,9,15,14,12,13,0,19,6,0,0,0,0,0,8,0,21,129
MANHATTAN,3.10201E+11,Gillen Brewer School,Special School,INDEPENDENT,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,16,90
MANHATTAN,3.10201E+11,Hunter College Campus Schools,K-12 School,CAMPUS SCHOOLS,49,50,50,48,48,45,0,226,219,210,203,201,194,0,50,0,0,1593
MANHATTAN,3.10201E+11,Leman Manhattan Preparatory School,K-12 School,INDEPENDENT,44,24,44,29,37,44,0,55,52,69,92,95,63,0,36,0,25,709
MANHATTAN,3.10201E+11,Rebecca School,Special School,INDEPENDENT,0,0,0,0,0,0,79,0,0,0,0,0,0,55,0,0,0,134
MANHATTAN,3.10201E+11,British International School Of New York,Elementary,INDEPENDENT,25,35,30,35,24,23,0,16,10,0,0,0,0,0,18,0,18,234
MANHATTAN,3.10201E+11,Children'S Academy (The),Elementary,INDEPENDENT,0,4,6,5,4,5,0,5,0,0,0,0,0,0,6,0,0,35
MANHATTAN,3.10201E+11,Speyer Legacy School (The),Elementary,INDEPENDENT,30,29,44,35,44,36,0,33,25,0,0,0,0,0,31,0,0,307
MANHATTAN,3.10201E+11,Aaron School (8-12),Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,0,12,7,8,8,13,0,0,0,0,48
MANHATTAN,3.10201E+11,Ecole Internationale De New York,Elementary,INDEPENDENT,16,18,11,13,17,8,0,11,6,0,0,0,0,0,29,0,20,149
MANHATTAN,3.10201E+11,Blue School,Elementary,INDEPENDENT,30,33,15,19,21,14,0,22,0,0,0,0,0,0,31,0,90,275
MANHATTAN,3.10201E+11,Cooke Center Academy,K-12 School,INDEPENDENT,7,7,15,6,12,14,0,20,23,23,34,23,30,63,10,0,0,287
MANHATTAN,3.10201E+11,Avenues New York Llc,K-12 School,INDEPENDENT,149,131,118,103,90,81,0,86,86,69,62,47,53,0,150,0,128,1353
MANHATTAN,3.10201E+11,Fusion Academy Manhattan,Junior Senior School,INDEPENDENT,0,0,0,0,0,3,0,3,10,8,6,12,15,0,0,0,0,57
MANHATTAN,3.10201E+11,Quad Preparatory School (The),Junior Senior School,INDEPENDENT,2,9,8,4,5,5,0,5,2,3,0,2,0,0,3,0,0,48
MANHATTAN,3.10201E+11,Pine Street School,Elementary,INDEPENDENT,5,3,1,0,0,0,0,0,0,0,0,0,0,0,18,0,85,112
MANHATTAN,3.10201E+11,New York International School Inc,Elementary,INDEPENDENT,10,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,34
MANHATTAN,3.10201E+11,Olivet Academy,Other,INDEPENDENT,6,7,5,4,1,0,0,1,0,0,0,0,0,0,10,0,3,37
MANHATTAN,3.10201E+11,Atlas School - Atlas Learning Foundation,Special School,INDEPENDENT,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11
MANHATTAN,3.10201E+11,Windward School (The) - Nyc,Other,INDEPENDENT,0,13,26,42,45,44,0,35,0,0,0,0,0,0,0,0,0,205
MANHATTAN,3.10201E+11,Portfolio School,Other,INDEPENDENT,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,7
MANHATTAN,3.10201E+11,Maryel School Of New York,Other,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,11
MANHATTAN,3.10201E+11,Brearley School (The),K-12 School,INDEPENDENT,52,50,51,50,52,56,0,58,61,61,58,59,49,0,55,0,0,712
MANHATTAN,3.10201E+11,Browning School (The),K-12 School,INDEPENDENT,35,34,35,33,32,33,0,32,31,35,27,29,25,0,33,0,0,414
MANHATTAN,3.10201E+11,Buckley School,Elementary,INDEPENDENT,44,42,45,41,43,42,0,41,38,4,0,0,0,0,42,0,0,382
MANHATTAN,3.10201E+11,Chapin School (The),K-12 School,INDEPENDENT,60,59,58,60,57,60,0,62,62,66,66,57,55,0,60,0,0,782
MANHATTAN,3.10201E+11,City And Country School,Elementary,INDEPENDENT,28,36,32,30,30,23,0,28,25,0,0,0,0,0,38,0,36,306
MANHATTAN,3.10201E+11,Lorge School (The),Special School,INDEPENDENT,4,3,4,6,9,8,0,11,9,8,7,6,9,8,2,0,0,94
MANHATTAN,3.10201E+11,Lycee Francais De New York,K-12 School,INDEPENDENT,101,99,108,99,103,99,0,97,105,96,84,97,97,0,101,0,74,1360
MANHATTAN,3.10201E+11,French-Japanese Educational Institute Of Ny-Dba Lyceum Kennedy,K-12 School,INDEPENDENT,12,14,23,16,17,17,0,14,8,9,4,7,1,0,19,0,19,180
MANHATTAN,3.10201E+11,Hewitt School (The),K-12 School,INDEPENDENT,38,32,43,41,47,50,0,46,50,38,31,39,31,0,35,0,0,521
MANHATTAN,3.10201E+11,Nightingale Bamford School,K-12 School,INDEPENDENT,47,44,45,43,43,47,0,53,52,54,47,40,44,0,45,0,0,604
MANHATTAN,3.10201E+11,Rudolf Steiner School,K-12 School,INDEPENDENT,20,22,28,28,20,24,0,19,17,24,19,24,17,0,46,0,25,333
MANHATTAN,3.10201E+11,Saint Davids School,Elementary,INDEPENDENT,49,48,44,46,41,41,0,42,41,0,0,0,0,0,59,0,16,427
MANHATTAN,3.10201E+11,Spence School,K-12 School,INDEPENDENT,51,52,54,53,53,58,0,59,59,61,67,68,57,0,55,0,0,747
MANHATTAN,3.10201E+11,Town School (The),Elementary,INDEPENDENT,44,42,46,40,41,39,0,34,34,0,0,0,0,0,42,0,19,381
MANHATTAN,3.10201E+11,U N International School,K-12 School,INDEPENDENT,107,109,124,127,135,126,0,148,141,127,118,124,121,0,85,0,16,1608
MANHATTAN,3.10201E+11,Allen-Stevenson School (The),Elementary,INDEPENDENT,48,48,47,46,41,45,0,43,44,7,0,0,0,0,50,0,0,419
MANHATTAN,3.10201E+11,Little Red School House-Elisabeth Irwin High School,K-12 School,INDEPENDENT,44,39,37,42,41,40,0,42,44,69,62,64,65,0,42,0,39,670
MANHATTAN,3.10201E+11,Manhattan Country School,Elementary,INDEPENDENT,32,21,20,22,19,21,0,22,22,0,0,0,0,0,36,0,10,225
MANHATTAN,3.10201E+11,Caedmon School (The),Elementary,INDEPENDENT,24,31,24,25,25,0,0,0,0,0,0,0,0,0,24,0,70,223
MANHATTAN,3.10201E+11,Beekman School (The),Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,0,6,6,27,28,0,0,0,0,67
MANHATTAN,3.10201E+11,Family School (The),Elementary,INDEPENDENT,3,4,2,2,4,4,0,0,0,0,0,0,0,0,12,0,118,149
MANHATTAN,3.10201E+11,Dalton School (The),K-12 School,INDEPENDENT,98,93,89,90,94,100,0,100,104,113,114,117,119,0,98,0,0,1329
MANHATTAN,3.10201E+11,Corlears School,Elementary,INDEPENDENT,22,14,6,14,16,0,0,0,0,0,0,0,0,0,19,0,48,139
MANHATTAN,3.10201E+11,Churchill School And Center (The),K-12 School,INDEPENDENT,13,22,37,37,36,35,0,35,36,38,38,38,36,0,8,0,0,409
MANHATTAN,3.10201E+11,Village Community School,Elementary,INDEPENDENT,48,42,40,33,42,40,0,34,34,0,0,0,0,0,38,0,0,351
MANHATTAN,3.10201E+11,Child School (The),K-12 School,INDEPENDENT,8,8,8,13,16,21,0,35,36,36,36,29,31,0,5,0,0,282
MANHATTAN,3.10201E+11,"Birch Family Services, Inc",Special School,INDEPENDENT,0,0,0,0,0,0,15,0,0,0,0,0,0,81,0,0,696,792
MANHATTAN,3.10201E+11,La Scuola D'Italia-G Marconi,K-12 School,INDEPENDENT,19,20,12,21,21,16,0,15,16,9,14,13,14,0,18,0,17,225
MANHATTAN,3.10201E+11,Winston Preparatory School,Junior Senior School,INDEPENDENT,0,0,0,1,10,18,0,25,29,40,49,30,30,0,0,0,0,232
MANHATTAN,3.10201E+11,De La Salle Academy,Middle School,INDEPENDENT,0,0,0,0,0,50,0,61,61,0,0,0,0,0,0,0,0,172
MANHATTAN,3.10201E+11,All Souls School,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,127,148
MANHATTAN,3.10201E+11,Birch Wathen Lenox School,K-12 School,INDEPENDENT,29,34,26,51,35,57,0,47,57,48,50,63,54,0,30,0,0,581
MANHATTAN,3.10201E+11,United Cerebral Palsy Of New York City,Special School,INDEPENDENT,0,0,0,0,0,0,51,0,0,0,0,0,0,43,0,0,236,330
MANHATTAN,3.10201E+11,Geneva School Of Manhattan,Elementary,INDEPENDENT,24,28,28,27,14,26,0,18,13,0,0,0,0,0,31,0,25,234
MANHATTAN,3.10201E+11,"Nysarc, Inc-New York City Chapter",Special School,INDEPENDENT,0,0,0,0,0,0,130,0,0,0,0,0,0,107,0,0,278,515
MANHATTAN,3.10201E+11,School For Young Performers,Junior Senior School,INDEPENDENT,0,0,0,0,2,0,0,0,0,0,3,1,1,0,0,0,0,7
MANHATTAN,3.10201E+11,"Association For Metroarea Autistic Children, Inc",Special School,INDEPENDENT,0,0,0,0,0,0,50,0,0,0,0,0,0,96,0,0,39,185
MANHATTAN,3.10201E+11,Learningspring School,Special School,INDEPENDENT,0,0,0,0,0,0,84,0,0,0,0,0,0,24,0,0,0,108
MANHATTAN,3.10201E+11,Aaron School (K-7),Elementary,INDEPENDENT,9,11,8,12,26,12,0,19,0,0,0,0,0,0,12,0,0,109
MANHATTAN,3.10201E+11,Keswell School (The),Special School,INDEPENDENT,0,0,0,0,0,0,26,0,0,0,0,0,0,26,0,0,0,52
MANHATTAN,3.103E+11,Blessed Sacrament School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,38,24,20,30,21,22,0,25,25,0,0,0,0,0,40,0,133,378
MANHATTAN,3.103E+11,Corpus Christi School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,10,14,14,11,18,17,0,23,16,0,0,0,0,0,12,0,50,185
MANHATTAN,3.103E+11,Saint Gregory The Great School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,13,16,11,25,13,12,0,27,16,0,0,0,0,0,18,0,54,205
MANHATTAN,3.103E+11,Xavier High School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,258,266,273,277,0,0,0,0,1074
MANHATTAN,3.103E+11,Ascension School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,24,28,21,20,18,16,0,14,27,0,0,0,0,0,21,0,104,293
MANHATTAN,3.103E+11,Cristo Rey High School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,100,92,92,90,0,0,0,0,374
MANHATTAN,3.103E+11,J G B Education Services,Special School,JEWISH,0,0,0,0,0,0,23,0,0,0,0,0,0,29,0,0,0,52
MANHATTAN,3.103E+11,Solomon Schechter School Of Manhattan,Elementary,JEWISH,18,13,12,19,16,12,0,0,13,0,0,0,0,0,22,0,0,125
MANHATTAN,3.103E+11,Gan Aliya,Elementary,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,14
MANHATTAN,3.103E+11,Manhattan Day School,Elementary,JEWISH,58,38,52,52,38,35,0,37,59,0,0,0,0,0,33,0,53,455
MANHATTAN,3.103E+11,Rodeph Sholom School,Elementary,JEWISH,50,45,60,44,43,50,0,44,53,0,0,0,0,0,56,0,36,481
MANHATTAN,3.103E+11,Yeshiva Ketana Of Manhattan,Elementary,JEWISH,9,14,5,6,9,6,0,8,13,0,0,0,0,0,16,0,5,91
MANHATTAN,3.103E+11,Beit Rabban Day School,Elementary,JEWISH,28,10,9,6,6,0,0,0,0,0,0,0,0,0,11,0,38,108
MANHATTAN,3.10301E+11,Harlem Academy,Elementary,EPISCOPAL,15,18,13,15,15,15,0,16,12,0,0,0,0,0,0,0,0,119
MANHATTAN,3.10301E+11,Ss Hilda & Hugh School,Elementary,EPISCOPAL,32,33,30,33,32,32,0,34,31,0,0,0,0,0,37,0,33,327
MANHATTAN,3.10301E+11,Trinity School,K-12 School,EPISCOPAL,62,62,61,58,60,60,0,71,65,122,108,110,112,0,60,0,0,1011
MANHATTAN,3.10301E+11,Cathedral School,Elementary,EPISCOPAL,39,32,34,29,34,27,0,32,30,0,0,0,0,0,35,0,0,292
MANHATTAN,3.10301E+11,Sr Clara Muhammed Elementary School,Elementary,ISLAMIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4
MANHATTAN,3.10301E+11,Alexander Robertson School,Elementary,PRESBYTERIAN,9,12,9,7,3,0,0,0,0,0,0,0,0,0,9,0,5,54
MANHATTAN,3.10301E+11,Ideal School And Academy,Junior Senior School,INDEPENDENT,18,17,27,14,11,16,0,12,15,7,4,3,0,0,17,0,0,161
MANHATTAN,3.10301E+11,"Manhattan Children'S Center, Inc (The)",Special School,INDEPENDENT,0,0,0,0,0,0,86,0,0,0,0,0,0,16,0,0,4,106
MANHATTAN,3.10301E+11,Gateway Middle School (The),Middle School,INDEPENDENT,0,0,0,0,14,12,0,17,18,0,0,0,0,0,0,0,0,61
MANHATTAN,3.10301E+11,Lang School (The),Junior Senior School,INDEPENDENT,0,1,5,2,7,1,0,5,5,5,4,1,0,0,0,0,0,36
MANHATTAN,3.10301E+11,"Shefa School, Inc",Elementary,INDEPENDENT,2,6,14,16,19,12,0,11,0,0,0,0,0,0,0,0,0,80
MANHATTAN,3.10301E+11,Manhattan Star Academy,Special School,INDEPENDENT,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,48
MANHATTAN,3.10301E+11,Fusion Academy Lincoln Center,Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,0,1,7,9,20,15,0,0,0,0,52
MANHATTAN,3.10301E+11,Mandell School (The) - Site 2,Other,INDEPENDENT,21,18,19,15,16,10,0,15,15,0,0,0,0,0,18,0,0,147
MANHATTAN,3.10301E+11,Bilingual Buds,Other,INDEPENDENT,6,10,2,1,0,0,0,0,0,0,0,0,0,0,7,0,0,26
MANHATTAN,3.10301E+11,Bank Street Colelge Of Education,Elementary,INDEPENDENT,44,43,39,41,43,47,0,42,40,0,0,0,0,0,60,0,42,441
MANHATTAN,3.10301E+11,Calhoun School (The),K-12 School,INDEPENDENT,47,39,51,45,54,46,0,54,59,59,66,58,55,0,35,0,61,729
MANHATTAN,3.10301E+11,Collegiate School,K-12 School,INDEPENDENT,49,48,49,45,46,51,0,51,49,60,57,52,54,0,48,0,0,659
MANHATTAN,3.10301E+11,Columbia Grammar & Preparatory School,K-12 School,INDEPENDENT,105,83,77,88,78,89,0,93,94,115,129,119,126,0,61,0,34,1291
MANHATTAN,3.10301E+11,Ethical Culture-Fieldston School,Elementary,INDEPENDENT,71,70,62,67,67,0,0,0,0,0,0,0,0,0,72,0,38,447
MANHATTAN,3.10301E+11,Anglo-American International School (The),Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,53,55,0,0,0,0,108
MANHATTAN,3.10301E+11,Professional Childrens School,Junior Senior School,INDEPENDENT,0,0,0,0,0,7,0,7,22,26,39,52,41,0,0,0,0,194
MANHATTAN,3.10301E+11,Stephen Gaynor School,Elementary,INDEPENDENT,33,44,55,55,55,55,0,44,0,0,0,0,0,0,33,0,0,374
MANHATTAN,3.10301E+11,Robert Louis Stevenson School,Junior Senior School,INDEPENDENT,0,0,0,0,0,1,0,4,6,10,18,16,14,0,0,0,0,69
MANHATTAN,3.10301E+11,York Preparatory School,Junior Senior School,INDEPENDENT,0,0,0,0,0,27,0,31,38,42,67,54,71,0,0,0,0,330
MANHATTAN,3.10301E+11,Gateway School Of New York,Special School,INDEPENDENT,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,89
MANHATTAN,3.10301E+11,Studio School (The),Elementary,INDEPENDENT,12,8,8,8,8,11,0,6,6,0,0,0,0,0,12,0,29,108
MANHATTAN,3.10301E+11,Metropolitan Montessori School,Elementary,INDEPENDENT,21,18,17,17,13,10,0,0,0,0,0,0,0,0,22,0,30,148
MANHATTAN,3.10301E+11,West Side Montessori School,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,211
MANHATTAN,3.10301E+11,Parkside School,Special School,INDEPENDENT,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,82
MANHATTAN,3.10301E+11,Dwight School (The),K-12 School,INDEPENDENT,49,35,31,40,44,46,0,59,50,71,68,16,7,0,55,0,78,649
MANHATTAN,3.10301E+11,Aichhorn School (The),Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,0,52,4,0,0,0,0,0,0,56
MANHATTAN,3.10301E+11,Smith School (The),Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,3,6,9,6,7,8,0,0,0,0,39
MANHATTAN,3.10301E+11,Great Tomorrows Usa School,Junior Senior School,INDEPENDENT,1,2,2,6,3,2,0,0,3,2,4,1,1,0,2,0,2,31
MANHATTAN,3.10301E+11,School At Columbia University (The),Elementary,INDEPENDENT,59,66,61,56,60,58,0,55,44,0,0,0,0,0,59,0,0,518
MANHATTAN,3.10301E+11,West End Day School,Special School,INDEPENDENT,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,48
MANHATTAN,3.104E+11,Saint Ann School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,20,15,19,20,21,13,0,20,18,0,0,0,0,0,25,0,55,226
MANHATTAN,3.104E+11,Mount Carmel-Holy Rosary School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,22,29,26,29,28,21,0,29,24,0,0,0,0,0,22,0,40,270
MANHATTAN,3.104E+11,Our Lady Queen Of Angels School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,30,30,29,27,31,31,0,27,30,0,0,0,0,0,21,0,45,301
MANHATTAN,3.104E+11,Saint Paul School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,13,24,18,20,17,32,0,16,16,0,0,0,0,0,25,0,38,219
MANHATTAN,3.10401E+11,Reece School,Special School,INDEPENDENT,0,0,0,0,0,0,77,0,0,0,0,0,0,21,0,0,0,98
MANHATTAN,3.10401E+11,Manhattan Free School,Junior Senior School,INDEPENDENT,1,4,6,0,3,3,0,5,4,0,0,0,0,0,0,0,0,26
MANHATTAN,3.10401E+11,Saint Bernard'S School,Elementary,INDEPENDENT,45,39,44,38,39,39,0,38,41,6,0,0,0,0,44,0,0,373
MANHATTAN,3.10401E+11,East Harlem School At Exodus House,Elementary,INDEPENDENT,0,0,0,17,29,35,0,34,36,0,0,0,0,0,0,0,0,151
MANHATTAN,3.105E+11,Saint Charles Borromeo School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,11,20,30,24,24,20,0,24,33,0,0,0,0,0,31,0,64,281
MANHATTAN,3.105E+11,Saint Mark The Evangelist School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,24,16,19,22,24,21,0,19,20,0,0,0,0,0,26,0,31,222
MANHATTAN,3.105E+11,Yeshiva University High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,77,86,70,87,0,0,0,0,320
MANHATTAN,3.10501E+11,Fellowship Of Learning School,Junior High School,CHRISTIAN FUNDAMENTALIST,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,4
MANHATTAN,3.10501E+11,Riverside Church Week Day School,Elementary,CHRISTIAN FUNDAMENTALIST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,34,47
MANHATTAN,3.10501E+11,Mount Pleasant Christian Academy,Junior Senior School,BAPTIST,2,1,3,1,2,0,0,0,0,2,2,0,0,0,3,0,3,19
MANHATTAN,3.10501E+11,King'S Academy (The),Junior Senior School,INDEPENDENT,3,3,9,3,4,2,0,1,3,0,1,0,1,0,5,0,13,48
MANHATTAN,3.10501E+11,Storefront Academy Harlem,Elementary,INDEPENDENT,16,17,19,17,17,18,0,15,15,0,0,0,0,0,18,0,18,170
MANHATTAN,3.106E+11,Saint Elizabeth School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,27,30,23,30,22,24,0,25,32,0,0,0,0,0,29,0,80,322
MANHATTAN,3.106E+11,Good Shepherd School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,25,29,22,25,20,13,0,25,21,0,0,0,0,0,22,0,71,273
MANHATTAN,3.106E+11,Incarnation School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,26,18,12,21,24,16,0,24,28,0,0,0,0,0,34,0,108,311
MANHATTAN,3.106E+11,Our Lady Of Lourdes School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,29,30,31,29,27,27,0,27,19,0,0,0,0,0,37,0,62,318
MANHATTAN,3.106E+11,Our Lady Queen Of Martyrs School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,24,25,18,22,15,9,0,20,10,0,0,0,0,0,45,0,97,285
MANHATTAN,3.106E+11,Saint Rose Of Lima School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,13,11,8,16,8,15,0,19,9,0,0,0,0,0,21,0,45,165
MANHATTAN,3.106E+11,Yeshiva Rabbi S R Hirsch,K-12 School,JEWISH,40,29,33,24,31,29,0,25,29,16,12,10,13,0,44,0,36,371
MANHATTAN,3.106E+11,Northeastern Academy,Senior High,SEVENTH-DAY ADVENTIST,0,0,0,0,0,0,0,0,0,29,34,28,29,0,0,0,0,120
MANHATTAN,3.10601E+11,Manhattan Christian Academy,Elementary,CHRISTIAN FUNDAMENTALIST,29,36,35,41,24,33,0,28,22,0,0,0,0,0,32,0,26,306
BRONX,3.207E+11,Saint Anselm School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,25,26,27,20,18,27,0,23,25,0,0,0,0,0,34,0,88,313
BRONX,3.207E+11,Cardinal Hayes High School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,261,245,228,203,0,0,0,0,937
BRONX,3.207E+11,Immaculate Conception School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,50,59,53,47,56,61,0,53,47,0,0,0,0,0,51,0,32,509
BRONX,3.207E+11,Saint Luke School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,19,23,23,17,22,25,0,19,27,0,0,0,0,0,22,0,36,233
