County,BEDS Code,School Name,Grade Org,Affiliation,GR1,GR2,GR3,GR4,GR5,GR6,UGE,GR7,GR8,GR9,GR10,GR11,GR12,UGS,FULLK,HALFK,PREK,Enrollment
BROOKLYN,3.32E+11,Viznitzer Chaider Tiferes Yisroel,Elementary,JEWISH,19,23,23,25,26,18,0,22,18,0,0,0,0,0,15,0,31,220
BROOKLYN,3.32E+11,Yeshiva Sharei Hatzlucha,Elementary,JEWISH,19,15,9,12,14,20,0,15,23,0,0,0,0,0,14,0,15,156
BROOKLYN,3.32E+11,Gan Yisroel,Elementary,JEWISH,50,49,75,63,75,67,0,78,65,0,0,0,11,0,68,0,99,700
BROOKLYN,3.32E+11,Yeshiva Nesivos Chaim,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,3,9,9,4,0,0,0,0,25
BROOKLYN,3.32E+11,Ohr Torah,Special School,JEWISH,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,30
BROOKLYN,3.32E+11,Ohr Halimud/Multi-Sensory Learning Center,Special School,JEWISH,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
BROOKLYN,3.32E+11,Lutheran Elementary School Of Bay Ridge,Elementary,LUTHERAN,14,18,17,16,14,12,0,8,18,0,0,0,0,0,22,0,22,161
BROOKLYN,3.32E+11,Leif Ericson Day School,Elementary,LUTHERAN,11,13,9,8,14,11,0,13,8,0,0,0,0,0,13,0,4,104
BROOKLYN,3.32E+11,Brooklyn Sda Elementary School,Elementary,SEVENTH-DAY ADVENTIST,12,9,16,11,12,11,0,9,17,0,0,0,0,0,7,0,9,113
BROOKLYN,3.32001E+11,D & G Kaloidis Parochial School,Elementary,GREEK ORTHODOX,12,12,11,8,14,15,0,8,16,0,0,0,0,0,25,0,76,197
BROOKLYN,3.32001E+11,Bay Ridge Christian Academy,Elementary,CHRISTIAN FUNDAMENTALIST,3,9,9,11,9,5,0,12,12,0,0,0,0,0,10,0,11,91
BROOKLYN,3.32001E+11,Gateway City Academy,Elementary,CHRISTIAN FUNDAMENTALIST,7,4,5,9,12,4,0,5,3,0,0,0,0,0,11,0,143,203
BROOKLYN,3.32001E+11,Adelphi Academy,K-12 School,INDEPENDENT,4,3,9,5,8,8,0,9,7,6,10,8,8,0,6,0,85,176
BROOKLYN,3.32001E+11,Polytech Prep Country Day School,K-12 School,INDEPENDENT,37,32,33,38,54,94,0,72,90,132,116,117,116,0,35,0,32,998
BROOKLYN,3.32001E+11,Guild For Exceptional Children,Pre-K Only,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,135
BROOKLYN,3.32001E+11,Bay Ridge Preparatory School,K-12 School,INDEPENDENT,14,18,14,17,21,27,0,33,40,36,37,47,63,0,15,0,0,382
BROOKLYN,3.321E+11,St Peter Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,12,22,21,22,21,15,0,18,14,0,0,0,0,0,24,0,103,272
BROOKLYN,3.321E+11,Saint Athanasius Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,23,29,21,33,18,27,0,24,23,0,0,0,0,0,27,0,60,285
BROOKLYN,3.321E+11,Bishop Kearney High School,Senior High,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,0,81,56,72,85,0,0,0,0,294
BROOKLYN,3.321E+11,Our Lady Of Grace Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,25,16,19,20,23,19,0,20,21,0,0,0,0,0,9,0,0,172
BROOKLYN,3.321E+11,Lubavitcher School Chabad,Junior Senior School,JEWISH,14,10,13,10,16,20,0,16,10,6,5,4,10,0,11,0,33,178
BROOKLYN,3.321E+11,Mesivta Yeshiva Rabbi Chaim Berlin,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,67,59,62,52,0,0,0,0,240
BROOKLYN,3.321E+11,Lubavitcher High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,35,29,25,24,0,0,0,0,113
BROOKLYN,3.321E+11,Elite High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,10,5,10,12,0,0,0,0,37
BROOKLYN,3.321E+11,Yeshivat Magen Abraham,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,10,6,12,12,0,0,0,0,40
BROOKLYN,3.321E+11,Mazel Day School,Elementary,JEWISH,28,34,14,17,15,14,0,7,6,0,0,0,0,0,36,0,22,193
BROOKLYN,3.321E+11,Bnot Chaya Academy,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,6,6,8,10,0,0,0,0,30
BROOKLYN,3.321E+11,Yeshivat Darchei Eres Inc,Junior Senior School,JEWISH,90,93,84,56,69,47,0,0,0,66,71,68,60,0,112,0,94,910
BROOKLYN,3.321E+11,Congregation Bnos Chaya,Elementary,JEWISH,20,16,0,0,0,0,0,0,0,0,0,0,0,0,21,0,20,77
BROOKLYN,3.321E+11,Pathway Study Center Inc (The),Special School,JEWISH,10,4,7,0,4,4,0,3,3,0,0,0,0,0,0,0,0,35
BROOKLYN,3.321E+11,Yeshiva Yesodei Hachaim,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,18,14,18,8,0,0,0,0,58
BROOKLYN,3.321E+11,Congregation Chasidei Belz Beth Malka,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,87,68,70,0,0,0,0,0,225
BROOKLYN,3.321E+11,Yeshiva Machzikei Hadas 2,Elementary,JEWISH,50,51,52,0,0,0,0,0,0,0,0,0,0,0,40,0,43,236
BROOKLYN,3.321E+11,Yeshiva Darchei Aliya,Other,JEWISH,17,6,4,4,6,0,0,0,0,0,0,0,0,0,11,0,8,56
BROOKLYN,3.321E+11,Yeshiva Lev Torah - Site 2,Other,JEWISH,8,7,10,0,0,0,0,0,0,0,0,0,0,0,15,0,18,58
BROOKLYN,3.321E+11,Yeshiva Torah Temimah,K-12 School,JEWISH,33,35,39,37,39,38,0,36,43,34,36,29,17,0,28,0,26,470
BROOKLYN,3.321E+11,Magen David Yesh-Isaac Shlm E,Elementary,JEWISH,120,133,117,121,156,136,0,162,160,0,0,0,0,0,94,0,98,1297
BROOKLYN,3.321E+11,Shulamith School For Girls Of Brooklyn,K-12 School,JEWISH,20,23,20,22,26,19,0,21,26,8,16,23,20,0,41,0,5,290
BROOKLYN,3.321E+11,Yeshiva Of Brooklyn,K-12 School,JEWISH,47,62,56,57,73,61,0,50,63,50,31,69,51,0,30,21,35,756
BROOKLYN,3.321E+11,Yeshiva Karlin Stolin,K-12 School,JEWISH,49,38,54,40,28,50,0,48,39,55,46,43,25,0,40,0,50,605
BROOKLYN,3.321E+11,Yeshiva Rabbi Chaim Berlin,Elementary,JEWISH,79,89,82,76,87,75,23,71,78,0,0,0,0,12,87,0,78,837
BROOKLYN,3.321E+11,Ahi Ezer Yeshiva,Elementary,JEWISH,18,9,14,21,20,25,0,30,25,0,0,0,0,0,22,0,45,229
BROOKLYN,3.321E+11,Bnos Israel Of East Flatbush,Elementary,JEWISH,31,28,30,28,28,35,0,28,21,0,0,0,0,0,29,0,29,287
BROOKLYN,3.321E+11,Yeshivah Of Flatbush Elementary School,Elementary,JEWISH,110,148,150,134,134,153,0,125,143,0,0,0,0,0,158,0,116,1371
BROOKLYN,3.321E+11,Bais Yaakov Academy,K-12 School,JEWISH,59,65,59,55,60,57,0,54,57,70,53,55,61,0,58,0,58,821
BROOKLYN,3.321E+11,Shulamith  Of Brooklyn,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,9,16,23,20,0,0,0,0,68
BROOKLYN,3.321E+11,Ateret Torah Center,K-12 School,JEWISH,87,62,75,55,47,65,0,57,60,41,52,48,51,0,72,75,78,925
BROOKLYN,3.321E+11,Shaare Torah School,Junior Senior School,JEWISH,26,28,31,36,34,31,0,31,28,28,28,30,22,0,0,0,0,353
BROOKLYN,3.321E+11,Yeshiva Imrei Chaim Viznitz,Elementary,JEWISH,77,77,54,56,51,52,8,54,52,0,0,0,0,0,80,80,70,711
BROOKLYN,3.321E+11,Magen David Yeshivah High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,119,98,99,80,0,0,0,0,396
BROOKLYN,3.321E+11,Bet Yaakov Ateret Torah,Elementary,JEWISH,72,65,79,67,69,48,0,55,57,0,0,0,0,0,73,85,68,738
BROOKLYN,3.321E+11,Congregation Ohr Shraga D'Veretzky,K-12 School,JEWISH,22,23,31,31,27,29,0,28,29,22,21,24,13,0,61,0,19,380
BROOKLYN,3.321E+11,Bet Yakov Ateret Torah High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,51,57,62,54,0,0,0,0,224
BROOKLYN,3.321E+11,Gesher Yehuda,Junior Senior School,JEWISH,6,6,7,4,2,9,0,12,3,7,2,10,8,0,5,0,0,81
BROOKLYN,3.321E+11,Torah Academy High School,Junior Senior School,JEWISH,0,0,0,0,0,0,0,0,1,3,4,0,1,0,0,0,0,9
BROOKLYN,3.321E+11,Big Apple Institute Inc,Elementary,JEWISH,125,125,115,125,110,65,0,78,65,0,0,0,0,0,140,0,0,948
BROOKLYN,3.321E+11,Yeshivat Or Hatorah,Junior Senior School,JEWISH,20,15,21,19,13,21,0,20,21,14,18,0,6,0,11,0,0,199
BROOKLYN,3.321E+11,Bet Yaakov Ohr Sarah,K-12 School,JEWISH,23,23,28,23,26,28,0,27,19,25,15,22,17,0,29,0,68,373
BROOKLYN,3.321E+11,Barkai Yeshiva,Elementary,JEWISH,31,35,37,37,38,37,0,36,34,0,0,0,0,0,34,0,44,363
BROOKLYN,3.321E+11,Ivdu School,Elementary,JEWISH,5,2,1,1,5,4,0,2,4,10,10,5,25,0,1,0,0,75
BROOKLYN,3.321E+11,B'Not Rachel High School For Girls,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,21,30,17,20,0,0,0,0,88
BROOKLYN,3.32101E+11,Imagine Academy,Special School,INDEPENDENT,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,37
BROOKLYN,3.32101E+11,Reach For The Stars Learning Center,Special School,INDEPENDENT,0,0,0,0,0,0,11,0,0,0,0,0,0,8,3,0,0,22
BROOKLYN,3.32101E+11,Becec Inc,Pre-K Only,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,333
BROOKLYN,3.32101E+11,Windmill Montessori School,Elementary,INDEPENDENT,13,13,11,9,5,4,0,7,3,0,0,0,0,0,11,0,18,94
BROOKLYN,3.32101E+11,Brooklyn Amity School,K-12 School,INDEPENDENT,8,14,9,9,10,20,0,13,19,18,6,19,13,0,10,0,30,198
BROOKLYN,3.322E+11,Midwood Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,23,29,26,27,34,31,0,24,40,0,0,0,0,0,24,0,10,268
BROOKLYN,3.322E+11,Saint Bernard Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,31,29,27,30,31,30,0,31,35,0,0,0,0,0,33,0,30,307
BROOKLYN,3.322E+11,Saint Edmund Preparatory High School,Senior High,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,0,140,160,173,194,0,0,0,0,667
BROOKLYN,3.322E+11,Saint Edmund Elementary School,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,22,21,15,21,23,25,0,27,23,0,0,0,0,0,13,0,8,198
BROOKLYN,3.322E+11,Good Shepherd Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,15,17,19,15,22,31,0,26,22,0,0,0,0,0,22,0,35,224
BROOKLYN,3.322E+11,Saint Mark Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,16,25,17,22,25,21,0,15,21,0,0,0,0,0,23,0,36,221
BROOKLYN,3.322E+11,Mary Queen Of Heaven Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,23,13,27,18,24,26,0,24,32,0,0,0,0,0,19,0,21,227
BROOKLYN,3.322E+11,Yeshiva Of Flatbush-Joel Braverman High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,147,152,155,164,0,0,0,0,618
BROOKLYN,3.322E+11,East Midwood Hebrew Day School,Elementary,JEWISH,19,24,16,26,21,6,0,15,16,0,0,0,0,0,17,0,34,194
BROOKLYN,3.322E+11,Yeshivat Shaare Torah High School For Girls,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,31,30,40,20,0,0,0,0,121
BROOKLYN,3.322E+11,Masores Bais Yaakov High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,54,61,56,61,0,0,0,0,232
BROOKLYN,3.322E+11,Kollel Zichron Yosef,Elementary,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21
BROOKLYN,3.322E+11,Yeshivat Lev Torah,Elementary,JEWISH,22,17,16,21,21,21,0,18,19,0,0,0,0,0,14,0,0,169
BROOKLYN,3.322E+11,Yeshivat Ohel Torah,Elementary,JEWISH,29,17,18,17,13,14,0,16,15,0,0,0,0,0,18,0,39,196
BROOKLYN,3.322E+11,Zvi Dov Roth Academy Of Yeshiva Rambam,Junior Senior School,JEWISH,0,0,0,0,0,0,0,0,0,22,14,16,13,0,0,0,0,65
BROOKLYN,3.322E+11,Mevakshai Hashem,Elementary,JEWISH,55,55,61,57,59,30,0,28,25,0,0,0,0,0,51,0,54,475
BROOKLYN,3.322E+11,Yeshiva Bais Chaya Esther,Elementary,JEWISH,51,22,23,27,16,25,0,15,12,10,0,0,0,0,42,0,15,258
BROOKLYN,3.322E+11,Yeshivat Mekor Haim,Elementary,JEWISH,20,20,10,15,16,9,0,7,8,13,12,0,0,0,24,0,32,186
BROOKLYN,3.322E+11,Yeshiva Ohr Yisrael,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,19,20,20,14,0,0,0,0,73
BROOKLYN,3.322E+11,Mesivta Meor Hatorah,Junior Senior School,JEWISH,0,0,0,0,0,0,0,0,27,46,41,43,38,30,0,0,0,225
BROOKLYN,3.322E+11,Mercaz Gan Of Flatbush/Yeshiva Ohel Sarah,Elementary,JEWISH,10,12,14,10,8,8,0,6,0,3,6,0,0,0,9,0,0,86
BROOKLYN,3.322E+11,Bais Shifra,Elementary,JEWISH,25,19,0,0,0,0,0,0,0,0,0,0,0,0,25,0,24,93
BROOKLYN,3.322E+11,Yad Yisroel,Special School,JEWISH,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22
BROOKLYN,3.322E+11,Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,30,39,53,0,0,0,0,0,122
BROOKLYN,3.322E+11,Bnos Esther Malka,Other,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
BROOKLYN,3.322E+11,Crown Heights Yeshivah,Elementary,JEWISH,17,20,23,20,23,22,10,10,17,0,0,0,0,0,25,0,34,221
BROOKLYN,3.322E+11,Prospect Park Bnos Leah High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,60,53,57,55,0,0,0,0,225
BROOKLYN,3.322E+11,Joseph S Gruss Yeshiva High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,22,20,16,22,0,0,0,0,80
BROOKLYN,3.322E+11,Mirrer Yeshiva High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,35,47,54,0,0,0,0,0,136
BROOKLYN,3.322E+11,Torah Vodaath High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,35,25,14,6,0,0,0,0,80
BROOKLYN,3.322E+11,Yeshiva Of Kings Bay,Elementary,JEWISH,15,14,10,18,14,17,0,21,12,0,0,0,0,0,17,0,11,149
BROOKLYN,3.322E+11,Yeshiva Torah Vodaath,Elementary,JEWISH,75,72,50,46,47,47,0,50,27,0,0,0,0,0,74,0,49,537
BROOKLYN,3.322E+11,Yeshiva Toras Emes Kamenitz,Elementary,JEWISH,23,20,25,11,21,25,0,25,31,0,0,0,0,0,12,0,14,207
BROOKLYN,3.322E+11,Prospect Park Yeshiva,Elementary,JEWISH,38,50,53,48,58,54,0,50,64,0,0,0,0,0,41,0,71,527
BROOKLYN,3.322E+11,Mirrer Yeshiva Elementary School,Elementary,JEWISH,48,41,30,41,41,48,0,37,39,0,0,0,0,0,74,0,20,419
BROOKLYN,3.322E+11,Yeshiva Derech Hatorah,K-12 School,JEWISH,26,25,21,24,21,21,0,28,20,0,9,10,12,0,37,0,11,265
BROOKLYN,3.322E+11,Yeshiva Tifereth Elimelech,K-12 School,JEWISH,41,37,38,43,43,52,0,43,40,36,35,34,37,0,34,35,15,563
BROOKLYN,3.322E+11,Mesivta Tiferes Yisroel,K-12 School,JEWISH,59,58,52,60,59,58,0,59,59,46,36,32,42,0,60,0,47,727
BROOKLYN,3.322E+11,Yeshiva Ahavas Torah,Elementary,JEWISH,21,24,22,24,21,22,0,15,21,0,0,0,0,0,18,24,13,225
BROOKLYN,3.322E+11,Masores Bais Yaakov Elementary School,Elementary,JEWISH,52,58,65,71,48,69,0,54,64,0,0,0,0,0,55,0,60,596
BROOKLYN,3.322E+11,Yeshiva Vyelipol,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,26,29,28,17,0,0,0,0,100
BROOKLYN,3.322E+11,Nefesh Academy,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,7,19,11,7,0,0,0,0,44
BROOKLYN,3.322E+11,Step-Special Torah Education Program,Special School,JEWISH,0,0,0,0,0,0,8,0,0,0,0,0,0,25,0,0,0,33
BROOKLYN,3.322E+11,Congregation Lev Bais Yaakov,K-12 School,JEWISH,58,52,53,49,46,31,0,43,31,32,42,22,36,0,52,0,54,601
BROOKLYN,3.322E+11,Bonim Lamokom,Special School,JEWISH,0,0,0,0,0,0,8,0,0,0,0,0,0,29,0,0,0,37
BROOKLYN,3.322E+11,Yeshiva Birchas Shmuel,Junior Senior School,JEWISH,0,0,0,0,0,0,0,7,6,10,15,17,25,0,0,0,0,80
BROOKLYN,3.322E+11,Talmud Torah Ohel Yochanan,Elementary,JEWISH,84,66,79,73,53,55,0,54,51,0,0,0,0,0,77,0,78,670
BROOKLYN,3.32201E+11,Christian Heritage Academy,K-12 School,CHRISTIAN FUNDAMENTALIST,6,5,4,7,4,4,0,12,8,8,5,4,16,0,7,0,7,97
BROOKLYN,3.32201E+11,Cortelyou Early Childhood Center,Elementary,INDEPENDENT,19,5,11,15,9,0,0,0,0,0,0,0,0,0,27,0,61,147
BROOKLYN,3.32201E+11,Ebenezer Preparatory School,Elementary,INDEPENDENT,7,13,10,14,9,9,0,8,12,0,0,0,0,0,10,0,13,105
BROOKLYN,3.32201E+11,New Vistas Academy,K-12 School,INDEPENDENT,5,7,5,5,6,4,0,7,6,5,6,4,5,0,6,0,0,71
BROOKLYN,3.32301E+11,People'S Elementary School,Elementary,INDEPENDENT,47,40,49,43,41,39,0,40,43,0,0,0,0,0,50,0,43,435
BROOKLYN,3.332E+11,Cristo Rey Brooklyn High School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,100,93,77,64,0,0,0,0,334
BROOKLYN,3.332E+11,Saint Brigid Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,16,16,13,21,17,24,0,15,26,0,0,0,0,0,16,0,32,196
BROOKLYN,3.332E+11,Saint Frances Cabrini Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,19,17,24,20,28,22,0,26,31,0,0,0,0,0,20,0,45,252
QUEENS,3.424E+11,Cathedral Preparatory School And Seminary,Senior High,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,0,45,37,35,21,0,0,0,0,138
QUEENS,3.424E+11,Saint Adalbert Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,30,33,32,29,34,30,0,38,42,0,0,0,0,0,19,0,35,322
QUEENS,3.424E+11,Saint Bartholomew Catholi Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,17,25,19,14,17,23,0,15,20,0,0,0,0,0,23,0,0,173
QUEENS,3.424E+11,Christ The King Regional High School,Senior High,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,0,167,170,171,168,0,0,0,0,676
QUEENS,3.424E+11,Saint Leo Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,26,44,35,32,29,26,0,33,30,0,0,0,0,0,39,0,40,334
QUEENS,3.424E+11,Saint Margaret Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,28,37,27,28,21,24,0,23,33,0,0,0,0,0,47,0,47,315
QUEENS,3.424E+11,Saint Matthias School,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,38,36,45,42,38,50,0,43,38,0,0,0,0,0,24,0,22,376
QUEENS,3.424E+11,Our Lady Of Hope Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,63,63,58,73,60,45,0,66,67,0,0,0,0,0,52,0,43,590
QUEENS,3.424E+11,Notre Dame Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,21,26,24,28,32,24,0,28,25,0,0,0,0,0,34,0,54,296
QUEENS,3.424E+11,Our Lady Of Sorrows Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,20,27,22,14,14,30,0,29,25,0,0,0,0,0,25,0,20,226
QUEENS,3.424E+11,Saint Pancras School,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,13,17,15,12,14,14,0,19,15,0,0,0,0,0,20,0,8,147
QUEENS,3.424E+11,Resurrection Ascension Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,27,21,33,23,28,20,0,19,29,0,0,0,0,0,34,0,36,270
QUEENS,3.424E+11,Sacred Heart Catholic Academy Of Glendale,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,24,20,19,22,19,29,0,21,26,0,0,0,0,0,21,0,36,237
QUEENS,3.424E+11,Saint Stanislaus Kostka School,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,13,22,21,14,19,17,0,26,29,0,0,0,0,0,19,0,55,235
QUEENS,3.424E+11,Martin Luther School,Junior Senior School,LUTHERAN,0,0,0,0,0,6,0,4,8,38,51,43,66,0,0,0,0,216
QUEENS,3.424E+11,Redeemer Lutheran School,Elementary,LUTHERAN,14,12,9,16,12,15,0,12,14,0,0,0,0,0,6,0,27,137
QUEENS,3.424E+11,Jackson Heights Sda School,Elementary,SEVENTH-DAY ADVENTIST,7,7,12,8,6,13,0,13,10,0,0,0,0,0,5,0,0,81
QUEENS,3.42401E+11,Razi School,K-12 School,ISLAMIC,13,10,11,16,13,18,0,17,16,15,20,9,17,0,9,0,12,196
QUEENS,3.42401E+11,A Childs Place Too,Elementary,INDEPENDENT,10,7,10,7,2,0,0,0,0,0,0,0,0,0,19,0,12,67
QUEENS,3.425E+11,Saint Agnes Academic High School,Senior High,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,0,58,69,46,60,0,0,0,0,233
QUEENS,3.425E+11,Saint Andrew Avellino Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,17,34,20,31,35,29,0,20,37,0,0,0,0,0,17,0,20,260
QUEENS,3.425E+11,Holy Cross High School,Senior High,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,0,111,144,174,195,0,0,0,0,624
QUEENS,3.425E+11,Saint Kevin Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,24,18,22,22,10,14,0,26,22,0,0,0,0,0,39,0,72,269
QUEENS,3.425E+11,Saint Luke School,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,46,53,38,47,46,34,0,41,53,0,0,0,0,0,46,0,40,444
QUEENS,3.425E+11,Saint Mel Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,26,29,25,21,24,23,0,23,25,0,0,0,0,0,16,0,36,248
QUEENS,3.425E+11,Most Holy Redeemer Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,20,12,23,25,18,20,0,21,17,0,0,0,0,0,37,0,78,271
QUEENS,3.425E+11,Holy Trinity Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,12,21,25,26,14,27,0,32,35,0,0,0,0,0,14,0,11,217
QUEENS,3.425E+11,Shevach High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,51,52,47,53,0,0,0,0,203
QUEENS,3.425E+11,Solomon Schechter School Of Queens,Elementary,JEWISH,33,29,36,30,29,33,0,20,39,0,0,0,0,0,32,0,31,312
QUEENS,3.425E+11,Rabbinical Seminary Of America,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,40,26,21,26,0,0,0,0,113
QUEENS,3.425E+11,Yeshiva Of Central Queens,Elementary,JEWISH,105,100,102,99,94,100,0,107,96,0,0,0,0,0,106,0,37,946
QUEENS,3.425E+11,Yeshiva Education For Special Students,Special School,JEWISH,0,0,0,0,0,0,20,0,0,0,0,0,0,6,0,0,0,26
QUEENS,3.425E+11,Yeshiva Ketana Of Queens,Elementary,JEWISH,50,55,49,43,47,36,0,45,49,0,0,0,0,0,49,0,0,423
QUEENS,3.42501E+11,Al-Mamoor School,Junior Senior School,ISLAMIC,24,24,24,24,14,21,0,18,14,12,10,9,0,0,19,0,27,240
QUEENS,3.42501E+11,Muslim Center Junior High School,Elementary,ISLAMIC,13,19,17,19,17,22,0,20,18,0,0,0,0,0,11,0,9,165
QUEENS,3.42501E+11,Holy Cross Greek Orthodox School,Elementary,GREEK ORTHODOX,6,8,5,10,0,0,0,0,0,0,0,0,0,0,11,0,40,80
QUEENS,3.42501E+11,Flushing Christian School,Elementary,CHRISTIAN FUNDAMENTALIST,15,14,10,21,14,19,0,12,11,0,0,0,0,0,11,0,0,127
QUEENS,3.42501E+11,Promise Christian Academy,Elementary,CHRISTIAN FUNDAMENTALIST,20,27,23,18,12,18,0,11,11,0,0,0,0,0,28,0,23,191
QUEENS,3.42501E+11,Whitestone Academy,Junior Senior School,INDEPENDENT,0,0,0,0,0,2,0,2,5,16,33,47,42,0,0,0,0,147
QUEENS,3.42501E+11,Windsor School (The),Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,1,3,6,11,12,20,0,0,0,0,53
QUEENS,3.42501E+11,Lowell Upper School Of Flushing,Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,0,23,31,37,31,12,0,0,0,134
QUEENS,3.42501E+11,Shield Institute Of Flushing,Special School,INDEPENDENT,0,0,0,0,0,0,11,0,0,0,0,0,0,41,0,0,0,52
QUEENS,3.426E+11,Divine Wisdom Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,52,62,50,52,59,73,0,50,72,0,0,0,0,0,61,0,99,630
QUEENS,3.426E+11,Saint Gregory The Great School,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,29,25,30,36,27,26,0,26,34,0,0,0,0,0,32,0,53,318
QUEENS,3.426E+11,Holy Family Catholic Academy Of Brooklyn,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,20,28,20,19,15,20,0,25,16,0,0,0,0,0,17,0,15,195
QUEENS,3.426E+11,Our Lady Of The Blessed Sacrament Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,30,25,30,40,34,28,0,42,44,0,0,0,0,0,26,0,36,335
QUEENS,3.426E+11,Our Lady Of The Snows Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,39,42,34,37,42,62,0,46,48,0,0,0,0,0,28,0,55,433
