County,BEDS Code,School Name,Grade Org Desc,Affiliation,GR 1,GR 2,GR 3,GR 4,GR 5,GR 6,GR 7,GR 8,GR 9,GR 10,GR 11,GR 12,UGE,UGS,FULLK,HALFK,PREK,Enrollment
NASSAU,280406175609,Saint Mary'S Elementary School,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,17,24,21,34,28,38,35,36,0,0,0,0,0,0,32,0,51,316
NASSAU,280406179302,Saint Mary'S High School,Senior High,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,0,0,0,0,0,0,0,0,154,171,148,130,0,0,0,0,0,603
NASSAU,280406179461,Our Lady Of Grace Montessori School,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,19,14,16,0,0,0,0,0,0,0,0,0,0,0,32,0,44,125
NASSAU,280407226636,North Shore Hebrew Academy,Elementary,JEWISH,78,59,62,59,61,54,57,49,0,0,0,0,0,0,62,0,31,572
NASSAU,280407229720,Long Island Hebrew Academy,Elementary,JEWISH,26,20,21,11,6,0,0,0,0,0,0,0,0,0,22,0,19,125
NASSAU,280407229810,North Shore Hebrew Academy High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,87,124,71,100,0,0,0,0,0,382
NASSAU,280407229998,Silverstein Hebrew Academy,Elementary,JEWISH,20,20,15,11,19,12,14,0,0,0,0,0,0,0,21,0,17,149
NASSAU,280407995049,Countryside Montessori School,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,26
NASSAU,280409175548,Saint Aidan School-West Campus,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,40,42,40,0,0,0,0,0,0,0,0,0,0,0,36,0,77,235
NASSAU,280409996434,Buckley Country Day School,Elementary,INDEPENDENT,32,25,36,27,33,35,32,24,0,0,0,0,0,0,29,0,58,331
NASSAU,280409996453,Henry Viscardi School,K-12 School,INDEPENDENT,10,4,5,5,11,16,15,12,20,17,8,14,5,12,7,0,1,162
NASSAU,280410175547,Saint Aidan School-East Campus,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,0,0,0,55,58,47,36,56,0,0,0,0,0,0,0,0,0,252
NASSAU,280410175563,Chaminade High School,Senior High,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,0,0,0,0,0,0,0,0,429,452,428,417,0,0,0,0,0,1726
NASSAU,280410219458,Solomon Schechter Middle High School,Junior Senior School,JEWISH,0,0,0,0,0,34,25,31,41,30,40,31,0,0,0,0,0,232
NASSAU,280501997105,Green Vale School (The),Elementary,INDEPENDENT,26,37,38,43,39,46,33,45,0,0,0,0,0,0,43,0,19,369
NASSAU,280502175571,Saint Edward Confessor School,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,22,23,30,17,27,20,15,27,0,0,0,0,0,0,17,0,41,239
NASSAU,280502175624,Our Lady Of Mercy Academy,Senior High,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,0,0,0,0,0,0,0,0,141,97,132,115,0,0,0,0,0,485
NASSAU,280502996119,Fusion Academy,Junior Senior School,INDEPENDENT,0,0,0,0,0,2,4,2,4,4,6,6,0,0,0,0,0,28
NASSAU,280502996642,Center For Developmental Disabilities,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,24,77,1,0,0,102
NASSAU,280502998059,Variety Child Learning Center,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,231,265
NASSAU,280502999525,Greentrees Country Day School,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,97,103
NASSAU,280503315797,Mill Neck Manor School For The Deaf,Junior Senior School,LUTHERAN,3,3,0,8,0,6,4,5,3,4,3,3,4,21,6,0,71,144
NASSAU,280503996472,Portledge School,K-12 School,INDEPENDENT,20,20,23,23,21,39,27,43,45,51,51,53,0,0,11,0,11,438
NASSAU,280504226650,Hebrew Academy Of Nassau-Plainview Campus,Elementary,JEWISH,18,21,21,18,16,11,0,0,0,0,0,0,0,0,22,0,20,147
NASSAU,280504308315,Good Shepherd Lutheran School,Pre-K Only,LUTHERAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55
NASSAU,280504998342,Miss Sue'S Nursery School & Kindergarten,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,94,96
NASSAU,280506175570,Saint Dominic High School,Senior High,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,0,0,0,0,0,0,0,0,118,115,136,97,0,0,0,0,0,466
NASSAU,280506177485,Saint Dominic Elementary School,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,35,24,24,24,23,32,29,43,0,0,0,0,0,0,25,0,40,299
NASSAU,280506996444,East Woods School,Elementary,INDEPENDENT,20,22,17,19,23,22,16,1,0,0,0,0,0,0,22,0,12,174
NASSAU,280506998512,Harmony Heights School,Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,15,20,28,12,0,0,0,0,0,75
NASSAU,280515217305,Solomon Schechter Day Sch-Nassau,Elementary,JEWISH,24,27,29,39,18,0,0,0,0,0,0,0,0,0,15,0,0,152
NASSAU,280515317093,Long Island Lutheran Middle/High School,Junior Senior School,LUTHERAN,0,0,0,0,0,35,60,72,111,123,100,96,0,0,0,0,0,597
NASSAU,280515997717,Brookville Center For Children'S Services,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,62,120,0,0,50,232
NASSAU,280517175577,Holy Family School,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,19,36,24,36,31,38,33,29,0,0,0,0,0,0,39,0,61,346
NASSAU,280517175623,Our Lady Of Mercy School,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,23,37,29,40,34,39,45,25,0,0,0,0,0,0,35,0,41,348
NASSAU,280517177171,Holy Trinity Diocesan High School,Senior High,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,0,0,0,0,0,0,0,0,229,287,293,316,0,0,0,0,0,1125
NASSAU,280517315810,Trinity Lutheran School,Elementary,LUTHERAN,26,13,19,18,29,21,32,37,0,0,0,0,0,0,25,0,40,260
NASSAU,280517998271,Carousel Day School,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,38,44
NASSAU,280518175603,Maria Regina School,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,23,17,18,23,36,24,24,21,0,0,0,0,0,0,22,0,89,297
NASSAU,280518997271,Montessori Childrens School,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,54,67
NASSAU,280518998058,Hagedorn Little Village School,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,164,224
NASSAU,280522437809,Bethesda Sda School,Junior Senior School,SEVENTH-DAY ADVENTIST,3,2,6,5,2,5,5,3,1,1,0,0,0,0,6,0,9,48
NASSAU,280523175641,Saint Rose Of Lima School,Elementary,ROMAN CATHOLIC ROCKVILLE CENTER DIOCESE,45,43,51,49,60,45,43,35,0,0,0,0,0,0,34,0,28,433
NASSAU,280523526652,Grace Episcopal Day School,Elementary,EPISCOPAL,12,10,11,12,10,13,21,21,0,0,0,0,0,0,11,0,46,167
MANHATTAN,310100145238,Saint Brigid School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,14,20,17,17,21,28,18,22,0,0,0,0,0,0,18,0,52,227
MANHATTAN,310100145301,Immaculate Conception School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,18,17,24,26,22,27,34,29,0,0,0,0,0,0,21,0,33,251
MANHATTAN,310100145336,La Salle Academy,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,102,91,79,77,0,0,0,0,0,349
MANHATTAN,310100147414,Saint George Academy,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,9,14,17,22,0,0,0,0,0,62
MANHATTAN,310100149439,Connelly Ctr Education/Holy Child Middle School,Middle School,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,20,19,18,20,0,0,0,0,0,0,0,0,0,77
MANHATTAN,310100227822,Beth Jacob Elementary School,Elementary,JEWISH,17,21,22,23,18,18,20,13,0,0,0,0,0,0,19,0,16,187
MANHATTAN,310100996152,Quad Preparatory School (The),Elementary,INDEPENDENT,0,0,1,0,2,1,2,1,2,0,0,0,0,0,0,0,0,9
MANHATTAN,310100996176,World Class Learning Academy,Other,INDEPENDENT,10,6,6,9,5,0,0,0,0,0,0,0,0,0,21,0,17,74
MANHATTAN,310100999967,George Jackson Academy,Elementary,INDEPENDENT,0,0,0,18,31,35,24,24,0,0,0,0,0,0,0,0,0,132
MANHATTAN,310200145242,Cathedral High School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,212,161,173,119,0,0,0,0,0,665
MANHATTAN,310200145262,Dominican Academy,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,63,56,55,39,0,0,0,0,0,213
MANHATTAN,310200145268,Epiphany School (The),Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,59,57,50,48,68,54,47,44,0,0,0,0,0,0,0,64,74,565
MANHATTAN,310200145281,Guardian Angel School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,14,22,19,24,27,29,17,29,0,0,0,0,0,0,14,0,26,221
MANHATTAN,310200145299,Saint Ignatius Loyola School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,60,61,61,61,61,57,57,58,0,0,0,0,0,0,58,0,0,534
MANHATTAN,310200145309,Saint Jean Baptiste High School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,99,75,84,99,0,0,0,0,0,357
MANHATTAN,310200145326,Saint Joseph'S School-Yorkville,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,31,27,24,19,31,29,23,31,0,0,0,0,0,0,30,0,66,311
MANHATTAN,310200145338,Loyola School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,49,55,53,49,0,0,0,0,0,206
MANHATTAN,310200145356,Marymount School Of New York,K-12 School,ROMAN CATHOLIC - ARCHDIOCESE OF NY,48,53,53,48,51,51,52,47,57,56,55,52,0,0,57,0,50,730
MANHATTAN,310200145371,Notre Dame School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,96,92,74,75,0,0,0,0,0,337
MANHATTAN,310200145386,Our Lady Of Pompeii School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,16,21,14,23,20,26,20,28,0,0,0,0,0,0,20,0,32,220
MANHATTAN,310200145416,Regis High School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,133,135,133,128,0,0,0,0,0,529
MANHATTAN,310200145432,Sacred Heart Of Jesus School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,19,24,17,16,13,20,22,21,0,0,0,0,0,0,22,0,93,267
MANHATTAN,310200145439,Saint Stephen Of Hungary School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,44,22,23,20,22,24,19,20,0,0,0,0,0,0,45,0,92,331
MANHATTAN,310200145447,Transfiguration School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,47,62,55,46,58,59,29,29,0,0,0,0,0,0,58,0,146,589
MANHATTAN,310200145454,Saint Vincent Ferrer High School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,124,139,130,120,0,0,0,0,0,513
MANHATTAN,310200145611,Academy Of St Joseph,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,17,18,15,6,7,14,6,0,0,0,0,0,0,0,15,0,18,116
MANHATTAN,310200147087,Convent Of The Sacred Heart,K-12 School,ROMAN CATHOLIC - ARCHDIOCESE OF NY,55,54,49,49,52,54,50,47,65,51,52,55,0,0,55,17,13,718
MANHATTAN,310200149645,Nazareth Nursery School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,55
MANHATTAN,310200226798,Mesivta Tifereth Jerusalem,K-12 School,JEWISH,10,11,7,9,11,16,9,15,22,22,20,23,0,0,9,0,8,192
MANHATTAN,310200227467,Ramaz School,Senior High,JEWISH,0,0,0,0,0,0,0,0,103,95,107,94,0,0,0,0,0,399
MANHATTAN,310200228218,Rabbi Arthur Schneier Park East Day School,Elementary,JEWISH,27,17,21,18,18,13,7,5,0,0,0,0,0,0,28,0,29,183
MANHATTAN,310200228605,Ramaz Lower School,Elementary,JEWISH,84,75,68,66,0,0,0,0,0,0,0,0,0,0,87,53,56,489
MANHATTAN,310200228689,Abraham Joshua Heschel School,K-12 School,JEWISH,70,70,71,69,45,47,50,54,77,71,61,64,0,0,67,0,43,859
MANHATTAN,310200229438,Manhattan High School For Girls,Senior High,JEWISH,0,0,0,0,0,0,0,0,56,43,47,50,0,0,0,0,0,196
MANHATTAN,310200229740,Ramaz Middle School,Middle School,JEWISH,0,0,0,0,63,67,61,51,0,0,0,0,0,0,0,0,0,242
MANHATTAN,310200515854,Saint Thomas Choir School,Elementary,EPISCOPAL,0,0,2,6,7,3,8,3,0,0,0,0,0,0,0,0,0,29
MANHATTAN,310200515856,Grace Church School,Junior Senior School,EPISCOPAL,50,50,49,40,44,45,41,40,75,66,68,0,0,0,47,0,31,646
MANHATTAN,310200515859,Saint Luke'S School,Elementary,EPISCOPAL,36,37,23,22,22,22,22,16,0,0,0,0,0,0,37,0,17,254
MANHATTAN,310200516754,Trevor Day School (The),K-12 School,EPISCOPAL,52,46,53,57,57,65,68,64,80,70,63,55,0,0,44,0,20,794
MANHATTAN,310200606536,Friends Seminary,K-12 School,QUAKERS,54,54,54,54,64,54,55,54,76,59,70,59,0,0,53,0,0,760
MANHATTAN,310200626122,Islamic Cultural Center School,Elementary,ISLAMIC,19,15,5,7,11,0,1,0,0,0,0,0,0,0,18,0,22,98
MANHATTAN,310200716777,Cathedral School (The),Elementary,GREEK ORTHODOX,16,17,14,16,18,7,9,8,0,0,0,0,0,0,14,0,33,152
MANHATTAN,310200880425,Gillen Brewer School,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,16,86
MANHATTAN,310200986779,Hunter College Campus Schools,K-12 School,CAMPUS SCHOOLS,50,49,50,46,46,45,225,211,207,201,199,189,0,0,50,0,0,1568
MANHATTAN,310200995196,Leman Manhattan Preparatory School,K-12 School,INDEPENDENT,43,29,37,32,51,44,44,44,45,41,53,52,0,0,21,0,35,571
MANHATTAN,310200995508,Rebecca School,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,61,52,0,0,0,113
MANHATTAN,310200995529,British International School Of New York,Elementary,INDEPENDENT,32,40,26,23,24,19,19,10,0,0,0,0,0,0,36,0,11,240
MANHATTAN,310200995980,Children'S Academy (The),Elementary,INDEPENDENT,6,5,4,5,6,0,0,0,0,0,0,0,0,0,4,0,0,30
MANHATTAN,310200995987,Speyer Legacy School (The),Elementary,INDEPENDENT,38,29,40,34,32,28,16,0,0,0,0,0,0,0,29,0,0,246
MANHATTAN,310200996009,Aaron School (8-12),Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,11,12,13,7,5,0,0,0,0,0,48
MANHATTAN,310200996051,Ecole Internationale De New York,Elementary,INDEPENDENT,18,20,19,15,20,16,6,0,0,0,0,0,0,0,25,0,27,166
MANHATTAN,310200996064,Blue School,Elementary,INDEPENDENT,21,24,27,17,15,0,0,0,0,0,0,0,0,0,30,0,115,249
MANHATTAN,310200996071,Cooke Center Academy,K-12 School,INDEPENDENT,11,7,10,10,11,19,19,18,25,26,30,26,0,46,8,0,0,266
MANHATTAN,310200996095,Avenues New York Llc,Junior Senior School,INDEPENDENT,132,120,80,64,63,85,74,57,58,54,56,0,0,0,137,0,128,1108
MANHATTAN,310200996116,Fusion Academy Manhattan,Junior Senior School,INDEPENDENT,0,0,0,0,0,0,2,4,7,11,12,17,0,0,0,0,0,53
MANHATTAN,310200996184,Pine Street School,Other,INDEPENDENT,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,39
MANHATTAN,310200996739,Brearley School (The),K-12 School,INDEPENDENT,51,49,52,50,51,56,58,54,62,52,52,53,0,0,52,0,0,692
MANHATTAN,310200996742,Browning School (The),K-12 School,INDEPENDENT,34,34,32,31,29,32,33,26,32,27,26,25,0,0,34,0,0,395
MANHATTAN,310200996743,Buckley School,Elementary,INDEPENDENT,44,43,43,43,40,40,36,31,16,0,0,0,0,0,44,0,0,380
MANHATTAN,310200996749,Chapin School (The),K-12 School,INDEPENDENT,60,60,57,55,56,61,62,65,61,55,53,50,0,0,60,0,0,755
MANHATTAN,310200996755,City And Country School,Elementary,INDEPENDENT,33,32,33,27,29,25,31,27,0,0,0,0,0,0,38,0,40,315
MANHATTAN,310200996790,Lorge School (The),Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,24,67,0,0,0,91
MANHATTAN,310200996792,Lycee Francais De New York,K-12 School,INDEPENDENT,103,105,103,104,105,115,96,89,103,96,90,89,0,0,96,0,72,1366
MANHATTAN,310200996794,Lyceum Kennedy,K-12 School,INDEPENDENT,44,24,22,21,21,5,13,11,10,5,9,1,0,0,23,0,23,232
MANHATTAN,310200996800,Hewitt School (The),K-12 School,INDEPENDENT,41,44,48,39,47,50,49,36,40,33,23,29,0,0,38,0,0,517
MANHATTAN,310200996806,Nightingale Bamford School,K-12 School,INDEPENDENT,46,43,41,42,45,50,51,46,43,46,40,32,0,0,45,0,0,570
MANHATTAN,310200996817,Rudolf Steiner School,K-12 School,INDEPENDENT,28,25,19,25,24,21,14,15,28,17,17,24,0,0,45,0,22,324
MANHATTAN,310200996823,Saint Davids School,Elementary,INDEPENDENT,49,48,43,39,43,41,40,42,0,0,0,0,0,0,60,0,16,421
MANHATTAN,310200996830,Spence School,K-12 School,INDEPENDENT,54,52,55,48,51,57,60,60,70,59,55,60,0,0,53,0,0,734
MANHATTAN,310200996834,Town School (The),Elementary,INDEPENDENT,47,41,41,39,40,42,37,34,0,0,0,0,0,0,46,0,18,385
MANHATTAN,310200996836,U N International School,K-12 School,INDEPENDENT,111,117,126,124,128,133,138,128,119,113,110,115,0,0,108,0,0,1570
MANHATTAN,310200997065,Allen-Stevenson School (The),Elementary,INDEPENDENT,46,47,46,44,43,44,44,45,9,0,0,0,0,0,48,0,0,416
MANHATTAN,310200997115,Little Red School House-Elisabeth Irwin High School,K-12 School,INDEPENDENT,40,42,40,40,42,44,39,37,67,64,60,62,0,0,43,0,33,653
MANHATTAN,310200997330,Manhattan Country School,Elementary,INDEPENDENT,20,20,20,22,22,22,20,18,0,0,0,0,0,0,20,0,7,191
MANHATTAN,310200997637,Caedmon School (The),Elementary,INDEPENDENT,31,30,26,25,24,0,0,0,0,0,0,0,0,0,38,0,92,266
MANHATTAN,310200997686,Beekman School (The),Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,7,8,26,26,0,0,0,0,0,67
MANHATTAN,310200997700,Family School (The),Elementary,INDEPENDENT,3,4,5,5,3,6,0,0,0,0,0,0,0,0,25,0,121,172
MANHATTAN,310200997733,Dalton School (The),K-12 School,INDEPENDENT,94,90,96,93,91,102,96,101,123,125,108,105,0,0,97,0,0,1321
MANHATTAN,310200997740,Corlears School,Elementary,INDEPENDENT,20,11,13,10,8,0,0,0,0,0,0,0,0,0,38,28,17,145
MANHATTAN,310200997852,Churchill School And Center (The),K-12 School,INDEPENDENT,12,24,24,36,36,36,36,37,38,40,33,35,0,0,12,0,0,399
MANHATTAN,310200997908,Village Community School,Elementary,INDEPENDENT,45,37,45,40,35,39,29,33,0,0,0,0,0,0,47,0,0,350
MANHATTAN,310200998057,Child School (The),K-12 School,INDEPENDENT,8,9,8,18,16,22,32,34,31,35,36,33,0,0,5,0,0,287
MANHATTAN,310200998266,La Scuola D'Italia-G Marconi,K-12 School,INDEPENDENT,17,28,26,24,20,16,15,18,15,16,15,12,0,0,28,0,34,284
MANHATTAN,310200998518,Winston Preparatory School,Junior Senior School,INDEPENDENT,0,0,0,2,8,17,20,28,30,32,29,33,0,0,0,0,0,199
MANHATTAN,310200998981,De La Salle Academy,Other,INDEPENDENT,0,0,0,0,0,47,58,61,0,0,0,0,0,0,0,0,0,166
MANHATTAN,310200999144,All Souls School,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,131,150
MANHATTAN,310200999300,Birch Wathen Lenox School,K-12 School,INDEPENDENT,28,45,38,47,41,52,49,47,61,51,43,54,0,0,32,0,0,588
MANHATTAN,310200999413,United Cerebral Palsy Of New York City,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,47,45,0,0,299,391
MANHATTAN,310200999572,Geneva School Of Manhattan,Elementary,INDEPENDENT,24,22,17,28,16,13,15,12,0,0,0,0,0,0,20,0,25,192
MANHATTAN,310200999592,"Nysarc, Inc-New York City Chapter",Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,130,116,0,0,330,576
MANHATTAN,310200999614,School For Young Performers,Junior Senior School,INDEPENDENT,0,0,2,0,0,1,2,0,2,1,0,0,0,0,0,0,0,8
MANHATTAN,310200999791,"Association For Metroarea Autistic Children, Inc",Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,64,100,0,0,46,210
MANHATTAN,310200999914,Learningspring School,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,72,35,0,0,0,107
MANHATTAN,310200999964,Aaron School (K-7),Elementary,INDEPENDENT,7,9,19,8,13,23,9,0,0,0,0,0,0,0,9,0,0,97
MANHATTAN,310200999971,Mccarton School (The),Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,21,23,0,0,0,44
MANHATTAN,310300145234,Blessed Sacrament School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,26,37,23,21,26,22,26,25,0,0,0,0,0,0,31,0,114,351
MANHATTAN,310300145259,Corpus Christi School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,16,11,15,13,26,16,21,26,0,0,0,0,0,0,16,0,26,186
MANHATTAN,310300145280,Saint Gregory The Great School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,12,23,12,17,21,20,18,20,0,0,0,0,0,0,14,0,44,201
MANHATTAN,310300145456,Xavier High School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,281,293,268,232,0,0,0,0,0,1074
MANHATTAN,310300147412,Ascension School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,22,23,28,22,19,22,22,27,0,0,0,0,0,0,29,0,80,294
MANHATTAN,310300149994,Cristo Rey High School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,103,101,99,93,0,0,0,0,0,396
MANHATTAN,310300207767,J G B Education Services,Special School,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,24,27,0,0,0,51
MANHATTAN,310300215552,Solomon Schechter School Of Manhattan,Elementary,JEWISH,12,17,16,13,13,17,17,20,0,0,0,0,0,0,19,0,0,144
MANHATTAN,310300226796,Manhattan Day School,Elementary,JEWISH,57,50,39,39,36,52,39,28,0,0,0,0,33,10,51,0,53,487
MANHATTAN,310300227929,Rodeph Sholom School,Elementary,JEWISH,69,44,48,53,53,55,39,40,0,0,0,0,0,0,53,0,51,505
MANHATTAN,310300229121,Yeshiva Ketana Of Manhattan,Elementary,JEWISH,6,5,11,9,9,13,9,8,0,0,0,0,0,0,22,0,21,113
MANHATTAN,310300229306,Beit Rabban Day School,Elementary,JEWISH,10,11,6,6,4,0,0,0,0,0,0,0,0,0,18,0,16,71
MANHATTAN,310300515340,Harlem Academy,Elementary,EPISCOPAL,11,18,16,12,15,16,15,14,0,0,0,0,0,0,0,0,0,117
MANHATTAN,310300515858,Ss Hilda & Hugh School,Elementary,EPISCOPAL,32,31,34,29,32,35,31,28,0,0,0,0,0,0,35,0,33,320
MANHATTAN,310300515862,Trinity School,K-12 School,EPISCOPAL,59,58,61,59,61,62,65,62,117,117,108,111,0,0,60,0,0,1000
MANHATTAN,310300516745,Cathedral School,Elementary,EPISCOPAL,34,34,36,32,33,34,31,31,0,0,0,0,0,0,36,0,0,301
MANHATTAN,310300628144,Sr Clara Muhammed Elementary School,Elementary,ISLAMIC,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4
MANHATTAN,310300756725,Alexander Robertson School,Elementary,PRESBYTERIAN,8,8,6,7,11,0,0,0,0,0,0,0,0,0,9,0,5,54
MANHATTAN,310300995504,Ideal School And Academy,Elementary,INDEPENDENT,25,14,14,13,12,19,13,13,4,0,0,0,0,0,21,0,0,148
MANHATTAN,310300995746,Gateway Middle School (The),Middle School,INDEPENDENT,0,0,0,0,9,13,21,15,0,0,0,0,0,0,0,0,0,58
MANHATTAN,310300996043,Lang School (The),Elementary,INDEPENDENT,9,5,3,4,8,5,2,5,2,0,0,0,0,0,1,0,0,44
MANHATTAN,310300996157,"Shefa School, Inc",Elementary,INDEPENDENT,0,4,8,5,7,0,0,0,0,0,0,0,0,0,0,0,0,24
MANHATTAN,310300996185,Manhattan Star Academy,Other,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
MANHATTAN,310300996728,Bank Street Colelge Of Education,Elementary,INDEPENDENT,41,42,42,45,42,45,35,34,0,0,0,0,0,0,48,0,39,413
MANHATTAN,310300996744,Calhoun School (The),K-12 School,INDEPENDENT,60,51,52,50,44,56,50,52,56,60,59,49,0,0,44,0,71,754
MANHATTAN,310300996756,Collegiate School,K-12 School,INDEPENDENT,49,44,44,50,46,48,51,53,57,57,51,55,0,0,48,0,0,653
MANHATTAN,310300996757,Columbia Grammar & Preparatory School,K-12 School,INDEPENDENT,85,87,76,85,92,85,75,91,118,126,121,120,0,0,86,0,46,1293
MANHATTAN,310300996766,Ethical Culture-Fieldston School,Elementary,INDEPENDENT,69,67,65,65,67,0,0,0,0,0,0,0,0,0,75,0,37,445
MANHATTAN,310300996773,Anglo-American International School (The),Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,46,54,0,0,0,0,0,100
MANHATTAN,310300996795,Mandell School Inc (The),Elementary,INDEPENDENT,25,30,29,18,23,18,10,15,0,0,0,0,0,0,25,0,0,193
MANHATTAN,310300996809,Professional Childrens School,Junior Senior School,INDEPENDENT,0,0,0,0,0,6,12,26,40,30,43,54,0,0,0,0,0,211
MANHATTAN,310300996831,Stephen Gaynor School,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,188,108,33,0,0,329
MANHATTAN,310300997126,Robert Louis Stevenson School,Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,6,6,8,22,18,0,0,0,0,0,60
MANHATTAN,310300997576,York Preparatory School,Junior Senior School,INDEPENDENT,0,0,0,0,0,20,26,38,63,76,64,61,0,0,0,0,0,348
MANHATTAN,310300997763,Gateway School Of New York,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,76
MANHATTAN,310300998078,Studio School (The),Elementary,INDEPENDENT,10,3,6,10,5,5,7,6,0,0,0,0,0,0,9,0,33,94
MANHATTAN,310300998084,Metropolitan Montessori School,Elementary,INDEPENDENT,20,23,18,21,14,14,0,0,0,0,0,0,0,0,34,0,54,198
