County,BEDS Code,School Name,Grade Org Desc,Affiliation,GR 1,GR 2,GR 3,GR 4,GR 5,GR 6,GR 7,GR 8,GR 9,GR 10,GR 11,GR 12,UGE,UGS,FULLK,HALFK,PREK,Enrollment
BROOKLYN,332000126140,Visitation Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,15,15,20,7,17,15,14,12,0,0,0,0,0,0,15,0,16,146
BROOKLYN,332000126142,Xaverian High School,Junior Senior School,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,73,69,76,211,192,220,230,0,0,0,0,0,1071
BROOKLYN,332000126145,Holy Angels Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,28,38,29,29,16,17,16,20,0,0,0,0,0,0,21,0,78,292
BROOKLYN,332000206898,Beth Jacob High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,123,137,137,147,0,0,0,0,0,544
BROOKLYN,332000207910,Bais Rochel School Of Boro Park,K-12 School,JEWISH,144,103,107,102,103,120,124,121,82,128,90,98,0,0,507,0,0,1829
BROOKLYN,332000225016,Yeshiva Imrei Phi,Senior High,JEWISH,0,0,0,0,0,0,0,0,24,0,0,22,0,0,0,0,0,46
BROOKLYN,332000225437,Yeshiva And Mesifta Vayoel Moshe,Senior High,JEWISH,0,0,0,0,0,0,0,0,185,185,185,275,0,0,0,0,0,830
BROOKLYN,332000225438,Mesivta Sholom Schachna,Senior High,JEWISH,0,0,0,0,0,0,0,0,44,51,26,0,0,0,0,0,0,121
BROOKLYN,332000225453,Congregation Machna Shalva,K-12 School,JEWISH,179,186,171,145,147,133,122,100,57,63,41,59,0,0,189,0,201,1793
BROOKLYN,332000225465,Talmud Torah Ohr Moshe,K-12 School,JEWISH,28,29,28,28,28,28,29,24,62,64,26,32,0,0,28,0,86,520
BROOKLYN,332000225514,Yeshiva Adas Yosef Elanda,Pre-K Only,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24
BROOKLYN,332000225654,Yeshiva Ketana Of Bensonhurst,Elementary,JEWISH,48,34,36,40,38,41,38,39,0,0,0,0,0,0,27,0,26,367
BROOKLYN,332000225735,Yeshiva Chasdei Torah,Elementary,JEWISH,12,0,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,40
BROOKLYN,332000226005,Congregation Bnos Yaakov,Senior High,JEWISH,0,0,0,0,0,0,0,0,45,41,45,51,0,0,0,0,0,182
BROOKLYN,332000226008,Darkei Chaim,Elementary,JEWISH,28,28,28,28,28,23,24,0,0,0,0,0,0,0,28,0,33,248
BROOKLYN,332000226061,Jewish Center For Special Education,Junior Senior School,JEWISH,14,14,15,8,14,5,7,8,0,0,6,0,0,0,5,0,0,96
BROOKLYN,332000226101,Yeshiva And Mesivta Wiznitz Of Usa,Senior High,JEWISH,0,0,0,0,0,0,0,0,24,35,28,25,0,0,0,0,0,112
BROOKLYN,332000226126,Mosdos Satmar Bp,Junior Senior School,JEWISH,83,65,61,34,50,35,22,27,19,11,0,0,0,0,114,0,202,723
BROOKLYN,332000226486,Beth Jacob Of Boro Park,Elementary,JEWISH,177,154,159,164,164,176,183,169,0,0,0,0,0,0,140,0,71,1557
BROOKLYN,332000226893,Beth Jacob School For Girls,K-12 School,JEWISH,52,49,46,55,47,63,48,47,69,74,74,70,0,0,55,0,43,792
BROOKLYN,332000226900,Bobover Yeshiva Bnei Zion-15th Avenue,Junior Senior School,JEWISH,123,131,111,151,119,103,105,97,87,70,0,0,0,0,136,106,0,1339
BROOKLYN,332000226935,Congregation Khal Chasidei Skwer Inc,Elementary,JEWISH,66,59,62,61,65,66,67,58,0,0,0,0,0,0,95,0,30,629
BROOKLYN,332000226948,Yeshiva Chsan Sofer,K-12 School,JEWISH,55,48,45,43,41,40,32,35,15,16,20,13,0,0,43,45,0,491
BROOKLYN,332000226957,Yeshiva Ohel Moshe,Elementary,JEWISH,5,3,9,7,4,4,5,7,0,0,0,0,0,0,15,0,0,59
BROOKLYN,332000227132,Hebrew Academy For Special Children,Special School,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,74,47,0,0,286,407
BROOKLYN,332000227219,Yeshiva Beth Hillel Of Krasna,Elementary,JEWISH,31,36,35,39,31,48,39,23,0,0,0,0,0,0,82,0,42,406
BROOKLYN,332000227460,Yeshiva And Beth Hamedrash Shaarei Yosher,Senior High,JEWISH,0,0,0,0,0,0,0,0,24,26,28,0,0,0,0,0,0,78
BROOKLYN,332000227463,Yeshiva Yagdil Torah,Elementary,JEWISH,59,56,53,53,46,57,57,45,0,0,0,0,0,0,66,0,37,529
BROOKLYN,332000227506,Hebrew Institute For The Deaf,Pre-K Only,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,146
BROOKLYN,332000227520,Bais Yitzchak School,Elementary,JEWISH,27,38,39,37,36,34,47,26,0,0,0,0,0,0,43,0,34,361
BROOKLYN,332000227819,Bnos Zion Of Bobov,K-12 School,JEWISH,151,152,126,131,123,96,132,106,113,94,87,89,0,0,157,0,138,1695
BROOKLYN,332000227945,Congregation Khal Chasidei Skwer Inc,Senior High,JEWISH,0,0,0,0,0,0,0,0,58,63,64,68,0,0,0,0,0,253
BROOKLYN,332000228236,Yeshiva Yesode Hatorah,Elementary,JEWISH,29,31,31,30,26,28,26,28,0,0,0,0,0,0,25,0,24,278
BROOKLYN,332000228239,Gerer Yeshiva/Mesivta Bais Yisroel,Senior High,JEWISH,0,0,0,0,0,0,0,0,47,48,35,22,0,0,0,0,0,152
BROOKLYN,332000228244,Mosdos Chasidei Sq-T Y Y Boro Park,Junior Senior School,JEWISH,35,44,49,34,41,30,33,23,14,26,18,0,0,0,32,0,45,424
BROOKLYN,332000228254,Torah Vyirah Of Boro Park,Elementary,JEWISH,0,0,0,168,144,156,127,0,0,0,0,0,0,0,0,0,0,595
BROOKLYN,332000228436,Bais Tziporah,K-12 School,JEWISH,99,49,45,48,44,48,44,52,36,38,37,36,0,0,102,0,0,678
BROOKLYN,332000228439,Yeshiva Machzikei Hadas,Junior Senior School,JEWISH,106,114,97,95,90,80,84,75,71,74,55,0,0,0,154,0,106,1201
BROOKLYN,332000228527,Bnos Yerushalayim,K-12 School,JEWISH,111,95,94,98,81,76,93,87,68,72,65,63,0,0,146,0,67,1216
BROOKLYN,332000228651,Bais Yaakov D'Chassidei Gur,Elementary,JEWISH,72,47,47,50,45,37,51,32,0,0,0,0,0,0,51,0,0,432
BROOKLYN,332000228679,Bais Yaakov Of 18th Avenue,Elementary,JEWISH,30,32,31,33,31,31,32,31,0,0,0,0,0,0,32,0,30,313
BROOKLYN,332000228769,Yeshiva Imrei Yosef Spinka,Junior Senior School,JEWISH,24,18,22,14,20,16,15,17,15,10,0,0,0,0,14,0,62,247
BROOKLYN,332000228797,Yeshiva Tiferes Bunim,Elementary,JEWISH,21,11,17,18,13,10,9,15,0,0,0,0,0,0,12,0,24,150
BROOKLYN,332000228904,Yeshivas Novominsk-Kol Yehuda,Senior High,JEWISH,0,0,0,0,0,0,0,0,44,39,44,37,0,0,0,0,0,164
BROOKLYN,332000228908,Bais Esther School,K-12 School,JEWISH,85,75,73,66,51,40,49,44,51,50,38,66,0,0,89,0,151,928
BROOKLYN,332000228915,Bais Yaakov D'Gur High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,38,34,25,21,0,0,0,0,0,118
BROOKLYN,332000229010,Bnos Yakov Of Boro Park,K-12 School,JEWISH,68,63,61,48,51,42,34,51,41,34,36,26,0,0,129,0,109,793
BROOKLYN,332000229051,Machon Bais Yaakov Hilda Birn High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,33,27,38,31,0,0,0,0,0,129
BROOKLYN,332000229076,Bais Frima Chinuch Center,K-12 School,JEWISH,19,19,13,26,14,23,16,16,15,11,9,13,0,0,28,0,45,267
BROOKLYN,332000229091,Yeshiva Derech Chaim,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15
BROOKLYN,332000229112,Sinai Academic Center,Junior Senior School,JEWISH,0,0,0,0,0,0,3,3,8,10,15,8,0,0,0,0,0,47
BROOKLYN,332000229159,Talmud Torah D'Rabinu Yoel,Elementary,JEWISH,185,174,184,155,156,0,0,0,0,0,0,0,0,0,350,80,0,1284
BROOKLYN,332000229276,Merkaz Bnos High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,23
BROOKLYN,332000229282,Yeshiva Congregation Toras Yufa,Junior Senior School,JEWISH,25,0,0,0,0,0,0,0,0,60,0,0,0,0,60,0,0,145
BROOKLYN,332000229319,Tiferes Miriam School For Girls,Junior Senior School,JEWISH,0,0,0,0,0,1,3,4,6,6,9,6,0,0,0,0,0,35
BROOKLYN,332000229340,Shalsheles Bais Yaakov,K-12 School,JEWISH,10,9,9,10,12,15,16,12,18,24,18,20,0,0,6,0,0,179
BROOKLYN,332000229376,Zichron Yehuda-Bais Simcha,Elementary,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,25,39
BROOKLYN,332000229460,Cheder (The),Elementary,JEWISH,53,51,51,50,53,51,53,50,0,0,0,0,0,0,50,0,50,512
BROOKLYN,332000229590,Congregation Machne Chaim Inc,K-12 School,JEWISH,74,69,68,64,75,62,64,66,38,37,42,41,0,0,70,0,159,929
BROOKLYN,332000229665,Yeshiva Kehilath Yakov,Elementary,JEWISH,53,48,39,52,40,46,49,0,0,0,0,0,0,0,103,0,84,514
BROOKLYN,332000229673,Viznitzer Chaider Tiferes Yisroel,Elementary,JEWISH,23,25,27,19,24,19,23,18,0,0,0,0,0,0,28,0,42,248
BROOKLYN,332000229735,Yeshiva Sharei Hatzlucha,Elementary,JEWISH,17,14,16,20,16,25,18,22,0,0,0,0,0,0,19,0,22,189
BROOKLYN,332000229822,Gan Yisroel,Elementary,JEWISH,84,70,86,75,76,76,44,48,0,0,0,0,0,16,160,0,97,832
BROOKLYN,332000229839,Yeshiva Nesivos Chaim,Senior High,JEWISH,0,0,0,0,0,0,0,0,6,3,11,14,0,0,0,0,0,34
BROOKLYN,332000229894,Ohr Torah,Special School,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
BROOKLYN,332000229965,Ohr Halimud/Multi-Sensory Learning Center,Special School,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,15
BROOKLYN,332000305792,Lutheran Elementary School Of Bay Ridge,Elementary,LUTHERAN,22,16,17,16,14,20,10,18,0,0,0,0,0,0,20,0,22,175
BROOKLYN,332000307373,Leif Ericson Day School,Elementary,LUTHERAN,14,14,12,16,17,9,14,12,0,0,0,0,0,0,14,0,11,133
BROOKLYN,332000445840,Brooklyn Sda Elementary School,Elementary,SEVENTH-DAY ADVENTIST,7,10,9,14,11,17,13,12,0,0,0,0,0,0,8,0,10,111
BROOKLYN,332000718760,D & G Kaloidis Parochial School,Elementary,GREEK ORTHODOX,14,8,13,19,7,12,12,8,0,0,0,0,0,0,12,0,54,159
BROOKLYN,332000808988,Bay Ridge Christian Academy,Elementary,CHRISTIAN FUNDAMENTALIST,11,10,15,7,9,13,16,14,0,0,0,0,0,0,12,0,12,119
BROOKLYN,332000809366,Gateway City Academy,Elementary,CHRISTIAN FUNDAMENTALIST,8,12,9,5,10,4,6,0,0,0,0,0,0,0,12,0,0,66
BROOKLYN,332000996880,Adelphi Academy,K-12 School,INDEPENDENT,6,1,7,4,8,7,4,4,9,15,11,14,0,0,1,0,5,96
BROOKLYN,332000996928,Polytech Prep Country Day School,K-12 School,INDEPENDENT,36,37,34,30,47,85,86,92,123,121,134,126,0,0,36,0,44,1031
BROOKLYN,332000997766,Guild For Exceptional Children,Pre-K Only,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,153
BROOKLYN,332000999653,Bay Ridge Preparatory School,K-12 School,INDEPENDENT,15,9,16,15,17,29,29,32,44,55,63,56,0,0,10,0,0,390
BROOKLYN,332100125507,St Peter Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,26,24,19,20,15,17,18,21,0,0,0,0,0,0,24,0,38,222
BROOKLYN,332100126015,Saint Athanasius School,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,19,31,26,28,29,22,32,27,0,0,0,0,0,0,34,0,47,295
BROOKLYN,332100126073,Bishop Kearney High School,Senior High,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,82,92,105,124,0,0,0,0,0,403
BROOKLYN,332100126097,Our Lady Of Grace Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,20,22,21,24,29,21,25,32,0,0,0,0,0,0,16,0,23,233
BROOKLYN,332100206938,Lubavitcher School Chabad,K-12 School,JEWISH,16,12,17,16,14,14,8,7,7,6,11,4,0,0,20,0,21,173
BROOKLYN,332100206993,Mesivta Yeshiva Rabbi Chaim Berlin,Senior High,JEWISH,0,0,0,0,0,0,0,0,65,53,55,54,0,0,0,0,0,227
BROOKLYN,332100207932,Lubavitcher High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,36,34,28,22,0,0,0,0,0,120
BROOKLYN,332100225340,Elite High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,9,6,6,9,0,0,0,0,0,30
BROOKLYN,332100225677,Yeshivat Magen Abraham,Senior High,JEWISH,0,0,0,0,0,0,0,0,9,4,12,1,0,0,0,0,0,26
BROOKLYN,332100225701,Mazel Day School,Elementary,JEWISH,18,15,16,16,12,8,6,6,0,0,0,0,0,0,36,0,26,159
BROOKLYN,332100225735,Bnot Chaya Academy,Senior High,JEWISH,0,0,0,0,0,0,0,0,6,4,10,6,0,0,0,0,0,26
BROOKLYN,332100226074,Bais Yaakov Oz Vehodar,Senior High,JEWISH,0,0,0,0,0,0,0,0,21,30,29,16,0,0,0,0,0,96
BROOKLYN,332100226075,Yeshivat Darchei Eres Inc,Junior Senior School,JEWISH,79,49,62,44,0,0,0,0,61,62,54,47,0,0,83,0,65,606
BROOKLYN,332100226100,Congregation Bnos Chaya,Elementary,JEWISH,12,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,20,50
BROOKLYN,332100226160,Pathway Study Center Inc (The),Other,JEWISH,4,1,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,15
BROOKLYN,332100226165,Yeshiva Yesodei Hachaim,Senior High,JEWISH,0,0,0,0,0,0,0,0,25,18,0,0,0,0,0,0,0,43
BROOKLYN,332100226500,Yeshiva Torah Temimah,K-12 School,JEWISH,41,40,44,37,35,43,42,58,38,34,31,36,0,0,36,0,33,548
BROOKLYN,332100226924,Magen David Yesh-Isaac Shlm E,Elementary,JEWISH,115,119,155,131,168,161,149,150,0,0,0,0,0,0,130,0,109,1387
BROOKLYN,332100226933,Shulamith School For Girls Of Brooklyn,Elementary,JEWISH,26,22,23,28,22,20,27,18,0,0,0,0,0,0,26,0,16,228
BROOKLYN,332100226947,Yeshiva Of Brooklyn,K-12 School,JEWISH,62,56,68,66,57,73,65,62,68,54,44,64,0,0,69,0,32,840
BROOKLYN,332100226952,Yeshiva Karlin Stolin,K-12 School,JEWISH,57,44,29,50,51,49,48,34,57,38,42,29,0,0,37,0,65,630
BROOKLYN,332100226958,Yeshiva Rabbi Chaim Berlin,Elementary,JEWISH,85,78,85,72,72,75,71,64,0,0,0,0,16,7,86,0,80,791
BROOKLYN,332100227202,Ahi Ezer Yeshiva,Elementary,JEWISH,20,18,18,26,20,22,24,27,0,0,0,0,0,0,20,0,15,210
BROOKLYN,332100227245,Bnos Israel Of East Flatbush,Elementary,JEWISH,31,29,30,37,30,24,32,22,0,0,0,0,0,0,31,33,0,299
BROOKLYN,332100227684,Yeshivah Of Flatbush Elementary School,Elementary,JEWISH,158,146,141,155,123,140,123,118,0,0,0,0,0,0,154,0,93,1351
BROOKLYN,332100227824,Bais Yaakov Academy,K-12 School,JEWISH,59,55,59,58,54,57,57,55,57,64,56,64,0,0,61,0,61,817
BROOKLYN,332100228502,Shulamith  Of Brooklyn,Senior High,JEWISH,0,0,0,0,0,0,0,0,17,22,20,20,0,0,0,0,0,79
BROOKLYN,332100228530,Ateret Torah Center,K-12 School,JEWISH,74,55,51,67,61,60,54,67,46,49,39,40,0,0,66,79,67,875
BROOKLYN,332100228724,Shaare Torah School,Junior Senior School,JEWISH,29,39,33,28,31,28,37,28,25,16,21,20,0,0,0,0,0,335
BROOKLYN,332100228850,Yeshiva Imrei Chaim Viznitz,Elementary,JEWISH,50,56,55,52,55,55,58,50,0,0,0,0,8,0,75,81,75,670
BROOKLYN,332100229088,Magen David Yeshivah High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,106,85,59,82,0,0,0,0,0,332
BROOKLYN,332100229099,Bet Yaakov Ateret Torah,Elementary,JEWISH,78,66,71,47,55,56,51,57,0,0,0,0,0,0,64,68,70,683
BROOKLYN,332100229120,Congregation Ohr Shraga D'Veretzky,K-12 School,JEWISH,32,28,26,29,28,26,26,26,25,13,17,14,0,0,54,0,20,364
BROOKLYN,332100229256,Bet Yakov Ateret Torah High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,61,54,44,51,0,0,0,0,0,210
BROOKLYN,332100229424,Gesher Yehuda,Junior Senior School,JEWISH,6,3,3,9,8,7,9,2,8,10,2,0,0,0,0,0,0,67
BROOKLYN,332100229454,Torah Academy High School,Junior Senior School,JEWISH,0,0,0,0,0,0,2,0,3,3,1,2,0,0,0,0,0,11
BROOKLYN,332100229485,Big Apple Institute Inc,Elementary,JEWISH,135,150,121,100,105,70,70,70,0,0,0,0,0,0,145,0,0,966
BROOKLYN,332100229598,Yeshivat Or Hatorah,Junior Senior School,JEWISH,24,20,13,24,20,18,15,18,0,10,9,17,0,0,12,0,11,211
BROOKLYN,332100229599,Bet Yaakov Ohr Sarah,K-12 School,JEWISH,29,25,26,32,23,21,20,20,21,15,16,22,0,0,29,0,54,353
BROOKLYN,332100229628,Ahaba Ve Ahva Cong And Yeshiva,Junior Senior School,JEWISH,8,6,5,7,5,7,9,3,0,9,0,0,0,0,5,0,8,72
BROOKLYN,332100229679,Mesivta & Yeshiva Gedolah Of Mnhttn Bch,Senior High,JEWISH,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,8
BROOKLYN,332100229735,Yeshiva Sharei Hatzlucha,Other,JEWISH,17,14,16,20,16,25,18,22,0,0,0,0,0,0,19,0,22,189
BROOKLYN,332100229811,Barkai Yeshiva,Elementary,JEWISH,39,38,43,40,39,36,37,39,0,0,0,0,0,0,39,0,32,382
BROOKLYN,332100229813,Ivdu School,Elementary,JEWISH,2,2,0,2,7,2,5,6,0,0,0,0,0,33,3,0,0,62
BROOKLYN,332100229830,B'Not Rachel High School For Girls,Senior High,JEWISH,0,0,0,0,0,0,0,0,16,21,19,16,0,0,0,0,0,72
BROOKLYN,332100995351,Imagine Academy,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31
BROOKLYN,332100995457,Reach For The Stars Learning Center,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,0,20
BROOKLYN,332100996045,Becec Inc,Pre-K Only,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,311
BROOKLYN,332100996136,Butterfly,Pre-K Only,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21
BROOKLYN,332100996160,Pathway Study Center Inc (The),Other,INDEPENDENT,4,1,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,15
BROOKLYN,332100997913,Windmill Montessori School,Elementary,INDEPENDENT,15,15,8,8,11,4,7,6,0,0,0,0,0,0,19,0,23,116
BROOKLYN,332100999764,Brooklyn Amity School,K-12 School,INDEPENDENT,13,8,20,19,14,24,16,15,28,38,28,29,0,0,16,0,6,274
BROOKLYN,332200125181,Midwood Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,32,30,37,32,25,40,50,33,0,0,0,0,0,0,38,0,24,341
BROOKLYN,332200126021,Saint Bernard Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,31,28,26,31,34,36,34,35,0,0,0,0,0,0,33,0,33,321
BROOKLYN,332200126033,Saint Edmund Preparatory High School,Senior High,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,180,200,184,178,0,0,0,0,0,742
BROOKLYN,332200126034,Saint Edmund Elementary School,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,8,20,24,20,18,22,25,31,0,0,0,0,0,0,22,0,15,205
BROOKLYN,332200126049,Good Shepherd Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,17,19,20,23,24,25,27,34,0,0,0,0,0,0,19,0,36,244
BROOKLYN,332200126077,Saint Mark Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,20,31,30,19,17,26,22,21,0,0,0,0,0,0,29,0,36,251
BROOKLYN,332200126080,Mary Queen Of Heaven Catholic Academy,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,31,27,27,26,30,35,27,32,0,0,0,0,0,0,19,0,39,293
BROOKLYN,332200206950,Yeshiva Of Flatbush-Joel Braverman High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,167,171,165,161,0,0,0,0,0,664
BROOKLYN,332200216910,East Midwood Hebrew Day School,Elementary,JEWISH,21,31,24,13,12,18,16,13,0,0,0,0,0,0,24,0,34,206
BROOKLYN,332200225638,Yeshivat Shaare Torah High School For Girls,Senior High,JEWISH,0,0,0,0,0,0,0,0,38,22,36,32,0,0,0,0,0,128
BROOKLYN,332200225688,Masores Bais Yaakov High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,55,62,46,51,0,0,0,0,0,214
BROOKLYN,332200225730,Kollel Zichron Yosef,Elementary,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,24
BROOKLYN,332200225985,Yeshivat Lev Torah,Elementary,JEWISH,27,29,27,21,20,20,10,18,0,0,0,0,0,0,30,0,41,243
BROOKLYN,332200226034,Yeshivat Ohel Torah,K-12 School,JEWISH,19,17,14,15,17,13,16,10,9,12,12,9,0,0,19,0,43,225
BROOKLYN,332200226037,Zvi Dov Roth Academy Of Yeshiva Rambam,Junior Senior School,JEWISH,0,0,0,0,0,0,11,10,21,16,30,11,0,0,0,0,0,99
BROOKLYN,332200226044,Mevakshai Hashem,Elementary,JEWISH,59,55,28,30,28,27,0,0,0,0,0,0,0,0,57,0,56,340
BROOKLYN,332200226048,Ezra Hatzvy Academy,Special School,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,9
BROOKLYN,332200226066,Yeshiva Bais Chaya Esther,Elementary,JEWISH,53,28,23,22,12,13,15,0,0,0,0,0,0,0,45,0,20,231
BROOKLYN,332200226102,Congregation Derech Emunah Viener,Elementary,JEWISH,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18,36
BROOKLYN,332200226113,Yeshivat Mekor Haim,Elementary,JEWISH,12,16,19,12,7,14,0,13,0,0,0,0,0,0,19,0,36,148
BROOKLYN,332200226125,Yeshiva Ohr Yisrael,Senior High,JEWISH,0,0,0,0,0,0,0,0,18,14,19,0,0,0,0,0,0,51
BROOKLYN,332200226139,Mesivta Meor Hatorah,Junior Senior School,JEWISH,0,0,0,0,0,0,0,30,46,41,47,32,0,0,0,0,0,196
BROOKLYN,332200226161,Mercaz Gan Of Flatbush/Yeshiva Ohel Sarah,Elementary,JEWISH,14,11,9,10,8,0,9,11,0,0,0,0,0,0,16,0,0,88
BROOKLYN,332200226183,Bais Shifra,Other,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,40
BROOKLYN,332200226487,Crown Heights Yeshivah,Elementary,JEWISH,37,21,29,23,20,24,36,29,0,0,0,0,0,0,30,0,30,279
BROOKLYN,332200226488,Prospect Park Bnos Leah High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,60,52,60,60,0,0,0,0,0,232
BROOKLYN,332200226920,Joseph S Gruss Yeshiva High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,22,25,23,20,0,0,0,0,0,90
BROOKLYN,332200226926,Mirrer Yeshiva High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,69,59,64,10,0,0,0,0,0,202
BROOKLYN,332200226937,Torah Vodaath High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,21,11,17,16,0,0,0,0,0,65
BROOKLYN,332200226954,Yeshiva Of Kings Bay,Elementary,JEWISH,10,20,17,18,22,12,8,15,0,0,0,0,0,0,11,0,24,157
BROOKLYN,332200226964,Yeshiva Torah Vodaath,Elementary,JEWISH,52,49,48,47,49,26,47,38,0,0,0,0,0,0,78,0,74,508
BROOKLYN,332200226966,Yeshiva Toras Emes Kamenitz,Elementary,JEWISH,26,18,21,25,27,32,35,22,0,0,0,0,0,0,24,0,18,248
BROOKLYN,332200227462,Prospect Park Yeshiva,Elementary,JEWISH,61,54,62,62,54,63,53,62,0,0,0,0,0,0,58,37,19,585
BROOKLYN,332200228238,Mirrer Yeshiva Elementary School,Elementary,JEWISH,34,47,46,49,37,44,47,47,0,0,0,0,0,0,100,0,13,464
BROOKLYN,332200228580,Yeshiva Derech Hatorah,K-12 School,JEWISH,26,27,23,22,25,19,19,19,9,14,7,6,0,0,35,0,31,282
BROOKLYN,332200228584,Yeshiva Tifereth Elimelech,K-12 School,JEWISH,35,42,51,48,43,38,38,43,36,33,28,35,0,0,39,36,17,562
BROOKLYN,332200229143,Mesivta Tiferes Yisroel,K-12 School,JEWISH,55,57,61,62,58,56,70,53,36,41,38,36,0,0,59,0,58,740
BROOKLYN,332200229145,Yeshiva Ahavas Torah,Elementary,JEWISH,27,26,21,23,19,20,13,7,0,0,0,0,0,0,25,0,30,211
BROOKLYN,332200229244,Masores Bais Yaakov Elementary School,Elementary,JEWISH,67,74,50,73,53,65,55,51,0,0,0,0,0,0,62,0,58,608
BROOKLYN,332200229475,Yeshiva Vyelipol,Senior High,JEWISH,0,0,0,0,0,0,0,0,30,21,23,26,0,0,0,0,0,100
BROOKLYN,332200229577,Nefesh Academy,Junior Senior School,JEWISH,0,0,0,0,0,0,0,4,11,11,13,16,0,0,0,0,0,55
BROOKLYN,332200229642,Step-Special Torah Education Program,Special School,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,0,0,28
BROOKLYN,332200229795,Congregation Lev Bais Yaakov,K-12 School,JEWISH,52,50,52,34,39,37,37,47,22,35,20,26,0,0,55,0,59,565
BROOKLYN,332200229867,Bonim Lamokom,Special School,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,5,27,0,0,0,32
BROOKLYN,332200229911,Yeahiva Birchas Shmuel,Junior Senior School,JEWISH,0,0,0,0,0,0,10,10,13,23,35,0,0,0,0,0,0,91
BROOKLYN,332200229972,Talmud Torah Ohel Yochanan,Elementary,JEWISH,81,71,54,54,54,54,30,34,0,0,0,0,0,0,67,0,88,587
BROOKLYN,332200805491,Scholar Skills Christian Academy,Elementary,INDEPENDENT,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,5
BROOKLYN,332200809714,Christian Heritage Academy,K-12 School,CHRISTIAN FUNDAMENTALIST,6,7,8,4,8,10,9,2,9,15,16,12,0,0,9,0,8,123
BROOKLYN,332200995520,Cortelyou Early Childhood Center,Elementary,INDEPENDENT,15,19,13,13,8,0,0,0,0,0,0,0,0,0,26,0,60,154
BROOKLYN,332200998736,Ebenezer Preparatory School,Elementary,INDEPENDENT,16,20,14,11,12,11,11,11,0,0,0,0,0,0,15,0,21,142
